Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
84,,201.0,Economic Performance,201-01,Direct economic value generated and distributed,,Developing Industry Standards,,,Lynas Rare Earth,2023.0,"Lynas has actively developed international standards for the Rare Earth supply chain. It includes setting and publishing ISO traceability standards covering the rare earth supply chain from mine to magnets, participating in working group activities related to Sustainability standard development, and actively creating ISO standards for rare earth analytical methods.\t",,,2,36,,,"Developing, industry, standard",8,S,,,,,,,,,,,,,,,
85,,201.0,Economic Performance,201-01,Direct economic value generated and distributed,,Processing Innovation,,,Lynas Rare Earth,2023.0,"As announced on 21 June 2023, Lynas was awarded a $20 million grant as part of the Australian Government's Modern Manufacturing Initiative Manufacturing Integration Stream. The grant will develop a new capability to process apatite-rich ores from the Mt Weld ore body through a newly developed process containing two circuits for removing apatite.",,,2,36,,,"Process, innovation, product",8,S,,,,,,,,,,,,,,,
86,,201.0,Economic Performance,201-01,Direct economic value generated and distributed,,Supply chain resilience,,,Lynas Rare Earth,2023.0,Lynas announced signing an approximately US$258 million follow-on contract with the United States (U.S.) Department of Defense (DoD) for constructing the Heavy Rare Earths component of the Lynas U.S. Rare Earths Processing Facility in Texas. The new Facility will be a commercial facility. It will help strengthen supply chain resilience for responsibly produced rare earth as inputs to the United States' burgeoning high-tech industry and the U.S. and allied nations' national security needs.,,,2,36,,,"Supply chain, resilience, economy",8,S,,,,,,,,,,,,,,,
87,,201.0,Economic Performance,201-01,Direct economic value generated and distributed,,Partnering with local communities,,,Lynas Rare Earth,2023.0,Lynas recognizes that local community support and acceptance is critical to the success of our operations. We are proud to have earned the trust of our local communities in the Kuantan area of Malaysia by operating our plant safely for over 10 years and being a valued employer and active member of our local communities.,,,2,37,,,"Partnership, local people, engagement","8, 17",S,,,,,,,,,,,,,,,
88,,201.0,Economic Performance,201-02,Financial implications and other risks and opportunities due to climate change,"Drawing on Lynas Life Cycle Assessment (LCA), the most significant contributions to Scope 3 emissions in the value chain were identified as raw chemicals inputs to production. In FY23, Lynas evaluated the emissions from business travel.",,,,Lynas Rare Earth,2023.0,,,,2,26,,,,,,,,,,,,,,,,,,,,
89,,201.0,Economic Performance,201-03,Defined benefit plan obligations and other retirement plans,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
90,,201.0,Economic Performance,201-04,Financial assistance received from government,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
91,,202.0,Market Presence,202-01,Ratios of standard entry level wage by gender compared to local minimum wage,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
92,,202.0,Market Presence,202-02,Proportion of senior management hired from the local community,Lynas hired 2 senior managers from Malaysian nationalities and 7 senior management employees from Australian nationalities.,,,,Lynas Rare Earth,2023.0,,,,2,,8,,,,,,,,,,,,,,,,,,,
93,,203.0,Indirect Economic Impacts,203-01,Infrastructure investments and services supported,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
94,,203.0,Indirect Economic Impacts,203-02,Significant indirect economic impacts,"Lynas focuses on social investment in health and wellness, education and employment, and supporting vulnerable community members. In FY23, direct community investment and related expenditures across Lynas operations were approximately $0.6m plus employee volunteering hours.",,,,Lynas Rare Earth,2023.0,,,,2,36,,,,,,,,,,,,,,,,,,,,
95,,204.0,Procurement Practices,204-01,Proportion of spending on local suppliers,"In FY23, 88% of inputs were procured at the local (i.e. Western Australia) or country (Malaysia) level across the Company'sCompany's operating sites.",,,,Lynas Rare Earth,2023.0,,,,3,35,,,,,,,,,,,,,,,,,,,,
96,,205.0,Anti-corruption,205-01,Operations assessed for risks related to corruption,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
97,,205.0,Anti-corruption,205-01,Operations assessed for risks related to corruption,,,Anti-Bribery and Corruption Policy,,Lynas Rare Earth,2023.0,"In FY23, Lynas continued to work through Transparency International's U.K. guidance on anti-bribery and corruption best practices for companies to identify opportunities to improve our anti-bribery and corruption program. It included the annual staff Code of Conduct and anti-bribery and corruption training undertaken during the year.",,,3,10,,,"Bribery, corruption, policy",16,G,,,,,,,,,,,,,,,
98,,205.0,Anti-corruption,205-02,Communication and training about anti-corruption policies and procedures,,The Lynas Whistleblower Policy,,,Lynas Rare Earth,2023.0,"The Lynas Whistleblower Policy contains protections and confidentiality provisions for whistleblowers, consistent with applicable legislation, and contact details for the independently operated Disclosure Line. Lynas encourage their people and communities to report any concerns or breaches of policies, and Lynas has an independently run, confidential Disclosure Line in place for our personnel, business and communities.",,,3,10,,,"Corruption, whistleblower, policy",16,G,,,,,,,,,,,,,,,
99,,205.0,Anti-corruption,205-03,Confirmed incidents of corruption and actions taken,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
100,,206.0,Anti-competitive Behavior,206-01,"Legal actions for anti-competitive behavior, anti-trust, and monopoly practices",,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
101,,207.0,Tax,207-01,Approach to tax,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
102,,207.0,Tax,207-02,"Tax governance, control, and risk management",,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
103,,207.0,Tax,207-03,Stakeholder engagement and management of concerns related to tax,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
104,,207.0,Tax,207-04,Country-by-country reporting,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
105,,301.0,Materials,301-01,Materials used by weight or volume,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
106,,301.0,Materials,301-02,Recycled input materials used,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
107,,301.0,Materials,301-03,Reclaimed products and thei packaging materials,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
108,,302.0,Energy,302-01,Energy consumption within the organization,Energy consumption within the organization's activities on a net basis is 470.749 Mwh.,,,,Lynas Rare Earth,2023.0,,,,3,23.24,,,,,,,,,,,,,,,,,,,,
109,,302.0,Energy,302-02,Energy consumption outside of the organization,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
110,,302.0,Energy,302-03,Energy intensity,,Gas-renewable hybrid power station,,,Lynas Rare Earth,2023.0,"As noted above, as part of the Mt Weld expansion project, a transition from the current diesel power station to a gas-renewable hybrid power station is planned to reduce the intensity of GHG emissions. A tender was released for the gas-hybrid power station in FY23, and an early works tender was awarded. Lynas intends to finalize contract negotiations for the gas-hybrid power station in FY24.",,,3,23,,,"Energy, renewable, hybrid","7, 13",E,,,,,,,,,,,,,,,
