Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
10,,102.0,General Disclosures,102-10,Significant changes to the organization and its supply chain,Lynas also offers mine-to-motor traceability with selected downstream manufacturing partners.,,,,Lynas Rare Earth,2023.0,,,,1,6,,,,,,,,,,,,,,,,,,,,
11,,102.0,General Disclosures,102-11,Precautionary Principles or approach,Lynas aims to be the supplier of choice for our customers and a leader in sustainably produced rare earths. This vision lives through our people and the way we do business.,,,,Lynas Rare Earth,2023.0,,,,1,7,,,,,,,,,,,,,,,,,,,,
12,,102.0,General Disclosures,102-12,External initiatives,"The Lynas Rare Earths (Lynas) Environmental, Social and Governance (ESG) Report 2023 outlines the company's ongoing commitment to report progress towards the principles of the United Nations Global Compact (UNGC), ISO Standards 9001, 14001, 45001, Development of ISO TC 298, etc.",,,,Lynas Rare Earth,2023.0,,,,1,4,,,,,,,,,,,,,,,,,,,,
13,,102.0,General Disclosures,102-13,Membership of associations,"Lynas Rare Earths Limited (Lynas) is a member of the Malaysian Australian Business Council, the Minerals Council of Australia, The Chamber of Minerals and Energy of Western Australia, the Goldfields Aboriginal Business Chamber, etc.",,,,Lynas Rare Earth,2023.0,,,,1,47,,,,,,,,,,,,,,,,,,,,
14,,102.0,General Disclosures,102-14,Statement from senior decision-maker,"""This has been an exciting year for Lynas with the completion of major construction works and commencement of stage 4 commissioning at our new Kalgoorlie Rare Earths Processing Facility. This new facility provides jobs and economic benefits to the Goldfields and Western Australian economies"".",,,,Lynas Rare Earth,2023.0,,,,1,2,,,,,,,,,,,,,,,,,,,,
15,,102.0,General Disclosures,102-15,"Key impacts, risks, and opportunities","During the financial year ending 30 June 2022, the Group appointed Price Waterhouse Coopers to recommend an internal audit plan focused on critical areas of the business consistent with the outcomes of the risk mapping process.",,,,Lynas Rare Earth,2023.0,,,,1,12,,,,,,,,,,,,,,,,,,,,
16,,102.0,General Disclosures,102-16,"Values, principles, standards, and norms of behavior","Lynas Rare Earths Limited (Lynas) values include care, achievement, expertise, diversity, and sustainability.",,,,Lynas Rare Earth,2023.0,,,,1,7,,,,,,,,,,,,,,,,,,,,
17,,102.0,General Disclosures,102-17,Mechanisms for advice and concerns about ethics,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
18,,102.0,General Disclosures,102-18,Governance structure,Lynas Rare Earth Limited has a seven-member board of directors and three committees.,,,,Lynas Rare Earth,2023.0,,,,1,8,,,,,,,,,,,,,,,,,,,,
19,,102.0,General Disclosures,102-19,Delegating authority,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
20,,102.0,General Disclosures,102-20,"Executive-level responsibility for economic, environmental, and social topics",,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
21,,102.0,General Disclosures,102-21,"Consulting stakeholders on economic, environmental, and social topics",,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
22,,102.0,General Disclosures,102-22,Composition of the highest governance body and its committees,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
23,,102.0,General Disclosures,102-23,Chair of the highest governance body,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
24,,102.0,General Disclosures,102-24,Nominating and selecting the highest governance body,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
25,,102.0,General Disclosures,102-25,Conflicts of interest,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
26,,102.0,General Disclosures,102-25,Conflicts of interest,,,Conflicts of interest policy,,Lynas Rare Earth,2023.0,"This policy imposes obligations and procedures on all directors, employees and consultants of the Company to avoid and manage conflicts of interest. This policy also sets obligations and procedures on all such persons concerning the recognition and reporting of related party transactions.",,,1,,,2,"Conflict of interest, policy, related party",3.12,G,,,,,,,,,,,,,,,
27,,102.0,General Disclosures,102-26,"Role of highest governance body in setting purpose, values, and strategy",,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
28,,102.0,General Disclosures,102-27,Collective knowledge of highest governance body,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
29,,102.0,General Disclosures,102-28,Evaluating the highest governance body's performance,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
30,,102.0,General Disclosures,102-29,"Identifying and managing economic, environmental, and social impacts",,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
31,,102.0,General Disclosures,102-29,"Identifying and managing economic, environmental, and social impacts",,,Lynas Materiality Process,,Lynas Rare Earth,2023.0,"The Lynas materiality process complements our risk practices as we assess the critical external impacts of our activities and their related business consequences, including through reporting against the Task Force for Climate-related Financial Disclosures framework.",,,1,12,,,"Materiality, stakeholder, process",17,"E,S,G",,,,,,,,,,,,,,,
32,,102.0,General Disclosures,102-30,Effectiveness of risk management processes,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
33,,102.0,General Disclosures,102-30,Effectiveness of risk management processes,,,Internal risk audit,,Lynas Rare Earth,2023.0,Lynas began implementing an internal audit function during the financial year ending 30 June 2022. The internal audit function has previously focussed on compliance with ISO standards by the Group's operating processes. It will be progressively expanded to other critical risk areas in the business.,,,1,12,,,"Risk, internal audit, risk management",8,G,,,,,,,,,,,,,,,
34,,102.0,General Disclosures,102-31,"Review of economic, environmental, and social topics",,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
35,,102.0,General Disclosures,102-32,Highest governance body's role in sustainability reporting,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
36,,102.0,General Disclosures,102-32,Highest governance body's role in sustainability reporting,,,"Audit, Risk & ESG Committee",,Lynas Rare Earth,2023.0,"The Audit, Risk, and ESG Committee at Lynas is crucial in delivering thorough ESG reporting by gathering, evaluating, and showcasing information regarding the Company's Environmental, Social, and Governance (ESG) achievements.",,,2,8,,,"Committee, ESG, governance",131415,"E,S,G",,,,,,,,,,,,,,,
