Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
203,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,,Contributions to charitable homes,,Lynas Rare Earth,2023.0,"Lynas Rare Earth demonstrates its commitment to social responsibility by actively contributing to charitable homes. Through various initiatives and donations, Lynas extends support to philanthropic organizations, fostering a positive impact on the lives of those residing in these homes.",,,4,42,,,"Communities, Charitable, Donations",1311,S,,,,,,,,,,,,,,,
204,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,,CSR activities,,Lynas Rare Earth,2023.0,"Lynas integrates Corporate Social Responsibility (CSR) activities into its staff events, showcasing a commitment to community engagement and social impact. These CSR activities are thoughtfully designed to involve Lynas employees in initiatives that contribute positively to society.",,,4,42,,,"Communities, CSR, Events",10.11,S,,,,,,,,,,,,,,,
205,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,,Knowledge transfer program,,Lynas Rare Earth,2023.0,"The Knowledge Transfer Program venture between Lynas and local universities exemplifies a collaborative effort to enhance academic-industry partnerships and foster innovation. This initiative involves the exchange of expertise, research findings, and technical knowledge between Lynas and academic institutions.",,,4,42,,,"Communities, Transfer, Knowledge",4.11,S,,,,,,,,,,,,,,,
206,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,,Annual Sports Carnival,,Lynas Rare Earth,2023.0,"Lynas Rare Earth hosts an Annual Sports Carnival, a vibrant and inclusive event that brings together the Kuantan community. In the F.Y. 2023, this carnival garnered enthusiastic participation from over 4,000 community members.",,,4,42,,,"Communities, Sports, Carnival",3.11,S,,,,,,,,,,,,,,,
207,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,,Football and futsal program,,Lynas Rare Earth,2023.0,"Lynas Rare Earth is proud to sponsor and organize a Football and Futsal Program to promote community engagement and foster a healthy, active lifestyle. This program provides opportunities for individuals of all ages within the local community to participate in football and futsal activities.",,,4,42,,,"Communities, Football, Futsal",3.11,S,,,,,,,,,,,,,,,
208,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,,Bowling events,,Lynas Rare Earth,2023.0,"Lynas Rare Earth is enthusiastic about promoting recreational activities and community bonding through its Bowling Events Program. This initiative is designed to bring together employees, their families, and local community members for enjoyable and competitive bowling experiences.",,,4,42,,,"Communities, Bowling, Events",3.11,S,,,,,,,,,,,,,,,
209,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,,Plant visits,,Lynas Rare Earth,2023.0,"Lynas Rare Earth offers a unique opportunity for visitors to gain insight into the Company's operations, environmental practices, and commitment to responsible rare earth production. This program is designed to provide a transparent and educational experience, fostering stakeholder understanding and engagement.",,,4,42,,,"Communities, Plant, Visits",11,S,,,,,,,,,,,,,,,
210,,413.0,Local Communities,413-02,Operations with significant actual and potential negative impacts on local communities,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
211,,414.0,Supplier Social Assessment,414-01,New suppliers that were screened using social criteria,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
212,,414.0,Supplier Social Assessment,414-02,Negative social impacts in the supply chain and actions taken,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
213,,415.0,Public Policy,415-01,Political contributions,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
214,,416.0,Customer Health and Safety,416-01,Assessment of the health and safety impacts of product and service categories,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
215,,416.0,Customer Health and Safety,416-02,Incidents of non-compliance concerning the health and safety impacts of products and services,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
216,,417.0,Marketing and Labeling,417-01,Requirements for product and service information and labeling,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
217,,417.0,Marketing and Labeling,417-02,Incidents of non-compliance concerning product and service information and labeling,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
218,,417.0,Marketing and Labeling,417-03,Incidents of non-compliance concerning marketing communications,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
219,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,,Third-Party Network Penetration,,Lynas Rare Earth,2023.0,"In FY23, Lynas completed corporate cyber security audits and assessments, including third-party network penetration testing, which confirmed compliance with security standards. Regular I.T. audits and cyber security health checks are undertaken with external specialists, and action plans are developed for implementation.",,,4,12,,,"Privacy, Network, Penetration",9.17,"S, G",,,,,,,,,,,,,,,
220,,419.0,Socioeconomic Compliance,419-01,Non-compliance with laws and regulations in the social and economical area,,,,NO DISCLOSURE,Lynas Rare Earth,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
223,,,Total disclosure,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
