Unnamed: 0,Unnamed: 0.1,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
181,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Disaster response and relief,,,Orica,2023.0,"Orica's commitment to the community extends to disaster response and relief efforts, where the company actively supports communities affected by natural disasters or emergencies. This initiative may include financial contributions, donations of essential supplies, and collaborative efforts with local authorities and relief organisations.",,,3,,71-73,,"Disaster response and relief, community recovery, extreme weather",11,S,,,,,,,,,,,,,,,,
182,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,The Clontarf Foundation,,,Orica,2023.0,"Orica's partnership with The Clontarf Foundation reflects the company's commitment to community empowerment, focusing on supporting educational and developmental initiatives. The collaboration may include programs to enhance opportunities and outcomes for young people, especially those in indigenous communities.",,,3,,71-73,,"The Clontarf Foundation, life skills, employment prospects",11,S,,,,,,,,,,,,,,,,
183,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Puwampi Unti Kunarr,,,Orica,2023.0,"Orica's partnership with Puwampi Unti Kunarr underscores the company's commitment to community development and collaboration. This initiative likely involves joint efforts to support local communities, focusing on initiatives that promote social well-being, cultural preservation, or environmental sustainability.",,,3,,71-73,,"Puwampi Unti Kunarr, Aboriginal Student Dance, Guardian Spirit",11,S,,,,,,,,,,,,,,,,
184,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Stars Foundation,,,Orica,2023.0,"Orica's partnership with Stars Foundation exemplifies the company's commitment to community development, particularly in education and empowerment. This collaboration likely entails joint efforts to support programs and initiatives that uplift and provide opportunities for young people, especially girls and young women.",,,3,,71-73,,"Stars Foundation, Year 12, move into work",11,S,,,,,,,,,,,,,,,,
185,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Water and Community Education Project,,,Orica,2023.0,"To support access to safe drinking water, round two of the OIF awarded $65,000 to a water and community education project in the Philippines. The Aeta people of Nabuclod live in a remote area of the Philippines and must trek 16 kilometres to access potable water and supplies.",,,3,,71-73,,"Water and Community Education Project, Philippines, $65,000",11,S,,,,,,,,,,,,,,,,
186,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,STEMPunks,,,Orica,2023.0,"Orica and GroundProbe have partnered with STEMPunks to create equality, equity and diversity in STEM (science, technology, engineering and mathematics) education while inspiring future innovators in the communities in which we operate.",,,3,,71-73,,"STEMPunks, Chile, STEM",11,S,,,,,,,,,,,,,,,,
187,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,LATAM STEM Education Program,,,Orica,2023.0,"The LATAM STEM Education Program, spearheaded by Orica, continues to make significant strides in its mission to promote STEM (Science, Technology, Engineering, and Mathematics) education and inspire young minds across Chile, Colombia, and Peru. This transformative initiative reflects Orica's commitment to fostering educational excellence and equipping the next generation with the skills and knowledge needed for success in these critical fields.",,,3,,71-73,,"LATAM STEM Education Program, STEM education, Colombia and Peru",11,S,,,,,,,,,,,,,,,,
188,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,ycab foundation,,,Orica,2023.0,"Orica's partnership with the YCAB Foundation underscores the company's commitment to community well-being, particularly in education and youth empowerment. This collaboration likely involves joint efforts to support programs that provide young people with educational opportunities, vocational training, and social development.",,,3,,71-73,,"ycab foundation, STEM industry, STEM-based Vocational High Schools, 7,000 female students",11,S,,,,,,,,,,,,,,,,
189,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,The Smith Family,,,Orica,2023.0,"Orica's partnership with The Smith Family exemplifies the company's commitment to community development and social responsibility. This collaboration likely involves joint efforts to support The Smith Family's initiatives, which often focus on improving educational outcomes and providing opportunities for disadvantaged young Australians.",,,3,,71-73,,"The Smith Family, 2014, Learning for Life program",11,S,,,,,,,,,,,,,,,,
190,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Orica Impact Fund,,,Orica,2023.0,"The Orica Impact Fund represents the company's dedicated financial commitment to making a positive impact beyond its core business operations. This fund will likely support projects, programs, or organisations that align with Orica's values and contribute to meaningful social or environmental change.",,,3,,71-73,,"Orica Impact Fund, OIF, 47",11,S,,,,,,,,,,,,,,,,
191,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Community investment programs,,,Orica,2023.0,"Orica's Community Investment Programs exemplify the company's dedication to creating lasting positive impacts in the communities where it operates. These programs likely encompass a range of initiatives to support education, environmental sustainability, social development, and other community needs.",,,3,,71-73,,"Community investment programs, engagement, local community",11,S,,,,,,,,,,,,,,,,
192,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Universities joint-research,,,Orica,2023.0,"Universities' joint research initiatives highlight the company's commitment to innovation and collaboration in research and development. These programs likely involve partnerships with universities, fostering collaborative research projects to advance scientific knowledge, technology, and solutions within Orica's industry.",,,3,,71-73,,"Universities joint-research, Partnering for progress, research bodies",11,S,,,,,,,,,,,,,,,,
193,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,National laboratories joint-research,,,Orica,2023.0,"Orica gains access to state-of-the-art facilities and specialised capabilities offered by national laboratories through these joint research programs. The collaborative efforts may span various domains, including materials science, chemical engineering, environmental technologies, etc.",,,3,,71-73,,"National laboratories joint-research, Partnering for progress, industry partners",11,S,,,,,,,,,,,,,,,,
194,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Microsoft Co-Pilot,,,Orica,2023.0,Orica has recently gained entry into the early adopter program for Microsoft Co-Pilot. This cutting-edge initiative seamlessly integrates the capabilities of Generative AI into the Microsoft Office 365 suite. This strategic collaboration aims to elevate day-to-day productivity for Orica's teams while simultaneously fortifying the security of Orica's data through meticulously engineered security controls.,,,3,,71-73,,"Microsoft Co-Pilot, AI at Orica, Microsoft Office 365",11,S,,,,,,,,,,,,,,,,
