Unnamed: 0,Unnamed: 0.1,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
10,,2.0,General Disclosures,2-8,Workers who are not employees,,,,NO DISCLOSURE,Orica,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,2.0,General Disclosures,2-9,Governance structure and composition,"The Group governance structure consists of the Board Audit and Risk Committee, Nominations Committee, People and Remuneration Committee, Safety and Sustainability Committee, and Innovation and Technology Committee.",,,,Orica,2023.0,,,,1,,26-27,,,,,,,,,,,,,,,,,,,,
12,,2.0,General Disclosures,2-10,Nomination and selection of the highest governance body,"The responsibility for overseeing board composition and succession planning sits with our nominations committee, which assesses potential candidates' skills, experience, and competencies about the board's current and future skill and experience requirements and diversity.",,,,Orica,2023.0,,,,1,,78-81,,,,,,,,,,,,,,,,,,,,
13,,2.0,General Disclosures,2-11,Chair of the highest governance body,Malcolm Broomhead was appointed Chairman of Orica Limited on 1 January 2016.,,,,Orica,2023.0,,,,1,,78-81,,,,,,,,,,,,,,,,,,,,
14,,2.0,General Disclosures,2-12,Role of the highest governance body in overseeing the management of impacts,"The board oversees the business and affairs of the Group. It sets our strategic direction, oversees financial and non-financial performance and risk management, and provides leadership and direction on workforce culture and values.",,,,Orica,2023.0,,,,1,,78-81,,,,,,,,,,,,,,,,,,,,
15,,2.0,General Disclosures,2-13,Delegation of responsibility for managing impacts,,Board and Committee annual program,,,Orica,2023.0,"Orica's Board and Committees Annual Program is a strategic roadmap outlining key activities and milestones for the company's governing bodies. This program includes a schedule of board meetings, committee sessions, and specific agendas for each. It may encompass critical governance functions such as risk management, financial oversight, and compliance monitoring.",,,1,,82,,"Board and Committees, annual program, strategic decision-making",2024-08-09 00:00:00,G,,,,,,,,,,,,,,,,
16,,2.0,General Disclosures,2-14,Role of the highest governance body in sustainability reporting,"Safety and sustainability committee experience in workplace health and safety, environmental management and social responsibility, community, climate change and sustainability.",,,,Orica,2023.0,,,,1,,78-81,,,,,,,,,,,,,,,,,,,,
17,,2.0,General Disclosures,2-15,Conflict of interest,"The appointment letter outlines the appointment terms, time commitment, remuneration arrangements, disclosure of Directors' interests, any matters that may affect independence, indemnity and insurance arrangements, confidentiality obligations, access to corporate information and compliance with key governance policies.",,,,Orica,2023.0,,,,1,,,11,,,,,,,,,,,,,,,,,,,
18,,2.0,General Disclosures,2-16,Communication of critical concerns,,Speak Up Service,,,Orica,2023.0,"Orica's Speak Up Service is a confidential platform designed to empower employees to voice concerns, report potential misconduct, or share ideas without fear of reprisal. This service provides a secure and anonymous channel for individuals to communicate with the company's management or relevant authorities.",,,1,,42,,"Speak Up Service, Navex, external recipients",16,S,,,,,,,,,,,,,,,,
19,,2.0,General Disclosures,2-17,Collective knowledge of the highest governance body,,Skills Matrix,,,Orica,2023.0,"Orica's Board Skills Matrix is a strategic framework that evaluates and charts its board members' skills, experiences, and diversity. This tool aids in identifying any gaps in expertise and ensures a well-rounded and capable board.",,,1,,81,,"Skills Matrix, Board skills, Board skills",2024-08-09 00:00:00,G,,,,,,,,,,,,,,,,
20,,2.0,General Disclosures,2-18,Evaluation of the performance of the highest governance body,The People and Remuneration Committee run the evaluation process of the highest governance body.,,,,Orica,2023.0,,,,1,,78-81,,,,,,,,,,,,,,,,,,,,
21,,2.0,General Disclosures,2-19,Remuneration policies,"At Orica, remuneration is linked to the drivers of our business strategy, helping create long-term shareholder success. The at-risk remuneration components are tied to measures that support safe and sustainable operations and deliver operating and capital efficiencies in the short and long term.",,,,Orica,2023.0,,,,1,,86-110,,,,,,,,,,,,,,,,,,,,
22,,2.0,General Disclosures,2-20,Process to determine remuneration,,LTI Business Sustainability metric,,,Orica,2023.0,"Orica's LTI Business Sustainability metric is likely a component of the company's executive remuneration structure emphasising sustainable business practices. This metric could be tied to key sustainability indicators, such as environmental stewardship, social responsibility, or governance practices.",,,1,,89,,"LTI Business Sustainability metric, 20 per cent weighting, RONA",2024-01-13 00:00:00,G,,,,,,,,,,,,,,,,
23,,2.0,General Disclosures,2-21,Annual total compensation ratio,,,,NO DISCLOSURE,Orica,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,2.0,General Disclosures,2-22,Statement on sustainable development strategy,"""Sustainability is an integral part of our strategy and at the core of our purpose. We continue to embed sustainability into our strategic, financial and operational decision-making while demonstrating strong environmental stewardship across our value chain.""",,,,Orica,2023.0,,,,1,,2024-08-11 00:00:00,,,,,,,,,,,,,,,,,,,,
25,,2.0,General Disclosures,2-23,Policy commitments,,,,NO DISCLOSURE,Orica,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,2.0,General Disclosures,2-24,Embedding policy commitments,,,,NO DISCLOSURE,Orica,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,2.0,General Disclosures,2-24,Embedding policy commitments,,,Sustainability strategy and roadmap,,Orica,2023.0,"Orica's Sustainability Strategy and Roadmap serve as a strategic framework outlining the company's commitment to environmental responsibility, social impact, and ethical governance. This roadmap likely includes specific goals, targets, and initiatives to minimise environmental impact, promote community engagement, and ensure transparent and honest business practices.",,,1,,31,,"Sustainability strategy and roadmap, Increasing society, investor expectations",2024-12-13 00:00:00,E,,,,,,,,,,,,,,,,
28,,2.0,General Disclosures,2-25,Processes to remediate negative impacts,,,,NO DISCLOSURE,Orica,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,2.0,General Disclosures,2-26,Mechanisms for seeking advice and raising concern,,,,NO DISCLOSURE,Orica,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30,,2.0,General Disclosures,2-26,Mechanisms for seeking advice and raising concern,,,Grievance Mechanisms,,Orica,2023.0,"Orica's Grievance Mechanisms offer a formal and transparent channel for employees, customers, or other stakeholders to express concerns, complaints, or grievances. This structured process ensures that issues are addressed promptly, somewhat, and by established policies.",,,,,37,,"Grievance Mechanisms, advanced sustainable solutions, common challenges",16,G,,,,,,,,,,,,,,,,
31,,2.0,General Disclosures,2-26,Mechanisms for seeking advice and raising concern,,,Whistleblower awareness training,,Orica,2023.0,"Orica's Whistleblower Awareness Training is a structured program to educate employees on the significance of whistleblowing in maintaining a transparent and ethical corporate culture. This training covers the company's policies and procedures related to reporting concerns, the protections in place for whistleblowers, and the importance of confidentiality in these processes.",,,,,31,,"Whistleblower awareness training, raise concerns, when and how","16, 17",G,,,,,,,,,,,,,,,,
32,,2.0,General Disclosures,2-27,Compliance with laws and regulations,"Orica seeks to comply with applicable environmental laws and regulatory permissions relevant to its operations. Where non-compliance occurs, Orica's procedures require that statutory requirements and internal investigations that notify relevant governmental authorities are conducted to determine the cause of the nonÃ¢ÂÂcompliance to ensure the risk of recurrence is minimised.",,,,Orica,2023.0,,,,1,,84,,,,,,,,,,,,,,,,,,,,
33,,2.0,General Disclosures,2-28,Membership associations,"Orica is a member of the Australian Industry Group, Carbon Market Institute, Chemistry Australia, Fertilizer Canada, NSW Minerals Council, and The Chamber of Minerals and Energy of Western Australia.",,,,Orica,2023.0,,,,2,,Association Report,,,,,,,,,,,,,,,,,,,,
34,,2.0,General Disclosures,2-29,Approach to stakeholder engagement,,Our Say,,,Orica,2023.0,"Orica's ""Our Say"" employee engagement initiative is likely designed to encourage open communication and collaboration among employees. This program may provide a structured forum for employees to share ideas, offer feedback, and actively participate in discussions about the company's policies, culture, and initiatives.",,,2,,61,,"Our Say, pulse survey, Global culture and engagement",2024-11-16 00:00:00,S,,,,,,,,,,,,,,,,
35,,2.0,General Disclosures,2-29,Approach to stakeholder engagement,,Interactive webcasts,,,Orica,2023.0,"Orica's Interactive Webcasts represent a proactive engagement effort, utilising online platforms to facilitate real-time communication and collaboration. These webcasts likely serve as a direct channel for leadership to share essential updates, insights, and plans with employees and stakeholders.",,,2,,34-35,,"Interactive webcasts, CEO, Executive Committee and senior leaders",11,S,,,,,,,,,,,,,,,,
36,,2.0,General Disclosures,2-29,Approach to stakeholder engagement,,Direct people leader communication,,,Orica,2023.0,"Orica's Direct People Leader Communication initiative underscores the company's commitment to transparent and personalised engagement. This effort involves direct and regular communication from leaders to their respective teams, providing a platform for sharing essential updates and organisational goals and fostering a sense of connection.",,,2,,34-35,,"Direct people leader communication, Employees and contractors, stakeholder engagement",11,S,,,,,,,,,,,,,,,,
37,,2.0,General Disclosures,2-29,Approach to stakeholder engagement,,Intranet,,,Orica,2023.0,"Orica's Intranet is a central hub for internal communication, collaboration, and organisational engagement. This digital platform provides employees a centralised and easily accessible resource for company news, updates, and essential information.",,,2,,34-35,,"Intranet, engage our stakeholders, Employees and contractors",11,S,,,,,,,,,,,,,,,,
38,,2.0,General Disclosures,2-29,Approach to stakeholder engagement,,Internal social media,,,Orica,2023.0,"Orica leverages internal social media as a dynamic engagement tool within the organisation. This platform creates a virtual space for employees to connect, collaborate, and share real-time insights.",,,2,,34-35,,"Internal social media, inclusive workplace, People and Capabilities",11,S,,,,,,,,,,,,,,,,
