Unnamed: 0,Unnamed: 0.1,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
54,,3.0,Material Topics,3-2,List of material topics,"The Group material risk includes commodity demand, political and regulatory, climate change, customer and technology disruption, cyber security, investor expectations, good corporate governance, HSE, supply chain distribution, and product quality.",,,,Orica,2023.0,,,,2,,2024-02-03 00:00:00,,,,,,,,,,,,,,,,,,,,
55,,3.0,Material Topics,3-3,Management of material topics,"Orica identifies relevant topics through primary and secondary research, refines our topics and evaluates their importance using internal and external insights.",,,,Orica,2023.0,,,,2,,2024-02-03 00:00:00,,,,,,,,,,,,,,,,,,,,
56,,201.0,Economic Performance,201-01,Direct economic value generated and distributed,Orica's net profit for FY2023 was $251.4 million.,,,,Orica,2023.0,,,,2,,118-172,,,,,,,,,,,,,,,,,,,,
57,,201.0,Economic Performance,201-02,Financial implications and other risks and opportunities due to climate change,,Orica Digital Solutions,,,Orica,2023.0,"Orica Digital Solutions represents a transformative initiative, seamlessly bridging the gap between our customers' physical environments and digital platforms. This integration empowers our customers with a comprehensive understanding of their operations, facilitating real-time insights and optimisation across every value chain facet.",,,2,,7,,"Orica Digital Solutions, 103, $212m",9,E,,,,,,,,,,,,,,,,
58,,201.0,Economic Performance,201-02,Financial implications and other risks and opportunities due to climate change,,CycloÃ¢ÂÂ¢,,,Orica,2023.0,CycloÃ¢ÂÂ¢ is a testament to our dedication to minimising the ecological footprint of mining operations. We contribute to waste reduction and actively mitigate greenhouse gas emissions by utilising waste oil. This strategic move aligns with our broader sustainability goals and positions us as leaders in developing solutions prioritising environmental stewardship and operational efficiency.,,,2,,23,,"CycloÃ¢ÂÂ¢, recycled mine oil system, bulk explosives manufacturing",9,E,,,,,,,,,,,,,,,,
59,,201.0,Economic Performance,201-02,Financial implications and other risks and opportunities due to climate change,,Risk management system,,,Orica,2023.0,"Orica's Risk Management System is a robust framework designed to identify, assess, and mitigate organisational risks. This comprehensive system enables proactive decision-making and safeguards against potential challenges impacting the company's operations, reputation, and stakeholders.",,,2,,26,,"Risk management system, risk appetite, ISO 31000:2018",8,G,,,,,,,,,,,,,,,,
60,,201.0,Economic Performance,201-02,Financial implications and other risks and opportunities due to climate change,,Risk appetite dashboard,,,Orica,2023.0,"Through intuitive data visualisation, the Risk Appetite Dashboard enables decision-makers to quickly grasp the status of various risk indicators, ensuring that the company operates within acceptable risk boundaries. This strategic tool aids in making informed decisions by providing a clear understanding of the balance between risk-taking and risk-mitigation strategies.",,,2,,26,,"Risk appetite dashboard, risk awareness, data visualisation",8,G,,,,,,,,,,,,,,,,
61,,201.0,Economic Performance,201-02,Financial implications and other risks and opportunities due to climate change,,Three lines model,,,Orica,2023.0,"The 'three lines model' is the cornerstone of Orica's risk oversight and governance approach, ensuring that risks are identified and managed strictly with our established policies, standards, and procedures. This model represents a robust framework that delineates the roles and responsibilities of various lines of defence within the organisation, ensuring a comprehensive and layered approach to risk management.",,,2,,26,,"Three lines model, Risk oversight, effectively managed",8,G,,,,,,,,,,,,,,,,
62,,201.0,Economic Performance,201-03,Defined benefit plan obligations and other retirement plans,"Willis Towers Watson assisted Orica in consolidating those results globally. During the year, the Group made employer contributions of $24.8 million (2022: $27.0 million) to defined benefit plans. The Group's external actuaries have forecast total employer contributions and benefit payments to defined benefit plans of $19.5 million for the 2024 financial year.",,,,Orica,2023.0,,,,2,,118-172,,,,,,,,,,,,,,,,,,,,
63,,201.0,Economic Performance,201-04,Financial assistance received from government,,,,NO DISCLOSURE,Orica,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,202.0,Market Presence,202-01,Ratios of standard entry level wage by gender compared to local minimum wage,,,,NO DISCLOSURE,Orica,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,202.0,Market Presence,202-02,Proportion of senior management hired from the local community,,,,NO DISCLOSURE,Orica,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,203.0,Indirect Economic Impacts,203-01,Infrastructure investments and services supported,,,,NO DISCLOSURE,Orica,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,203.0,Indirect Economic Impacts,203-02,Significant indirect economic impacts,,,,NO DISCLOSURE,Orica,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,204.0,Procurement Practices,204-01,Proportion of spending on local suppliers,,,,NO DISCLOSURE,Orica,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,205.0,Anti-corruption,205-01,Operations assessed for risks related to corruption,,,,NO DISCLOSURE,Orica,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,205.0,Anti-corruption,205-02,Communication and training about anti-corruption policies and procedures,,,,NO DISCLOSURE,Orica,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,205.0,Anti-corruption,205-03,Confirmed incidents of corruption and actions taken,,,,NO DISCLOSURE,Orica,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,206.0,Anti-competitive Behavior,206-01,"Legal actions for anti-competitive behavior, anti-trust, and monopoly practices",,,,NO DISCLOSURE,Orica,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,207.0,Tax,207-01,Approach to tax,"In FY2023, Orica paid $170 million (FY2022 $106 million) globally in corporate income taxes (including withholding tax) and $83 million (FY2022 $83 million) globally in payroll taxes. We collected and remitted $157 million (FY2022 $200 million) globally in GST/VAT.",,,,Orica,2023.0,,,,2,,41,,,,,,,,,,,,,,,,,,,,
74,,207.0,Tax,207-02,"Tax governance, control, and risk management",,In-house global tax team,,,Orica,2023.0,"The In-house Global Tax Team works to minimise tax liabilities while navigating the complexities of international tax laws and aligning with ethical and legal standards. They contribute to Orica's financial health by providing strategic guidance on tax planning, transfer pricing, and other tax-related matters.",,,2,,41,,"In-house global tax team, tax affairs, external compliance support",17,G,,,,,,,,,,,,,,,,
75,,207.0,Tax,207-03,Stakeholder engagement and management of concerns related to tax,"Orica had a dialogue with national and local governments and regulators, allowing us to understand their priorities and concerns, especially related to tax.",,,,Orica,2023.0,,,,2,,41,,,,,,,,,,,,,,,,,,,,
76,,207.0,Tax,207-04,Country-by-country reporting,The Group has published Tax Transparency Reporting that includes country-by-country reporting.,,,,Orica,2023.0,,,,2,,41,,,,,,,,,,,,,,,,,,,,
77,,301.0,Materials,301-01,Materials used by weight or volume,,,,NO DISCLOSURE,Orica,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
