Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
55,,"5. Calculations have been completed in line with general rounding principles, assured by external auditors.",,,,,,,,,,,,,,,,
57,,Workforce data by region(1)(2),,,,,,,,,,,,,,,,
58,,Region,,Average employee headcount(3),Headcount \ndistribution %,Absenteeism(4),Average contractor headcount(5),Headcount \ndistribution %,,,,,,,,,,
59,,Africa,,3058,0.06,0.031,134,0.028,,,,,,,,,,
60,,Americas,,16174,0.319,0.006,845,0.177,,,,,,,,,,
61,,Asia,,5834,0.115,0.012,137,0.029,,,,,,,,,,
62,,Australia/New Zealand,,24535,0.483,0.047,3594,0.753,,,,,,,,,,
63,,Europe,,1168,0.023,0.007,64,0.013,,,,,,,,,,
64,,TotalÃ¢ÂÂ¶,,50768,1,0.029,4773,1,,,,,,,,,,
65,,\t1.Includes our total workforce based on managed operations (excludes the Group's share of non-managed operations and joint ventures) as of 31 December 2023.,,,,,,,,,,,,,,,,
66,,\t2.Rates have been calculated based on average monthly headcount in the year.,,,,,,,,,,,,,,,,
67,,"\t3.Employee headcount excludes Non-Executive Directors, contractors and people not available for work.",,,,,,,,,,,,,,,,
68,,"\t4.Absenteeism includes unplanned leave (sick leave, disability, parental and other unpaid leave) for populations on global, centralised HR systems. Excludes Non-Executive Directors and contractors.",,,,,,,,,,,,,,,,
69,,\t5.Contractors include those engaged on temporary contracts to provide services under the direction of Rio Tinto leaders.,,,,,,,,,,,,,,,,
70,,\t6.The sum of the categories may be slightly different to the Rio Tinto total shown due to rounding.,,,,,,,,,,,,,,,,
72,,Workforce data by category and diversity(1)(2),,,,,,,,,,,,,,,,
73,,,,,Gender(3),,,,,Age Group(4),,,,Region(4),,,,
74,,Category,,Headcount \ndistribution %,Women (count),Men (count),Undeclared (count),Women %,Men %,Under 30,30-39,40-49,Over 50,Africa,Americas,Asia,Australia/NZ,Europe
75,,Senior leaders,,0.011,175,407,0,0.301,0.699,0.002,0.064,0.449,0.485,0.045,0.26,0.106,0.438,0.151
76,,Managers,,0.082,1526,3005,2,0.337,0.663,0.005,0.253,0.442,0.3,0.051,0.341,0.113,0.435,0.06
77,,Supervisory and professional,,0.372,6282,14173,5,0.307,0.693,0.117,0.367,0.303,0.213,0.064,0.247,0.169,0.5,0.02
78,,Operations and general support,,0.526,5138,23831,1,0.177,0.823,0.178,0.288,0.266,0.268,0.064,0.355,0.091,0.475,0.015
79,,Graduates,,0.009,275,244,0,0.53,0.47,0.849,0.133,0.018,0,0.057,0.324,0.146,0.463,0.01
80,,Total,,1,13396,41660,8,0.243,0.757,0.145,0.311,0.294,0.25,0.063,0.313,0.122,0.48,0.022
81,,1. Includes our total workforce based on managed operations (excludes the Group's share of non-managed operations and joint ventures) as of 31 December 2023.,,,,,,,,,,,,,,,,
82,,"2. Excludes Non-Executive Directors, Executive Committee, contractors and people not available for work 2017-2020. From 2021, the definition used to calculate diversity was changed to include people not available for work and contractors (those engaged on temporary contracts to provide services under the direction of Rio Tinto leaders) excluding project contractors.",,,,,,,,,,,,,,,,
83,,"3. In 2023, eight (8) individuals' gender was undeclared.",,,,,,,,,,,,,,,,
84,,"4. Representation by Age and Region includes employees only, excludes contractors.",,,,,,,,,,,,,,,,
86,,Board diversity(1),,2023,2022,2021,2020,2019,,,,,,,,,,
87,,Percentage of women on the Board,,0.308,0.3,0.364,0.333,0.111,,,,,,,,,,
88,,Number of women on the Board,,4,3,4,4,1,,,,,,,,,,
89,,Number of men on the Board,,9,7,7,8,8,,,,,,,,,,
