Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
75,,,Resolution - No. 1 and 2 TSF Impoundment,USA,"33.29840, -111.10564",Managed Joint Venture,"Rio Tinto (55%), BHP (45%)",Joint Venture,Rio Tinto,Closed,1900,Yes,Upstream,9,1800000,1800000,44105,"Yes:\nAn investigation and stability report post deposition has been completed for the facility, and the Closure design was based on this information. No design, construction or maintenance data during operation.",Low,GISTM,No,Both,No:\nClosed facility.,Yes and Yes,Yes,This impoundment is not in operation and has had a reclamation cap placed on it.,,
76,,,Resolution - No. 3 and 4 TSF Impoundment,USA,"33.29671, -111.10381",Managed Joint Venture,"Rio Tinto (55%), BHP (45%)",Joint Venture,Rio Tinto,Closed,1940,Yes,Upstream,18,2400000,2400000,44105,"Yes:\nAn investigation and stability report post deposition has been completed for the facility, and the Closure design was based on this information. No design, construction or maintenance data during operation.",Significant,GISTM,No,Both,No:\nClosed facility.,Yes and Yes,Yes,This impoundment is not in operation and has had a reclamation cap placed on it.,,
77,,,Resolution - No. 5 TSF Impoundment,USA,"33.30256, -111.10737",Managed Joint Venture,"Rio Tinto (55%), BHP (45%)",Joint Venture,Rio Tinto,Closed,1957,Yes,Upstream,18,1900000,1900000,44105,"Yes:\nAn investigation and stability report post deposition has been completed for the facility, and the Closure design was based on this information. No design, construction or maintenance data during operation.",Low,GISTM,No,Both,No:\nClosed facility.,Yes and Yes,Yes,This impoundment is not in operation and has had a reclamation cap placed on it.,,
78,,,Resolution - No. 6 and 7 TSF Impoundment,USA,"33.30428, -111.11155",Managed Joint Venture,"Rio Tinto (55%), BHP (45%)",Joint Venture,Rio Tinto,Closed,1970,Yes,Modified Centreline,22.8,2951000,2951000,44105,"Yes:\nAn investigation and stability report post deposition has been completed for the facility, and the Closure design was based on this information. No design, construction or maintenance data during operation.",Significant,GISTM,No,Both,Yes - March 2019,Yes and Yes,Yes,This impoundment is not in operation and has had a reclamation cap placed on it.,,
79,,,Richards Bay Minerals (RBM) - Clarifier Site,South Africa,"-28.70241, 32.20626",Managed Joint Venture,"Rio Tinto (74%), Blue Horizon (24%), Employee trust (2%)",Joint Venture,Rio Tinto,Active,1996,Yes,Downstream,15,735800,855000,44986,Yes,Significant,GISTM,No,Both,Yes - September 2022,Yes and Yes,Yes,,,
80,,,Ridgeway - Ridgeway TSF,USA,"34.27089, -80.90017",Owned and Operated,,Rio Tinto,Rio Tinto,Closed,1990,Yes,Downstream,53,185200,185200,44562,Yes,Significant,GISTM,No,External only,Yes - December 2022,Yes and Yes,Yes,,,
81,,,Salindres - 0431-B2,France,"44.16596, 4.14580",Owned and Operated,,Rio Tinto,Rio Tinto,Closed,1953,"No:\nThe closed Salindres 0431 - B2 facility received tailings from 1953 to 1995. Due to its age it does not have an approved design and the original design documentation is not available; however, we have sufficient studies and monitoring data to assess stability.",Upstream,36,5600000,5600000,44501,"No:\nThe closed Salindres 0431 - B2 facility received tailings from 1953 to 1995. Due to its age it does not have an approved design and the original design documentation is not available; however, we have sufficient studies and monitoring data to assess stability.",Very High,GISTM,No,Both,Yes - March 2021,Yes and Yes,Yes,,,
82,,,Segoussac - 0126,France,"44.20123, 4.16170",Owned and Operated,,Rio Tinto,Rio Tinto,Closed,1965,Yes,Downstream,55,3900000,3900000,43313,Yes,Very High,GISTM,No,Both,Yes - March 2021,N/A and No,Yes,Q18: Assessment of long-term monitoring requirements is underway and will be included in the site Post-Closure documentation.,,
83,,,Sorel-Tracy - P84,Canada,"45.97099, -73.16604",Owned and Operated,,Rio Tinto,Rio Tinto,Active,1994,Yes,N/A (dry stack),35,3385030,4082934,44013,Yes,High,GISTM,No,Both,Yes - July 2020,Yes and No,Yes,Q8: Maximum height of the dry stack.,,
84,,,Sweetwater - TSF,USA,"42.05262, -107.89124",Owned and Operated,,Rio Tinto,Rio Tinto,Inactive,1980,Yes,N/A (single embankment),15,2400000,2400000,44774,Yes,Low,GISTM,No,External only,"No:\nThe report by a Registered Professional Engineer on the 3 May 2018 inspection states ""Water surface levels are lower than the elevation of the native ground around the entire perimeter of the tailings impoundment"".",Yes and Yes,Yes,Q7: The Sweetwater TSF is constructed with storage below grade and an embankment. All materials within the TSF are below the natural grade of the surrounding landscape.,,
85,,,Tom Price - SEP TSF,Australia,"-22.76898, 117.77624",Owned and Operated,,Rio Tinto,Rio Tinto,Active,2022,Yes,N/A (in-pit),0:\nTailings are deposited into a completed open pit.,1160000,3700000,45078,Yes,Significant,GISTM,No,Both,Yes - January 2021,No and No,Yes,,,
