Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
54,,,Mesa J - TSF1,Australia,"-21.74254, 116.25998",Managed Joint Venture,"Rio Tinto Group (53%), Mitsui (33%), Nippon Steel (14%)",Joint Venture,Rio Tinto,Inactive,1998,Yes,Downstream,10,9000000,9000000,45047,Yes,High,GISTM,No,Both,Yes - October 2018,Yes and Yes,Yes,,,
55,,,Mesa J - TSF2.5,Australia,"-21.76400, 116.25213",Managed Joint Venture,"Rio Tinto Group (53%), Mitsui (33%), Nippon Steel (14%)",Joint Venture,Rio Tinto,Closed,2008,Yes,N/A (in-pit),0:\nTailings were deposited into a completed open pit.,840000,840000,45047,Yes,Significant,GISTM,No,Both,Yes - October 2018,Yes and Yes,Yes,Q13: TSF2.5 is fully encapsulated with waste rock and is now a waste rock stockpile. The facility can no longer retain any surface water.,,
56,,,Mesa J - TSF3,Australia,"-21.73621, 116.24494",Managed Joint Venture,"Rio Tinto Group (53%), Mitsui (33%), Nippon Steel (14%)",Joint Venture,Rio Tinto,Active,2009,Yes,Downstream,15,12750000,13580000,45047,Yes,Significant,GISTM,No,Both,Yes - January 2020,Yes and Yes,Yes,,,
57,,,Mesa J - TSF4,Australia,"-21.75937, 116.24595",Managed Joint Venture,"Rio Tinto Group (53%), Mitsui (33%), Nippon Steel (14%)",Joint Venture,Rio Tinto,Active,2004,Yes,Upstream,21,5300000,6800000,45047,Yes,High,GISTM,No,Both,Yes - January 2020,Yes and Yes,Yes,Q1: TSF4 encapsulates the historical TSF2 facility.,,
58,,,Mesa J - TSF5,Australia,"-21.74232, 116.23816",Managed Joint Venture,"Rio Tinto Group (53%), Mitsui (33%), Nippon Steel (14%)",Joint Venture,Rio Tinto,Inactive,2009,Yes,Downstream,29,12480000,15700000,45047,Yes,High,GISTM,No,Both,Yes - January 2020,Yes and Yes,Yes,"Q1: TSF5 was constucted utilising the TSF3 South cell, resulting in a single facility.",,
59,,,Montgrand - 0128,France,"43.28540, 5.49282",Owned and Operated,,Rio Tinto,Rio Tinto,Closed,1908,Yes,Upstream,21,600000,600000,43344,Yes,High,GISTM,Yes:\nPartial collapse in 1943 and 1992. Rehabilitated and secured.,Both,Yes - March 2021,N/A and No,Yes,Q18: Assessment of long-term monitoring requirements is underway and will be included in the site Post-Closure documentation.,,
60,,,Mount Rosser - RDA,Jamaica,"18.20792, -77.09092",Owned and Operated,,Rio Tinto,Rio Tinto,Closed,1957,Yes,Centreline,52,9000000,9000000,43586,Yes,Significant,GISTM,No,Both,Yes - June 2020,Yes and Yes,Yes,,,
61,,,Nammuldi - WFSF,Australia,"-22.37459, 117.33249",Owned and Operated,,Rio Tinto,Rio Tinto,Active,2014,Yes,Downstream,28,11400000,25699142,44593,Yes,High,GISTM,No,Both,Yes - July 2022,Yes and Yes,Yes,,,
62,,,Oyu Tolgoi - TC1,Mongolia,"43.00530, 106.89252",Managed Joint Venture,"Rio Tinto (66%), Erdenes Oyu Tolgoi (34%)",Joint Venture,Rio Tinto,Active,2013,Yes,Downstream,65,203884572,240000000,44805,Yes,High,GISTM,No,Both,Yes - February 2020,Yes and Yes,Yes,,,
63,,,Oyu Tolgoi - TC2,Mongolia,"43.02019, 106.90297",Managed Joint Venture,"Rio Tinto (66%), Erdenes Oyu Tolgoi (34%)",Joint Venture,Rio Tinto,Active,2023,Yes,N/A (single embankment),13.5,28000000,132000000,44409,Yes,High,GISTM,No,Both,Yes - February 2021,Yes and Yes,Yes,,,
64,,,Paraburdoo - TSF1,Australia,"-23.26534, 117.62441",Owned and Operated,,Rio Tinto,Rio Tinto,Active,1995,Yes,Upstream,21,33330000,45160000,45047,Yes,High,GISTM,No,Both,Yes - March 2020,Yes and Yes,Yes,,,
