Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
96,,,Weipa - G2 Dam,Australia,"-12.65996, 141.84164",Owned and Operated,,Rio Tinto,Rio Tinto,Closed,1978,Yes,Downstream,7,1500000,1500000,N/A:\nThis facility has been decommissioned and rehabilitated.,No:\nThis facility has been decommissioned and rehabilitated.,Low,GISTM,No,Both,No:\nThis facility has been decommissioned and rehabilitated.,N/A and N/A:\nThis facility has been decommissioned and rehabilitated.,Yes,,,
97,,,Weipa - Torro TSF,Australia,"-12.95479, 141.63019",Owned and Operated,,Rio Tinto,Rio Tinto,Active,2018,Yes,Upstream,14,29600000,68000000,44896,Yes,Very High,GISTM,No,Both,Yes - May 2021,Yes and Yes,Yes,,,
98,,,Weipa - West Weipa TSF2 Dam and G1 Dam,Australia,"-12.65061, 141.84638",Owned and Operated,,Rio Tinto,Rio Tinto,Inactive,1979,Yes,Upstream,10,15000000,15000000,44896,Yes,High,GISTM,No,Both,Yes - September 2021,Yes and Yes,Yes,,,
99,,,Whinnyhall - Landfill,UK,"56.07302, -3.21299",Owned and Operated,,Rio Tinto,Rio Tinto,Closed,1941,Yes,Upstream,20,2000000,2000000,43374,Yes,Very High,GISTM,No,Both,Yes - April 2021,N/A and No,Yes,Q18: Assessment of long-term monitoring requirements is underway and will be included in the site Post-Closure documentation.,,
100,,,Yandicoogina - WFC1,Australia,"-22.76729, 119.22071",Owned and Operated,,Rio Tinto,Rio Tinto,Inactive,2005,Yes,Downstream,51,10714290,10714290,44593,Yes,Significant,GISTM,No,Both,Yes - January 2020,Yes and Yes,Yes,,,
101,,,Yandicoogina - WFC3,Australia,"-22.81517, 119.25762",Owned and Operated,,Rio Tinto,Rio Tinto,Inactive,2015,Yes,Downstream,55,3511564,3511564,44621,Yes,Significant,GISTM,No,Both,Yes - January 2020,Yes and Yes,Yes,,,
102,,,Yandicoogina - WFC3A,Australia,"-22.80850, 119.26283",Owned and Operated,,Rio Tinto,Rio Tinto,Active,2017,Yes,Downstream,55,11982680,20159122,44593,Yes,Significant,GISTM,No,Both,Yes - January 2020,Yes and Yes,Yes,,,
103,,,Yandicoogina - WFC4,Australia,"-22.75341, 119.23152",Owned and Operated,,Rio Tinto,Rio Tinto,Inactive,2011,Yes,Centreline,44,8207225,8207225,44593,Yes,Significant,GISTM,No,Both,Yes - January 2020,Yes and Yes,Yes,,,
104,,,Yandicoogina - WFC5,Australia,"-22.76763, 119.23787",Owned and Operated,,Rio Tinto,Rio Tinto,Active,2020,Yes,N/A (in-pit),0:\nTailings are deposited into a completed open pit.,761200,7561200,44593,Yes,Significant,GISTM,No,Both,No:\nIn-pit facility.,Yes and Yes,Yes,,,
105,,,Yarwun - RMA1,Australia,"-23.86965, 151.07740",Owned and Operated,,Rio Tinto,Rio Tinto,Active,2005,Yes,Centreline,44,51000000,71000000,44866,Yes,Extreme,GISTM,No,Both,Yes - May 2020,Yes and Yes,Yes,,,
107,,,"IMPORTANT NOTICE\nContent of document\n\nThis document includes figures, classifications, assessments and other information regarding tailings and Rio TintoÃ¢ÂÂs systems. Some of the information provided relies upon judgement based on internal or external reviews of information. Unless otherwise stated the information in the document is based on data available as at 5 August 2023, and judgements or assessments in the document may be based on data which predates 5 August 2023. The information and views may change based on new or different information, circumstances or events and should not be relied upon as a forecast or recommendation. \n\nRio Tinto is implementing the Global Industry Standard on Tailings Management (GISTM) for all tailings facilities where Rio Tinto is the Operator (as defined in GISTM). For each of our tailings facilities with ""Very High"" and ""Extreme"" GISTM consequence classifications, we have published on the Rio Tinto website a Tailings Facility Disclosure under Principle 15 of the GISTM that provides information on implementation status and summaries of our tailings management processes. \n\nNon-operated sites with tailings facilities in which Rio Tinto has an interest include: Alumar, Blackbird, Escondida, Gladstone Power Station, MineraÃÂ§ÃÂ£o RÃÂ­o do Norte, Olette, Ranger and Saint Cyr.\n\n\n\nForward looking statements\n\nThe information presented contains forward-looking statements (within the meaning of the US Private Securities Litigation Reform Act of 1995) concerning the financial condition, operations and businesses of Rio Tinto. All statements other than statements of historical fact are, or may be deemed to be, forward-looking statements. \nForward-looking statements are statements of future expectations that are based on managementÃ¢ÂÂs current expectations and assumptions and involve known and unknown risks and uncertainties that could cause actual results, performance of, or events affecting Rio Tinto, or the industry, to differ materially from those expressed or implied in these statements. Such forward-looking statements involve subjective judgements and determinations based on available geological, technical, contractual and economic information. These could change because of new information from production or mining activities, or changes in economic factors, including changes in market prices and operating costs, changes in the regulatory policies of host governments, or other events. The statements could also be altered by acquisitions and divestments, new discoveries, and extensions or closure of existing mines, as well as the application of improved recovery and tailings techniques. Published statements could also be subject to correction due to errors in the application of internal assurance or published rules or guidance, and changes in that assurance, rules or guidance. Please also refer to further factors and risks as identified in Rio TintoÃ¢ÂÂs most recent Annual Report in Australia and the United Kingdom and the most recent Annual Report on Form 20-F filed with the United States Securities and Exchange Commission (Ã¢ÂÂSECÃ¢ÂÂ) or Forms 6-K furnished to, or filed with, the SEC.\n\nAs such, readers should not place undue reliance on these forward-looking statements, including with regard to future investment decisions. \n\nRio Tinto undertakes no obligation to publicly update, or revise, any information in the document, including forward-looking statements, as a result of new information, future events or other information.",,,,,,,,,,,,,,,,,,,,,,,,,
