Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
21,,('000 tonnes),,2022,3009,10738,925,10131,16.5,,,,,,,,
22,,Alumina8,OTM,2023,7537,1288,325,1315,5.9,7.6 to 7.9Mt,,,,,,,
23,,('000 tonnes),,2022,7544,1636,356,2400,5.7,,,,,,,,
24,,Bauxite8,OTM,2023,54619,1648,226,2649,0.9,53 to 56Mt,,,,,,,
25,,('000 tonnes),,2022,54618,1607,204,2458,0.9,,,,,,,,
26,,Minerals9,OTM/TNM,2023,See footnote 10,3240,380,4102,2.8,Titanium dioxide slag: \n0.9 to 1.1Mt,,,,,,,
27,,(Ã¢ÂÂ000 tonnes/carats),,2022,,3485,332,3955,3,,,,,,,,
28,,Iron Ore,TNM,2023,290171,33772,3193,20581,3.7,"IOC11 iron ore pellets and concentrate: 9.8 to 11.5Mt\nPilbara iron ore (shipments, 100% basis): 323 to 338Mt",,,,,,,
29,,('000 tonnes),,2022,283247,32801,3273,19525,3.7,,,,,,,,
30,,Metallurgical Coal,Not applicable,2023,0,0,0,0,0,0,,,,,,,
31,,('000 tonnes),,2022,0,0,0,0,0,0,,,,,,,
32,,Thermal Coal,Not applicable,2023,0,0,0,0,0,0,,,,,,,
33,,('000 tonnes),,2022,0,0,0,0,0,0,,,,,,,
35,,"Further notes on production and capacity\nMined copper: On track for 1Mt copper production within five years.\nRecycled aluminium (Matalco): System capacity of 900kt; production of 582kt in 2023.\nLithium carbonate (Rincon 3000): System capacity of 3,000 tonnes by the end of 2024.\nIron ore (Pilbara System): System capacity of 345-360Mt mid-term.\nIron ore dual fines product of blast furnace and direct reduction fines (Simandou): 60Mtpa production target (Rio Tinto share of 27Mt). The estimated annualised capacity of approximately 60 million dry tonnes per annum iron ore for the Simandou life of mine schedule was previously reported in a release to the ASX dated 6 December 2023 titled Ã¢ÂÂInvestor Seminar 2023Ã¢ÂÂ. Rio Tinto confirms that all material assumptions underpinning that production target continue to apply and have not materially changed.\n\n\t1.Production figures are measured according to Rio Tinto's ownership % share of each site. For further details on the share %, see pages 297 and 298 of the Annual Report where these have been highlighted.\n\t2.Revenue reflects third party sales by product on a consolidated basis inclusive of our share of equity accounted units. \n\t3.Capital expenditure is the net cash outflow on purchases less sales of property, plant and equipment, capitalised evaluation costs and other intangible assets, inclusive of our share of equity accounted units and reported by product.\n\t4.Operating assets by product recorded above are the net assets of subsidiaries, joint operations and the GroupÃ¢ÂÂs share relating to equity accounted units adjusted for net (debt)/cash and post-retirement assets and liabilities, net of tax, after the deduction of non-controlling interests.\n\t5.Scope 1, 2, and 3 emissions are measured on an equity basis and align to the Rio Tinto ownership % share used to record production values. For additional information on our emissions methodology, see our 2023 Sustainability Fact Book at riotinto.com/sustainabilityreporting.\n\t6.The emissions in this table are Scope 1 and 2 greenhouse gas (GHG) emissions for the operating sites producing the commodity listed. The total differs from the full Group share reported numbers as these exclude development, closure sites, marine and corporate emissions.\n\t7.Copper production from Oyu Tolgoi, Kennecott and Escondida has been certified under the Copper Mark system. The Copper Mark certification for Escondida has been obtained via BHP who is the majority partner.\n\t8.For a list of assets certified under the Aluminium Stewardship Initiative, see our 2023 Sustainability Fact Book.\n\t9.Minerals comprise titanium dioxide slag (KTM), borates (TNM), salt (TNM) and diamonds (TNM).\n\t10.2023 Mineral production is as follows:\n\tÃ¢ÂÂ¢Titanium dioxide slag (Ã¢ÂÂ000 tonnes): 1,111 (2022: 1,200)\n\tÃ¢ÂÂ¢Borates (Ã¢ÂÂ000 tonnes): 495 (2022: 532)\n\tÃ¢ÂÂ¢Salt (Ã¢ÂÂ000 tonnes): 5,973 (2022: 5,757)\n\tÃ¢ÂÂ¢Diamonds (Ã¢ÂÂ000 carats): 3,340 (2022: 4,651)\n\t11.Iron Ore Company of Canada continues to be reported at Rio Tinto share.",,,,,,,,,,,,,,,
