Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
47,,102.0,General Disclosures,102-43,Approach to stakeholder engagement,,Community and Stakeholder Engagement,,,APA Group,2023.0,"In FY23, we prepared a revised Social Investment Framework and 2-year CSP Strategy, scheduled for consultation in early Q1 FY24. This strategy seeks to elevate practices and drive consistency and awareness throughout the business.",,,Sustainability Report Data Book FY23,,30,,"Local Landholders, Traditional Owners, New Infrastructure","7, 11",S,,,,,,,,,,,,,,,
48,,102.0,General Disclosures,102-43,Approach to stakeholder engagement,,Landholder Engagement,,,APA Group,2023.0,"APA sees landholders as critical partners in our operations. With easements across many properties throughout the country, access to these properties is essential to maintaining and developing our infrastructure.","In FY23, we made contact with 11,271 landholder contacts. Over the past few years, we have consistently achieved at least 80% of connections completed in all States. In most cases, we have achieved over 90%.",,Sustainability Report Data Book FY23,,32,,"Landholders, Properties, Infrastructure",717,E,,,,,,,,,,,,,,,
49,,102.0,General Disclosures,102-43,Approach to stakeholder engagement,,The Energy Charter,,,APA Group,2023.0,APA works collaboratively across the energy industry to address common issues and improvement opportunities. As a signatory to the Energy Charter Ã¢ÂÂ a national CEO-led collaboration Ã¢ÂÂ we share the vision to support better outcomes for energy customers.,,,Sustainability Report Data Book FY23,,32,,"Energy Industry, Energy Charter, National CEO-led Collaboration","7, 17","E, G",,,,,,,,,,,,,,,
50,,102.0,General Disclosures,102-44,Key topics and concerns raised,"In FY21, we conducted a stakeholder-centric materiality assessment to identify the core sustainability-related issues that APA should focus on. This process informed the development of our three-year Sustainability Roadmap and enabled us to bring APAÃ¢ÂÂs vision and purpose to life. APAÃ¢ÂÂs Sustainability Roadmap categorises the core issue areas into three groups: Build, Accelerate, Maintain, and Evolve.",,,,APA Group,2023.0,,,,Sustainability Report Data Book FY23,,34,,"Time Scoping, Developing Relationships, Future Reconciliation",17,G,,,,,,,,,,,,,,,
51,,102.0,General Disclosures,102-45,Entities included in the consolidated financial statements,APA Infrastructure Trust and APA Investment Trust,,,,APA Group,2023.0,,,,Sustainability Report Data Book FY23,,1,,,,,,,,,,,,,,,,,,,
52,,102.0,General Disclosures,102-46,Defining report content and topic Boundaries,"This report outlines APA GroupÃ¢ÂÂs activities Ã¢ÂÂ governed by our purpose, vision, values and corporate strategy Ã¢ÂÂ delivering the financial, non-financial and sustainability performance required to capture opportunities whilst managing risks. The integrated reporting concept refers to a principles-based, multi-capital framework in which companies can clearly and concisely communicate how their strategies, governance, performance, prospects and sustainability-related actions create value in the context of their external environment.\t",,,,APA Group,2023.0,,,,Sustainability Report Data Book FY23,,0,,"Purpose, Vision and Values, Corporate Strategy","9, 12","E,S,G",,,,,,,,,,,,,,,
53,,102.0,General Disclosures,102-47,List of material topics,"In FY23, APA cares about sustainability. The material mentioned are Climate change transition and risk, community and social performance, First Nations peoples, environment and heritage, people and culture, safety, health, and well-being, and customers and suppliers.\t",,,,APA Group,2023.0,,,,Sustainability Report Data Book FY23,,1,,"Sustainability, Materiality","8, 9,12,13,14,15,16,17","E, S, G",,,,,,,,,,,,,,,
54,,102.0,General Disclosures,102-48,Restatements of information,FY21 is used to compare APA's financial performance for the past 5 years.,,,,APA Group,2023.0,,,,Sustainability Report Data Book FY23,,78,,"Financial Measurement, Last 5 Years",8,E,,,,,,,,,,,,,,,
55,,102.0,General Disclosures,102-49,Changes in reporting,"The roadmap identified seven key areas where significant improvements were required over the next five years:\nÃ¢ÂÂ¢ Mobile-enabled digital tool for employees and contractors\nÃ¢ÂÂ¢ Integrated digital HSEH Incident, Near Miss and Hazard Management System\nÃ¢ÂÂ¢ New HSEH reporting and analytical framework supporting current and future digital tools\nÃ¢ÂÂ¢ Integrated Contractor Management System\nÃ¢ÂÂ¢ Digital solutions for HSEH inductions\nÃ¢ÂÂ¢ Digital solutions for Permit to Work\nÃ¢ÂÂ¢ Predictive Analytics for HSEH",,,,APA Group,2023.0,,,,Sustainability Report Data Book FY23,,44,,"Mobile-enabled Digital Tools, Digital Solutions, Predictive Analytics","8, 9",S,,,,,,,,,,,,,,,
56,,102.0,General Disclosures,102-50,Reporting period,1 July 2022 to 30 June 2023,,,,APA Group,2023.0,,,,Sustainability Report Data Book FY23,1,,,,16,G,,Global Reporting Initiative (GRI) Standards Index,,,,,,,,,,,,,
57,,102.0,General Disclosures,102-51,Date of most recent report,APA Annual Report 2023 (August 2023)\nAPA FY23 Sustainability Data Book (August 2023),,,,APA Group,2023.0,,,,Sustainability Report Data Book FY23,1,,,,16,G,,Global Reporting Initiative (GRI) Standards Index,,,,,,,,,,,,,
58,,102.0,General Disclosures,102-52,Reporting cycle,Annual,,,,APA Group,2023.0,,,,Sustainability Report Data Book FY23,1,,,,16,G,,Global Reporting Initiative (GRI) Standards Index,,,,,,,,,,,,,
59,,102.0,General Disclosures,102-53,Contact point for questions regrading the report,Please contact us at sustainability@apa.com.au\nAPA Website www.apa.com.au,,,,APA Group,2023.0,,,,Sustainability Report Data Book FY23,1,,,,"16, 17",G,,Global Reporting Initiative (GRI) Standards Index,,,,,,,,,,,,,
60,,102.0,General Disclosures,102-54,Claims of reporting in accordance with the GRI Standards,This data book has been prepared using the GRI Standards: Core option.\t,,,,APA Group,2023.0,,,,Sustainability Report Data Book FY23,1,,,,16,G,,Global Reporting Initiative (GRI) Standards Index,,,,,,,,,,,,,
61,,102.0,General Disclosures,102-55,GRI content index,"GRI content index consisted of General and Management, Economics, Society, Environment",,,,APA Group,2023.0,,,,Sustainability Report Data Book FY23,1,,,,16,G,,Global Reporting Initiative (GRI) Standards Index,,,,,,,,,,,,,
62,,102.0,General Disclosures,102-56,External assurance,"External security covers the overall organizational structure. External assurance consists of External Audit 1, Regulatory Audit, Third Party Audit, and Advisory Reviews.",,,,APA Group,2023.0,,,,Sustainability Report Data Book FY23,19,,,"External Assurance, Organizational Structure","16, 17",G,,,,,,,,,,,,,,,
63,,103.0,Management Approach,103-01,Explanation of the material topic and its Boundary,"In FY21, APA conducted a stakeholder-centric materiality assessment to identify core sustainability issues to focus on. Nine material sustainability issues were identified: Safety, health & well-being, people & culture, community & social performance, First Nations people, sustainability development, environmental management, climate change transition & risk, governance & risk management, diversity & inclusion.",,,,APA Group,2023.0,,,,Sustainability Report Data Book FY23,1,,,"Stakeholder-centric, Core Sustainability Issues",1216,"E,S,G",,APA FY23 Sustainability Data Book - Materiality,,,,,,,,,,,,,
64,,103.0,Management Approach,103-02,The management approach and its components,,Climate Transition Plan,,,APA Group,2023.0,"Climate Transition Plan, which addresses critical aspects of APA's approach to climate change risk management, governance, metrics and targets.",,,Sustainability Report Data Book FY23,,,12,"Climate Transition Plan, Approach, Climate Change",13,E,,,,,,,,,,,,,,,
65,,103.0,Management Approach,103-03,Evaluation of the management approach,"Each senior executive, including the Managing Director, has a balanced scorecard of key performance indicators and objectives, which reflects APA strategy and operational requirements. The Chairman of the Board and the People and Remuneration Committee conducted the Managing DirectorÃ¢ÂÂs performance evaluation against the agreed scorecard and made a recommendation to the Board. The Managing Director assessed the performance of the other senior executives and reported to the People & Remuneration Committee and Board.",,,,APA Group,2023.0,,,,Sustainability Report Data Book FY23,,,4,"Balance Scorecard, Key Performance Indicator, Evaluation",9,G,,,,,,,,,,,,,,,
