Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
78,,205.0,Anti-corruption,205-02,Communication and training about anti-corruption policies and procedures,,Whistleblower Line,,,APA Group,2023.0,"We maintain a Whistleblower Line through an externally managed disclosure service as an independent, impartial and confidential means of reporting potential incidents. Through the Whistleblower Line and our internal reporting channels, we identify and record material breaches of the APA Code of Conduct and any actual or potential incidents relating to fraud, bribery or corruption.",,,Sustainability Report Data Book FY23,,66,,"Whistleblower Line, Disclosure Service, Code of Conduct",16,G,,,,,,,,,,,,,,,
79,,205.0,Anti-corruption,205-02,Communication and training about anti-corruption policies and procedures,,Whistleblower Policy,,,APA Group,2023.0,"Awareness activities of the Whistleblower Policy and the independent hotline continued through FY23, with the number of reports decreasing in the reporting period. Our policy investigates all allegations.",,,Sustainability Report Data Book FY23,,66,,"Awareness, Independent Hotline, Allegations",16,G,,,,,,,,,,,,,,,
80,,205.0,Anti-corruption,205-03,Confirmed incidents of corruption and actions taken,"APA recorded zero incidents of fraud, bribery or corruption in FY23 and received no fines for non-compliance with any laws or regulations related to bribery or corruption.",,,,APA Group,2023.0,,,,Sustainability Report Data Book FY23,,66,,"Fraud, Bribery, Corruption",16,G,,,,,,,,,,,,,,,
81,,206.0,Anti-competitive Behavior,206-01,"Legal actions for anti-competitive behavior, anti-trust, and monopoly practices",,,,NO DISCLOSURE,APA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
82,,207.0,Tax,207-01,Approach to tax,,Deferred Tax Assets,,,APA Group,2023.0,Deferred tax is provided using the balance sheet liability method. This method offers temporary differences between the carrying amounts of assets and liabilities for financial reporting purposes and the parts used for taxation purposes.,,,Sustainability Report Data Book FY23,,111,,"Assets, Liabilities, Taxation Purposes",8,G,,,,,,,,,,,,,,,
83,,207.0,Tax,207-02,"Tax governance, control, and risk management",,Tax Consolidation,,,APA Group,2023.0,APA Infrastructure Trust and its wholly-owned Australian resident entities formed a tax-consolidated group with effect from 1 July 2003 and are therefore taxed as a single entity from that date. The head entity within the tax-consolidated group is APA Infrastructure Trust.,,,Sustainability Report Data Book FY23,,111,,"APA Infrastructure Trust, Tax Consolidated Group",8,G,,,,,,,,,,,,,,,
84,,207.0,Tax,207-02,"Tax governance, control, and risk management",,Nature of Tax Funding Arrangement and Tax Sharing Agreement,,,APA Group,2023.0,"Entities within the tax-consolidated group have entered into a tax funding arrangement and a tax-sharing agreement with the head entity. Under the terms of the tax funding arrangement, each entity in the tax-consolidated group has agreed to pay a tax-equivalent payment to or from the head entity based on the entity's current tax liability or current tax asset.",,,Sustainability Report Data Book FY23,,111,,"Tax Funding, Tax Sharing, Tax Consolidated Group",8,G,,,,,,,,,,,,,,,
85,,207.0,Tax,207-03,Stakeholder engagement and management of concerns related to tax,,,,NO DISCLOSURE,APA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
86,,207.0,Tax,207-04,Country-by-country reporting,,,,NO DISCLOSURE,APA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
87,,301.0,Materials,301-01,Materials used by weight or volume,,,,NO DISCLOSURE,APA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
88,,301.0,Materials,301-02,Recycled input materials used,,,,NO DISCLOSURE,APA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
89,,301.0,Materials,301-03,Reclaimed products and thei packaging materials,,,,NO DISCLOSURE,APA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
90,,302.0,Energy,302-01,Energy consumption within the organization,"In FY23, APA had: \n- 1,034 MW total installed power generation capacity\n- 3,603,061 MW of total electricity transmission and 1,199,286,014 GJ of total natural gas delivered by energy infrastructure",,,,APA Group,2023.0,,,,Sustainability Report Data Book FY23,3,,,,12,E,,APA FY23 Sustainability Data Book - 3. Infrastructure,,,,,,,,,,,,,
91,,302.0,Energy,302-02,Energy consumption outside of the organization,,,,NO DISCLOSURE,APA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
92,,302.0,Energy,302-03,Energy intensity,,,,NO DISCLOSURE,APA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
93,,302.0,Energy,302-04,Reduction of energy consumption,,,,NO DISCLOSURE,APA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
94,,302.0,Energy,302-05,Reductions in energy requirements of products and services,,,,NO DISCLOSURE,APA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
95,,303.0,Water and Effluents,303-01,Interactions with water as a shared resource,,,,NO DISCLOSURE,APA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
96,,303.0,Water and Effluents,303-02,Management of water discharge-related impacts,,,,NO DISCLOSURE,APA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
97,,303.0,Water and Effluents,303-03,Water withdrawal,,,,NO DISCLOSURE,APA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
98,,303.0,Water and Effluents,303-04,Water discharge,,,,NO DISCLOSURE,APA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
