Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35
176,,414.0,Supplier Social Assessment,414-01,New suppliers that were screened using social criteria,,Risk Management Approach,,,APA Group,2023.0,"APAÃ¢ÂÂs modern slavery risk management approach comprises three stages. Stage 1 - Data-driven risk assessment: using annual spending data, we conduct supplier screening using an external AI platform. Our products and service categories are mapped against the United Nations Standard Products and Services Codes (UNSPSC) and other databases that provide modern slavery analysis, including social hotspots database (SHDB) supplier and country risk information. Stage 2 - Desktop risk assessment: completed for each high-risk shortlisted supplier identified in stage 3. Stage 3 - Targeted Supplier Assessments: we engage a reputable external consultancy to provide additional due diligence information for the suppliers selected for targeted assessment.\t",,,Sustainability Report Data Book FY23,5,,,"Data-Driven, Risk Assessment, Targeted Supplier Assessments","10, 12, 16",S,,APA Modern Slavery Fact Sheet,,,,,,,,,,,,,
177,,414.0,Supplier Social Assessment,414-01,New suppliers that were screened using social criteria,,ASP Program,,,APA Group,2023.0,"APAÃ¢ÂÂs Supplier Prequalification Program plays a vital role in APAÃ¢ÂÂs supply chain sustainability performance by tracking supplier commitments and performance in health, safety and environment, modern slavery, and social and community performance. Key suppliers are invited to join the Program based on the contract size, supply category, lack of readily available alternative sources and the risk to APA operations from an asset and employee perspective.",238 suppliers participated in APA's supplier prequalification program during FY22.,,Sustainability Report Data Book FY23,25,,,"Supplier Prequalification Program, Supply Chain, Social Performance","10, 12, 16",S,,APA Modern Slavery Statement 2022,,,,,,,,,,,,,
178,,414.0,Supplier Social Assessment,414-02,Negative social impacts in the supply chain and actions taken,,Modern Slavery Response Plan,,,APA Group,2023.0,"The Response Plan provides a framework for APA to appropriately manage a potential modern slavery allegation or incident involving a supplier. The Response Plan guides how we could assess whether we may have caused, contributed to, or be directly linked to modern slavery, in line with the United Nations Guiding Principles.",No incidents or reports of modern slavery were received in FY22.,,Sustainability Report Data Book FY23,5,,,"Response Plan, Modern Slavery Allegation, United Nation","10, 12, 16",S,,APA Modern Slavery Statement 2022,,,,,,,,,,,,,
179,,414.0,Supplier Social Assessment,414-02,Negative social impacts in the supply chain and actions taken,,Policy Framework,,,APA Group,2023.0,"Our group-wide policy framework sets the foundation of our approach to managing modern slavery risks in our operations and supply chain. Key policies governing ethics and integrity at APA include the Code of Conduct, Diversity and Inclusion Policy, Anti-Bribery and Corruption Policy, etc.",,,Sustainability Report Data Book FY23,"20, 21",,,"Policy Framework, Modern Slavery Risk, Operations, Supply Chain","10, 12, 16",S,,APA Modern Slavery Statement 2022,,,,,,,,,,,,,
180,,414.0,Supplier Social Assessment,414-02,Negative social impacts in the supply chain and actions taken,,Modern Slavery Risk Management Approach,,,APA Group,2023.0,"APAÃ¢ÂÂs modern slavery supplier due diligence encompasses:\nÃ¢ÂÂ APAÃ¢ÂÂs new supplier onboarding process and human rights declaration,\nÃ¢ÂÂ Contractual clauses for new supplier agreements to comply with modern slavery provisions,\nÃ¢ÂÂ Supplier information from APAÃ¢ÂÂs Supplier Prequalification System for new and existing critical suppliers (refreshed annually).",,,Sustainability Report Data Book FY23,22,,,"Onboarding Process, Human Rights Declaration, New Supplier Agreement","10, 12, 16",S,,APA Modern Slavery Statement 2022,,,,,,,,,,,,,
181,,414.0,Supplier Social Assessment,414-02,Negative social impacts in the supply chain and actions taken,,PPE compliance,,,APA Group,2023.0,"We recognise that PPE can involve higher modern slavery risks. In FY22, we continued to monitor and consolidate safety clothing and PPE items. We moved PPE items to our approved supplierÃ¢ÂÂs manufactured brand to simplify modern slavery compliance management and secure stock supplies.\t",It has further reduced the number of brand manufacturers in our approved range by 25%.,,Sustainability Report Data Book FY23,22,,,"Safety Clothing, PPE, modern slavery risks","10, 12, 16",S,,APA Modern Slavery Statement 2022,,,,,,,,,,,,,
182,,414.0,Supplier Social Assessment,414-02,Negative social impacts in the supply chain and actions taken,,Employee Training,,,APA Group,2023.0,"During FY22, we developed and commenced the rollout of new 1.5-hour face-to-face training about modern slavery. The training was designed to highlight key potential risk areas for APA, detail how we are taking action to manage modern slavery risks and provide guidance on how employees can identify and report concerns or suspicions about modern slavery.","At the end of June 2022, training delivery to the highest priority groups was complete, with four sessions held for 80 staff.",,Sustainability Report Data Book FY23,23,,,"Face-to-face training, Identifying and Reporting, Modern Slavery Risk","10, 12, 16",S,,APA Modern Slavery Statement 2022,,,,,,,,,,,,,
183,,414.0,Supplier Social Assessment,414-02,Negative social impacts in the supply chain and actions taken,,Awareness video,,,APA Group,2023.0,"A general awareness video was produced and distributed to all employees. The video referenced everyday areas of life where modern slavery may be hidden, including food and clothing production. It detailed our selection process on a recent major project for solar panel suppliers, highlighting the potential modern slavery risk this type of purchase poses for APA.",,,Sustainability Report Data Book FY23,23,,,"Video, Potential Modern Slavery Risk, Awareness","10, 12, 16",S,,APA Modern Slavery Statement 2022,,,,,,,,,,,,,
184,,414.0,Supplier Social Assessment,414-02,Negative social impacts in the supply chain and actions taken,,Engagement and Collaboration,,,APA Group,2023.0,Working with industry peers to discuss their experience with mapping supply chains allowed APA to gain insights into the differing approaches to understanding supply chains and the challenges faced in embarking on this work. The greatest challenge common to those who have done this work is the reliance on Tier 1 suppliers to provide the necessary information.,,,Sustainability Report Data Book FY23,26,,,"Supply Chains Mapping, Diverse Approach, Challenges","10, 12, 16",S,,APA Modern Slavery Statement 2022,,,,,,,,,,,,,
185,,414.0,Supplier Social Assessment,414-02,Negative social impacts in the supply chain and actions taken,,Learning-related Services,,,APA Group,2023.0,A high-risk area for modern slavery in Australia is the provision of cleaning services. APA procures various learning-related services for our corporate offices and sites around Australia.,"We have received positive feedback from many of our cleaning services suppliers. As of 1 October 2022, we have received acceptance from 65% of those suppliers.",,Sustainability Report Data Book FY23,26,,,"Cleaning Service, Corporate Office, Australia","10, 12, 16",S,,APA Modern Slavery Statement 2022,,,,,,,,,,,,,
186,,414.0,Supplier Social Assessment,414-02,Negative social impacts in the supply chain and actions taken,,Grievance Mechanism and Remediation,,,APA Group,2023.0,"As this statement outlines, we take various steps to prevent and mitigate our modern slavery risks. However, we recognise that it is also important we are prepared to respond to modern slavery-related allegations or incidents.",,,Sustainability Report Data Book FY23,28,,,"Allegations, Incidents, Whistleblower Mechanism","10, 12, 16",S,,APA Modern Slavery Statement 2022,,,,,,,,,,,,,
187,,414.0,Supplier Social Assessment,414-02,Negative social impacts in the supply chain and actions taken,,Development of Modern Slavery Response Plan,,,APA Group,2023.0,The Response Plan aims to provide a framework for APA to appropriately manage a potential modern slavery allegation or incident involving a supplier. We worked with an external business and human rights advisory firm to assist us in aligning the Response Plan with the UNGPs.,,,Sustainability Report Data Book FY23,29,,,"Response Plan, UNGC, External Stakeholder","10, 12, 16",S,,APA Modern Slavery Statement 2022,,,,,,,,,,,,,
188,,415.0,Public Policy,415-01,Political contributions,"In FY23, APA remained a Federal Labor Business Forum member and the Liberal Party of AustraliaÃ¢ÂÂs Australian Business Network. These business-focused political forums are part of the APA stakeholder engagement program. APA does not permit direct political donations to any party, representative or candidate.\t",,,,APA Group,2023.0,,,,Sustainability Report Data Book FY23,,67,,"Political Forum, Engagement Program, Political Donation","10, 12, 16",G,,APA Modern Slavery Statement 2022,,,,,,,,,,,,,
189,,416.0,Customer Health and Safety,416-01,Assessment of the health and safety impacts of product and service categories,,,,NO DISCLOSURE,APA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
190,,416.0,Customer Health and Safety,416-02,Incidents of non-compliance concerning the health and safety impacts of products and services,,,,NO DISCLOSURE,APA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
191,,417.0,Marketing and Labeling,417-01,Requirements for product and service information and labeling,,,,NO DISCLOSURE,APA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
192,,417.0,Marketing and Labeling,417-02,Incidents of non-compliance concerning product and service information and labeling,,,,NO DISCLOSURE,APA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
193,,417.0,Marketing and Labeling,417-03,Incidents of non-compliance concerning marketing communications,,,,NO DISCLOSURE,APA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
194,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,,,NO DISCLOSURE,APA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
195,,419.0,Socioeconomic Compliance,419-01,Non-compliance with laws and regulations in the social and economical area,,,,NO DISCLOSURE,APA Group,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,
198,,,Total disclosure,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,,Total no of reported disclosure over maximum disclosure (source:GRI index),98/148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
