Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
203,,,Critically Endangered,3,0,2,0,0,0,1,0,0,0,,,,,,,,,
204,,,Endangered,7,1,1,0,1,2,1,3,0,0,,,,,,,,,
205,,,Vulnerable,15,0,8,0,0,1,4,3,0,0,,,,,,,,,
206,,,Threatened,31,2,0,0,2,0,0,0,27,0,,,,,,,,,
207,,,Near Threatened,1,0,0,0,0,0,0,1,0,0,,,,,,,,,
208,,,Special Concern,15,8,0,0,9,0,0,3,0,2,,,,,,,,,
209,,,Least Concern,1,0,0,1,0,0,0,0,0,0,,,,,,,,,
211,,,"(1) Wafi-Golpu data is presented however not included in Company totals as it is not under NewcrestÃ¢ÂÂs operational control. Where the same species is listed for multiple sites, the species is counted once in the Company total. \n(2) Exploration numbers are indicative totals of species that may occur in the region of projects and that they havenÃ¢ÂÂt necessarily been recorded onsite as surveys may have yet to have been completed.",,,,,,,,,,,,,,,,,,,
212,,,"(3) Critically Endangered: Cadia: Swift Parrot (Lathamus discolor)^, Regent Honeyeater (Anthochaera Phrygia)^. Lihir: Hawksbill Turtle (Eretmochelys imbricate), Dolicholobium rufiflorum. Telfer & Havieron: Night Parrot (Pezoporus occidentalis)^. Namosi: Astronidium pallidiflorum, Acmopyle sahniana^, Balaka diffusa^. Wafi-Golpu: GoodfellowÃ¢ÂÂs tree kangaroo (Dendrolagus goodfellowi), Diospyros lolinopsis, Halfordia papuana.",,,,,,,,,,,,,,,,,,,
213,,,"(4) Endangered: Brucejack & Red Chris: Little brown myotis (Myotis lucifugus)^. Lihir: Green Turtle (Chelonia mydas), Humphead Wrasse (Chilinus undulatus), Archidendron forbesi. Exploration: Red Goshawk (Erythrotriorchis radiatus)^, Australian Painted-snipe (Rostratula australis)^, Hakea plurinervia. Namosi: Fiji burrowing snake (Ogmodon vitianus)^, Fijian free-tailed bat (Tadarida bregullae), Polynesian sheath-tailed bat (Emballonura semicaudata)^, Long-legged warbler (Trichocichla rufa)^, Agathis macrophylla^, Spiraeanthemum graeffei. Wafi-Golpu: Diospyros insularis.",,,,,,,,,,,,,,,,,,,
214,,,"(5) Vulnerable: Brucejack: Rusty Blackbird (Euphagus carolinus )^, Cadia: Diamond Firetail (Stagonopleura guttata)^, Large Eared Pied Bat (Chalinolobus dwyeri)^, Southern Whiteface (Aphelocephala leucopsis), Eucalyptus albens, Eucalyptus blakelyi, Eucalytpus bridgesiana, Eucalytpus gonicalyx, Eucalyptus melliodora, Persoonia rigida. Lihir: Bismarck kingfisher (Ceyx websteri), Leather Back Turtle (Dermochelys coriacea), Yellow-legged pigeon (Columba pallidiceps). Red Chris: Caribou (Rangifer tarandus caribou) Woodland Southern Mountain population, Rusty Blackbird (Euphagus carolinus)^. Telfer: Sharp-tailed Sandpiper (Calidris acuminata), Greater Bilby (Macrotis lagotis)^. Havieron: Greater Bilby (Macrotis lagotis)^, Grey Falcon (Falco hypoleucos)^, Sharp tailed Sandpiper (Calidris acuminata), Great Desert Skink (Liopholis kintorei). Exploration: Excidobates captivus, Koala (Phascolarctos cinereus), Sharp tailed Sandpiper (Calidris acuminata), Golden-tipped Bat (Phoniscus papuensis), Greater glider (Petauroides Volans), Eucalyptus cambageana. Namosi: MannÃ¢ÂÂs gecko (Lepidodactylus manni)^, Bronze-headed skink (Emoia parkeri)^, Fijian blossom bat (Notopteris macdonaldi)^, Friendly ground dove (Gallicolumba stairi)^, Pink-billed parrotfinch (Erythrura kleinschmidti)^, Diplommatina martensi, Geissois superba, Aglaia archboldiana, Aglaia basiphylla (A. greenwoodii), Syzygium amplifolium, Turrillia vitiensis, Turrillia ferruginea^, Storckiella vitiensis^. Wafi-Golpu: New Guinea pademelon (Thylogale browni), Papuan eagle (Harpyopsis novaeguineae) & PesquetÃ¢ÂÂs parrot (Psittrichas fulgidus).",,,,,,,,,,,,,,,,,,,
215,,,"(6) Near Threatened: Brucejack: Semipalmated Sandpiper (Calidris pusilla); Blackpoll warbler (Dendroica striata); Olive-sided Flycatcher (Contopus cooperi)^; Rufous Hummingbird (Selasphorus rufus). Cadia: Platypus (Ornithorhynchus anatinus), East-coast Free-tailed Bat (Mormopterus norfolkensis), Eucalyptus camaldulensis, Eucalytpus polyanthemos, Eucalyptus viminalis. Lihir: Closed brain coral (Leptoria phrygia), Pied cuckoo-dove (Reinwardtoena browni), Star Coral (Favia Stelligera), Violaceous coucal (Centropus violaceus), Yellowish imperial-pigeon (Ducula subflavescens). Red Chris: Olive-sided Flycatcher (Contopus cooperi)^. Telfer: Crest-tailed Mulgara (Dasycercus cristicauda), Red Knot (Calidris canutus), River Red Gum (Eucalyptus camaldulensis). Havieron: , Curlew sandpiper (Calidris ferruginea)^, Princess parrot (Polytelis alexandrae)^, Red-necked stint (Calidris ruficollis). Exploration: Annona dolichopetala^, Platypus (Ornithorhynchus anatinus), Black-necked Stork (Ephippiorhynchus asiaticus), Hairy-nosed Freetail-bat (Setirostris eleryi), Little Pied Bat (Chalinolobus picatus), LathamÃ¢ÂÂs Snipe (Gallinago hardwickii) , Greater sage-grouse (Centrocercus urophasianus), Eucalyptus camaldulensis, Eucalyptus coolabah, Eucalyptus orgadophila, Corymbia tessellaris, Eucalyptus thozetiana. Namosi: Fiji tree frog (Cornufer vitiensis)^, Green tree skink (Emoia concolor)^, Samoan flying-fox (Pteropus samoensis), Black-faced shrikebill (Clytorhynchus nigrogularis)^, Masked shining parrot (Prosopeia personata), Podocarpus affinis, Fagraea gracilipes. Wafi-Golpu: GurneyÃ¢ÂÂs eagle (Aquila gurneyi), Aglaia sexipetala, Aglaia silvestris, Cycas apoa, Cycas campestris, Cycas scratchleyana, Cycas schumanniana. Lihir: Closed brain coral (Leptoria phrygia), Pied cuckoo-dove (Reinwardtoena browni), Star Coral (Favia Stelligera), Violaceous coucal (Centropus violaceus), Yellowish imperial-pigeon (Ducula subflavescens). Red Chris: Olive-sided Flycatcher (Contopus cooperi)^. Telfer: Crest-tailed Mulgara (Dasycercus cristicauda), Red Knot (Calidris canutus), River Red Gum (Eucalyptus camaldulensis)^. Havieron: , Curlew sandpiper^ (Calidris ferruginea), Princess parrot (Polytelis alexandrae)^, Red-necked stint (Calidris ruficollis)^, Exploration: Rollinia dolichopetala (Annona dolichopetala)^, Ornithorhynchus anatinus, Ephippiorhynchus asiaticus, Prionace glauca, Esacus magnirostris, Setirostris eleryi, Calidris ruficollis, Chalinolobus picatus, Gallinago hardwickii ,Greater sage-grouse (Centrocercus urophasianus), Eucalyptus camaldulensis, Eucalyptus coolabah, Eucalyptus orgadophila, Corymbia tessellaris, Eucalyptus thozetiana Namosi: Fiji tree frog (Cornufer vitiensis),Green tree skink (Emoia concolor), Samoan flying-fox (Pteropus samoensis), Black-faced shrikebill, (Clytorhynchus nigrogularis), Masked shining parrot (Prosopeia personata), Podocarpus affinis, Fagraea gracilipes.",,,,,,,,,,,,,,,,,,,
216,,,"(7) National Conservation List: Brucejack: Short Eared Owl (Asio flammeus), Lesser Yellowlegs (Tringa flavipes), Western Toad (Anaxyrus boreas), Barn Swallow (Hirundo rustica), Great Blue Heron (Ardea herodias fannini), American Marten (Martes Americana), Wolverine (Gulo gluo), Grizzly Bear (Ursus arctos horribilis). Cadia: Superb Parrot (Polytelis swainsonii), Eucalyptus canobolensis, Brown Treecreeper (Climacteris picumnus), Barking owl (Ninox connivens), Turquoise Parrot (Neophema pulchella), Little lorikeet (Glossopsitta pusilla), RosenbergÃ¢ÂÂs monitor (Varanus rosenbergi). Lihir: Megapod (Megapodues Eremita). Red Chris: Barn Swallow (Hirundo rustica), Woodland Caribou (Rangifer tarandus caribou), Western Toad (Anaxyrus boreas) Peregrine Falcon (Falco peregrinus), Red-necked Phalarope (Phalaropus lobatus), Common Nighthawk (Chordeiles minor), Grizzly Bear (Ursus arctos horribilis), Wolverine (Gulo gulo), Short-eared owl (Asio flammeus). Exploration: Pristimantis trachyblepharis, Zamoran shadow snake (Synophis zamora), Hyloxalus mystax, Yakka Skink (Egernia rugosa), Ornamental Snake (Denisonia maculate), White-throated Needletail (Hirundapus caudacutus). Namosi: Veitchia vitiensis var. macrocarpa, Alphitonia zizyphoides, Bischofia javanica, Dacrycarpus imbricatus var. patulus, Dacrydium nidulum, Garcinia pseudoguttifera, Gonystylus punctatus, Podocarpus neriifolius var. degeneri. Wafi-Golpu: Papuan eagle (Harpyopsis novaeguineae), PesquetÃ¢ÂÂs parrot (Psittrichas fulgidus).\n(8) Species marked with ^ are also included on National Conservation Lists (species names are not repeated in (7)).\t",,,,,,,,,,,,,,,,,,,
217,,,"As per GRI requirements, in recent years sites have commenced reporting flora in addition to fauna. We will continue to refine our reporting of flora.",,,,,,,,,,,,,,,,,,,
219,,,GRI 305-1 Direct (Scope 1) GHG emissions by source (tCO2-e) FY23 (1),,,,,,,,,,,,,,,,,,,
220,,,,Company,Brucejack (2),Cadia,Lihir,Red Chris (3),Telfer,Havieron,Exploration,Namosi,Wafi-Golpu (3),Corporate Offices(4),,,,,,,,
221,,,Acetylene,22,1,4,13,3,2,0,0,0,0,0,,,,,,,,
222,,,Diesel (automotive),9305,0,435,4398,537,2754,900,281,0,0,0,,,,,,,,
223,,,Diesel (explosives),1656,0,0,863,479,314,0,0,0,0,0,,,,,,,,
224,,,Diesel (haulage & production),441001,23561,70104,141998,76918,119664,8757,0,0,797,0,,,,,,,,
225,,,Diesel (power generation),10603,0,0,6220,0,1280,3102,0,0,0,0,,,,,,,,
226,,,Fuel oil (power generation),590643,0,0,590643,0,0,0,0,0,0,0,,,,,,,,
227,,,Grease,51,0,8,26,5,12,1,0,0,0,0,,,,,,,,
228,,,Non combustion emissions (soda ash & sulphur hexafluoride (SF6)),95.4,0,82,0,0,0,0,0,0,0,0,,,,,,,,
229,,,Liquefied petroleum gas,7474.8,3414,53,0,3950,57.3,0,0,0,0,1,,,,,,,,
230,,,Lubricating oil,1885,27,325,618,277,638,0,0,0,0,0,,,,,,,,
231,,,Natural Gas,320277,0,0,0,0,319782,0,0,0,0,494,,,,,,,,
232,,,Unleaded petrol,3565,813,0,405,2342,0,0,0,4,0,0,,,,,,,,
233,,,Total,1386578.2,27815,71011,745182,84511,444517,12760,281,4,797,495,,,,,,,,
234,,,"(1) The following GHGs were included in the emissions calculations: CO2, CH4 and N2O. We used emissions factors from Schedule 1 Part 3 of National Greenhouse and Energy Reporting (NGER) (Measurement) Determination 2008 (kg CO2-e/GJ) and the Global Warming Potential rates from NGER Regulations 2.02 (tonne CO2-e/tonne). Newcrest aligns our calculation and reporting of emissions with recognised standards including NGER, GRI and the GHG Protocol.\n(2) The split for diesel consumption at Brucejack between non-transport/haulage and production, and transport is unknown and therefore has been reported as haulage and production.\n(3) Red Chris is operated by Newcrest (70% owned), Newcrest reports 100% of emissions from sites which we operate. Wafi-Golpu data is presented however not included in Company totals as it is not under NewcrestÃ¢ÂÂs operational control. \n(4) Corporate Offices includes the Melbourne, Perth, Brisbane, Port Moresby and Vancouver offices and Orange Lab, New South Wales.\nNote: In FY22 1,971 tCO2-e of aviation gasoline was incorrectly reported as a duplication of unleaded petrol. Aviation gasoline was last reported in FY20 for the Gosowong, Indonesia site, which has now been divested, and therefore the correct balance for this emissions source in FY22 should be 0",,,,,,,,,,,,,,,,,,,
237,,,GRI 305-2 Indirect (Scope 2) GHG emissions (tCO2-e) FY23 (1),,,,,,,,,,,,,,,,,,,
238,,,,Company,Brucejack,Cadia,Lihir,Red Chris (2),Telfer (3),Havieron,Exploration,Namosi,Wafi-Golpu (2),Corporate Offices(4),,,,,,,,
239,,,Purchased electricity,860737,1752,853931,0,3949,175,0,2,10,0,918,,,,,,,,
240,,,"(1) Calculation of Scope 2 emissions is Location-based.\n(2) Red Chris is operated by Newcrest (70% owned). Newcrest reports 100% of emissions and ore milled equivalent from sites which we operate. Wafi Golpu data is presented however not included in Company totals as it is not under Newcrest's operational control.\n(3) Includes electricity use at Port Hedland.\n(4) Corporate Offices includes the Melbourne, Perth, Brisbane, Port Moresby and Vancouver offices and Orange Lab, New South Wales.",,,,,,,,,,,,,,,,,,,
