Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
398,,,Female (%),33.33,,,,,,,,,,,,,,,,,,,,,
399,,,<30 years of age (%),0,,,,,,,,,,,,,,,,,,,,,
400,,,30-50 years of age (%),0,,,,,,,,,,,,,,,,,,,,,
401,,,50+ years of age (%),100,,,,,,,,,,,,,,,,,,,,,
404,,,GRI 405-2 Ratio of basic salary and remuneration of women to men (%) FY23 (1)(2),,,,,,,,,,,,,,,,,,,,,,
405,,,,Brucejack,Cadia,Lihir,Red Chris,Telfer,Exploration,Havieron,Namosi,WGJV,Corporate offices,,,,,,,,,,,,
406,,,Basic salary of women to basic salary of men (3),81.9,81.7,81,90.6,87.4,65.5,68.1,82.2,87.8,85.2,,,,,,,,,,,,
407,,,Basic salary of women to basic salary of men (Board),,,,,,,,,,55.98,,,,,,,,,,,,
408,,,Basic salary of women to basic salary of men (Executive Ã¢ÂÂ Level 5),,,,,,,,,,92.4,,,,,,,,,,,,
409,,,Basic salary of women to basic salary of men (General Manager) - Level 4),,,94.2,,,80.6,,,,87.8,,,,,,,,,,,,
410,,,Basic salary of women to basic salary of men (Manager - Level 3),98,97.8,77.8,94.6,79.2,84.9,,112.9,69.5,96.9,,,,,,,,,,,,
411,,,"Basic salary of women to basic salary of men (Supervisor, superintendent, coordinator - Level 2)",93.7,83.9,83.9,96.4,92.9,81.3,89,82.5,98.6,90.2,,,,,,,,,,,,
412,,,"Basic salary of women to basic salary of men (Operator, technical advisor - Level 1)",76.9,78.6,84.5,91.4,83.4,80.2,88.7,,243.4,99,,,,,,,,,,,,
413,,,"(1) Only a ratio for Lihir, Corporate Offices and Exploration has been provided for the General Manager category. All General Managers at the other operating sites were male.\n(2) We have defined basic salary as: salary, superannuation, location allowance, roster allowance and bonus.\n(3) Excluding Board, as the GRI only requires employee categories. The board ratio is provided separately.",,,,,,,,,,,,,,,,,,,,,,
416,,,406-1 Incidents of discrimination and corrective actions taken FY23,,,,,,,,,,,,,,,,,,,,,,
417,,,"Three incidents of discrimination were reported for FY23. These related to allegations of discrimination and harassment in September 2022 at Brucejack. The incidents were investigated by the site HR team, and appropriate disciplinary action was taken in accordance with Company Standards.",,,,,,,,,,,,,,,,,,,,,,
420,,,GRI 410-1 Security personnel trained in organisational human rights policies or procedures as at 30 June FY23 (1),,,,,,,,,,,,,,,,,,,,,,
421,,,,Company,Brucejack,Cadia,Lihir,Red Chris,Telfer,Exploration,Havieron,Namosi,WGJV,Corporate offices,,,,,,,,,,,
422,,,Total number of directly employed security employees & contractors (#),287,18,23,207,10,10,15,2,0,2,85.2,,,,,,,,,,,
423,,,Proportion of security employees and contractors trained in organisational human rights policies and procedures (%) (3),99.3,100,100,100,100,100,100,0,,100,87.8,,,,,,,,,,,
424,,,"(1) No data reported for Wafi-Golpu as site is under care and maintenance.\n(2) The two Emergency and Security Officers (ESO) were employed in the last two months of FY22 and have since undertaken site onboarding training.\n(3)All security employees and contractors are required undertake, and maintain currency with, approved dedicated human rights awareness training.",,,,,,,,,,,,,,,,,,,,,,
428,,,"MM6 MM7 Significant events relating to land use, customary rights of local communities and Indigenous Peoples FY23",,,,,,,,,,,,,,,,,,,,,,
429,,,"NewcrestÃ¢ÂÂs Community Concerns, Complaints and Grievances Guideline classifies grievances according to a risk and severity classification level of between 1 and 3. Level 3 grievances are 'Significant' and are reported in the table below for GRI disclosure but did not meet internal thresholds for reporting to the market.",,,,,,,,,,,,,,,,,,,,,,
431,,,"Total number of significant disputes related to land use or the customary rights of local communities associated with current, planned or proposed operations",,,"The extent to which grievance mechanisms were used to resolve disputes relating to land use, customary rights of local communities and Indigenous Peoples, and the outcomes",,,,,,,,,,,,,,,,,,,
432,,,Lihir,Status of the significant dispute,,Description of any actions taken including the use and outcome of any grievance procedures.,,,,,,,,,,,,,,,,,,,
433,,,Access to Environmental Monitoring Station blocked and Environment team were not able to retrieve data.,Resolved,,"The issue was reported to Bel Isi Grievance for resolution. After discussions with the landowner, it became clear that there was a misunderstanding regarding the payment frequency in the land use agreement. The landowner had thought it was monthly, but the agreement specified quarterly payments. Once this was clarified, the landowner granted access to the monitoring station for data retrieval by the Environment team.",,,,,,,,,,,,,,,,,,,
434,,,"Nimamar Local Level Government (NLLG) officials expressed their frustration with the delay in connecting power to the new assembly building. This delay strained the relationship between the LGL and the local government to the point where the President called for a halt to all activities in the broader Lihir community, including planned Close Out engagements related to the CRA agreements.",Resolved,,"No engagements were conducted with affected communities and the broader Lihirian community initially. However, LGL later engaged in discussions with the NLLG team through the Bel Isi Grievance process. As a result of these discussions, we took steps to address the issue and also installed a new transformer to facilitate the connection of power to the building, thereby resolving the issue.",,,,,,,,,,,,,,,,,,,
435,,,Threat to disrupt work at Phase 14A project due to a perceived lack of business opportunities by associated landowner companies.,Resolved,,"Concerns were raised through Bel Isi Grievance Process, and a business engagement strategy was implemented to prioritise work for the identified landowner companies. AsÃÂ aÃÂ result, all of these companies have received equal and ongoing benefits from the Phase 14A project.",,,,,,,,,,,,,,,,,,,
