Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
271,,,Disclosure 407-1 Operations and suppliers in which the right to freedom of association and collective bargaining may be at risk,"0 operations identified as having significant risk for the right to freedom of association and collective bargaining.\nNewcrest has the Employee Organisations Standard (HR-ST-121) which details the rights of employees re freedom of association. \nCadia has a Collective Bargaining Agreement in place - this was bargained directly with eligible employees and ratified in July 2021, and is in operation until July 2025.\nRed Chris has recently negotiated a collective bargaining agreement with the United Steel Workers Union with eligible employees. The agreement is now in effect with two matters currently pending arbitration. \nTelfer has a Collective Bargaining Agreement in place - this was bargained directly with eligible employees and ratified in November 2020, and is in operation until November 2024.",,,,,,
275,,,GRI 408\nChild Labour,,,,,,,
277,,,Disclosure,Report Section,Omission,,,,,
279,,,Disclosure 3-3 Management of material topics,Human Rights pp. 37-40\nOur 2023 Modern Slavery Statement describes the steps we have taken to assess and address the potential modern slavery risks in our operations and supply chains Ã¢ÂÂ embedded in our broader human rights approach Ã¢ÂÂ and sets out our priorities.,,,,,,
280,,,Disclosure 408-1 Operations and suppliers at significant risk for incidents of child labour,"Newcrest complies with all minimum safety and age requirements for employees. It expects Suppliers to comply with all safety requirements, minimum age requirements and our human rights expectations. These requirements are managed through our purchase order terms & contract terms and conditions and Supplier Performance Commitments. Young people may be engaged on approved apprentice programs. Newcrest mitigates risk through contract / purchase order terms, supplier sustainability questionnaire, high risk category deep dives and World Check supplier screening.",,,,,,
284,,,GRI 409\nForced or Compulsory Labour,,,,,,,
286,,,Disclosure,Report Section,Omission,,,,,
288,,,Disclosure 3-3 Management of material topics,Human Rights p.37-40\nOur 2023 Modern Slavery Statement describes the steps we have taken to assess and address the potential modern slavery risks in our operations and supply chains Ã¢ÂÂ embedded in our broader human rights approach Ã¢ÂÂ and sets out our priorities.,,,,,,
289,,,Disclosure 409-1 Operations and suppliers at significant risk for incidents of forced or compulsory labour,"Newcrest mitigates risk through contract / purchase order terms, supplier sustainability questionnaire, high risk category deep dives and World Check supplier screening.",,,,,,
293,,,GRI 410\nSecurity Practices,,,,,,,
295,,,Disclosure,Report Section,Omission,,,,,
297,,,Disclosure 3-3 Management of material topics,"International standards recognise the challenge of managing security services at the mining operations and mitigating the risks to human rights.\nAll Newcrest employees and security contractors must complete NewcrestÃ¢ÂÂs Code of Conduct training, which includes human rights awareness training. In addition, all employees and contractors must comply with Newcrest's Human Rights Policy and Security Policy. This intends to align with the Voluntary Principles on Security and Human Rights and emphasises respect for the communities in which we operate and a zero tolerance for human rights abuse. \n",,,,,,
298,,,Disclosure 410-1 Security personnel trained in human rights policies or procedures,"GRI 400 Social tab\nFor our Australian and Canadian sites, online training is part of the initial induction for new security employees and contractors, with refresher training managed through our Learning Management System. In-person training is conducted at our sites where there is no access to online learning.",,,,,,
302,,,GRI 411\nRights of Indigenous Peoples,,,,,,,
304,,,Disclosure,Report Section,Omission,,,,,
306,,,Disclosure 3-3 Management of material topics,Human Rights p. 21\nCultural Heritage p. 22,,,,,,
307,,,Disclosure 411-1 Incidents of violations involving rights of Indigenous Peoples,Human rights p. 21\nCultural Heritage p. 22,,,,,,
311,,,MM5,,,,,,,
313,,,Disclosure,Report Section,Omission,,,,,
315,,,"MM5 Total number of operations taking place in or adjacent to Indigenous Peoples' territories, and number and percentage of operations or sites where there are formal agreements with indigenous peoples' communities","Cadia, Brucejack, Red Chris and Telfer (4 out of 5 operational sites, 80% within our FY23 reporting boundary) were adjacent to Indigenous territories. \nThese operations were covered by formal benefit agreements or community development plans with Indigenous communities. Lihir is not adjacent to Indigenous territories, however they do have benefit agreements in place with local landowners and affected communities.",,,,,,
319,,,GRI 413\nLocal Communities,,,,,,,
321,,,Disclosure,Report Section,Omission,,,,,
323,,,Disclosure 3-3 Management of material topics,Sustainability at Newcrest p. 9\nCommunity Partnerships pp. 16-20\nHuman Rights p. 21\nCultural Heritage p. 22,,,,,,
324,,,"Disclosure 413-1 Operations with local community engagement, impact assessments, and development programs","All of our operations implemented local community engagement, impact assessments, and/or development programs. Depending on the operation this included:\n- Social impact assessments, based on participatory processes;\n- Environmental impact assessments and ongoing monitoring;\n- Submission of results of environmental and social impact assessments to the regulator; and where possible or permitted for public disclosure.\n- Local community development programs based on local communitiesÃ¢ÂÂ needs;\n- Stakeholder engagement plans based on stakeholder mapping;\n- Broad-based local community consultation committees and processes that include vulnerable groups;\n- Occupational health and safety committees and other worker representation bodies to deal with impacts; and\n- Formal local community grievance processes.",,,,,,
328,,,MM6,,,,,,,
330,,,Disclosure,Report Section,Omission,,,,,
332,,,"MM6 Number and description of significant disputes relating to land use, customary rights of local communities and Indigenous Peoples",Performance data p. 56\nGRI 400 Social tab.,,,,,,
336,,,MM7,,,,,,,
338,,,Disclosure,Report Section,Omission,,,,,
340,,,"MM7 The extent to which grievance mechanisms were used to resolve disputes relating to land use, customary rights of local communities and Indigenous Peoples, and the outcomes.",Performance data p. 56\nGRI 400 Social tab.,,,,,,
344,,,GRI 415\nPublic Policy,,,,,,,
346,,,Disclosure,Report Section,Omission,,,,,
348,,,Disclosure 415-1 Political contributions,No contributions directly or indirectly to political parties or institutions.,,,,,,
352,,,GRI G4\nClosure Planning,,,,,,,
354,,,Disclosure,Report Section,Omission,,,,,
356,,,Disclosure 103-1 Explanation of the material topic and its Boundary,Reporting Boundary p. 9\nEnvironment 23-27\nMine closure p. 27,,,,,,
357,,,Disclosure 103-2 The management approach and its components\nDisclosure 103-3 Evaluation of the management approach,Community partnerships p. 16-20\nLand management and rehabilitation p. 27\nMine closure p. 27,,,,,,
361,,,MM9,,,,,,,
363,,,Disclosure,Report Section,Omission,,,,,
365,,,"MM9 Sites where resettlements took place, the number of households resettle in each, and how their livelihoods were affected in the process","Due to the location of our assets, resettlement of communities is required in some instances. We undertake this process in close consultation with the affected communities, in accordance with our Communities Policy, our Social Performance Standard and our Resettlement and Economic Displacement Guideline. Where appropriate, we disclose resettlement updates on our website through market releases. No resettlements were reported for FY23.",,,,,,
369,,,MM10,,,,,,,
