Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
151,,,Disclosure,Report Section,Omission,,,,,
153,,,"MM1 Amount of land disturbed or rehabilitated, across operational sites",Environment pp. 23-27\nperformance data p. 54\nGRI 300 - Environmental tab.,,,,,,
157,,,MM2,,,,,,,
159,,,Disclosure,Report Section,Omission,,,,,
161,,,"MM2 The number and percentage of total sites identified as requiring biodiversity management plans according to stated criteria, and the number (percentage) of those sites with plans in place","Cadia, Lihir, Red Chris and Telfer (4 out of 5 operational sites, 80%) had biodiversity management plans in place. As per their Environmental Impact Statement (EIS) and operating approvals, Brucejack has several biodiversity related management plans (e.g. Wildlife Management Plan, Invasive Plants Management Plan) which are being reviewed for equivalency to a BMP as part of the integration process.",,,,,,
165,,,GRI 305\nEmissions,,,,,,,
167,,,Disclosure,Report Section,Omission,,,,,
169,,,Disclosure 3-3 Management of material topics,Sustainability at Newcrest p. 7\nClimate change pp. 28-32\n2023 Annual Report,,,,,,
170,,,Disclosure 305-1 Direct (Scope 1) GHG emissions,Climate change pp. 28-32\nperformance data p. 47\n GRI 300 - Environmental tab,,,,,,
171,,,Disclosure 305-2 Energy indirect (Scope 2) GHG emissions,Climate change pp. 28-32\nperformance data p. 47\nGRI 300 - Environmental tab,,,,,,
172,,,Disclosure 305-3 Other indirect (Scope 3) GHG emissions,Climate change pp. 28-32\nperformance data p. 48\nGRI 300 - Environmental tab,,,,,,
173,,,Disclosure 305-4 GHG emissions intensity,Climate change pp. 28-32\nperformance data p. 49\nGRI 300 - Environmental tab,,,,,,
174,,,Disclosure 305-5 Reduction of GHG emissions,Climate change pp. 28-32,,,,,,
175,,,"Disclosure 305-7 Nitrogen oxides (NOX), sulphur oxides (SOX), and other significant air emissions",Environment pp. 23-27\nGRI 300 - Environmental tab,,,,,,
179,,,GRI 306\nWaste,,,,,,,
181,,,Disclosure,Report Section,Omission,,,,,
183,,,306-1 Waste generation and significant waste-related impacts,Environment pp. 23-27,,,,,,
184,,,Management of significant waste-related impacts,Environment pp. 23-27,,,,,,
185,,,Disclosure 306-3 Waste generated,GRI 300 - Environment tab,,,,,,
186,,,Disclosure 306-4 Waste diverted from disposal,GRI 300 - Environment tab,,,,,,
187,,,Disclosure 306-5 Waste directed to disposal,GRI 300 - Environment tab,,,,,,
191,,,MM3,,,,,,,
193,,,Disclosure,Report Section,Omission,,,,,
195,,,"MM3 Total amount of overburden, rock, tailings, and sludges and their associated risk",Environment pp. 23-27\nOur performance data p. 55\nGRI 300 - Environmental tab,Overburden and sludges are not reported,,,,,
199,,,GRI 401\nEmployment,,,,,,,
201,,,Disclosure,Report Section,Omission,,,,,
203,,,Disclosure 401-1 New employee hires and employee turnover,Our People pp. 12-13 \n GRI 400 - Social tab,,,,,,
204,,,Disclosure 401-3 Parental leave,Our People pp. 12-13 \nGRI 400 - Social tab,,,,,,
208,,,GRI 402\nLabor/ Management Relations,,,,,,,
210,,,Disclosure,Report Section,Omission,,,,,
212,,,Disclosure 402-1 Minimum notice periods regarding operational changes,GRI 400 - Social tab,,,,,,
215,,,MM4,,,,,,,
217,,,Disclosure,Report Section,Omission,,,,,
219,,,"MM4 Strikes and lockouts exceeding one week's duration, by country.","0 operations recorded strikes or lockouts exceeding one week's duration in FY23. For the purposes of reporting, strike is defined as a work stoppage caused by the mass refusal by employees to perform work, lockout is defined as a work stoppage in which an employer refuses to allow employees to work.",,,,,,
223,,,GRI 403\nOccupational health and safety,,,,,,,
225,,,Disclosure,Report Section,Omission,,,,,
227,,,Disclosure 403-1 Occupational health and safety management system,Health and Safety pp. 10-11\nGRI 400 - Social tab,,,,,,
228,,,"Disclosure 403-2 Hazard identification, risk assessment, and incident investigation",Governance and risk management p. 8\nOur People pp. 12-13\nHealth and Safety pp. 10-11\nGRI 400 - Social tab,,,,,,
229,,,Disclosure 403-3 Occupational health services,Health and Safety pp. 10-11 \nGRI 400 - Social tab,,,,,,
