Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
,,Disclosure 2-23 Policy Commitments,"About Newcrest p. 2 
Leaders' Message p. 5 
Sustainability at Newcrest p. 7
Governance and Risk Management p. 8
Materiality Assessment p. 9
Human Rights p. 21
Cultural Heritage p. 22
Climate Change pp. 28-32
Transparent and ethical business pp. 35-37 ",,,,,,
,,Disclosure 2-24 Embedding policy commitments ,"About Newcrest p. 2
Sustainability at Newcrest p. 7
Governance and Risk Management p. 8
Materiality Assessment p. 9
Human Rights p. 21 
Cultural Heritage p. 22
Climate Change pp. 28-32
Transparent and ethical business pp. 35-37 ",,,,,,
,,Disclosure 2-25 Processes to remediate negative impacts,"Community Partnerships pp. 16-20
Human Rights p. 21
Environment pp. 23-27 
Transparent and ethical business pp. 35-37
Performance Data p. 56 
2023 Modern Slavery Statement",,,,,,
,,Disclosure 2-26 Mechanisms for seeking advice and raising concerns,"Governance and Risk Management p. 8
Human Rights p. 21
Transparent and Ethical Business pp. 35-37
2023 Modern Slavery Statement",,,,,,
,,Disclosure 2-27 Compliance with laws and regulations,"Environment pp. 23-27
GRI 400 Social tab",,,,,,
,,Disclosure 2-28  Membership of associations,GRI 200 Economic tab,,,,,,
,,,,,,,,,
,,Disclosure 2-29 Approach to stakeholder engagement,"Governance and Risk Management p. 8
Our People pp. 12-13 
Community Partnerships pp. 16-20
Human Rights p. 21
Cultural Heritage p. 22
Environment p. 23-27
How we engage:
Employees and contractors: Employee briefings, intranet, email, newsletters, social events, notice boards, departmental site and toolbox meetings, performance reviews, town hall meetings, and Organisational Health survey.
Local Communities: Community Relations team visits, resident and community meetings, site visits/tours, communication and feedback forums, dedicated communication contacts, environmental and social impacts complaints and grievance mechanisms, sponsorships and partnerships, collaborative agreements, media engagement on local initiatives, community newsletters, factsheets, and websites & social media.
Shareholders: Annual Reports, Annual General Meeting, half-yearly financial reporting, quarterly production and exploration reports, website and email, investor briefings, investor days, meetings, conference calls, market announcements, conferences and social media.
Government and regulators: Department meetings, regular briefings by telephone and email, website and social media publications.
Suppliers: Collaborative guidelines, out-to-market approaches, meetings, contractual agreements and questionnaires.
Customers: Market tenders, meetings, reports, conference engagement, and site visits.
Industry: Industry forums, conference engagement, working groups and committees, email, and internet portals.",,,,,,
,,Disclosure 2-30 Collective bargaining agreements,GRI 200 Economic tab.,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,"GRI 3
Material Topics 2021	",,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,Disclosure 3-1 Process to determine material topics,Materiality Assessment p. 9,,,,,,
,,Disclosure 3-2 List of material topics,"Materiality Assessment - Material Topics p. 9 

Defining Materiality
The material sustainability topics most important to our stakeholders and our business are identified through the materiality determination process. In accordance with the GRI Standards and AccountAbility’s Five-Part Materiality Test, this involves an independent assessment of a range of directly relevant sources, including internal policy, risk and strategy documents, media, peer and industry publications, and benchmarking, as well as representative internal and external key stakeholder interviews. Newcrest manage the assessment process each year, and engage an independent external specialist to qualify the process every second year (completed in FY22).",,,,,,
,,Disclosure 3-3 Management of material topics ,"Each material issue is explored in a separate section of the report:
Our People pp. 12-13
Health and Safety pp. 10-11
Respect at Work pp. 14-15
Community Partnerships pp. 16-20
Human Rights p. 21
Cultural Heritage p. 22
Environment pp. 23-27
Climate Change pp. 28-32
Innovation pp. 33-34
Transparent and Ethical Business pp. 35-37
Newcrest's Sustainability Data Centre is being developed across multiple phases. Phase 1 of the project focused on data extraction from existing Newcrest systems, and was delivered in FY22. Phase 2 of the project focussed on energy and emissions data and was completed in FY23.",,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,"GRI 201
Economic Performance",,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,"3-3 Management of
material topics","Materiality Assessment p. 9
Sustainability at Newcrest p. 7 
2023 Annual Report",,,,,,
,,Disclosure 201-1 Direct economic value generated and distributed,"Community Partnerships pp. 16-20
Performance Data p. 41
GRI 200 - Economic tab.",,,,,,
,,"Disclosure 201-4 Financial assistance received from government
Entities included in the organisation’s sustainability reporting","Tax relief/tax credits - R&D claim in Australia (US$3.2m). 
Tax relief/tax credits - British Columbia Mining Exploration Tax Credit for Brucejack in Canada (US1.3m). 
Financial incentives - CleanBC Industrial Incentives for Brucejack in Canada (US2.8m). 
Investment grants, research and development grants, and other relevant types of grant - Hydro Program Grants for Red Chris in Canada (US1.2m). 
No Financial Assistance received by Newcrest PNG entities",,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,"GRI 202
Market Presence",,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,Disclosure 3-3 Management of material topics ,"Newcrest value chain p. 8
Newcrest operations p. 6
Sustainability at Newcrest p. 7 
Community Partnerships pp. 16-20
Human rights p. 21 
Cultural Heritage p. 22",,,,,,
,,Disclosure 202-1 Ratios of standard entry level wage by gender compared to local minimum wage,"Performance data p. 42
Ratios of standard entry level wage compared to local minimum wage are not captured by gender. Newcrest defines the entry level wages by job classification not by gender. Irrespective of the gender, the employee in a position is paid the same. ",,,,,,
,,Disclosure 202-2 Proportion of senior management hired from the local community,GRI 200 - Economic tab,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,"GRI 203
Indirect Economic Impacts",,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,Disclosure 3-3 Management of material topics ,"Sustainability at Newcrest p. 7 
Community Partnerships p. 16-20
Human Rights p. 21
Cultural Heritage p. 22
Transparent and Ethical Business pp. 35-37",,,,,,
,,Disclosure 203-1 Infrastructure investments and services supported,"Community Partnerships pp. 16-20
Human rights p. 20
Cultural Heritage p. 21",,,,,,
,,Disclosure 203-2 Significant indirect economic impacts ,"Community Partnerships pp. 16-20
Human rights p. 20
Cultural Heritage p. 21
Transparent and Ethical Business - Revenue Transparency pp. 35-37 ",,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,"GRI 204
Procurement Practices",,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,Disclosure 204-1 Proportion of spending on local suppliers,"Community Partnerships pp. 16-20
Performance data p. 43
GRI 200 - Economic tab",,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,"GRI 205
Anti-Corruption",,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,Disclosure 3-3 Management of material topics ,Transparent and ethical business pp.35-37,,,,,,
,,Disclosure 205-1 Operations assessed for risks related to Corruption,"Ten out of 10 (100%) of  operations assessed for organisational risks related to corruption during the reporting period. The following operations were assessed in FY23:  Americas,  Brucejack, Cadia , Exploration, Namosi/Fiji, Havieron, Lihir, including Port Moresby, Red Chris, Telfer and Wafi-Golpu. 

In line with Ethics & Compliance's assurance program which includes the biannual E&C Review Sessions, each operation's E&C risks (e.g. conflicts of interest, bribery and corruption, training compliance, E&C compliance risks and controls, monitoring and review activities, issues management, and gifts, hospitality and sponsored travel) were reviewed with the assistance of each operation's E&C Champion(s). Whilst compliance controls were noted to require further strengthening in a few operations' key E&C risk areas, these were known and were being addressed. During the FY23 period of review, no major or material corruption issues were identified in any of our operations. ",,,,,,
,,Disclosure 205-2 Communication and training about anti-Corruption policies and procedures,"Transparent and ethical business pp. 35-37
GRI 200 Economic tab.",,,,,,
,,Disclosure 205-3 Confirmed incidents of Corruption and actions taken,GRI 200 Economic tab.,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,"GRI 206
Anti-competitive Behaviour",,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,"Disclosure 206-1 Legal actions for anti-competitive behaviour, anti-trust, and monopoly practices","0 legal actions for anti-competitive behaviour, anti-trust and monopoly practices to report in FY23.",,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,"GRI 207
Tax",,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,"Disclosure 207-1 Approach to tax
Disclosure 207-2 Tax governance, control, and risk management
Disclosure 207-3 Stakeholder engagement and management of concerns related to tax
Disclosure 207-4 Country-by-country reporting",The ICMM has made a collective commitment for members to disclose to the requirements of GRI 207 by 2025. Newcrest intends to adopt GRI 207 in line with the ICMM collective commitment by 2025 and is currently preparing its internal systems and processes to do so. ,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,"GRI 302
Energy",,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,Disclosure 3-3 Management of material topics ,"Sustainability at Newcrest p. 7
Climate change pp. 28-32
2023 Annual Report",,,,,,
,,Disclosure 302-1 Energy consumption within the organization,"Climate change pp. 28-32
Performance data p. 44
GRI 300 - Environmental tab.",,,,,,
,,Disclosure 302-3 Energy intensity,"Climate change pp. 28-32
GRI 300 - Environmental tab.",,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,"GRI 303
Water and Effluents",,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,Disclosure 303-1 Interactions with water as a shared resource,"Sustainability at Newcrest p. 7 
Environment pp. 23-27
Water management performance  p. 23 ",,,,,,
,,Disclosure 303-2 Management of water discharge-related impacts,"Environment pp. 23-27
Water management performance  p. 23",,,,,,
,,Disclosure 303-3 Water withdrawal ,"Water management performance p. 23
performance data p. 45
GRI 300 - Environmental tab",,,,,,
,,Disclosure 303-4 Water discharge,"GRI 300 - Environmental tab.
Zero significant incidents of non-compliance with water discharge limits were reported for FY23. ",,,,,,
,,Disclosure 303-5 Water consumption,GRI 300 - Environmental tab.,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,"GRI 304
Biodiversity",,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,Disclosure 304-4 IUCN Red List species and national conservation list species with habitats in areas affected by operations,"Sustainability at Newcrest p. 7
Environment pp. 23-27
Biodiversity p. 26
Performance data p. 46
GRI 300 - Environmental tab.",,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,MM1 ,,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,"MM1 Amount of land disturbed or rehabilitated, across operational sites ","Environment pp. 23-27
performance data p. 54
GRI 300 - Environmental tab.",,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,MM2 ,,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,"MM2 The number and percentage of total sites identified as requiring biodiversity management plans according to stated criteria, and the number (percentage) of those sites with plans in place","Cadia, Lihir, Red Chris and Telfer (4 out of 5 operational sites, 80%) had biodiversity management plans in place. As per their Environmental Impact Statement (EIS) and operating approvals, Brucejack has several biodiversity related management plans (e.g. Wildlife Management Plan, Invasive Plants Management Plan) which are being reviewed for equivalency to a BMP as part of the integration process.",,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,"GRI 305
Emissions",,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,Disclosure 3-3 Management of material topics ,"Sustainability at Newcrest p. 7
Climate change pp. 28-32
2023 Annual Report",,,,,,
,,Disclosure 305-1 Direct (Scope 1) GHG emissions,"Climate change pp. 28-32
performance data p. 47
 GRI 300 - Environmental tab",,,,,,
,,Disclosure 305-2 Energy indirect (Scope 2) GHG emissions,"Climate change pp. 28-32
performance data p. 47
GRI 300 - Environmental tab",,,,,,
,,Disclosure 305-3 Other indirect (Scope 3) GHG emissions,"Climate change pp. 28-32
performance data p. 48
GRI 300 - Environmental tab",,,,,,
,,Disclosure 305-4 GHG emissions intensity,"Climate change pp. 28-32
performance data p. 49
GRI 300 - Environmental tab",,,,,,
,,Disclosure 305-5 Reduction of GHG emissions,Climate change pp. 28-32,,,,,,
,,"Disclosure 305-7 Nitrogen oxides (NOX), sulphur oxides (SOX), and other significant air emissions","Environment pp. 23-27
GRI 300 - Environmental tab",,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,"GRI 306
Waste",,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,306-1 Waste generation and significant waste-related impacts,Environment pp. 23-27,,,,,,
,,Management of significant waste-related impacts,Environment pp. 23-27,,,,,,
,,Disclosure 306-3 Waste generated,GRI 300 - Environment tab,,,,,,
,,Disclosure 306-4 Waste diverted from disposal,GRI 300 - Environment tab,,,,,,
,,Disclosure 306-5 Waste directed to disposal,GRI 300 - Environment tab,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,MM3 ,,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,"MM3 Total amount of overburden, rock, tailings, and sludges and their associated risk","Environment pp. 23-27
Our performance data p. 55
GRI 300 - Environmental tab",Overburden and sludges are not reported,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,"GRI 401
Employment",,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,Disclosure 401-1 New employee hires and employee turnover,"Our People pp. 12-13 
 GRI 400 - Social tab",,,,,,
,,Disclosure 401-3 Parental leave,"Our People pp. 12-13 
GRI 400 - Social tab",,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,"GRI 402
Labor/ Management Relations",,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,Disclosure 402-1 Minimum notice periods regarding operational changes,GRI 400 - Social tab,,,,,,
,,,,,,,,,
,,,,,,,,,
,,MM4,,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,"MM4 Strikes and lockouts exceeding one week's duration, by country.","0 operations recorded strikes or lockouts exceeding one week's duration in FY23. For the purposes of reporting, strike is defined as a work stoppage caused by the mass refusal by employees to perform work, lockout is defined as a work stoppage in which an employer refuses to allow employees to work.",,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,"GRI 403
Occupational health and safety",,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,Disclosure 403-1 Occupational health and safety management system ,"Health and Safety pp. 10-11
GRI 400 - Social tab",,,,,,
,,"Disclosure 403-2 Hazard identification, risk assessment, and incident investigation","Governance and risk management p. 8
Our People pp. 12-13
Health and Safety pp. 10-11
GRI 400 - Social tab",,,,,,
,,Disclosure 403-3 Occupational health services,"Health and Safety pp. 10-11 
GRI 400 - Social tab",,,,,,
,,"Disclosure 403-4 Worker participation, consultation, and communication on occupational health and safety","Health and Safety pp. 10-11
GRI 400 - Social tab",,,,,,
,,Disclosure 403-5 Worker training on occupational health and safety,"Health and Safety pp. 10-11
GRI 400 - Social tab",,,,,,
,,Disclosure 403-6 Promotion of worker health,"Health and Safety pp. 10-11
GRI 400 - Social tab",,,,,,
,,Disclosure 403-8 Workers covered by an occupational health and safety management system ,"Health and Safety pp. 10-11
GRI 400 - Social tab",,,,,,
,,Disclosure 403-9  Work-related injuries,"Health and Safety pp. 10-11
performance data p. 50
GRI 400 - Social tab",Injury rates are not reported by gender or types of work-related injury.,,,,,
,,Disclosure 403-10  Work-related ill health,"Health and Safety pp. 10-11 
GRI 400 Social tab",Lost day rate and absentee rate not reported.,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,"GRI 404
Training and Education",,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,Disclosure 404-1 Average hours of training per year per employee,GRI 400 Social tab,,,,,,
,,Disclosure 404-2 Programs for upgrading employee skills and transition assistance programs,"Our people pp. 12-13 
GRI 400 Social tab
",,,,,,
,,Disclosure 404-3 Percentage of employees receiving regular performance and career development reviews,GRI 400 Social tab,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,"GRI 405
Diversity & Equal Opportunity",,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,Disclosure 405-1 Diversity of governance bodies and employees,"Our people pg. 20-21
Performance data pp. 51-52
GRI 400 Social tab",,,,,,
,,Disclosure 405-2 Ratio of basic salary and remuneration of women to men,"performance data  p. 53
GRI 400 Social tab",,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,"GRI 406
Non-discrimination",,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,Disclosure 406-1 Incidents of discrimination and corrective actions taken,"Our people pg. 20-21
Performance data pp. 51-52
GRI 400 Social tab",,,,,,
,,Disclosure 405-2 Ratio of basic salary and remuneration of women to men,"performance data  p. 53
GRI 400 Social tab",,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,"GRI 407
Freedom of Association and Collective Bargaining",,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,Disclosure 407-1 Operations and suppliers in which the right to freedom of association and collective bargaining may be at risk,"0 operations identified as having significant risk for the right to freedom of association and collective bargaining.
Newcrest has the Employee Organisations Standard (HR-ST-121) which details the rights of employees re freedom of association. 
Cadia has a Collective Bargaining Agreement in place - this was bargained directly with eligible employees and ratified in July 2021, and is in operation until July 2025.
Red Chris has recently negotiated a collective bargaining agreement with the United Steel Workers Union with eligible employees. The agreement is now in effect with two matters currently pending arbitration. 
Telfer has a Collective Bargaining Agreement in place - this was bargained directly with eligible employees and ratified in November 2020, and is in operation until November 2024. ",,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,"GRI 408
Child Labour",,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,Disclosure 3-3 Management of material topics ,"Human Rights pp. 37-40
Our 2023 Modern Slavery Statement describes the steps we have taken to assess and address the potential modern slavery risks in our operations and supply chains – embedded in our broader human rights approach – and sets out our priorities.",,,,,,
,,Disclosure 408-1 Operations and suppliers at significant risk for incidents of child labour,"Newcrest complies with all minimum safety and age requirements for employees.  It expects Suppliers to comply with all safety requirements, minimum age requirements and our human rights expectations.  These requirements are managed through our purchase order terms & contract terms and conditions and Supplier Performance Commitments.  Young people may be engaged on approved apprentice programs. Newcrest mitigates risk through contract / purchase order terms, supplier sustainability questionnaire, high risk category deep dives and World Check supplier screening.",,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,"GRI 409
Forced or Compulsory Labour",,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,Disclosure 3-3 Management of material topics ,"Human Rights p.37-40
Our 2023 Modern Slavery Statement describes the steps we have taken to assess and address the potential modern slavery risks in our operations and supply chains – embedded in our broader human rights approach – and sets out our priorities.",,,,,,
,,Disclosure 409-1 Operations and suppliers at significant risk for incidents of forced or compulsory labour,"Newcrest mitigates risk through contract / purchase order terms, supplier sustainability questionnaire, high risk category deep dives and World Check supplier screening.",,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,"GRI 410
Security Practices",,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,Disclosure 3-3 Management of material topics ,"International standards recognise the challenge of managing security services at the mining operations and mitigating the risks to human rights.
All Newcrest employees and security contractors must complete Newcrest’s Code of Conduct training, which includes human rights awareness training. In addition, all employees and contractors must comply with Newcrest's Human Rights Policy and Security Policy. This intends to align with the Voluntary Principles on Security and Human Rights and emphasises respect for the communities in which we operate and a zero tolerance for human rights abuse. 
",,,,,,
,,Disclosure 410-1 Security personnel trained in human rights policies or procedures,"GRI 400 Social tab
For our Australian and Canadian sites, online training is part of the initial induction for new security employees and contractors, with refresher training managed through our Learning Management System. In-person training is conducted at our sites where there is no access to online learning. ",,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,"GRI 411
Rights of Indigenous Peoples",,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,Disclosure 3-3 Management of material topics ,"Human Rights p. 21
Cultural Heritage p. 22",,,,,,
,,Disclosure 411-1 Incidents of violations involving rights of Indigenous Peoples,"Human rights p. 21
Cultural Heritage p. 22",,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,MM5,,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,"MM5 Total number of operations taking place in or adjacent to Indigenous Peoples' territories, and number and percentage of operations or sites where there are formal agreements with indigenous peoples' communities","Cadia, Brucejack, Red Chris and Telfer (4 out of 5 operational sites, 80% within our FY23 reporting boundary) were adjacent to Indigenous territories. 
These operations were covered by formal benefit agreements or community development plans with Indigenous communities. Lihir is not adjacent to Indigenous territories, however they do have benefit agreements in place with local landowners and affected communities. ",,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,"GRI 413
Local Communities",,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,Disclosure 3-3 Management of material topics ,"Sustainability at Newcrest p. 9
Community Partnerships pp. 16-20
Human Rights p. 21
Cultural Heritage p. 22",,,,,,
,,"Disclosure 413-1 Operations with local community engagement, impact assessments, and development programs","All of our operations implemented local community engagement, impact assessments, and/or development programs. Depending on the operation this included:
- Social impact assessments, based on participatory processes;
- Environmental impact assessments and ongoing monitoring;
- Submission of results of environmental and social impact assessments to the regulator; and where possible or permitted for public disclosure.
- Local community development programs based on local communities’ needs;
- Stakeholder engagement plans based on stakeholder mapping;
- Broad-based local community consultation committees and processes that include vulnerable groups;
- Occupational health and safety committees and other worker representation bodies to deal with impacts; and
- Formal local community grievance processes.",,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,MM6,,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,"MM6 Number and description of significant disputes relating to land use, customary rights of local communities and Indigenous Peoples","Performance data p. 56
GRI 400 Social tab.",,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,MM7,,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,"MM7 The extent to which grievance mechanisms were used to resolve disputes relating to land use, customary rights of local communities and Indigenous Peoples, and the outcomes. ","Performance data p. 56
GRI 400 Social tab.",,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,"GRI 415
Public Policy",,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,Disclosure 415-1 Political contributions,No contributions directly or indirectly to political parties or institutions.,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,"GRI G4
Closure Planning",,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,Disclosure 103-1 Explanation of the material topic and its Boundary,"Reporting Boundary p. 9
Environment 23-27
Mine closure p. 27",,,,,,
,,"Disclosure 103-2 The management approach and its components
Disclosure 103-3 Evaluation of the management approach","Community partnerships p. 16-20
Land management and rehabilitation p. 27
Mine closure p. 27",,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,MM9,,,,,,,
,,,,,,,,,
,,Disclosure,Report Section,Omission,,,,,
,,,,,,,,,
,,"MM9 Sites where resettlements took place, the number of households resettle in each, and how their livelihoods were affected in the process","Due to the location of our assets, resettlement of communities is required in some instances. We undertake this process in close consultation with the affected communities, in accordance with our Communities Policy, our Social Performance Standard and our Resettlement and Economic Displacement Guideline. Where appropriate, we disclose resettlement updates on our website through market releases. No resettlements were reported for FY23. ",,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,MM10,,,,,,,
,,,,,,,,,
