Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
,,"(1) Brucejack is not applicable based on date of acquisition. FY23 is 'year one' for the Brucjack cycle
(2) ICMM guidance: sites cannot be considered conformant with PE 6.3 until fully conformant with the Global Industry Standard on Tailings Management. Self-assessments completed in FY21 were completed prior to this direction from ICMM.",,,,,,
,,,,,,,,
,,,,,,,,
,,World Gold Council | Responsible Gold Mining Principles,,,,,,
,,Legend:   ✓ Meets    / Partially meets    ✗ Does not meet,,,,,,
,,,,,,,,
,,,Cadia,Lihir ,Red Chris,Telfer,Brucejack (1),
,,Self-assessment,FY21,FY21,FY21,FY21,,
,,Assurance process,FY22,FY22,FY22,FY22,,
,,Gap closure,FY23,FY23,FY23,FY23,,
,,,,,,,,
,,Principle 1 | Ethical Conduct,,,,,,
,,1.1,✓,✓,✓,✓,,
,,1.2,✓,✓,✓,✓,,
,,1.3,✓,✓,✓,✓,,
,,1.4,✓,✓,✓,✓,,
,,1.5,✓,✓,✓,✓,,
,,1.6,✓,✓,✓,✓,,
,,1.7,✓,✓,✓,✓,,
,,,,,,,,
,,Principle 2 | Understanding Our Impacts,,,,,,
,,2.1,✓,✓,✓,✓,,
,,2.2,✓,✓,✓,✓,,
,,2.3,✓,✓,✓,✓,,
,,2.4,✓,✓,✓,✓,,
,,2.5,✓,✓,✓,✓,,
,,,,,,,,
,,Principle 3 | Supply Chain,,,,,,
,,3.1,✓,✓,✓,✓,,
,,3.2,✓,✓,✓,✓,,
,,3.3,✓,✓,✓,✓,,
,,,,,,,,
,,Principle 4 | Safety & Health,,,,,,
,,4.1,✓,✓,✓,✓,,
,,4.2,✓,✓,✓,✓,,
,,4.3,✓,✓,✓,✓,,
,,4.4,✓,✓,✓,✓,,
,,,,,,,,
,,Principle 5 | Human Rights & Conflict,,,,,,
,,5.1,✓,✓,✓,✓,,
,,5.2,✓,✓,✓,✓,,
,,5.3,✓,✓,✓,✓,,
,,5.4,✓,✓,✓,✓,,
,,,,,,,,
,,Principle 6 | Labour Rights,,,,,,
,,6.1,✓,✓,✓,✓,,
,,6.2,✓,✓,✓,✓,,
,,6.3,✓,✓,✓,✓,,
,,6.4,✓,✓,✓,✓,,
,,6.5,✓,✓,✓,✓,,
,,6.6,✓,✓,✓,✓,,
,,6.7,✓,✓,✓,✓,,
,,,,,,,,
,,Principle 7 | Working With Communities,,,,,,
,,7.1,✓,✓,✓,✓,,
,,7.2,✓,✓,✓,✓,,
,,7.3,✓,✓,✓,✓,,
,,7.4,✓,✓,✓,✓,,
,,7.5,✓,✓,✓,✓,,
,,7.6,✓,✓,✓,✓,,
,,7.7,✓,✓,✓,✓,,
,,7.8,✓,✓,✓,✓,,
,,,,,,,,
,,Principle 8 | Environmental Stewardship,,,,,,
,,8.1,✓,✓,✓,✓,,
,,8.2,✓,✓,✓,✓,,
,,8.3,✓,✓,✓,✓,,
,,8.4,✓,✓,✓,✓,,
,,8.4,✓,✓,✓,✓,,
,,8.5,✓,✓,✓,✓,,
,,,,,,,,
,,"Principle 9 | Biodiversity, Land Use & Mine Closure",,,,,,
,,9.1,✓,✓,✓,✓,,
,,9.2,✓,✓,✓,✓,,
,,9.3,✓,✓,✓,✓,,
,,9.4,✓,✓,✓,✓,,
,,,,,,,,
,,"Principle 10 | Water, Energy & Climate Change",,,,,,
,,10.1,✓,✓,✓,✓,,
,,10.2,✓,✓,✓,✓,,
,,10.3,✓,✓,✓,✓,,
,,10.4,✓,✓,✓,✓,,
,,,,,,,,
,,(1) Brucejack is not applicable based on date of acquisition. FY23 is 'year one' for the Brucjack cycle,,,,,,
