Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
30,,,Transport fuels,,,,,,,,,,,,,,,,,,,
31,,,Diesel,132261,0,6184,62465,7728,39115.2,12776,3992,0,0,0,,,,,,,,
32,,,Unleaded petrol,52710,12418,0,4522,35770,0,0,0,0,0,0,,,,,,,,
33,,,Energy consumed - transport,184969.4,12418,6184,66987,35770,39115.2,12776,3992,,,,,,,,,,,
35,,,Purchased electricity,,,,,,,,,,,,,,,,,,,
36,,,Purchased electricity (from the grid),6001475.3456,548349,4211164.2456,0,1236092,1235.1,0,25,68,0,4542,,,,,,,,
37,,,Energy consumed - electricity (purchased from grid),6001475.3456,548349,4211164.2456,0,1236092,1235.1,0,25,68,0,4542,,,,,,,,
39,,,Total - energy consumption (5),27199117.745600004,958725.8,5239954.2456,10301724.3,2480038.1,8018645.8,181734,4016.8,132.4,11463.6,14146.3,,,,,,,,
40,,,"(1) Newcrest aligns our calculation and reporting of energy with recognised standards including National Greenhouse and Energy Reporting (NGER), GRI and the GHG Protocol.\n(2) Brucejack data is presented however not included in Company totals as it was not under NewcrestÃ¢ÂÂs operational control for the full year. Red Chris is operated by Newcrest (70% owned), Newcrest reports 100% of emissions from sites which we operate. Wafi-Golpu data is presented however not included in Company totals as it is not under NewcrestÃ¢ÂÂs operational control. \n(3) The split for diesel consumption at Red Chris between non-transport/haulage and production, and transport is unknown and an estimate based on usage profile at other Newcrest sites has been used to split Therefore it has been estimated at 95% / 5% based on other Newcrest sites.\n(4) Corporate Offices includes the Melbourne, Perth, Brisbane, Port Moresby and Vancouver offices and Orange Lab, New South Wales. \n(5) The energy consumed when our operations use self-generated electricity from fossil fuels is not included in the total energy consumption because the energy used to produce that electricity has already been accounted for.",,,,,,,,,,,,,,,,,,,
43,,,Energy consumption within the organisation (GJ) FY19-23,FY23,FY22,FY21,FY20,FY19,,,,,,,,,,,,,,
44,,,Brucejack,958725.8,627879,,,,,,,,,,,,,,,,,
45,,,Cadia,5239954.2456,4676829,5094951.42065307,4953628,4670980,,,,,,,,,,,,,,
46,,,Lihir,10301724.3,10226463,10062459.50691,10442467,9503021,,,,,,,,,,,,,,
47,,,Red Chris(2),2480038.1,2617829,2583839,-,,,,,,,,,,,,,,,
48,,,Telfer,8018645.8,9016122,8925066.999091765,8812486,9773082,,,,,,,,,,,,,,
49,,,Havieron,181734,128217,,,,,,,,,,,,,,,,,
50,,,Exploration,4016.8,10782,83815.191456875,65427,9149,,,,,,,,,,,,,,
51,,,Namosi,132.4,945,271,,,,,,,,,,,,,,,,
52,,,Wafi-Golpu(2),11463.6,16907,15778.1746,,,,,,,,,,,,,,,,
53,,,Corporate Offices (3),14146.3,14069,14092.942442074342,13948,14096,,,,,,,,,,,,,,
54,,,Gosowong,,,,1084562,1755344,,,,,,,,,,,,,,
55,,,Total - energy consumption (4),27199117.745600004,26691256,26764496.06055379,25372518,25725672,,,,,,,,,,,,,,
57,,,"(1) Brucejack data is presented in FY22 however not included in Company totals as it was not under NewcrestÃ¢ÂÂs operational control for the full year.\n(2) Red Chris is operated by Newcrest (70% owned), Newcrest reports 100% of emissions from sites which we operate. Wafi-Golpu data is presented however not included in Company totals as it is not under Newcrest's operational control. \n(3) Corporate Offices includes the Melbourne, Perth, Brisbane, Port Moresby and Vancouver offices and Orange Lab, New South Wales. \n(4) The energy consumed when our operations use self-generated electricity from fossil fuels is not included in the total energy consumption because the energy used to produce that electricity has already been accounted for.",,,,,,,,,,,,,,,,,,,
65,,,GRI 302-3 Energy intensity FY23,,,,,,,,,,,,,,,,,,,
66,,,Energy intensity by tonnes of ore milled FY23,Company,Brucejack (1),Cadia,Lihir,Red Chris (2),Telfer,Havieron,Exploration,Namosi,Corporate Offices,,,,,,,,,
67,,,Energy consumed (GJ)(3),27199117.745600004,958725.8,5239954.2456,10301724.3,2480038.1,8018645.8,181734,4016.8,132.4,14146.3,,,,,,,,,
68,,,Ore milled (t)(3),69094347,1350863,29082365,11982651,9304165,18725166,,,,,,,,,,,,,
69,,,Energy intensity by tonnes milled (MJ/t),393.65185324929695,709.7135682893085,180.1763455482386,859.7199651396007,266.55138854480765,428.2282891377305,,,,,,,,,,,,,
71,,,Energy intensity by tonnes of ore milled (MJ/t) FY19-23 (1)(2),FY23,FY22,FY21,FY20,FY19 (3),,,,,,,,,,,,,,
72,,,Company,393.65185324929695,391.71865726740003,368,424,389,,,,,,,,,,,,,,
73,,,Brucejack,709.7135682893085,459.0027194572782,,,,,,,,,,,,,,,,,
74,,,Cadia,180.1763455482386,180.8441006918922,157,169,160,,,,,,,,,,,,,,
75,,,Lihir,859.7199651396007,837.4237439253496,786.6445324064454,757,712,,,,,,,,,,,,,,
76,,,Red Chris(1),266.55138854480765,282.40421732274535,269,-,,,,,,,,,,,,,,,
77,,,Telfer,428.2282891377305,441.90279710981054,498,544,430,,,,,,,,,,,,,,
79,,,(1) The energy consumed when our operations use self-generated electricity from fossil fuels is not included in the total energy consumption because the energy used to produce that electricity has already been accounted for. This change in approach has resulted in lower energy intensities (with no effect on emissions intensities from which we base our reduction targets).\n(2) The tonnes of ore milled refers to the material which has been processed through the mill; it excludes the dump leach tonnes processed at Telfer.\n(3) The FY19 energy intensities were restated in the FY20 report due to a change in approach to reporting.,,,,,,,,,,,,,,,,,,,
85,,,Energy intensity by gold produced FY23,Company,Brucejack (1),Cadia,Lihir,Red Chris (2),Telfer,Havieron,Exploration,Namosi,Corporate Offices,,,,,,,,,
