Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
115,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,"Women employed in the workplace 60%, in senior management positions 45%, 45%, in executive positions 44%, on the board 20%",,,,IAG,2023.0,,,,,,5,,,,,,,,,,,,,,,,,,,,,
116,,405.0,Diversity and Equal Opportunity,405-02,Ratio of basic salary and remuneration of women to men,The gender pay gap (mean) in New Zealand is 20%,,,,IAG,2023.0,,,,,,,,,,,,,FY23-ESG-data-summary,,,,,,,,,,,,,,
117,,406.0,Non-discrimination,406-01,Incidents of discrimination and corrective actions taken,,,,NO DISCLOSURE,IAG,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,407.0,Freedom of Association and Collective Bargaining,407-01,Operations and suppliers in which the right to freedom of association and collective bargaining may be at risk,,,,NO DISCLOSURE,IAG,2023.0,,,,8,,,,,,,,,Modern Slavery Statement,,,,,,,,,,,,,,
119,,408.0,Child Labor,408-01,Operations and suppliers at significant risk for incidents of child labor,,,,NO DISCLOSURE,IAG,2023.0,,,,8,,,,,,,,,Modern Slavery Statement,,,,,,,,,,,,,,
120,,409.0,Forced or Compulsory Labor,409-01,Operations and suppliers ar significant risk for incidents of forced or compulsory labor,,,,NO DISCLOSURE,IAG,2023.0,,,,8,,,,,,,,,Modern Slavery Statement,,,,,,,,,,,,,,
121,,410.0,Security Practices,410-01,Security personnel trained in human rights policies or procedures,,,,NO DISCLOSURE,IAG,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,411.0,Rights of Indigenous Peoples,411-01,Incidents of violations involving rights of indigenous peoples,,,,NO DISCLOSURE,IAG,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,412.0,Human Rights Assessment,412-01,Operations that have been subject to human rights reviews or impacts assessments,,,,NO DISCLOSURE,IAG,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,412.0,Human Rights Assessment,412-02,Employee training on human rights policies or procedures,,Modern Slavery training modules,,,IAG,2023.0,"We published our third Modern Slavery Statement in December 2022 and launched Modern Slavery training modules to support its application across the business. Management of ESG issues is governed by a Board-approved Social and Environmental Framework, which was updated this year to strengthen ESG governance.",,,8,,5,,,"Modern Slavery Statement, Training Modules, ESG Issues","8, 10",S,1,Modern Slavery Statement,,,,,,,,,,,,,,
125,,412.0,Human Rights Assessment,412-03,Significant investment agreements and contracts that include human rights clauses or that underwent human rights screening,,Aboriginal and Torres Strait IslanderÃÂ employment,,,IAG,2023.0,"We engaged two First Nations recruitment partners, IPA and Pipeline Talent, to progress towards our target. We partner with CareerTrackers in Australia, First Foundation, and TupuToa in New Zealand to provide internships to high school and university students.",,,10,,,,,"First Nations Recruitment, Internship Partnerships, University students","8, 10",G,1,Modern Slavery Statement,,,,,,,,,,,,,,
126,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",Aboriginal and Torres Strait Islanders were 1.19% of our employees (or 101 employees) at the end of FY23. The extension of our Aboriginal and Torres Strait Islander employment target of 3% of our Australian employees from FY23 until FY25 aligns with the release of our Reconciliation Action Plan.,,,,IAG,2023.0,,,,,,22,,,,,,,,,,,,,,,,,,,,,
127,,413.0,Local Communities,413-02,Operations with significant actual and potential negative impacts on local communities,,,,NO DISCLOSURE,IAG,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,414.0,Supplier Social Assessment,414-01,New suppliers that were screened using social criteria,"In this Reporting Period, 19 contracts in Australia and 18 in New Zealand were uplifted to include clauses relating to modern slavery.",,,,IAG,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,414.0,Supplier Social Assessment,414-02,Negative social impacts in the supply chain and actions taken,,Improving supply chain performance,,,IAG,2023.0,We have also focused on improving supply chain performance in our property repairs. We have extended our contracts and long-term relationships with suppliers to provide us and our builders with better cost certainty. We are focused on reducing and closing outstanding claims as quickly as possible.,,,4,,19,,,"Supply Chain Performance, Property Repairs, Compliance","8, 12",G,4,Supplier code of conduct,,,,,,,,,,,,,,
130,,415.0,Public Policy,415-01,Political contributions,,Supplier approach,,,IAG,2023.0,Our approach at IAG is to assess suppliers' compliance with this Code on an ongoing basis to drive continuous improvement for IAG and people and communities along our supply chain. IAG will consider a supplier's performance by this Code when making sourcing decisions and managing our relationships with suppliers.,,,4,,,,,"Supplier Compliance, Code Assessment, Continuous improvement","8, 12",S,4,Supplier code of conduct,,,,,,,,,,,,,,
131,,416.0,Customer Health and Safety,416-01,Assessment of the health and safety impacts of product and service categories,,,,NO DISCLOSURE,IAG,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,416.0,Customer Health and Safety,416-02,Incidents of non-compliance concerning the health and safety impacts of products and services,,,,NO DISCLOSURE,IAG,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,417.0,Marketing and Labeling,417-01,Requirements for product and service information and labeling,,,,NO DISCLOSURE,IAG,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,417.0,Marketing and Labeling,417-02,Incidents of non-compliance concerning product and service information and labeling,,,,NO DISCLOSURE,IAG,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,417.0,Marketing and Labeling,417-03,Incidents of non-compliance concerning marketing communications,,,,NO DISCLOSURE,IAG,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,,,NO DISCLOSURE,IAG,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,419.0,Socioeconomic Compliance,419-01,Non-compliance with laws and regulations in the social and economical area,,,,NO DISCLOSURE,IAG,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,,Total disclosure,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,,Total no of reported disclosure over maximum disclosure (source:GRI index),74/122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
