Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
23,Greenhouse gas emissions Scope 1 (t CO2-e) (3),225350,178394.704672,157857,155085,159061,167734,157584,,101375,30241,45274,29183,4182,14767,328,,
24,Greenhouse gas emissions Scope 2 (t CO2-e) (4),472902,371089.3875,398187.08,383449,394144,430993,472257,,199329,6607,74214,63417,9149,120091,95,,
25,Total of Scope 1 and Scope 2 (t CO2-e) (7),698252,549484.092172,556044.08,538534,553205,598727,629841,,300704,36848,119488,92600,13331,134858,423,,
26,Total of Scope 1 and Scope 2 (t CO2-e) (8),684921,713978.092172,700378,,,,,,300704,36848,119488,92600,,134858,423,,
27,,,,,,,,,,FY22,,,,,,,,
28,Emissions intensity,,,,,,,,,Cowal,Red Lake,Mungari,Mt Rawdon,Mt Carlton,Ernest Henry,Other,,
29,Emissions intensity per tonne material mined (t Scope 1 and Scope 2 CO2-e/tonne) (7),0.013992,0.0129,0.013146,0.010693,0.010002,0.011083,,,0.012682,0.028034,0.012465,0.011775,0.013436,0.020997,0,,
30,Emissions intensity per tonne material mined (t Scope 1 and Scope 2 CO2-e/tonne) (8),0.014007,0.015303,0.015134,,,,,,0.012682,0.028034,0.012465,0.011775,0.013436,0.020997,0,,
31,Emissions intensity per tonne ore processed (t Scope 1 and Scope 2 CO2-e/tonne),0.032107,0.035262,0.036909,0.037871,0.039385,0.037369,,,0.034823,0.043497,0.064108,0.027197,0.052237,0.020004,0,,
32,Emissions intensity by gold produced (t Scope 1 and Scope 2 CO2-e/oz),1.090554,0.933876,0.890906,0.823054,0.715911,0.774676,,,1.324081,0.31965,0.865642,1.54323,0.848568,1.602686,0,,
34,(2) The energy and emissions boundary is based on operational control as defined by the National Greenhouse and Energy Reporting (NGER) Act 2007. The applied global warming potential (GWP) rates and emission factors are based on the NGER Act (2007) and the National Pollutant Inventory.,,,,,,,,,,,,,,,,,
35,"(3) Scope 1 refers to emissions produced directly by operations, primarily resulting from combustion of various fuels and includes CO2-equivalent values for greenhouse gases such as CH4, N20 and SF6.",,,,,,,,,,,,,,,,,
36,(4) Scope 2 refers to indirect emissions resulting from the import of electricity from external parties; commonly the electricity grid.,,,,,,,,,,,,,,,,,
37,(5) Red Lake: Scope 1 - Ontario (state) GHG emissions calculations includes only stationary energy use. We have included all fuel in the Scope 1 emissions for Red Lake.,,,,,,,,,,,,,,,,,
38,(6) Red Lake: Scope 2 - Emissions factor has been sourced from page 8 of the following document: https://www.carbonfootprint.com/docs/2020_06_emissions_factors_sources_for_2020_electricity_v1_1.pdf. Based on the make up of the grid power and the amount of renewables (Red Lake using 70% renewables) this EF is appropriate.,,,,,,,,,,,,,,,,,
39,(7) Including Mt Carlton with previous FY20 baseline.,,,,,,,,,,,,,,,,,
40,(8) Excluding Mt Carlton with revalidated FY20 baseline (against the GHG Protocol).,,,,,,,,,,,,,,,,,
42,"Nitrogen oxides (NOx), sulphur oxides (SOx), and other significant air emissions",,,,,,,,,FY22,,,,,,,,
43,GRI 305-7,FY22,FY21,FY20,FY19,FY18,FY17,FY16,,Cowal,Red Lake,Mungari,Mt Carlton (9),Mt Rawdon,Ernest Henry,,,
44,Sulphur oxide SOx (kg),3129.1,935.1,932,916,926,1002,936,,600,2001.5,240,22.9,175,89.7,,,
45,Nitrous oxide NOx (kg),1720676.453698,1503417,1492143,1397676,1395277,1521718,1627006,,907398,57476.453698,349094,41905,257031,107772,,,
46,Carbon Monoxide (CO) (kg),2003065,1410550,722095,719005,701930,886918,788636,,529019,1010238,210737,18620,137755,96696,,,
47,Particulate matter < 10 um (kg) - total,5571072.2,4746621,4730467,4260114,4323757,5163574,5585918,,3198629,92862.2,230379,165979,990108,893115,,,
48,Particulate matter < 10 um (kg) - dust,5369415.8,4640727,4628208,,,,,,3139016,4475.8,205108,163063,973325,884428,,,
49,Particulate matter < 10 um (kg) - exhaust,201656.4,105894,102259,,,,,,59613,88386.4,25271,2916,16783,8687,,,
50,Particulate matter < 2.5 um (kg),211473.8,155863,96844,88471,86683,95254,104208,,56283,104521.8,24000,2779,15838,8052,,,
51,Total volatile organic compounds (VOC) (kg),113634.717408,99063,100959,90036,86380,97958,110103,,56751,2699.717408,23572,3212,16075,11325,,,
52,Emissions of lead and lead compounds,593.6524,674,688,577,639,812,1147,,199,1.9524,16.6,30.7,323,22.4,,,
53,Emissions of mercury and mercury compounds,18.7751,12.29,1.29,1.55,1.48,2.25,3.64,,0.885,17.4776,0.0416,0.0619,0.176,0.133,,,
54,,,,,,,,,,(9) July-September only,,,,,,,,
