Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
465,,,FY23,FY22,FY21,FY20,FY19,,,,,,,,,,,,,,,,,,,,,,,,
466,,Australian Average,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,,Male,1,0.98,1.01,0.98,1.01,,,,,,,,,,,,,,,,,,,,,,,,
468,,Female,0.97,0.95,0.97,0.95,0.97,,,,,,,,,,,,,,,,,,,,,,,,
469,,Delta,0.024,0.026,0.042,0.035,0.034,,,,,,,,,,,,,,,,,,,,,,,,
470,,Australian Average excluding WorkstreamÃÂ²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,,Male,0.99,0.97,0.98,0.93,0.96,,,,,,,,,,,,,,,,,,,,,,,,
472,,Female,0.97,0.95,0.96,0.94,0.95,,,,,,,,,,,,,,,,,,,,,,,,
473,,Delta,0.024,0.023,0.026,0.015,0.011,,,,,,,,,,,,,,,,,,,,,,,,
475,,Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,,"1. Compa-ratio analysis includes full time and part time staff in Telstra Group and its controlled entities, excluding casuals, contractors and agency staff. It does not include staff in any other controlled entities within the Telstra Group. Compa-ratio is based on Fixed Remuneration (base salary plus superannuation).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
477,,2. Workstream employees are paid fixed pay rates as determined under the Telstra Enterprise Agreement.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479,,RECONCILIATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,,Table 20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
482,,Reconciliation Action Plan update1,,,,,,,,,,GRI Standards 405-1,,,,,,,,,,,,,,,,,,,
484,,,FY23,FY22,FY21,FY20,FY19,,,,,,,,,,,,,,,,,,,,,,,,
485,,Annual spend with Supply Nation certified or registered Indigenous suppliers (millions of dollars) against a $15 million target,20.8,14.1,5.4,2.7\n,1.785,,,,,,,,,,,,,,,,,,,,,,,,
486,,Percentage of workforce who self identify as Aboriginal or Torres Strait Islander against a 1.5% target,0.011,0.01,0.01,0.0088,0.009,,,,,,,,,,,,,,,,,,,,,,,,
488,,Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,,"1. Data refers to FY23 Telstra Group Direct headcount as defined above, but only includes the Australian workforce.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491,,EMPLOYEE LEARNING AND CAPABILITY DEVELOPMENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
493,,Table 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
494,,"Average hours of training per year per employee1,2",,,,,,,,,,GRI Standards 404-1,,,,,,,,,,,,,,,,,,,
496,,,FY23,FY22,FY21,FY20,,,,,,,,,,,,,,,,,,,,,,,,,
497,,,Average hours,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498,,"Executive management (Bands A, B and C)",6.47,8.53,5.48,11.86,,,,,,,,,,,,,,,,,,,,,,,,,
499,,Male,6.08,7.47,5.38,12.06,,,,,,,,,,,,,,,,,,,,,,,,,
500,,Female,7.12,10.23,5.67,11.43,,,,,,,,,,,,,,,,,,,,,,,,,
501,,Another option,not reported,not reported,not reported,not reported,,,,,,,,,,,,,,,,,,,,,,,,,
502,,Not self-disclosed,not reported,not reported,not reported,not reported,,,,,,,,,,,,,,,,,,,,,,,,,
503,,Middle management (Bands 1 and 2),14.52,16.22,14.37,11.24,,,,,,,,,,,,,,,,,,,,,,,,,
504,,Male,14.42,15.04,15.04,10.97,,,,,,,,,,,,,,,,,,,,,,,,,
505,,Female,14.83,19.16,12.75,11.95,,,,,,,,,,,,,,,,,,,,,,,,,
506,,Another option,not reported,not reported,not reported,not reported,,,,,,,,,,,,,,,,,,,,,,,,,
507,,Not self-disclosed,9.2,16.57,11.29,11.32,,,,,,,,,,,,,,,,,,,,,,,,,
508,,Operational (Bands 3 and 4),16.76,15.41,16.85,12.69,,,,,,,,,,,,,,,,,,,,,,,,,
509,,Male,16.87,15.42,17.33,13.87,,,,,,,,,,,,,,,,,,,,,,,,,
510,,Female,16.61,15.46,15.75,10.47,,,,,,,,,,,,,,,,,,,,,,,,,
511,,Another option,not reported,not reported,not reported,not reported,,,,,,,,,,,,,,,,,,,,,,,,,
512,,Undisclosed,15.41,11.73,28.49,10.97,,,,,,,,,,,,,,,,,,,,,,,,,
513,,Overall Telstra,15.86,15.67,15.77,11.96,,,,,,,,,,,,,,,,,,,,,,,,,
515,,Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,,1 - Data refers to FY23 Telstra Group Direct headcount as defined above.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,,2 -Training refers to all types of vocational training and instruction; paid educational leave provided by for employees; training or education pursued externally and paid for in whole or in part by Telstra; and training on specific topics. Training does not include on-site coaching by supervisors.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519,,"HEALTH, SAFETY AND WELLBEING",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,,Table 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,,"Absenteeism Rates1,2",,,,,,,,,,GRI Standards 403-2,,,,,,,,,,,,,,,,,,,
524,,,FY23,FY22,FY21,FY20,FY19,,,,,,,,,,,,,,,,,,,,,,,,
525,,Australia,0.019,0.038,0.028,0.029712433441994493,0.032909229483813654,,,,,,,,,,,,,,,,,,,,,,,,
527,,Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,,1. Data refers to Telstra Direct Workforce as defined above.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,,2. Number of actual absenteeism days lost (due to incapacity of any kind) as a percentage of total days scheduled to be worked by workforce.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,,Table 23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,,Telstra workplace health and safety indicators1,,,,,,,,,,GRI Standards 403-2,,,,,,,,,,,,,,,,,,,
534,,Key performance indicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,,,FY23,FY22,FY21,FY20,FY19,% change FY22 - FY23,,,,,,,,,,,,,,,,,,,,,,,
536,,New accepted workers' compensation claims,91,113,111,122,159,-0.19469026548672566,,,,,,,,,,,,,,,,,,,,,,,
537,,Open workers' compensation claims2,451,438,463,502,1019,0.02968036529680365,,,,,,,,,,,,,,,,,,,,,,,
538,,Fatalities,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
540,,Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,,1 - Data refers to FY23 Telstra Group Direct headcount as defined above.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
542,,"2 - From FY20, only claims with activity within the most recent one month are counted as 'open'. Previously claims with activity within the most recent four months were counted as 'open'.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
543,,3 - We have restated data from previous years to report on new acceptable workers' comepnsation claims only.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,,Table 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,,Telstra Total Recordable Injury Frequency Rate1,,,,,,,,,,GRI Standards 403-2,,,,,,,,,,,,,,,,,,,
547,,Key performance indicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,,,FY23,FY22,FY21,FY20,FY19,% change FY22 - FY23,,,,,,,,,,,,,,,,,,,,,,,
549,,"TRIFR 2,3,4",7.92,8.44,6.7,7.3,8.4,-0.061611374407582895,,,,,,,,,,,,,,,,,,,,,,,
551,,Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,,1 - Data refers to FY23 Telstra Group Direct headcount as defined above.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,,"2 - In 2019, we updated how we calculate our TRIFR to include mental health incidents and remove claims that were rejected.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,,3 - TRIFR refers to the rate of occurrence of all injuries requiring intervention beyond simple first aid.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,,4 - We have restated data from FY22 to account for increase in TRIFR due to escalation in injury severity post initial report.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,,Table 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,,"Telstra Lost Time Injury Performance Indicators1,2,3",,,,,,,,,,GRI Standards 403-2,,,,,,,,,,,,,,,,,,,
559,,Key performance indicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,,,FY23,FY22,FY21,FY20,FY19,% change FY22 - FY23,,,,,,,,,,,,,,,,,,,,,,,
562,,"LTIFR 2,3",3.79,3.94,2.67,2.3,2.3,-0.03807106598984769,,,,,,,,,,,,,,,,,,,,,,,
564,,1 - Data refers to FY23 Telstra Group Direct headcount as defined above.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,,2 - LTIFR is the reported number per million hours worked of all work-related injuries or diseases that result in one or more days of lost time (for Australian-based Telstra employees).,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,,3 - This metric is no longer dependent on having a workerÃ¢ÂÂs compensation claim.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,,4 - We have restated data from FY22 to account for increase in LTIFR due to escalation in injury severity post initial report.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,,Table 26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,,"High severity outcomes recorded 1,2",,,,,,,,,,GRI Standards 403-2,,,,,,,,,,,,,,,,,,,
572,,Key performance indicator,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,,,FY23,FY22,FY21,FY20,FY19,,,,,,,,,,,,,,,,,,,,,,,,
574,,Total work related incidents reported,5725,3697,3583,3108,3557,,,,,,,,,,,,,,,,,,,,,,,,
575,,Total % resulting in a high severity outcome,0.0948,0.1471,0.1579,0.1959,0.2016,,,,,,,,,,,,,,,,,,,,,,,,
577,,Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,,1. Data refers to Telstra Direct Workforce as defined above.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,,"2. High severity injuries are work related incidents resulting in medical treatment, modified duties or one or more days of lost time.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,,Table 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,,Discrimination complaints1,,,,,,,,,,GRI Standards 406-1,,,,,,,,,,,,,,,,,,,
584,,,FY23,FY22,FY21,FY20,FY19,,,,,,,,,,,,,,,,,,,,,,,,
585,,Total number of internal discrimination complaints,31,17,12,5,11,,,,,,,,,,,,,,,,,,,,,,,,
586,,Number of claims closed at 30 June,20,16,8,4,7,,,,,,,,,,,,,,,,,,,,,,,,
587,,Number of claims open at 30 June,11,1,4,1,4,,,,,,,,,,,,,,,,,,,,,,,,
589,,Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
590,,1. Data refers to Telstra Direct Workforce as defined above.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,,Table 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
593,,Sexual harassment complaints1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
595,,,FY23,FY22,FY21,FY20,FY19,,,,,,,,,,,,,,,,,,,,,,,,
596,,Total number of internal sexual harassment complaints,23,19,12,15,15,,,,,,,,,,,,,,,,,,,,,,,,
597,,Number of claims closed at 30 June,17,18,13,13,16,,,,,,,,,,,,,,,,,,,,,,,,
598,,Number of claims open at 30 June,6,1,2,3,1,,,,,,,,,,,,,,,,,,,,,,,,
