Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30
368,,Table 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,,"Return to work rate by gender1,2,3,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,,Percentage,,,,,,,,,,GRI Standards 401-3,,,,,,,,,,,,,,,,,,,
372,,,FY23,FY22,FY21,FY20,FY19,,,,,,,,,,,,,,,,,,,,,,,,
373,,Male,0.893,0.989,0.9920814479638009,0.9977246871444824,0.9868852459016394,,,,,,,,,,,,,,,,,,,,,,,,
374,,Female,0.629,0.984,0.9951338199513382,0.9838420107719928,0.922514619883041,,,,,,,,,,,,,,,,,,,,,,,,
375,,Another option,1,not reported,not reported,not reported,not reported,,,,,,,,,,,,,,,,,,,,,,,,
376,,Total,0.793,0.987,0.993,0.992,0.95,,,,,,,,,,,,,,,,,,,,,,,,
378,,Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,,"1. Data refers to Telstra Direct headcount as defined above who returned to work after parental leave ended within the reporting period. This includes Australian employees only, as per our parental leave policy.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,,2. Rate calculated as Total number of employees that did return to work after parental leave/ Total number of employees due to return to work after taking parental leave x 100.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,,3. Return to work defined as separation date being at least 3 days post last day of parental leave. Includes employee initiated separations.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,,"4. Some of our workforce have selected to not self-disclose their gender, meaning that gender records may not be truly reflective of the diversity of our workforce.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,,DIVERSITY AND INCLUSION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,,Table 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,,Female representation in the workforce by employment level1,,,,,,,,,,GRI Standards 405-1,,,,,,,,,,,,,,,,,,,
388,,Count and Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,,,FY23,,FY22,,FY21,,FY20,,FY19,,,,,,,,,,,,,,,,,,,,
390,,,Count,%,Count,%,Count,%,Count,%,Count,%,,,,,,,,,,,,,,,,,,,
391,,Board 2\n(Non-executive directors),4,0.444,3,0.375,4,0.4,3,0.3,2,0.2,,,,,,,,,,,,,,,,,,,
392,,"Executive management 3\n(Bands A, B and C)",70,0.389,69,0.39,56,0.344,50,0.304878048780488,50,0.296,,,,,,,,,,,,,,,,,,,
393,,Middle management 4\n(Bands 1 and 2),3074,0.296,2848,0.287,2603,0.287,2591,0.282151802243276,2652,0.279,,,,,,,,,,,,,,,,,,,
394,,Operational 5\n(Bands 3 and 4),7407,0.385,6037,0.36,5584,0.34,5908,0.34763165636952,5594,0.329,,,,,,,,,,,,,,,,,,,
395,,Other 6,280,0.288,455,not reported,207,not reported,531,not reported,674,not reported,,,,,,,,,,,,,,,,,,,
396,,Telstra Group Total,10835,0.352,9412,0.335,8454,0.321,9083,0.322882229568803,8972,0.31,,,,,,,,,,,,,,,,,,,
398,,Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,,1. Data refers to FY23 Telstra Group Direct headcount as defined above.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,,2. Number and percentage relates to non-executive Directors of Telstra Group Limited.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,,"3. Executive management comprises persons holding roles within Telstra designated as Bands A, B and C. CEO is also included in the executive management total.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,,"4. Middle management comprises persons holding roles within Telstra designated as Bands 1 or 2, or equivalent.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,,"5. Operational comprises persons holding roles within Telstra designated as Bands 3 or 4, or equivalent.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,,"6. In FY23, there are 280 employees that do not have band available due to the controlled entity type construct.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,,Table 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,,Female representation in the workforce by employment level: with Executive band breakdown1,,,,,,,,,,GRI Standards 405-1,,,,,,,,,,,,,,,,,,,
409,,Count and Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,,,FY23,,FY22,,FY21,,FY20,,FY19,,,,,,,,,,,,,,,,,,,,
412,,,Count,%,Count,%,Count,%,Count,%,Count,%,,,,,,,,,,,,,,,,,,,
413,,Bands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,,Board2,4,0.444,3,0.375,4,0.4,3,0.3,2,0.2,,,,,,,,,,,,,,,,,,,
415,,Executive management 3,70,0.389,69,0.39,56,0.344,50,0.305,50,0.296,,,,,,,,,,,,,,,,,,,
416,,CEO,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
417,,CEO-1 (Band A),3,0.231,5,0.385,3,0.333,3,0.3,4,0.364,,,,,,,,,,,,,,,,,,,
418,,CEO-2 (Band B),17,0.354,18,0.375,18,0.36,18,0.346,16,0.32,,,,,,,,,,,,,,,,,,,
419,,CEO-3 (Band C),49,0.415,46,0.4,35,0.337,29,0.284,30,0.278,,,,,,,,,,,,,,,,,,,
420,,Middle Management4,3074,0.296,2848,0.287,2603,0.287,2591,0.282,2652,0.279,,,,,,,,,,,,,,,,,,,
421,,Operational5,7407,0.385,6037,0.36,5525,0.34,6152,0.346,5594,0.329,,,,,,,,,,,,,,,,,,,
422,,Other 6,280,0.288,9150,0.335,8243,0.321,9083,0.323,8300,0.311,,,,,,,,,,,,,,,,,,,
423,,Telstra Group Total,10835,0.352,9412,0.335,,,,,,,,,,,,,,,,,,,,,,,,,
425,,Notes:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426,,1. Data refers to FY23 Telstra Group Direct headcount as defined above.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,,2. Number and percentage relates to non-executive Directors of Telstra Group Limited.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,,"3. Executive management comprises persons holding roles within Telstra designated as Bands A, B and C. CEO is also included in the executive management total.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,,"4. Middle management comprises persons holding roles within Telstra designated as Bands 1 or 2, or equivalent.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,,"5. Operational comprises persons holding roles within Telstra designated as Bands 3 or 4, or equivalent.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,,"6. In FY23, there are 280 employees that do not have band available due to the controlled entity type construct.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,,Table 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,,"Female representation in the workforce by age distribution1,2",,,,,,,,,,GRI Standards 405-1,,,,,,,,,,,,,,,,,,,
435,,Percentage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,,,FY23,FY22,FY21,FY20,FY19,,,,,,,,,,,,,,,,,,,,,,,,
437,,24 and under,11.7,11,6.1,7.871848508202135,6.9,,,,,,,,,,,,,,,,,,,,,,,,
438,,25-34,30.3,30,29.8,32.32412198612793,32,,,,,,,,,,,,,,,,,,,,,,,,
