Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the Data pack table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
106,,403.0,Occupational Health and Safety,403-02,"Hazard identification, risk assessment, and incident investigation",,Service leave,,,NAB,2023.0,"NAB has a robust program to support colleagues and customers in managing the impacts of natural disasters through counselling, leave options and emergency grants where the need arises. The introduction of an extra five days of leave, You Leave, in 2023 has led to a greater uptake of annual and long service leave this year.",,,Data pack,,36,,"Service leave, natural disaster, emergency grant","3, 8",S,,,,,,,,,,,,,,,,
107,,403.0,Occupational Health and Safety,403-03,Occupational health services,,Well-being strategic framework,,,NAB,2023.0,"NAB implemented a refreshed well-being strategic framework in 2023 under the 'Right Culture' pillar of its Colleague Strategy. The focus has shifted towards initiatives that promote thriving whilst supporting colleagues with their recovery and safe return to work following work or non-work-related injury or illness. This service remains a priority, delivered through NAB's team of allied health professionals, which also includes assisting colleagues who have experienced domestic and family violence, ensuring that they have access to leave and specialist support services.",,,Data pack,,36,,"Well-being strategic framework, Colleague Strategy, injury, illness","3, 8",S,,,,,,,,,,,,,,,,
108,,403.0,Occupational Health and Safety,403-04,"Worker participation, consultation, and communication on occupational health and safety","NAB's Heartbeat surveys have seen incremental improvements in the well-being score during the year, from 74 in February 2023 to 77 as of the July 2023 survey.",,,,NAB,2023.0,,,,Data pack,,36,,,,,,,,,,,,,,,,,,,,
109,,403.0,Occupational Health and Safety,403-05,Worker training on occupational health and safety,,People Leader Fundamentals,,,NAB,2023.0,"NAB builds leader capability through communications and campaigns, the People Leader Fundamentals online program, webinars, and new tools to help manage team workload and well-being.",,,Data pack,,36,,"People Leader Fundamentals, leader capability, well-being","3, 8",S,,,,,,,,,,,,,,,,
110,,403.0,Occupational Health and Safety,403-06,Promotion of worker health,"While NAB scaled back its COVID-19 response in line with changing Government requirements, unwell colleagues must stay home to prevent illness transmission.",,,,NAB,2023.0,,,,Data pack,,36,,,,,,,,,,,,,,,,,,,,
111,,403.0,Occupational Health and Safety,403-07,Prevention and mitigation of occupational health and safety impacts directly linked by business relationships,,Hybrid approach,,,NAB,2023.0,"As part of NAB's hybrid working model, most colleagues (excluding those in branches) can work flexibly, expecting to work from an NAB location (such as an NAB office) at least two days per week. NAB's hybrid approach includes tools and resources to support hybrid practices, in-person events, and greater face-to-face collaboration and social connection opportunities.",,,Data pack,,36,,"Hybrid approach, hybrid working model, social connection","3, 8",S,,,,,,,,,,,,,,,,
112,,403.0,Occupational Health and Safety,403-08,Workers covered by an occupational health and safety management system,,Specialist support service,,,NAB,2023.0,"NAB's focus has shifted towards initiatives that promote thriving whilst supporting colleagues' recovery and safe return to work following work or non-work-related injury or illness. This service remains a priority, delivered through a team of allied health professionals, which also includes assisting colleagues who have experienced domestic and family violence, ensuring that they have access to leave and specialist support services.",,,Data pack,,36,,"Specialist support service, safe return to work, injury, illness","3, 8",S,,,,,,,,,,,,,,,,
113,,403.0,Occupational Health and Safety,403-09,Work-related injuries,NAB's LTIFR in 2023 was 0.39 in Australia.,,,,NAB,2023.0,,,,Data pack,Data pack,,,,,,,,,,,,,,,,,,,,,
114,,403.0,Occupational Health and Safety,403-10,Work-related ill health,NAB's absenteeism rate in Australia in 2023 was 7.74.,,,,NAB,2023.0,,,,Data pack,Data pack,,,,,,,,,,,,,,,,,,,,,
115,,404.0,Training and Education,404-01,Average hours of training per year per employee,NAB's average training hours in 2023 was 28 hours per employee.,,,,NAB,2023.0,,,,Data pack,Data pack,,,,,,,,,,,,,,,,,,,,,
116,,404.0,Training and Education,404-02,Programs for upgrading employee skills and transition assistance programs,,Career Qualified in Banking (CQiB) program,,,NAB,2023.0,"NAB's Career Qualified in Banking (CQiB) program continues to build colleagues' professionalism. NAB aims to have Australia's most qualified bankers to help build better customer relationships. In partnership with the Financial Services Institute of Australasia (FINSIA), NAB has enrolled more than 20,000 colleagues across the program's life. More than 14,500 colleagues have successfully graduated from the program, up from 8,000 in 2022.",,,Data pack,,14,,"Career Qualified in Banking (CQiB) program, professionalism, banker","4, 8",S,,,,,,,,,,,,,,,,
117,,404.0,Training and Education,404-02,Programs for upgrading employee skills and transition assistance programs,,Distinctive Leadership,,,NAB,2023.0,"NAB's investment in leaders continues through Distinctive Leadership Ã¢ÂÂ the approach to leadership for everyone at NAB. 92% of people leaders have completed Distinctive Leadership training workshops Ã¢ÂÂ an increase from 69% in 2022. In 2023, the Distinctive Leadership experience was extended to all colleagues (not just people leaders) through digital learning modules.",,,Data pack,,14,,"Distinctive Leadership, leader, training workshop","4, 8",S,,,,,,,,,,,,,,,,
118,,404.0,Training and Education,404-02,Programs for upgrading employee skills and transition assistance programs,,Home Lending Fundamentals program,,,NAB,2023.0,"NAB redesigned its Home Lending Fundamentals program, a secured lender accreditation program focused on skills broader than home lending, including customer conversation practice, time to practice on tools and greater alignment with working methods.",,,Data pack,,14,,"Home Lending Fundamentals program, lender accreditation, customer conversation practice","4, 8",S,,,,,,,,,,,,,,,,
119,,404.0,Training and Education,404-02,Programs for upgrading employee skills and transition assistance programs,,Climate training for bankers,,,NAB,2023.0,"NAB offers technical learning pathways, accreditations and core regulatory training to build capabilities in green and sustainable finance, cloud computing, engineering and product ownership. In 2023, this included investments in NAB's cloud skills training program, Climate training for bankers, NAB Cloud Guild, and deployment of the Technology Academy in Australia and Vietnam to build a pipeline of digital skills.",,,Data pack,,31,,"Climate training for bankers, sustainable finance, cloud skill training","4, 8, 13","E, S",,,,,,,,,,,,,,,,
120,,404.0,Training and Education,404-03,Percentage of employees receiving regular performance and career development reviews,"The Chief Risk Officers provide oversight, challenge and independent input into NAB's performance review process.",,,,NAB,2023.0,,,,Data pack,,139,,,,,,,,,,,,,,,,,,,,
121,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,I&D Policy,,,NAB,2023.0,"NAB's I&D Policy requires the Board to set measurable objectives for achieving inclusion and diversity, which, together with progress on the framework, is assessed and reported on at least annually. The ELT has direct accountability for the execution of the framework. All leaders at NAB have I&D goals included in their annual performance plan. The Board and the ELT aim for a workforce reflective of the broader community and a reputation that attracts and retains the best talent.",,,Data pack,,32,,"I&D Policy, inclusion, diversity","8, 10",S,,,,,,,,,,,,,,,,
122,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,NABility,,,NAB,2023.0,"The NABility Employee Resource Group, a voluntary group of colleagues with disability, carers of people with disability and allies, has used internal and external storytelling to celebrate the role and valuable contributions that colleagues with disability have at NAB. The Group also delivered internal events to encourage disability pride and reduce ableism.",,,Data pack,,33,,"NABility, disability, ableism","8, 10",S,,,,,,,,,,,,,,,,
123,,405.0,Diversity and Equal Opportunity,405-02,Ratio of basic salary and remuneration of women to men,,Pay equity review,,,NAB,2023.0,"NAB takes specific steps to ensure all colleagues are paid equally for the same role, including undertaking pay equity reviews as part of its annual performance and remuneration process. This analysis compares pay for similar roles and seeks to account for legitimate factors driving differences in pay (e.g. seniority, expertise, experience, and performance). Following this recent review in 2023, NAB made positive adjustments to the end-of-year remuneration decisions of more than 400 colleagues.",,,Data pack,,32,,"Pay equity review, remuneration process, remuneration decision","8, 10",S,,,,,,,,,,,,,,,,
124,,406.0,Non-discrimination,406-01,Incidents of discrimination and corrective actions taken,,Cultural Inclusion Employee Resource Group,,,NAB,2023.0,"NAB's Cultural Inclusion Employee Resource Group aspires to promote an inclusive workplace where cultural diversity is celebrated, to increase diverse representation in senior leadership roles, and to harness the power of cultural inclusion. The Group provides a forum for colleagues to celebrate many cultural dates of significance and works passionately to help culturally diverse colleagues advance their careers at NAB.",,,Data pack,,33,,"Cultural Inclusion Employee Resource Group, inclusive workplace, cultural diversity","8, 10",S,,,,,,,,,,,,,,,,
125,,406.0,Non-discrimination,406-01,Incidents of discrimination and corrective actions taken,,Gap analysis,,,NAB,2023.0,"NAB has zero tolerance for sexual harassment and works to fulfil its duty to prevent sexual harassment and discrimination. In response to the Respect@Work legislative changes, a detailed gap analysis has been completed using the Australian Human Rights Commission's Good Practice Indicators Framework to ensure NAB has clear outcomes and measures on leadership, culture, training, risk management, support, reporting, monitoring and evaluation.",,,Data pack,,33,,"Gap analysis, sexual harassment, discrimination","8, 10",S,,,,,,,,,,,,,,,,
126,,406.0,Non-discrimination,406-01,Incidents of discrimination and corrective actions taken,,Psychosocial working group,,,NAB,2023.0,"Additional actions to strengthen leadership responsibility, bystander interaction, training and risk management are underway. A psychosocial risk working Group meets quarterly to identify trends and issues and proactively address risk indicators of sexual harassment and other forms of unlawful discrimination, harassment and bullying.",,,Data pack,,33,,"Psychosocial working group, leadership responsibility, risk management","8, 10",S,,,,,,,,,,,,,,,,
127,,407.0,Freedom of Association and Collective Bargaining,407-01,Operations and suppliers in which the right to freedom of association and collective bargaining may be at risk,,Human Rights Due Diligence,,,NAB,2023.0,"NAB seeks to proactively identify, assess and address human rights risks and impacts that may arise in business relationships with customers and suppliers, as outlined in its Human Rights Due Diligence process. It includes issues such as poor labour practices, modern slavery, Free, Prior and Informed Consent, and improper land acquisition.",,,Data pack,,50,,"Human Rights Due Diligence, human rights risk, modern slavery","8, 16","S, G",,,,,,,,,,,,,,,,
