Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,Unnamed: 19,SDGs,ESG,UNGC,Notes,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
96,,403.0,Occupational Health and Safety,403-09,Work-related injuries,,,,NO DISCLOSURE,Vanguard,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,403.0,Occupational Health and Safety,403-10,Work-related ill health,,,,NO DISCLOSURE,Vanguard,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,404.0,Training and Education,404-01,Average hours of training per year per employee,,,,NO DISCLOSURE,Vanguard,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,404.0,Training and Education,404-02,Programs for upgrading employee skills and transition assistance programs,,Crew training,,,Vanguard,2023.0,"Vanguard's crew are comprehensively and regularly trained. Crew training enables an understanding of Vanguard's Risk Management Framework principles and application while working at Vanguard. Vanguard crew are encouraged to identify risks and, where relevant, report concerns.",,,,,,,"Crew training, Risk Management Framework, risk, concern",,"4, 16",G,,Modern Slavery Statement page 11,,,,,,,,,,,,,,
100,,404.0,Training and Education,404-03,Percentage of employees receiving regular performance and career development reviews,,,,NO DISCLOSURE,Vanguard,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,,,NO DISCLOSURE,Vanguard,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,405.0,Diversity and Equal Opportunity,405-02,Ratio of basic salary and remuneration of women to men,,,,NO DISCLOSURE,Vanguard,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,406.0,Non-discrimination,406-01,Incidents of discrimination and corrective actions taken,,,,NO DISCLOSURE,Vanguard,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,407.0,Freedom of Association and Collective Bargaining,407-01,Operations and suppliers in which the right to freedom of association and collective bargaining may be at risk,,,,NO DISCLOSURE,Vanguard,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,408.0,Child Labor,408-01,Operations and suppliers at significant risk for incidents of child labor,,Sony Group Corporation Engagement,,,Vanguard,2023.0,"Vanguard's Investment Stewardship team has maintained a productive dialogue with Sony Group Corporation (Sony) over several years. It has engaged on various topics, from board succession planning to its approach to climate risk. In 2022, the team had the opportunity to meet with Sony leaders on two separate occasions. In October, the team engaged with senior management to better understand how the company oversees social risks, particularly those related to its complex supply chains.",,,,,,,"Sony Group Corporation, board succession planning, social risk",,"8, 16, 17","S, G",,Modern Slavery Statement page 9,,,,,,,,,,,,,,
106,,409.0,Forced or Compulsory Labor,409-01,Operations and suppliers ar significant risk for incidents of forced or compulsory labor,,LG Electronics Engagement,,,Vanguard,2023.0,"During the Vanguard Investment Stewardship team's first engagement with LG Electronics (LGE), the importance of clear, useful disclosure of material risks was discussed. Company leaders shared their strategy for becoming a global brand. In that context, the Investment Stewardship team encouraged them to consider more robust reporting on board composition, strategy, and risk oversight, particularly regarding supply chain management.",,,,,,,"LG Electronics, global brand, board composition",,"16, 17","S, G",,Modern Slavery Statement page 8,,,,,,,,,,,,,,
107,,409.0,Forced or Compulsory Labor,409-01,Operations and suppliers ar significant risk for incidents of forced or compulsory labor,,"Sturm, Ruger & Company, Inc. Engagement",,,Vanguard,2023.0,"Sturm, Ruger & Company, Inc. (Ruger) is a U.S.-based company designing, manufacturing and selling firearms. The Vanguard Investment Stewardship team engaged with company leaders and the lead independent director before the 2022 annual meeting to discuss a shareholder proposal that requested a human rights impact assessment. The proponent of the proposal argued that, as a firearm manufacturer, Ruger is exposed to elevated human rights risks and that the company's existing human rights policy insufficiently addressed these risks. The team evaluates proposals of this nature on a case-by-case basis to understand how boards oversee human rights risks, oversee mitigation efforts to any identified risks, and provide appropriate disclosure where material risks are present.",,,,,,,"Sturm, Ruger & Company, Inc., shareholder proposal, human rights impact assessment",,"16, 17","S, G",,Modern Slavery Statement page 8,,,,,,,,,,,,,,
108,,410.0,Security Practices,410-01,Security personnel trained in human rights policies or procedures,,,,NO DISCLOSURE,Vanguard,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,411.0,Rights of Indigenous Peoples,411-01,Incidents of violations involving rights of indigenous peoples,,,,NO DISCLOSURE,Vanguard,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,412.0,Human Rights Assessment,412-01,Operations that have been subject to human rights reviews or impacts assessments,"Vanguard has subscribed to various third-party services to receive regular reporting, alerts, guidance and information concerning human rights and regulatory violations. Such information is regularly reviewed and promptly acted upon.",,,,Vanguard,2023.0,,,,,,,,,,,,,Modern Slavery Statement page 11,,,,,,,,,,,,,,
111,,412.0,Human Rights Assessment,412-02,Employee training on human rights policies or procedures,,Modern slavery training,,,Vanguard,2023.0,Vanguard implemented risk management training and specific modern slavery awareness training for all crew. This training is part of each crew member's annual mandatory training program. The training is continually reviewed and adapted to ensure its relevance and suitability for Vanguard's crew.,,,,,,,"Modern slavery awareness training, risk management training, mandatory training program",,"4, 16","S, G",,Modern Slavery Statement page 11,,,,,,,,,,,,,,
112,,412.0,Human Rights Assessment,412-03,Significant investment agreements and contracts that include human rights clauses or that underwent human rights screening,,Investment Stewardship Program,,,Vanguard,2023.0,"Vanguard's investment approach means that Vanguard's funds may be indirectly exposed to modern slavery risks through the operations of the public companies where the funds invest. Vanguard addresses these risks through its Investment Stewardship program, which is responsible for portfolio company engagement and proxy voting on behalf of Vanguard's internally managed equity funds. Investment stewardship activities, including proxy voting, for Vanguard's externally managed funds are supported by those funds' investment managers.",,,,,,,"Investment Stewardship Program, modern slavery risk, equity fund",,"16, 17","S, G",,Modern Slavery Statement page 4,,,,,,,,,,,,,,
113,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,,,NO DISCLOSURE,Vanguard,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,413.0,Local Communities,413-02,Operations with significant actual and potential negative impacts on local communities,,,,NO DISCLOSURE,Vanguard,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,414.0,Supplier Social Assessment,414-01,New suppliers that were screened using social criteria,,Supplier contract review,,,Vanguard,2023.0,"In 2021, Vanguard reviewed its supplier contract template to ensure that they remain fit for purpose. The governance and monitoring of Vanguard's Third-Party Risk Management Policy and practices is overseen by the Vanguard Australia Risk Committee in conjunction with all other key risks identified in its business.",,,,,,,"Supplier contract template, Third-Party Risk Management Policy, Vanguard Australia Risk Committee",,"8, 16","S, G",,Modern Slavery Statement page 10,,,,,,,,,,,,,,
116,,414.0,Supplier Social Assessment,414-02,Negative social impacts in the supply chain and actions taken,,Procurement framework,,,Vanguard,2023.0,"Vanguard's established procurement framework defines its processes when procuring goods and services from external vendors and incorporates various vendor oversight activities. These processes apply to all crew and are designed to ensure that procurement is carried out in a manner that mitigates legal, business and financial risks associated with vendor contracts.",,,,,,,"Procurement framework, external vendor, vendor oversight",,"8, 16","S, G",,Modern Slavery Statement page 10,,,,,,,,,,,,,,
117,,415.0,Public Policy,415-01,Political contributions,,,,NO DISCLOSURE,Vanguard,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,416.0,Customer Health and Safety,416-01,Assessment of the health and safety impacts of product and service categories,,,,NO DISCLOSURE,Vanguard,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,416.0,Customer Health and Safety,416-02,Incidents of non-compliance concerning the health and safety impacts of products and services,,,,NO DISCLOSURE,Vanguard,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,417.0,Marketing and Labeling,417-01,Requirements for product and service information and labeling,,,,NO DISCLOSURE,Vanguard,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,417.0,Marketing and Labeling,417-02,Incidents of non-compliance concerning product and service information and labeling,,,,NO DISCLOSURE,Vanguard,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,417.0,Marketing and Labeling,417-03,Incidents of non-compliance concerning marketing communications,,,,NO DISCLOSURE,Vanguard,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,,,NO DISCLOSURE,Vanguard,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,419.0,Socioeconomic Compliance,419-01,Non-compliance with laws and regulations in the social and economical area,,,,NO DISCLOSURE,Vanguard,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,,Total disclosure,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,,Total no of reported disclosure over maximum disclosure (source:GRI index),35/122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,,Average completion rate,0.286885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,,Maximum disclosure,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
