Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
26,,3.4 Determination of FY23 Total Net Greenhouse gas emissions,,,,,,,,,,,,,
27,,Total Gross Scope 1 and 2 greenhouse gas emissions (ktCO2-e),,,1189,,,,,,,,,,
28,,Australian Carbon Credit Units issued (kt CO2-e),,,609,,Australian Carbon Credit Units issued in the financial year from abatement projects registered with the Australian Government*,,,,,,,,
29,,Australian Carbon Credit Units surrendered (kt CO2-e),,,(290),,Australian Carbon Credit Units deemed surrendered through sale to the Australian Government under a Carbon Abatement Contract or self surrender,,,,,,,,
30,,Third-party carbon offsets surrendered (kt CO2-e),,,(258),,Surrender of high quality third-party carbon offsets**,,,,,,,,
31,,Total Net Greenhouse gas emissions (kt CO2-e),,,1250,,,,,,,,,,
32,,* Australian Carbon Credit Units issued during FY23 includes an FY22 add-back amount of 109kt CO2-e. The ACCUs issued for FY23 were 718kt of which 109kt CO2-e ACCUs were added back onto the FY22 NGERs position to arrive at the FY23 total of 609kt CO2-e.,,,,,,,,,,,,,
33,,"** As of 27 June 2023, Cleanaway has entered into a Verified Emissions Reduction Purchase Agreement for the purchase of 258 kt CO2-e Gold Standard carbon credits and a Company Purchase Order raised to this effect. The credits will be issued to Cleanaway and retired by end of the 2023 calendar year.",,,,,,,,,,,,,
35,,3.5 Landfill gas emissions,,,,,,,,,,,,,
36,,,Generated*,,,Captured,,,,,,,,,
37,,LFG Emissions,FY21,FY22,FY23,FY21,FY22,FY23,,,,,,,
38,,Total LFG emissions (Mm3),189.8,245.9,323.6,107.7,196,219,,,,,,,
39,,Total LFG emissions (PJ),3.1,4.5,6.3,1.8,3.85,4.27,,,,,,,
40,,% Flared,-,-,-,0.156106,0.14,0.28,,,,,,,
41,,% Used for generation by Cleanaway,-,-,-,0.448744,0.2,0.19,,,,,,,
42,,% Transferred to 3rd parties,-,-,-,0.395151,0.56,0.53,,,,,,,
43,,*Generated definition: Total landfill gas emissions (fugitive and captured gas) as calculated using Method 1 from the National Greenhouse and Energy Reporting (Measurement) Determination 2008.,,,,,,,,,,,,,
45,,3.6 Emissions profile*,,,,,,,,,,,,,
46,,Greenhouse gas,FY22 emissions ktCO2-e,FY22 % of total emissions,FY23 emissions ktCO2-e,FY23 % of total emissions,Primary source,,,,,,,,
47,,Carbon dioxide (CO2),282.173,0.253613,307.495,0.258571,Combustion of fossil fuels,,,,,,,,
48,,Methane (CH4),829.037,0.745126,873.991,0.734934,Fugitive landfill gas emissions,,,`,,,,,
49,,Nitrous Oxide,1.403,0.001261,7.724,0.006495,Composting,,,,,,,,
50,,Total,1112.613,1,1189.21,1,,,,,,,,,
51,,"* To convert our CH4 emissions to a CO2-e comparative, we use a Global Warming Potential of 28, in accordance with IPCC guidance.",,,,,,,,,,,,,
53,,3.7 Methane emissions reduction long term incentive performance,,,,,,,v,,,,,,
54,,LTI performance element,,FY23,,,,,,,,,,,
55,,Gross NGER methane emissions (kt CO2-e)*,,874,,,,,,,,,,,
56,,Net methane emissions (kt CO2-e),,960,,,,,,,,,,,
57,,Net methane emissions aligning to 2030 target (kt CO2-e),,960,,,,,,,,,,,
58,,FY22 gross methane baseline (kt CO2-e)**,,1003,,,,,,,,,,,
59,,* Calculated using methods set out in the National Greenhouse and Energy Reporting (Measurement) Determination 2008.,,,,,,,,,,,,,
60,,**Calculated as Cleanaway's FY22 gross methane emissions determined in accordance with Method 1 set out in the National Greenhouse and Energy Reporting (Measurement) Determination 2008 and adjusted to reflect methane emissions from the equivalent of full-year ownership of a portfolio of strategic postÃ¢ÂÂcollection assets in Sydney from Suez Groupe S.A.S on 18 December 2021 and Global Renewables Holdings Pty Ltd on 31 August 2022.,,,,,,,,,,,,,
62,,3.8 Emissions reduction targets,,,,,,,,,,,,,
63,,Emissions targets,Greenhouse gas,IPCC,COP26,Cleanaway,,,,,,,,,
64,,2030,CH4,-0.28,-0.3,-0.34,,,,,,,,,
65,,,CO2,-0.38,-0.43,-0.43,,,,,,,,,
66,,2050,CH4,-0.48,Deep reduction,-0.57,,,,,,,,,
67,,,CO2,-0.98,Net zero,Net zero,,,,,,,,,
68,,"* IPCC - Data source IPCC WGIII, AR6: IXMP Scenario Explorer developed by IIASA",,,,,,,,,,,,,
69,,* COP26 CH4 - Global Methane Pledge | Climate & Clean Air Coalition (ccacoalition.org),,,,,,,,,,,,,
70,,"* COP26 CO2 - The pledge in the Glasgow Climate Pact is 45% CO2 emissions reduction by 2030 compared to 2010 (COP26 cover decision (unfccc.int))Ã¢ÂÂ which translates to 43% CO2 emissions reduction by 2030 compared to 2022, when comparing the median 2022 CO2 emissions to median 2030 CO2 emissions, and net-zero by mid century.",,,,,,,,,,,,,
72,,Risks to not meeting targets,,,,,,,,,,,,,
73,,1. Disallowance or tightening of landfill gas capture ACCU methodology which may impact the speed to execution of one or more planned landfill gas capture initiatives.,,,,,,,,,,,,,
74,,"2. Removal of contracting mechanisms that currently allow sale of carbon credits generated from landfills to the government may require self-surrender of carbon credits with zero value, making certain capture projects economically unviable.",,,,,,,,,,,,,
75,,3. Availability of carbon credit supply to meet our targets.,,,,,,,,,,,,,
76,,4. Changes in market sentiment regarding the use of carbon credits as a meaningful method to reduce Cleanaway's emissions.,,,,,,,,,,,,,
