Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
79,,"2-12-b\n\nDescribe the role of highest governance body in overseeing the organisation's due diligence and other processes to identify and management the organisation's impacts on the economy, environment and people, including:",(i) whether and how the highest governance body engages with stakeholders to support these processes,,"2023 Annual Report, Risk management (p.24-31)\n2023 ESG Supplement, ESG governance and risk management (p.8-9)\n2023 ESG Supplement, What matters most (p.10-12)\n2023 ESG Supplement, Stakeholder engagement (p.13-14)",,,,,,,
80,,,(ii) how the highest governance body considers the outcomes of these processes,,,,,,,,,
81,,2-12-c,"Describe the role of the highest governance body in reviewing the effectiveness of the organisation's processes as described in 2-12-b, and report the frequency of this review",,"2023 Corporate Governance Statement\n2023 Annual Report, Governance (p.17-23)\n2023 Annual Report, Risk management (p.24-31)\n2023 ESG Supplement, ESG governance and risk management (p.8-9)\n2023 ESG Supplement, What matters most (p.10-12)",,,,,,,
82,,2-13: Delegation of responsibility for managing impacts\nThe organisation shall:,,,,,,,,,,
83,,"2-13-a\n\nDescribe how highest governance body delegated responsibility for managing the organisation's impacts on the economy, environment and people, including:",(i) whether it has appointed any senior executives with responsibility for the management of impacts,,"2023 ESG Supplement, ESG governance and risk management (p.8-9)\n2023 Climate-related Financial Disclosures, Governance (p.8-11)",,,,,,,
84,,,(ii) whether it has delegated responsibility for the management of impacts to other employees,,"2023 Annual Report, Governance (p.17-23)\n2023 Corporate Governance Statement (p.7 and 13)\n2023 ESG Supplement, ESG governance and risk management (p.8-9)",,,,,,,
85,,2-13-b,"Describe the process and frequency for senior executives or other employees to report back to the highest governance body on the management of the organisation's impacts on the economy, environment and people",,"2023 Annual Report, Director's report (p.84-86)\n2023 Corporate Governance Statement (Board committees)\n2023 ESG Supplement, ESG governance and risk management (p.8-9)",,,,,,,
86,,2-14: Role of the highest governance body in sustainability reporting\nThe organisation shall:,,,,,,,,,,
87,,2-14-a,"Report whether the highest governance body is responsible for reviewing and approving the reported information, including the organizationÃ¢ÂÂs material topics, and if so, describe the process for reviewing and approving the information",,"The Ethics, Environment, Social & Governance Committee (an ANZ Board subcommittee) has final approval of the ESG reporting suite. \n\n2023 ESG Supplement, ESG governance and risk management (p.8-9) and What matters most (p.10-12)\n2023 Climate-related Financial Disclosures, Governance (p.8-11)",,,,,,,
88,,2-14-b,"If the highest governance body is not responsible for reviewing and approving the reported information, including the organizationÃ¢ÂÂs material topics, explain the reason for this",,,,2-14-b,"Not applicable, see response to 2-14-a",,,,
89,,2-15: Conflicts of interest\nThe organisation shall:,,,,,,,,,,
90,,2-15-a,Describe the processes for the highest governance body to ensure that conflicts of interest are prevented and mitigated,,2023 Corporate Governance Statement (p.7-9),,,,,,,
91,,"2-15-b\n\nReport whether conflicts of interest are disclosed to stakeholders, including at a minimum, conflicts of interest relating to:",(i) cross-board membership,,,,,,,,,
92,,,(ii) cross-shareholding with suppliers and other stakeholders,,,,,,,,,
93,,,(iii) existence of controlling shareholders,,,,,,,,,
94,,,"(iv) related parties, their relationships, transactions and outstanding balances",,,,,,,,,
95,,2-16: Communication of critical concerns\nThe organisation shall:,,,,,,,,,,
96,,2-16-a,Describe whether and how critical concerns are communicated to the highest governance body,,"2023 Annual Report, Governance (p.17-23)\n2023 Annual Report, Risk management (p.24-31)\n2023 ESG Supplement, ESG governance and risk management (p.8-9)\n2023 Corporate Governance Statement, Commitment to shareholders (p.20)",,,,,,,
97,,2-16-b,Report the total number and the nature of critical concerns that were communicated to the highest governance body during the reporting period,,,,2-16-b,The number of critical concerns communicated is subject to confidentiality constraints.,,,,
98,,2-17: Collective knowledge of the highest governance body\nThe organisation shall:,,,,,,,,,,
99,,2-17-a,"Report measures taken to advance the collective knowledge, skills, and experience of the highest governance body on sustainable development",,"2023 Annual Report, Directors qualifications, experience and special responsibilities (p.18-23)\n2023 Corporate Governance Statement, Board skills and experience (p.8)\n2023 Corporate Governance Statement, Continuing education for Directors (p.11)\n2023 ESG Supplement, ESG governance and risk management (p.8-9)\n2023 Climate-related Financial Disclosures, Governance (p. 8-11)",,,,,,,
100,,2-18: Evaluation of the performance of the highest governance body\nThe organisation shall:,,,,,,,,,,
101,,2-18-a,"Describe the processes for evaluating the performance of the highest governance body in overseeing the management of the organizationÃ¢ÂÂs impacts on the economy, environment, and people",,"2023 Corporate Governance Statement, Performance evaluations (p.10)",,,,,,,
102,,2-18-b,"Report whether the evaluations are independent or not, and the frequency of the evaluations",,,,,,,,,
103,,2-18-c,"Describe actions taken in response to the evaluations, including changes to the composition of the highest governance body and organizational practices",,,,,,,,,
104,,2-19: Remuneration policies\nThe organisation shall:,,,,,,,,,,
105,,"2-19-a\n\nDescribe the remuneration policies for members of the highest governance body and senior executives, including:",(i) fixed pay and variable pay,,"2023 Annual Report, Remuneration Report (p.46-83)\n2023 ESG Supplement, ESG governance and risk management (p.8-9)\n2023 Climate-related Financial Disclosures, Governance (p.8-11)",,,,,,,
106,,,(ii) sign-on bonuses or recruitment incentive payments,,,,,,,,,
107,,,(iii) termination payments,,,,,,,,,
108,,,(iv) clawbacks,,,,,,,,,
109,,,(v) retirement benefits,,,,,,,,,
110,,2-19-b,"Describe how the remuneration policies for members of the highest governance body and senior executives relate to their objectives and performance in relation to the management of the organizationÃ¢ÂÂs impacts on the economy, environment, and people",,,,,,,,,
111,,2-20: Process to determine remuneration\nThe organisation shall:,,,,,,,,,,
112,,"2-20-a\n\nDescribe the process for designing its remuneration policies and for determining\nremuneration, including",(i) whether independent highest governance body members or an independent remuneration committee oversees the process for determining remuneration,,"2023 Annual Report, Remuneration Report (p.46-83)",,,,,,,
113,,,(ii) how the views of stakeholders (including shareholders) regarding remuneration are sought and taken into consideration,,,,,,,,,
114,,,"(iii) whether remuneration consultants are involved in determining remuneration and, if so, whether they are independent of the organization, its highest governance body and senior executives",,"2023 Annual Report, Remuneration Report, External advisors provided information but not recommendations (p.74)",,,,,,,
115,,2-20-b,"Report the results of votes of stakeholders (including shareholders) on remuneration policies and proposals, if applicable",,"An annual vote on our Remuneration Report is part of the Annual General Meeting of shareholders, the results of which are published on our website. In FY22, the motion was carried as an ordinary resolution on a poll. The total number of votes exercisable by all validly appointed proxies was:\nÃ¢ÂÂ¢ Votes where the proxy was directed to vote 'for' the motion 1,414,614,328\nÃ¢ÂÂ¢ Votes where the proxy was directed to vote 'against' the motion 106,694,979\nÃ¢ÂÂ¢ Votes where the proxy may exercise a discretion how to vote 13,860,408",,,,,,,
116,,2-21: Annual total compensation ratio\nThe organisation shall:,,,,,,,,,,
117,,2-21-a,Report the ratio of the annual total compensation for the organizationÃ¢ÂÂs highest-paid individual to the median annual total compensation for all employees (excluding the highest-paid individual),,,,2-21,"ANZ does not publicly report ratios based on individual compensation or make pay decisions based on these ratios. We consider this data confidential.\n\nWe provide detailed disclosures on remuneration in the 2023 Annual Report, Remuneration Report (p.46-83).",,,,
118,,2-21-b,Report the ratio of the percentage increase in annual total compensation for the organizationÃ¢ÂÂs highest-paid individual to the median percentage increase in annual total compensation for all employees (excluding the highest-paid individual),,,,,,,,,
119,,2-21-c,Report contextual information necessary to understand the data and how the data has been compiled,,,,,,,,,
120,,"4. Strategy, policies and practices",,,,,,,,,,
121,,2-22: Statement on sustainable development strategy\nThe organisation shall:,,,,,,,,,,
122,,2-22-a,Report a statement from the highest governance body or most senior executive of the organization about the relevance of sustainable development to the organization and its strategy for contributing to sustainable development,,"2023 Annual Report, Chairman's message (p.4-5)\n2023 ESG Supplement, About our business (p.7)",,,,,,,
