Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
20,,2.0,General Disclosures,2-18,Evaluation of the performance of the highest governance body,"The Board periodically evaluates the performance of the Board, its Committees and its Directors. The evaluation encompasses a review of the structure and operation of the Board and its Committees, the skills and characteristics required by the Board to maximise its effectiveness, the performance of its Committees and Directors, and the appropriateness of the Board's practices and procedures to meet the present and future needs of the Company.",,,,Whitehaven Coal,2023.0,,,,,,,3,,,,,,,,,,,,,,,,,,,,
21,,2.0,General Disclosures,2-19,Remuneration policies,,Single Incentive Plan (SIP),,,Whitehaven Coal,2023.0,"At the core of our new remuneration framework is the Single Incentive Plan (SIP), which replaced our Short-term Incentive (STI) Plan and Long-term Incentive (LTI) Plan. The SIP better reflects shareholder interests by focusing on critical annual operational imperatives and aligning with shareholders through material equity components and more extended deferral periods.",,,,,28,,"Remuneration framework, SIP, Policies",16,G,,,,,,,,,,,,,,,,,
22,,2.0,General Disclosures,2-20,Process to determine remuneration,The Board delegates and oversees the Remuneration committee about remuneration policies. The Remuneration committee make recommendations and reports to the Board.,,,,Whitehaven Coal,2023.0,,,,,,32,,,,,,,,,,,,,,,,,,,,,
23,,2.0,General Disclosures,2-21,Annual total compensation ratio,,,,NO DISCLOSURE,Whitehaven Coal,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,2.0,General Disclosures,2-22,Statement on sustainable development strategy,,Approach to sustainability,,,Whitehaven Coal,2023.0,"We strive for excellence in executing our business strategy, delivering on our purpose and operating responsibly and sustainably. We recognise that solid sustainability management and performance is vital in creating value for our customers, workforce, communities, suppliers and shareholders. We embed environmental, social and governance (ESG) matters in our strategic priorities, decision-making, action plans and practices and focus on developing and improving our approach.",,,,"3, 9",,,"Sustainability, ESG, strategic priorities",16,G,,,,,,,,,,,,,,,,,
25,,2.0,General Disclosures,2-23,Policy commitments,"Whitehaven's Board is committed to achieving the highest standards of corporate governance, transparency and accountability. Our corporate governance structures and processes underpin our sustainability approach and progress.",,,,Whitehaven Coal,2023.0,,,,,11,,,,,,,,,,,,,,,,,,,,,,
26,,2.0,General Disclosures,2-23,Policy commitments,We are committed to operating ethically and with integrity. Responsible business conduct and practices are central to how we manage and are embedded in our operations.,,,,Whitehaven Coal,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,2.0,General Disclosures,2-23,Policy commitments,"We are committed to protecting internationally recognised human rights as embodied by our Values, Code of Conduct and policies, and we expect our suppliers to work in a way consistent with our approach.",,,,Whitehaven Coal,2023.0,,,,,51,,,,,,,,,,,,,,,,,,,,,,
28,,2.0,General Disclosures,2-24,Embedding policy commitments,,Reconciliation Action Plan,,,Whitehaven Coal,2023.0,"Our current Reconciliation Action Plan (RAP) September 2021 Ã¢ÂÂ September 2024 is our third overall and second Stretch RAP. It seeks to embed and strengthen our reconciliation activities and make them 'business as usual'. The current Stretch RAP outlines our commitments and deliverables to improve and increase our activities to promote reconciliation, including through mutual respect and understanding.",,,,"22, 44",,,"Reconciliation Action Plan (RAP), Climate change strategy",16,E,,,,,,,,,,,,,,,,,
29,,2.0,General Disclosures,2-24,Embedding policy commitments,,Domestic Coal Reservation Scheme,,,Whitehaven Coal,2023.0,"In January 2023, the NSW Government advised that it intended to expand its domestic coal reservation scheme to include producers of export coal. On 16 February 2023, Whitehaven received finalised Directions for Coal Mines as part of the NSW Government's expanded domestic thermal coal reservation policy. From 1 April 2023, Whitehaven's mines were obliged to make specific volumes of suitable thermal coal available for supply to NSW domestic power stations.",,,,41,20,,"NSW Government, coal reservation, Domestic demands",16,E,,,,,,,,,,,,,,,,,
30,,2.0,General Disclosures,2-24,Embedding policy commitments,We seek to prevent modern slavery practices in our supply chain and continue to develop and strengthen our approach to assess and manage this risk.,,,,Whitehaven Coal,2023.0,,,,,51,,,,,,,,,,,,,,,,,,,,,,
31,,2.0,General Disclosures,2-25,Processes to remediate negative impacts,,Code of Conduct Policy,,,Whitehaven Coal,2023.0,"This Code of Conduct (Code) outlines the standard of behaviour expected by all persons working for or on behalf of Whitehaven Coal Limited and its subsidiaries (Whitehaven). The Code promotes a safe, healthy and productive workplace wherever Whitehaven operates. Underpinning the Code is the expectation that all persons performing work for and on behalf of Whitehaven will conduct themselves honestly and professionally. The Code's fundamental principles are: Ã¢ÂÂ¢ act with professionalism, honesty, integrity and fairness; Ã¢ÂÂ¢ treat others with respect and dignity; Ã¢ÂÂ¢ maintain a safe working environment; Ã¢ÂÂ¢ respect and maintain privacy and confidentiality; and Ã¢ÂÂ¢ identify and manage conflicts of interests.",,,,49,,1,"Code of Conduct, Policy, Governance",16,G,1.0,Code of conduct policy,,,,,,,,,,,,,,,
32,,2.0,General Disclosures,2-26,Mechanisms for seeking advice and raising concern,,Speak Up Policy,,,Whitehaven Coal,2023.0,"Our Speak Up Policy encourages anyone to speak up with information about potential misconduct and to report that information. It includes any improper state of affairs or circumstances about the Company. The policy outlines how to report concerns relating to business conduct, the processes we follow to respond to reports and the protections a reporter receives.",,,,49,,,"Speak Up, Policy, Governance",16,G,1.0,,,,,,,,,,,,,,,,
33,,2.0,General Disclosures,2-27,Compliance with laws and regulations,The Board has assessed the Company's practice against the Australian Securities Exchange Corporate Governance Council's 'Corporate Governance Principles and Recommendations Ã¢ÂÂ 4th edition' ('ASX Guidelines'). Appendix 4G reflects the Company's compliance with the ASX Guidelines.,,,,Whitehaven Coal,2023.0,,,,,,,3,,,,,,,,,,,,,,,,,,,,
34,,2.0,General Disclosures,2-28,Membership associations,"We are an active member of numerous industry associations and bodies, including business chambers and councils, that are relevant to the communities in which we operate. Communities Industry associations are essential in advocating public policy positions and matters that affect our sector and helping Australia's minerals sector sustainably benefit our communities and the economy.",,,,Whitehaven Coal,2023.0,,,,,50,,,,,,,,,,,,,,,,,,,,,,
35,,2.0,General Disclosures,2-29,Approach to stakeholder engagement,,STRIVE Awards,,,Whitehaven Coal,2023.0,"In response to feedback from our FY22 workforce engagement survey on the need for more recognition in the workplace, a company-wide reward and recognition program linked to our values was launched. Based on nominations from leaders in the business, our STRIVE Awards program recognises and celebrates the efforts of individuals and teams who made outstanding contributions and delivered excellent outcomes that aligned with our values.",,,,"17, 41",,,"Reward, recognition, program",16,S,,,,,,,,,,,,,,,,,
