Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
82,,303.0,Water and Effluents,303-02,Management of water discharge-related impacts,,Beneficially water reused,,,Whitehaven Coal,2023.0,"Where possible, our water is also beneficially reused. The Werris Creek Mine has an 18-hectare pivot irrigation system used by a local farmer, with 56 ML used to irrigate crops in FY23.",,,,35,,,"Water Beneficially Reused, Irrigation System, Werris Creek Mine","6, 12",E,,,,,,,,,,,,,,,,,
83,,303.0,Water and Effluents,303-02,Management of water discharge-related impacts,,Water trade,,,Whitehaven Coal,2023.0,"When licensed water allocations are not used in our operations, we can trade these for irrigation purposes. About 2,800 ML was traded to local farmers.",,,,35,,,"Water Allocation, Trading, Operations","6, 12",E,,,,,,,,,,,,,,,,,
84,,303.0,Water and Effluents,303-03,Water withdrawal,"During the year, 9,569 megalitres (ML) of water were withdrawn, of which 22% came from water allocation licences, with the remainder from surface water run-off.",,,,Whitehaven Coal,2023.0,,,,,35,,,,,,,,,,,,,,,,,,,,,,
85,,303.0,Water and Effluents,303-04,Water discharge,,,,NO DISCLOSURE,Whitehaven Coal,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,303.0,Water and Effluents,303-05,Water consumption,"Water used a total of 8,139ml3",,,,Whitehaven Coal,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,304.0,Biodiversity,304-01,"Operational sites owned, leased, managed in, or adjacent to, protected areas and areas of high biodiversity value outside protected areas",,Environmental assessments,,,Whitehaven Coal,2023.0,"Independent subject matter experts undertake environmental assessments. Their advice forms the basis of our plans for managing any potential impacts on surface water, groundwater, flora and fauna, Aboriginal cultural heritage, historic heritage, air quality, noise, agriculture and geochemistry.",,,,34,,,"Environmental Assessments, Risk Management, Biodiversity",15,E,,,,,,,,,,,,,,,,,
88,,304.0,Biodiversity,304-01,"Operational sites owned, leased, managed in, or adjacent to, protected areas and areas of high biodiversity value outside protected areas",,Proactive risk management,,,Whitehaven Coal,2023.0,"Enhancing proactive risk management at operations through coaching in critical control monitoring and material risk evaluation for operational compliance. Improving identification of hazards associated with environmental, regulatory and reputational risk.",,,,34,,,"Proactive Risk Management, Hazard Identification, Biodiversity",15,E,,,,,,,,,,,,,,,,,
89,,304.0,Biodiversity,304-01,"Operational sites owned, leased, managed in, or adjacent to, protected areas and areas of high biodiversity value outside protected areas",,Integration of our compliance requirements,,,Whitehaven Coal,2023.0,"We continued integrating our compliance requirements into operational processes, fostering regulatory capability and enhancing our environmental management plans. We are also implementing improvements in rehabilitation and disturbance monitoring activities.",,,,34,,,"Compliance Integration, Regulatory Capability, Biodiversity",16,E,,,,,,,,,,,,,,,,,
90,,304.0,Biodiversity,304-02,"Significant impacts of activities, produces, and services on biodiversity",,Biodiversity management plans,,,Whitehaven Coal,2023.0,"Biodiversity management plans are in place at each of our operations and consider key risks to threatened, endangered and/or critically endangered species and communities known to occur within offset areas. Approved Whitehaven offset areas are secured in perpetuity, protecting and enhancing biodiversity values, including threatened ecological communities and species.",,,,36,,,"Biodiversity Management Plans, Offset Areas, Operations","15, 17",E,,,,,,,,,,,,,,,,,
91,,304.0,Biodiversity,304-02,"Significant impacts of activities, produces, and services on biodiversity",,Land Utilisation,,,Whitehaven Coal,2023.0,"We aim to contribute to a diverse local economy by putting to productive use the land owned by Whitehaven but not required for our mining operations or managed for biodiversity. To that end, 48% of Whitehaven's land, equivalent to 41,250 hectares, is leased to local farmers for agricultural activities such as grazing and cropping.",,,,36,,,"Land Leasing, Agricultural Activities, Biodiversity","2, 15",E,,,,,,,,,,,,,,,,,
92,,304.0,Biodiversity,304-02,"Significant impacts of activities, produces, and services on biodiversity",,Biodiversity conservation funding,,,Whitehaven Coal,2023.0,"Over the past six years, we have provided $1.5 million in funding to the Australian National University, the NSW Department of Planning and Environment, and BirdLife Australia to undertake research and share information on the Regent Honeyeater, Swift Parrot and South-eastern Long-eared Bat. This funding is part of the federal conditions of approval for the Maules Creek Mine.",,,,36,,,"Research Funding, Biodiversity Conservation, Initiatives",15,E,,,,,,,,,,,,,,,,,
93,,304.0,Biodiversity,304-03,Habitats protected or restored,,Biodiversity stewardship sites,,,Whitehaven Coal,2023.0,"We aim to ensure no net loss in biodiversity values through our operations. Where biodiversity impacts cannot be avoided or mitigated, we offset these residual impacts with biodiversity-managed areas such as biodiversity stewardship sites and those under conservation agreements as offsets.",,,,5,,,"Biodiversity Offsets, Conservation Agreements, Initiatives","15, 17",E,,,,,,,,,,,,,,,,,
94,,304.0,Biodiversity,304-03,Habitats protected or restored,,Biodiversity offset management program,,,Whitehaven Coal,2023.0,We select and incorporate offset areas into our biodiversity estate based on advice from independent subject matter experts. The NSW and Australian governments approve these areas. Approved offsets ensure that like-for-like or better biodiversity values are maintained and conserved.,,,,36,,,"Offset Areas Incorporation, Government Approval, Biodiversity","15, 17",E,,,,,,,,,,,,,,,,,
95,,304.0,Biodiversity,304-03,Habitats protected or restored,,Flora and fauna monitoring programs.,,,Whitehaven Coal,2023.0,"We implement feral animal management, fire management, weed management and revegetation programs throughout our biodiversity-managed areas. To monitor our progress and ensure survival rates from tree planting activities are as high as possible, we collect biodiversity management metrics from our fencing, pest animal and weed control activities and assess survey data from our flora and fauna monitoring programs.",,,,36,,,"Feral Animal Management, Revegetation, Protection",15,E,,,,,,,,,,,,,,,,,
96,,304.0,Biodiversity,304-04,IUCN Red List species and national conversation list species with habitats in areas affected by operations,,Investment in Gunnedah's new Koala Sanctuary,,,Whitehaven Coal,2023.0,"Whitehaven has made a significant financial contribution to establishing a new world-class Koala Sanctuary in Gunnedah, which commenced construction in late 2022. The sanctuary will create a new hub of wildlife conservation in North West NSW, attract visitors to the region and create a positive environmental and economic impact for years to come.",,,,47,,,"Koala Sanctuary contribution, Wildlife conservation, Environmental protection",13,E,,,,,,,,,,,,,,,,,
97,,305.0,Emissions,305-01,Direct (Scope 1) GHG emissions,,,,,Whitehaven Coal,2023.0,,,,,"5, 25",,,,,,1.0,,,,,,,,,,,,,,,,
98,,305.0,Emissions,305-01,Direct (Scope 1) GHG emissions,,Site-based initiatives,,,Whitehaven Coal,2023.0,We prioritise reducing Scope 1 emissions by implementing site-based initiatives where suitable technology abatement solutions are feasible. We will use carbon offsets or credits approved under the scheme Ã¢ÂÂ Australian carbon credit units (ACCUs) and Safeguard Mechanism credits (SMCs) Ã¢ÂÂ where feasible abatement initiatives are not meeting our regulatory emissions reduction obligations under the Safeguard Mechanism.,,,,27,,,"Scope 1 emissions reduction strategies, Carbon offsets, Environmental stewardship","7, 13, 16",E,1.0,,,,,,,,,,,,,,,,
99,,305.0,Emissions,305-02,Energy indirect (Scope 2) GHG emissions,,Carbon offsets,,,Whitehaven Coal,2023.0,"We offset about 100% of our Scope 2 emissions by purchasing carbon-neutral electricity certified by Climate Active from our electricity supplier and have been doing so since October 2021. To meet Narrabri's Safeguard Mechanism emissions intensity decline rate of 9.5% p.a. to FY30, we will need to purchase carbon offsets approved under the scheme (ACCUs and/or SMCs), with viable solutions not currently available to decrease most of our emissions.",,,,"5, 27",,,"Just transition commitment, Workforce support, Social responsibility","8, 13",E,,,,,,,,,,,,,,,,,
100,,305.0,Emissions,305-03,Other indirect (Scope 3) GHG emissions,,,,NO DISCLOSURE,Whitehaven Coal,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,305.0,Emissions,305-04,GHG emissions intensity,0.064 t CO2-e/ROM t,,,,Whitehaven Coal,2023.0,,,,,57,,,,,,,,,,,,,,,,,,,,,,
102,,305.0,Emissions,305-05,Reduction of GHG emissions,,Paris Agreement,,,Whitehaven Coal,2023.0,"The Paris Agreement requires national plans on climate change to consider the need for a just transition of the workforce and the creation of decent work and quality jobs. The Australian Government has announced the establishment of the Net Zero Authority, which will support workers in emissions-intensive sectors to access new employment, skills and support as the net zero transformation continues. We acknowledge that the low-carbon energy transition must happen reasonably to workforces, communities and consumers.",,,,"32, 57",,,"Safeguard Mechanism explanation, Emissions regulation, Compliance standards",13,E,,,,,,,,,,,,,,,,,
103,,305.0,Emissions,305-05,Reduction of GHG emissions,,Safeguard Mechanism,,,Whitehaven Coal,2023.0,"The Safeguard Mechanism applies to extensive industrial facilities that emit more than 100,000 tonnes of CO2-e per year, which includes our Narrabri and Maules Creek mines. From FY24, the reformed scheme requires Safeguard facilities to reduce their 'baseline' emissions intensity by 4.9% p.a. to FY30.",,,,25,,,"Decarbonisation roadmap, Carbon reduction, Green initiatives","7, 13, 16",E,,,,,,,,,,,,,,,,,
104,,305.0,Emissions,305-05,Reduction of GHG emissions,,Decarbonisation roadmap,,,Whitehaven Coal,2023.0,"Our decarbonisation roadmap outlines our current and potential site-based levers to reduce our Scope 1 and 2 emissions footprint. This roadmap will evolve as emerging or breakthrough emissions abatement technologies become available and financially feasible and as we complete investigations and explore potential decarbonisation opportunities. In addition, carbon offsets will continue to be an essential part of our Scope 2 abatement efforts. They will be crucial to meet our Scope 1 emissions reduction obligations under the Safeguard Mechanism.",,,,27,,,"Air quality monitoring, Dust control, Pollution prevention",13,E,,,,,,,,,,,,,,,,,
105,,305.0,Emissions,305-06,Emissions of ozone-depleting substances (ODS),,,,NO DISCLOSURE,Whitehaven Coal,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,305.0,Emissions,305-07,"Nitrogen oxides (NOx), sulfur oxides (SOx), and other significant air emissions",,Dust levels protocol,,,Whitehaven Coal,2023.0,All our operational sites monitor air quality in real-time. These systems set trigger levels for air quality Ã¢ÂÂ below approved criteria Ã¢ÂÂ to allow us to respond in advance and to ensure criteria levels are not exceeded. We implement approved protocols in response to visual and monitored dust levels.,,,,39,,,"Waste management practices, Recycling, Environmental sustainability","6, 12, 13",E,,,,,,,,,,,,,,,,,
107,,306.0,Waste,306-01,Waste generation and significant waste-related impacts,"Our mine sites generate various types of waste during exploration, construction, operation and closure activities.",,,,Whitehaven Coal,2023.0,,,,,38,,,,,,,,,,,,,,,,,,,,,,
