Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
154,,407.0,Freedom of Association and Collective Bargaining,407-01,Operations and suppliers in which the right to freedom of association and collective bargaining may be at risk,"We respect and support our employees' right to freedom of association and collective representation. Whitehaven has nine collective agreements across the business, and approximately 56% of our employees are covered by enterprise agreements.",,,,Whitehaven Coal,2023.0,,,,,20,,,,,,,,,,,,,,,,,,,,,,
155,,408.0,Child Labor,408-01,Operations and suppliers at significant risk for incidents of child labor,"In all cases, we found no evidence of modern slavery practices in our supply chain.",,,,Whitehaven Coal,2023.0,,,,,51,,,,,,,,,,,,,,,,,,,,,,
156,,409.0,Forced or Compulsory Labor,409-01,Operations and suppliers ar significant risk for incidents of forced or compulsory labor,"In all cases, we found no evidence of modern slavery practices in our supply chain.",,,,Whitehaven Coal,2023.0,,,,,51,,,,,,,,,,,,,,,,,,,,,,
157,,410.0,Security Practices,410-01,Security personnel trained in human rights policies or procedures,,,,NO DISCLOSURE,Whitehaven Coal,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,411.0,Rights of Indigenous Peoples,411-01,Incidents of violations involving rights of indigenous peoples,"We have no reserves near Indigenous land, based on the definition of 'Aboriginal community' from the Australian Bureau of Statistics adopted by Whitehaven.",,,,Whitehaven Coal,2023.0,,,,,46,,,,,,,,,,,,,,,,,,,,,,
159,,412.0,Human Rights Assessment,412-01,Operations that have been subject to human rights reviews or impacts assessments,,,,NO DISCLOSURE,Whitehaven Coal,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,412.0,Human Rights Assessment,412-02,Employee training on human rights policies or procedures,,,,NO DISCLOSURE,Whitehaven Coal,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,412.0,Human Rights Assessment,412-03,Significant investment agreements and contracts that include human rights clauses or that underwent human rights screening,,Agreements with First Nations peoples,,,Whitehaven Coal,2023.0,"We have two Native Title Agreements: the Narrabri Underground Native Title Agreement and the Maules Creek Native Title Agreement. We also have a Cultural Heritage Management Agreement with the Barada Barna people, the Traditional Owners of the land in Central Queensland, where the Winchester South Project is located.",,,,46,,,"Aboriginal community relations, Indigenous employment, Reconciliation action","4, 8",S,,,,,,,,,,,,,,,,,
162,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Employment of Aboriginal and Torres Strait Islander peoples,,,Whitehaven Coal,2023.0,"Company-wide, 10.5% of our workforce identify as Aboriginal or Torres Strait Islander, compared with 8% in FY15 when we adopted our first Reconciliation Action Plan. This outcome is a testament to the strong teamwork between our Recruitment and Aboriginal Community Relations teams and the efforts of our crucial contractor partners.",,,,"3, 20",,,"Native title agreements, Cultural heritage management, Traditional owner engagement","4, 8",S,,,,,,,,,,,,,,,,,
163,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Vickery Extension Project,,,Whitehaven Coal,2023.0,"For the Vickery Extension Project, we have committed to a voluntary target of 10% Aboriginal and Torres Strait Islander employment, mirroring the commitment we have fulfilled at Maules Creek. A Board decision on the commencement of full-scale operations at Vickery will be made in late 2023.",,,,"3, 20",,,"Employment, commitments, operation","6, 13",S,,,,,,,,,,,,,,,,,
164,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Trainee Operator Program,,,Whitehaven Coal,2023.0,We run initiatives to promote roles to local Aboriginal and Torres Strait Islander people. It includes recruiting Aboriginal and Torres Strait Islander students for our Trainee Operator Program and working with the Clontarf Academy and other education partners to encourage local students to consider a career in mining.,,,,20,,,"Local community, Trainee Operator Program, Clontarf Academy","8, 16",S,,,,,,,,,,,,,,,,,
165,,413.0,Local Communities,413-02,Operations with significant actual and potential negative impacts on local communities,,Whitehaven Community Open Day,,,Whitehaven Coal,2023.0,Whitehaven opened its doors to the community by hosting an open day in April 2023. The open day at the Boggabri Showground showcased our technical and operational teams and heavy mining equipment and featured various fun activities.,,,,42,,,"Open day, fun activities, volunteering","3, 8",S,,,,,,,,,,,,,,,,,
166,,413.0,Local Communities,413-02,Operations with significant actual and potential negative impacts on local communities,,Sustainable Operations Extension Initiative,,,Whitehaven Coal,2023.0,"In FY23, we continued to engage with a range of stakeholders on the intention to seek approval for the continuation of the Maules Creek Mine, which will support the continuation of operations to approximately 2043. an application to seek approval to extend the haulage hours from Tarrawonga Mine to the Gunnedah CHPP.",,,,42,,,"Stakeholders, Approval, Engagement","16, 17",S,,,,,,,,,,,,,,,,,
167,,413.0,Local Communities,413-02,Operations with significant actual and potential negative impacts on local communities,,Mine Development Enhancement,,,Whitehaven Coal,2023.0,An application to modify the closure and rehabilitation plan for our Werris Creek Mine to provide better long-term environmental outcomes. The Winchester South development is progressing through the Queensland Government's approval process.,,,,42,,,"Environment, rehabilitation plan, development","3, 10",E,,,,,,,,,,,,,,,,,
168,,414.0,Supplier Social Assessment,414-01,New suppliers that were screened using social criteria,,Due diligence,,,Whitehaven Coal,2023.0,"In FY23, we completed due diligence on our key third-party labour-hire providers through a comprehensive self-assessment questionnaire. In all cases, we found no evidence of modern slavery practices in our supply chain.",,,,51,,,"Due diligent, modern slavery, assessment","9, 16",G,,,,,,,,,,,,,,,,,
169,,414.0,Supplier Social Assessment,414-02,Negative social impacts in the supply chain and actions taken,,,,NO DISCLOSURE,Whitehaven Coal,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,415.0,Public Policy,415-01,Political contributions,"In line with our Political Contributions Policy, we may make political donations approved by Whitehaven's Managing Director that comply with applicable legislation. In FY23, we made zero disclosable political donations.",,,,Whitehaven Coal,2023.0,,,,,50,,,,,,,,,,,,,,,,,,,,,,
171,,416.0,Customer Health and Safety,416-01,Assessment of the health and safety impacts of product and service categories,,,,NO DISCLOSURE,Whitehaven Coal,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,,416.0,Customer Health and Safety,416-02,Incidents of non-compliance concerning the health and safety impacts of products and services,,,,NO DISCLOSURE,Whitehaven Coal,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,417.0,Marketing and Labeling,417-01,Requirements for product and service information and labeling,,,,NO DISCLOSURE,Whitehaven Coal,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,417.0,Marketing and Labeling,417-02,Incidents of non-compliance concerning product and service information and labeling,,,,NO DISCLOSURE,Whitehaven Coal,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,,417.0,Marketing and Labeling,417-03,Incidents of non-compliance concerning marketing communications,,,,NO DISCLOSURE,Whitehaven Coal,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,Cybersecurity approach,,,Whitehaven Coal,2023.0,"In FY23, we assessed our cybersecurity approach against NIST and identified some areas for improvement. As a result, in FY24, we intend to expand our cyber capabilities and commence several improvement initiatives, starting with an external operational technology audit.",,,,51,,,"Approach, Cybersecurity, NIST","9, 16",G,,,,,,,,,,,,,,,,,
177,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,Crisis Management,,,Whitehaven Coal,2023.0,"Third-party cybersecurity specialists continuously monitor the security of our system, conduct regular penetration testing and assess security controls. Cyber response plans are also simulated and integrated into our Crisis Management response teams.",,,,51,,,"Cybersecurity, security control, assessment","9, 16",G,,,,,,,,,,,,,,,,,
178,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,Cyber risk,,,Whitehaven Coal,2023.0,"A robust information technology security framework and backup data infrastructure support Whitehaven's operations. However, computer viruses, unauthorised access, cyber-attacks and other similar disruptions may threaten information security and impact operational systems. Whitehaven manages this risk by investing in systems to prevent such attacks and undertaking staff training programs.",,,,,24,,"Security framework, infrastructure, information technology","9, 16",G,,,,,,,,,,,,,,,,,
179,,419.0,Socioeconomic Compliance,419-01,Non-compliance with laws and regulations in the social and economical area,,,,NO DISCLOSURE,Whitehaven Coal,2023.0,,,,,,,,,"9, 16",G,,,,,,,,,,,,,,,,,
