Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
46,,201.0,Economic Performance,201-01,Direct economic value generated and distributed,"Spend with all suppliers $2,048m",,,,Whitehaven Coal,2023.0,,,,,57,,,,,,,,,,,,,,,,,,,,,,
47,,201.0,Economic Performance,201-02,Financial implications and other risks and opportunities due to climate change,,Climate-related scenario analysis,,,Whitehaven Coal,2023.0,"We conduct climate-related scenario analysis on our operating assets as well as part of final investment decisions for new mining projects and acquisitions. This scenario analysis, which includes considering a less than 2ÃÂ°C Paris-aligned global warming scenario, supports our risk identification and assessment process.",,,,12,,,"Climate change, scenario analysis, investments",13,E,,,,,,,,,,,,,,,,,
48,,201.0,Economic Performance,201-02,Financial implications and other risks and opportunities due to climate change,,Supporting secure and reliable energy supply and economic development,,,Whitehaven Coal,2023.0,"The shift to a lower-carbon economy is a multi-decade transformation that must occur responsibly and orderly to support continued global energy security, reliability and affordability. Global energy supply disruptions over the past two years, driven by various factors, including a number predating the conflict in Ukraine and the imposition of sanctions against Russia, have seen energy security emerge as a priority for governments, including in our crucial customer countries. Central to this is access to reliable and affordable forms of energy, including coal.",,,,22,,,"Lower-carbon, economy, energy security","7, 9, 11",E,,,,,,,,,,,,,,,,,
49,,201.0,Economic Performance,201-02,Financial implications and other risks and opportunities due to climate change,,Meet decarbonisation goals,,,Whitehaven Coal,2023.0,"Like Whitehaven's, high-CV coal will achieve superior efficiency and lower emission intensity than lower-quality coals in like-for-like power stations. The emissions per MWh from the combustion of a typical Whitehaven thermal coal specification, when used in high-efficiency, low-emissions (HELE) electricity generation, are up to 27% lower per MWh than from sub-critical coal-fired plants using lower-quality coal. Many coal-reliant countries have committed to retiring old, inefficient coal-fired plants and moving to newer, lower emissions, more energy-efficient generation technologies.",,,,24,,,"High-CV coal, emission intensity, efficiency",13,E,,,,,,,,,,,,,,,,,
50,,201.0,Economic Performance,201-03,Defined benefit plan obligations and other retirement plans,,,,NO DISCLOSURE,Whitehaven Coal,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,201.0,Economic Performance,201-04,Financial assistance received from government,,,,NO DISCLOSURE,Whitehaven Coal,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,202.0,Market Presence,202-01,Ratios of standard entry level wage by gender compared to local minimum wage,,,,NO DISCLOSURE,Whitehaven Coal,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,202.0,Market Presence,202-02,Proportion of senior management hired from the local community,,,,NO DISCLOSURE,Whitehaven Coal,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,203.0,Indirect Economic Impacts,203-01,Infrastructure investments and services supported,,Low Emissions Technology Australia,,,Whitehaven Coal,2023.0,"Whitehaven continues to invest in carbon capture technologies through funding for Low Emissions Technology Australia (LETA), contributing $5.0 million to LETA over the past five years. LETA invests in technologies that reduce or remove carbon emissions from energy and other heavy industries. These projects include the Carbon Transport and Storage Company Project, designed to demonstrate the capacity and performance of large-scale and permanent capture and storage of emissions in southern Central Queensland.",,,,29,,,"Carbon capture, technologies, LETA",13,E,,,,,,,,,,,,,,,,,
55,,203.0,Indirect Economic Impacts,203-01,Infrastructure investments and services supported,,Biological CCU technology,,,Whitehaven Coal,2023.0,"We are exploring emerging biological carbon capture and use technologies to reduce Scope 1 emissions and are a significant investor in one such process owned by Hydrobe Pty Limited (Hydrobe). Hydrobe has a world-patented process to run industrial emissions through chambers of specially selected microbial algae and bacteria that turn CO2 into saleable products, including fertiliser, green hydrogen and syngas. We are considering applying this technology to Narrabri and our products' end users.",,,,29,,,"Biological carbon capture, Hydrobe, investment",13,E,,,,,,,,,,,,,,,,,
56,,203.0,Indirect Economic Impacts,203-01,Infrastructure investments and services supported,,Narrabri Mine solar farm,,,Whitehaven Coal,2023.0,"In FY23, we completed a feasibility study to consider implementing a solar photovoltaic electricity generation system at our Narrabri Mine, the largest user of electricity in our portfolio. In August 2023, we commenced the approval application process for a 26MW solar farm at Narrabri and are undertaking additional studies to support this process. Initial studies indicate the proposed solar farm, expected to cost about $43 million, would provide more than one-third of the site's electricity needs.",,,,29,,,"Solar photovoltaic electricity generation, energy","7, 13",E,,,,,,,,,,,,,,,,,
57,,203.0,Indirect Economic Impacts,203-02,Significant indirect economic impacts,,Employment opportunities promotion,,,Whitehaven Coal,2023.0,"As the largest private sector employer in the Gunnedah Basin, we have a unique opportunity to meaningfully contribute to our vision for reconciliation by providing stable, rewarding and long-term employment. Since we launched our first RAP in 2015, the proportion of our workforce that identifies as Aboriginal and/or Torres Strait Islander people has increased from 8% to 10.5% in FY23. Read more at 'Diversity and inclusion'.",,,,"41, 45",,,"Reconciliation, Aboriginal employment, opportunities","8, 10, 17",S,,,,,,,,,,,,,,,,,
58,,203.0,Indirect Economic Impacts,203-02,Significant indirect economic impacts,,Local Procurement,,,Whitehaven Coal,2023.0,"Through our targeted procurement program, in FY23, we spent $14.4 million with 16 Aboriginal and Torres Strait Islander businesses. It is an increase of 65% from the prior year and reflects our team's sustained efforts in targeted engagement with local businesses. We also connect local Aboriginal and Torres Strait IslanderÃ¢ÂÂowned businesses to other organisations that support business establishment and development and offer advice on supplying the mining industry.",,,,45,,,"Aboriginal procurement program, community support","8, 10, 11, 17",S,,,,,,,,,,,,,,,,,
59,,203.0,Indirect Economic Impacts,203-02,Significant indirect economic impacts,,Community sponsorships and donations,,,Whitehaven Coal,2023.0,"We continue to invest in programs that support and empower communities through partnerships across education and training, healthcare, and sponsorship of representative-level sports. In FY23, we donated about $183,000 to Aboriginal and Torres Strait Islander organisations, including the Clontarf Foundation.",,,,45,,,"Community investment, sponsorship, empowerment","3, 4, 10, 17",S,,,,,,,,,,,,,,,,,
60,,204.0,Procurement Practices,204-01,Proportion of spending on local suppliers,"$357m spent with local and regional suppliers, and $14.4m spent with 16 Indigenous businesses",,,,Whitehaven Coal,2023.0,,,,,41,,,,,,,,,,,,,,,,,,,,,,
61,,205.0,Anti-corruption,205-01,Operations assessed for risks related to corruption,"Gifts, entertainment, hospitality, Charitable donations, political donations and sponsorship",,,,Whitehaven Coal,2023.0,,,,,,,"2, 3",,,,,Anti-bribery and corruption policy,,,,,,,,,,,,,,,
62,,205.0,Anti-corruption,205-02,Communication and training about anti-corruption policies and procedures,"We maintain and implement appropriate measures to prevent bribery and corruption. Our Anti-Corruption Policy establishes our standard of behaviour of integrity, honesty and transparency, which applies to anyone representing Whitehaven. Whitehaven's Company Secretary is responsible for implementing the policy and reviewing its effectiveness.",,,,Whitehaven Coal,2023.0,,,,,49,,,,,,,,,,,,,,,,,,,,,,
63,,205.0,Anti-corruption,205-03,Confirmed incidents of corruption and actions taken,,,,NO DISCLOSURE,Whitehaven Coal,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,206.0,Anti-competitive Behavior,206-01,"Legal actions for anti-competitive behavior, anti-trust, and monopoly practices",,,,NO DISCLOSURE,Whitehaven Coal,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,207.0,Tax,207-01,Approach to tax,,Conservative approach,,,Whitehaven Coal,2023.0,"We adopt a conservative approach to tax. Our culture of compliance and transparency is apparent in our policies, strategies, resources, procedures and controls and our constructive relationships with tax authorities, including the Australian Taxation Office (ATO), state revenue offices and local governments.",,,,52,,,"Tax Compliance, Transparency, Approach",16,G,,,,,,,,,,,,,,,,,
66,,207.0,Tax,207-02,"Tax governance, control, and risk management",,Tax governance and tax risk management framework,,,Whitehaven Coal,2023.0,"There is comprehensive Board oversight of tax via the Audit and Risk Management Committee. A tax governance and risk management framework sets out the management and resourcing of our tax functions across the business regarding all taxes payable and collected. The framework referencing the ATO's public guidance has been prepared, which seeks higher levels of tax transparency, governance and accountability across all taxes for Australian taxpayers. It formalises and captures our prudent approach to taxation matters.",,,,52,,,"Tax Governance, Framework, ATO Guidance",16,G,,,,,,,,,,,,,,,,,
67,,207.0,Tax,207-02,"Tax governance, control, and risk management",,Management systems and resources,,,Whitehaven Coal,2023.0,"We maintain management systems and resources to actively monitor, identify and manage tax risk; comply with Australian taxation laws and reporting standards; lodge all taxation returns and documentation on time; collect and pay the calculated amounts of federal, state and local taxes, royalties, levies, duties, rates and imposts when they fall due; maintain, with each revenue authority, Whitehaven's standing as an organisation of integrity.",,,,52,,,"Tax, Risk Management, Compliance",16,G,,,,,,,,,,,,,,,,,
68,,207.0,Tax,207-03,Stakeholder engagement and management of concerns related to tax,"Coal royalties to the NSW Government represent the second most significant component of taxes paid. The royalties are ad valorem, calculated on gross sales minus limited deductions. They are payable via monthly instalments throughout the financial year, with a balancing payment made in July to reflect the final royalty liability for that financial year.",,,,Whitehaven Coal,2023.0,,,,,52,,,,,,,,,,,,,,,,,,,,,,
69,,207.0,Tax,207-04,Country-by-country reporting,"We pay various taxes to federal, state and local governments and collect various tax payments on behalf of the federal and state governments.",,,,Whitehaven Coal,2023.0,,,,,52,,,,,,,,,,,,,,,,,,,,,,
70,,301.0,Materials,301-01,Materials used by weight or volume,,,,NO DISCLOSURE,Whitehaven Coal,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,301.0,Materials,301-02,Recycled input materials used,,,,NO DISCLOSURE,Whitehaven Coal,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
