Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
120,,401.0,Employment,401-02,Benefits provided to full-time employees that are not provided to temporary or part-time employees,,,,NO DISCLOSURE,Whitehaven Coal,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,401.0,Employment,401-03,Parental leave,,Industry-leading parental leave policy,,,Whitehaven Coal,2023.0,"Recognising the importance of parental leave in supporting equality and attracting talent, we introduced an industry-leading paid parental leave policy in FY22 that includes 26 weeks of paid leave for primary carers and superannuation on unpaid portions of leave.",,,,19,,,"Paid parental leave policy, Workplace equality, Talent attraction","5, 8",S,,,,,,,,,,,,,,,,,
122,,401.0,Employment,401-03,Parental leave,,There's No Barrier to Part-Time,,,Whitehaven Coal,2023.0,"We continue to improve our understanding of workplace re-engagement hurdles. We are re-designing our policies to ensure we offer primary carers the pathway to return to their career and the opportunity to thrive. One such initiative is the 'There's No Barrier to Part-Time' program, which provides flexibility when our people need it most.",,,,19,,,"Return-to-work programs, Career re-engagement, Workforce flexibility","5, 8",S,,,,,,,,,,,,,,,,,
123,,402.0,Labor/Management Relations,402-01,Minimum notice periods regarding operational changes,,,,NO DISCLOSURE,Whitehaven Coal,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,403.0,Occupational Health and Safety,403-01,Occupation health and safety management system,,Safety performance approach,,,Whitehaven Coal,2023.0,"Our people's health, safety, and wellbeing are priorities, and we strive to improve our approach and outcomes continuously. Our five-year Health, Safety and Environment (HSE) strategy and critical objectives, set in FY21, underpin our key focus areas. The broadened set of leading safety indicators introduced last year promotes visible safety leadership and coaching in the field. It applies a risk-based lens to serious injury prevention by focusing on reporting and learning from incidents that have the potential to result in serious harm. This further embeds a positive safety culture.",,,,14,,,"Wellbeing, approach, health and safety","5, 8",S,,,,,,,,,,,,,,,,,
125,,403.0,Occupational Health and Safety,403-01,Occupation health and safety management system,,Health and safety approach,,,Whitehaven Coal,2023.0,"Our approach to health and safety is risk-based, pragmatic, and oriented to areas we can positively impact. We work to systematically identify, assess, report and rectify health and safety hazards that have the potential to cause single or multiple fatalities. We focus on the controls that are most critical to the health and safety of our people.",,,,15,,,"Identification, assessment, report","5, 8",S,,,,,,,,,,,,,,,,,
126,,403.0,Occupational Health and Safety,403-01,Occupation health and safety management system,,Critical control management approach,,,Whitehaven Coal,2023.0,"Our approach to critical control management is consistent with the International Council of Mining and Metals' Health & Safety Critical Control Management Ã¢ÂÂ Good Practice Guide. Each operating site's health and safety system must meet our organisation-wide minimum requirements, as defined by our policies, standards and procedures. A standardised HSE reporting system and assurance program supports our system.",,,,15,,,"Critical control management, HSE, International Council","5, 8",S,,,,,,,,,,,,,,,,,
127,,403.0,Occupational Health and Safety,403-02,"Hazard identification, risk assessment, and incident investigation",,High-reliability organisation principles,,,Whitehaven Coal,2023.0,"We are focused on strengthening our identification and investigation of safety hazards and incidents that can be precursors to significant incidents by applying learnings to prevent future failures. It includes adopting a consistent risk-based decision-making approach where material risks are identified, controlled and verified using a consistent and aligned organisation-wide approach.\t",,,,15,,,"Risk-based safety approach, Hazard identification, Safety controls","3, 8, 13",S,,,,,,,,,,,,,,,,,
128,,403.0,Occupational Health and Safety,403-02,"Hazard identification, risk assessment, and incident investigation",,Psychological hazards reduction,,,Whitehaven Coal,2023.0,"We strive to reduce psychological hazards in our workplace, build a culture of resilience, and equip our people with positive coping strategies to manage their health and wellbeing. We do this through ongoing education of our leaders and workforce, emphasising the importance of mental wellness and healthy lifestyle choices.",,,,16,,,"Mental wellness initiatives, Psychological hazard reduction, Resilience building","3, 8, 10",S,,,,,,,,,,,,,,,,,
129,,403.0,Occupational Health and Safety,403-02,"Hazard identification, risk assessment, and incident investigation",,,,NO DISCLOSURE,Whitehaven Coal,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,403.0,Occupational Health and Safety,403-03,Occupational health services,,The Complete Miner program,,,Whitehaven Coal,2023.0,"The Complete Miner is our holistic health and wellbeing program. It aims to increase awareness of risk behaviours, motivate people to make positive change and facilitate connections to resources supporting health and wellbeing goals.",,,,14,,,"Communication platform launch, Recognition initiative, Workforce engagement",8,S,,,,,,,,,,,,,,,,,
131,,403.0,Occupational Health and Safety,403-04,"Worker participation, consultation, and communication on occupational health and safety",,The Safehaven Conference,,,Whitehaven Coal,2023.0,"The Safehaven Conference Ã¢ÂÂ which we have hosted every year since 2015 Ã¢ÂÂ is a key annual event that enables us to collaborate on our annual HSE strategic plans and build safety leadership capability. This initiative continues to improve and grow. With about 200 conference attendees annually, including employees, contractors and business partners, it provides a valuable opportunity for meaningful engagement and consultation to share and learn from successes and challenges and integrate improvements in our operations.",,,,15,,,"Mental fitness partnership, Prevention focus, Early intervention","3, 8, 10",S,,,,,,,,,,,,,,,,,
132,,403.0,Occupational Health and Safety,403-05,Worker training on occupational health and safety,,Vehicle hierarchy road rule training,,,Whitehaven Coal,2023.0,"The vehicle hierarchy road rule training initiative was delivered through strong engagement with our workforce at all levels of operation. We provided training, awareness and coaching sessions to foster change and establish an influential learning culture.",,,,"14, 15",,,"Performance measurement systems, Information integrity, Quality assurance","3, 8",S,,,,,,,,,,,,,,,,,
133,,403.0,Occupational Health and Safety,403-05,Worker training on occupational health and safety,,Whole-of-workforce training on fatigue management,,,Whitehaven Coal,2023.0,"To support worker management of personal fatigue and risk factors, in FY23, we delivered whole-of-workforce training on fatigue management by an external subject-matter expert. Several further fatigue-related improvement strategies are planned for FY24, including journey management, fatigue assessments, targeted frontline leader awareness sessions and further access to sleep studies.\t",,,,16,,,"Vehicle hierarchy road rules, Fatigue risk reduction, Injury prevention","3, 8, 9",S,,,,,,,,,,,,,,,,,
134,,403.0,Occupational Health and Safety,403-05,Worker training on occupational health and safety,,Mental Health First Aid Program,,,Whitehaven Coal,2023.0,"In FY23, more than 40 leaders participated in our bespoke Mental Health First Aid Program, which we developed in partnership with our employee assistance provider. This program educates our leaders in identifying and managing psychological hazards in the workplace and helps them support team members who may be struggling with their wellbeing.",,,,16,,,"Fatigue management system, Health risk identification, Proactive intervention","3, 8, 10",S,,,,,,,,,,,,,,,,,
135,,403.0,Occupational Health and Safety,403-06,Promotion of worker health,,Culture on wellbeing and psychological safety,,,Whitehaven Coal,2023.0,"We are committed to developing a more robust, more mature HSE culture and aim to be an industry leader in caring for the health and wellbeing of our people. Our areas of work focus on shifting from a compliance-based culture to one where our people feel psychologically safe, and there is mutual ownership and accountability for HSE outcomes, along with a commitment to safety leadership, engagement and care.",,,,15,,,"HSE culture development, Safety leadership, Accountability","3, 8",S,,,,,,,,,,,,,,,,,
136,,403.0,Occupational Health and Safety,403-06,Promotion of worker health,,WHC Connects,,,Whitehaven Coal,2023.0,"A new communication and rewards platform, WHC Connects, was also launched in conjunction with the STRIVE Awards in response to the request for improved communication and recognition. The platform includes workforce communications, health and wellbeing information, and resources.",,,,17,,,"Communication platform launch, Workforce engagement, Recognition initiative",8,S,,,,,,,,,,,,,,,,,
137,,403.0,Occupational Health and Safety,403-06,Promotion of worker health,,The connection between your body and mind,,,Whitehaven Coal,2023.0,"During FY23, we launched the third pillar of the program Ã¢ÂÂ 'The connection between your body and mind'. To support the roll-out of this latest learning module, we partnered with the mental fitness not-for-profit Gotcha4Life Foundation to focus on early intervention and the power of prevention through connection.",,,,16,,,"Mental health partnership, Prevention focus, Early intervention","3, 8, 10",S,,,,,,,,,,,,,,,,,
138,,403.0,Occupational Health and Safety,403-07,Prevention and mitigation of occupational health and safety impacts directly linked by business relationships,,Measure performance using robust and user-friendly systems,,,Whitehaven Coal,2023.0,"We are committed to using robust systems to measure performance across our sites and a standardised approach to support information flow, quality and integrity.",,,,15,,,"Performance measurement systems, Information integrity, Quality assurance","3, 8",S,,,,,,,,,,,,,,,,,
139,,403.0,Occupational Health and Safety,403-07,Prevention and mitigation of occupational health and safety impacts directly linked by business relationships,,Vehicle interaction risk reduction,,,Whitehaven Coal,2023.0,"During FY23, we implemented vehicle hierarchy road rules at our Tarrawonga Mine after introducing this at Maules Creek the prior year. The vehicle hierarchy road rules are based on a system where vehicles lower on the hierarchy, such as passenger vehicles, give way to cars higher up the hierarchy.",,,,15,,,"Vehicle hierarchy road rules, Fatigue risk reduction, Injury prevention","3, 8, 9",S,,,,,,,,,,,,,,,,,
140,,403.0,Occupational Health and Safety,403-07,Prevention and mitigation of occupational health and safety impacts directly linked by business relationships,,Vehicle risk related to fatigue and distraction reduction,,,Whitehaven Coal,2023.0,"The system supports injury risk reduction associated with fatigue by alerting the operator using an audible tone and seat vibration, providing early identification of a tired worker and enabling immediate actions. The system also supports prevention by improving workers' management of personal fatigue and identifying potential health or lifestyle risk factors, resulting in proactive worker health risk management.",,,,16,,,"Injury, early identification, fatigue","3, 8, 9",S,,,,,,,,,,,,,,,,,
141,,403.0,Occupational Health and Safety,403-08,Workers covered by an occupational health and safety management system,,,,NO DISCLOSURE,Whitehaven Coal,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,403.0,Occupational Health and Safety,403-09,Work-related injuries,,Safety metrics,,,Whitehaven Coal,2023.0,"The improved outcomes in our leading and lagging safety metrics demonstrate the positive impact of our strategic health and safety priorities, including the increased focus on identifying and managing hazards. The decrease in TRIFR and near-miss frequency rate reflects our strong focus on injury management and significant hazard identification.",,,,14,,,"Safety metrics improvement, Hazard management focus, Injury Reduction","3, 8",S,,,,,,,,,,,,,,,,,
143,,403.0,Occupational Health and Safety,403-10,Work-related ill health,,,,NO DISCLOSURE,Whitehaven Coal,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
