Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
65,,,302-1,Energy consumption within the organization,FY22 Sustainability Report (page 59),,,,
66,,,GRI 305,EMISSIONS,,,,,
67,,,305-1,Direct (Scope 1) GHG emissions,FY22 Sustainability Report (pages 59 to 60),,,,
68,,,305-2,Energy indirect (Scope 2) GHG emissions,FY22 Sustainability Report (pages 59 to 60),,,,
69,,,305-3,Other indirect (Scope 3) GHG emissions,FY22 Sustainability Report (pages 59 to 60),,,,
70,,,305-4,GHG emissions intensity,FY22 Sustainability Report (pages 59 to 60),,,,
71,,,GRI 403,OCCUPATIONAL HEALTH AND SAFETY,,,,,
72,,,403-9,Work-related injuries,"FY22 Sustainability Report (pages 32 to 36, 58 )",,,,
73,,,GRI 403,DIVERSITY AND EQUAL OPPORTUNITY,,,,,
74,,,405-1,Diversity of governance bodies and employees,FY22 Sustainability Report (pages 38 and 58)\nQantas Inclusion and Diversity Policy,,,,
75,,,GRI 409,HUMAN RIGHTS,,,,,
76,,,412-2,Employee training on human rights policies or procedure,FY21 Modern Slavery Statement\nFY22 Sustainability Report (pages 42 to 43),,,,
