Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
84,,GRI 308:\nSupplier Environmental Assessment 2016,308-1 New suppliers that were screened using environmental criteria\na. Percentage of new suppliers that were screened using environmental criteria.,"a. See our Modern Slavery Statement FY22: Our Actions to Assess and Address Modern Slavery Risk (Assessing Modern Slavery Risk); Website: Responsible Sourcing\n\nAs appropriate, we may consider enhancing our disclosures for this topic in coming years.",
85,,,"308-2 Negative environmental impacts in the supply chain and actions taken\na. Number of suppliers assessed for environmental impacts.\nb. Number of suppliers identified as having significant actual and potential negative\nenvironmental impacts.\nc. Significant actual and potential negative environmental impacts identified in the supply chain.\nd. Percentage of suppliers identified as having significant actual and potential negative environmental impacts with which improvements were agreed upon as a result of assessment.\ne. Percentage of suppliers identified as having significant actual and potential negative environmental impacts with which relationships were terminated as a result of assessment, and why.","a. to e. See our Modern Slavery Statement FY22: Our Actions to Assess and Address Modern Slavery Risk (Assessing Modern Slavery Risk); Website: Responsible Sourcing\n\nAs appropriate, we may consider enhancing our disclosures for this topic in coming years.",
86,,SOCIETY,,,
87,,EMPLOYMENT,,,
88,,GRI 401:\nEmployment 2016,"401-1 New employee hires and employee turnover\na. Total number and rate of new employee hires during the reporting period, by age group, gender and region.\nb. Total number and rate of employee turnover during the reporting period, by age group, gender and region.","a., b. See our 2023 Sustainability Index and Datasheet: tab Employees (New Starters and Attrition tables)",
89,,,"401-2 Benefits provided to full-time employees that are not provided to temporary or part-time employees\na. Benefits which are standard for full-time employees of the organization but are not provided to temporary or part-time employees, by significant locations of operation. These include, as a minimum:\ni. life insurance\nii. health care\niii. disability and invalidity coverage\niv. parental leave\nv. retirement provision\nvi. stock ownership\nvii. others\nb. The definition used for Ã¢ÂÂsignificant locations of operationÃ¢ÂÂ.","a. iv, vii. See our Australian and New Zealand Websites: How youÃ¢ÂÂll benefit from working with us; Benefits of working at Westpac\na. i., ii., iii., v., vi. As appropriate, we may consider enhancing our disclosures for this topic in coming years.\nb. Significant locations of operation includes Australia and New Zealand.\n",
90,,,"401-3 Parental leave\na. Total number of employees that were entitled to parental leave, by gender.\nb. Total number of employees that took parental leave, by gender.\nc. Total number of employees that returned to work in the reporting period after parental leave ended, by gender.\nd. Total number of employees that returned to work after parental leave ended that were still employed 12 months after their return to work, by gender.\ne. Return to work and retention rates of employees that took parental leave, by gender.",a. to e. See our 2023 Sustainability Index and Datasheet: tab Employees (Parental leave table),
91,,LABOUR/MANAGEMENT RELATIONS,,,
92,,GRI 402:\nLabour/Management Relations 2016,"402-1 Minimum notice periods regarding operational changes\na. Minimum number of weeksÃ¢ÂÂ notice typically provided to employees and their representatives prior to the implementation of significant operational changes that could substantially affect them.\nb. For organizations with collective bargaining agreements, report whether the notice period and provisions for consultation and negotiation are specified in collective agreements.","a., b. If we have decided to make a major workplace change that will have a significant effect on employees in Australia, we will consult with those employees (or their representative) as soon as practicable in accordance with our Enterprise Agreement (EA). This includes providing all relevant information about the change and discussing the effect the change is likely to have on them as well as measures to avert or mitigate the adverse effect of the change. If the change involves a reduction of 15 or more FTE positions occupied by permanent employees, our EA outlines that consultation will be for 10 calendar days. The 10 calendar day requirement does not apply to the direct reports of General Managers or above. If following consultation an employee is to be retrenched, we will provide the employee with a minimum 6 weeksÃ¢ÂÂ notice (or payment in lieu) in accordance with our EA.",
93,,OCCUPATIONAL HEALTH AND SAFETY,,,
94,,GRI 403:\nOccupational Health and Safety 2018,"403-1 Occupational health and safety management system\nFor employees and for workers who are not employees but whose work and/or workplace is controlled by the organization:\na. A statement of whether an occupational health and safety management system has been implemented, including whether: \ni. the system has been implemented because of legal requirements and, if so, a list of the requirements\nii. the system has been implemented based on recognized risk management and/or management system standards/guidelines and, if so, a list of the standards/guidelines\nb. A description of the scope of workers, activities, and workplaces covered by the occupational health and safety management system, and an explanation of whether and, if so, why any workers, activities, or workplaces are not covered.","a., b. We have adopted a systematic approach to managing the health, safety and wellbeing (HSW) all our employees globally. Our HSW management system is designed to meet our legal obligations and includes the identification and management of potential and existing HSW risks. Our HSW management system complies with: \nÃ¢ÂÂ¢ Work Health and Safety legislation in Australia and other countries we operate in; \nÃ¢ÂÂ¢ AS/NZS 4801 Occupational health and safety management systems;\nÃ¢ÂÂ¢ The National Self InsurerÃ¢ÂÂs Audit Tool, Australia (NAT);\nÃ¢ÂÂ¢ Regulator standards for work health and safety;\nÃ¢ÂÂ¢ NZÃ¢ÂÂs ACC Partnership Program.",
