Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
43,,,,Part Time,85,24,109,109,38,147,130,41,171,,,,,,,,,,,,
44,,,Non-guaranteed hours,,48,16,64,3,2,5,0,0,0,,,,,,,,,,,,
45,,1. Refer to this link in the 'Glossary' for the definition of headcount.,,,,,,,,,,,,,,,,,,,,,,,
46,,2. Refer to this link in the 'Glossary' for the definition of employment types.,,,,,,,,,,,,,,,,,,,,,,,
47,,3. FY23 includes non-guaranteed hours which was previously not reported. Prior periods have not been restated as the change is not material.,,,,,,,,,,,,,,,,,,,,,,,
49,,FULL-TIME EQIVALENT 1,2023,2022,2021,,,,,,,,,,,,,,,,,,,,
50,,Permanent,33664,33774,34975,,,,,,,,,,,,,,,,,,,,
51,,Temporary,2482,3702,5168,,,,,,,,,,,,,,,,,,,,
52,,Group,36146,37476,40143,,,,,,,,,,,,,,,,,,,,
53,,1. Refer to this link in the 'Glossary' for the definition of full-time equivalent.,,,,,,,,,,,,,,,,,,,,,,,
56,,AGE AND GENDER PROFILE1 (%),,,2023,,,2022,,,2021,,,,,,,,,,,,,,
57,,,Female,Male,TOTAL,Female,Male,TOTAL,Female,Male,TOTAL,,,,,,,,,,,,,,
58,,Under 30 years old,8,7,15,8,7.000000000000001,15,9,8,17,,,,,,,,,,,,,,
59,,30-50 years old,33,29,62,34,28.000000000000004,62,34,28.000000000000004,62,,,,,,,,,,,,,,
60,,Over 50 years old,13,10,23,13,10,23,13,9,22,,,,,,,,,,,,,,
61,,Total,54,46,100,55.00000000000001,45,100,55.00000000000001,45,100,,,,,,,,,,,,,,
62,,"1. Age and gender is based on headcount. Individuals have the opportunity to not identify their age and gender, however the percentage of these individuals is too small to register in the table.",,,,,,,,,,,,,,,,,,,,,,,
65,,CONTRACTOR PROFILE,,,,,,,,,,,,,,,,,,,,,,,
67,,HEADCOUNT,,,2023,,,,,,,,,,,,,,,,,,,,
68,,,,,Female,Male,TOTAL,,,,,,,,,,,,,,,,,,
69,,Total Contractors1,,,661,751,1412,,,,,,,,,,,,,,,,,,
70,,1. Refer to this link in the 'Glossary' for the definition of contractor.,,,,,,,,,,,,,,,,,,,,,,,
73,,BOARD PROFILE,,,,,,,,,,,,,,,,,,,,,,,
75,,BOARD COMPOSITION,2023,2022,2021,,,,,,,,,,,,,,,,,,,,
76,,Total number of board members (#),10,10,12,,,,,,,,,,,,,,,,,,,,
77,,Independent (%),90,90,91.6,,,,,,,,,,,,,,,,,,,,
78,,Independent Chair,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,
79,,Executive (%),10,10,8.3,,,,,,,,,,,,,,,,,,,,
80,,Male (%),60,60,67,,,,,,,,,,,,,,,,,,,,
81,,Female (%),40,40,33,,,,,,,,,,,,,,,,,,,,
82,,Non-binary (%),0,0,0,,,,,,,,,,,,,,,,,,,,
83,,Under 30 years old (%),0,0,0,,,,,,,,,,,,,,,,,,,,
84,,30-50 years old (%),0,0,0,,,,,,,,,,,,,,,,,,,,
85,,Above 50 years old (%),100,100,100,,,,,,,,,,,,,,,,,,,,
86,,Average Board tenure (years),3.3,3.4,2.8,,,,,,,,,,,,,,,,,,,,
89,,EMPLOYEES - NEW STARTERS AND ATTRITION,,,,,,,,,,,,,,,,,,,,,,,
91,,"NEW STARTERS1,2",2023,,2022,,2021,,,,,,,,,,,,,,,,,,
92,,,Number,Rate,Number,Rate,Number,Rate,,,,,,,,,,,,,,,,,
93,,,,(% total staff),,(% total staff),,(% total staff),,,,,,,,,,,,,,,,,
94,,Gender,,,,,,,,,,,,,,,,,,,,,,,
95,,Female,2095,5.7,2896,7.7,3598,9.1,,,,,,,,,,,,,,,,,
96,,Male,2143,5.9,2820,7.5,3764,9.5,,,,,,,,,,,,,,,,,
97,,Age,,,,,,,,,,,,,,,,,,,,,,,
98,,Under 30 years old,1365,3.7,1913,5.1,NR,NR,,,,,,,,,,,,,,,,,
99,,30-50 years old,2523,6.9,3327,8.9,NR,NR,,,,,,,,,,,,,,,,,
100,,Over 50 years old,350,1,476,1.3,NR,NR,,,,,,,,,,,,,,,,,
101,,Region,,,,,,,,,,,,,,,,,,,,,,,
102,,Australia,3353,9.2,4529,12.1,NR,NR,,,,,,,,,,,,,,,,,
103,,New Zealand,760,2.1,1025,2.7,NR,NR,,,,,,,,,,,,,,,,,
104,,Pacific,71,0.2,97,0.3,NR,NR,,,,,,,,,,,,,,,,,
105,,International offices,54,0.1,65,0.2,NR,NR,,,,,,,,,,,,,,,,,
106,,Group Total,4238,11.6,5716,15.3,7362,18.6,,,,,,,,,,,,,,,,,
107,,"1. Age and gender is based on headcount. Individuals have the opportunity to not identify their age and gender, however the percentage of these individuals is too small to register in the table.",,,,,,,,,,,,,,,,,,,,,,,
108,,2. Refer to this link in the 'Glossary' for the definition of new starter.,,,,,,,,,,,,,,,,,,,,,,,
111,,ATTRITION1,2023,,,2022,,,2021,,,,,,,,,,,,,,,,
112,,,Involuntary2,Voluntary3,TOTAL4,Involuntary2,Voluntary3,TOTAL4,Involuntary2,Voluntary3,TOTAL4,,,,,,,,,,,,,,
113,,Attrition by gender (%),,,,,,,,,,,,,,,,,,,,,,,
114,,Female,5.2,9.6,14.8,4.5,13.7,18.2,2.8,10.6,13.4,,,,,,,,,,,,,,
115,,Male,5.3,9.7,15,4.4,15.9,20.3,2.7,11.9,14.6,,,,,,,,,,,,,,
116,,Attrition by age (%),,,,,,,,,,,,,,,,,,,,,,,
117,,Under 30 years old,3.6,17.6,21.2,3.2,25.3,28.5,2.1,19.3,21.4,,,,,,,,,,,,,,
118,,30-50 years old,4.9,8.8,13.7,4.1,14,18.1,2.3,10.2,12.5,,,,,,,,,,,,,,
119,,Over 50 years old,7.3,6.8,14.1,6.3,9,15.3,4.3,7.7,12,,,,,,,,,,,,,,
120,,Attrition by region (%),,,,,,,,,,,,,,,,,,,,,,,
121,,Australia,6.1,9.8,15.9,4.9,15.1,20,2.3,11.4,13.7,,,,,,,,,,,,,,
122,,New Zealand,1.5,9.4,10.9,1.9,14,15.9,5,11.4,16.4,,,,,,,,,,,,,,
123,,Pacific,2,8.1,10.1,2.5,4.4,6.9,2.8,2.6,5.4,,,,,,,,,,,,,,
124,,International offices,4.8,6.6,11.4,5.8,14.8,20.6,5.2,11.3,16.5,,,,,,,,,,,,,,
125,,Group Total (%),5.3,9.6,14.9,4.5,14.7,19.2,2.7,11.1,13.8,,,,,,,,,,,,,,
126,,Group Total (#),2029,3706,5735,1752,5760,7512,1067,4343,5410,,,,,,,,,,,,,,
127,,"1. Age and gender is based on headcount. Individuals have the opportunity to not identify their age and gender, however the percentage of these individuals is too small to register in the table.",,,,,,,,,,,,,,,,,,,,,,,
128,,2. Refer to this link in the 'Glossary' for the definition of employee involuntary attrition.,,,,,,,,,,,,,,,,,,,,,,,
129,,3. Refer to this link in the 'Glossary' for the definition of employee voluntary attrition.,,,,,,,,,,,,,,,,,,,,,,,
130,,4. Refer to this link in the 'Glossary' for the definition of employee total attrition.,,,,,,,,,,,,,,,,,,,,,,,
133,,ORGANISATIONAL HEALTH,,,,,,,,,,,,,,,,,,,,,,,
135,,ORGANISATIONAL HEALTH,2023,2022,2021,,,,,,,,,,,,,,,,,,,,
136,,Organisational Health Index (OHI)1,75,75,74,,,,,,,,,,,,,,,,,,,,
137,,1. Refer to this link in the 'Glossary' for the definition of OHI.,,,,,,,,,,,,,,,,,,,,,,,
