Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
125,,SECTOR & SUB-SECTOR,MEASURE,,TARGET REDUCTION TO 2030 (%),UNIT,BASELINE,2022 OUTCOME,% CHANGE FROM BASELINE,NET-ZERO REFERENCE SCENARIO PATHWAYS,,,,,
126,,Oil and Gas: Upstream oil and gas1,"Reduce absolute Scope 1, 2 and 3 financed emissions (2021 baseline)",,0.23,MtCO2-e \n,9.2,7.5,0.1847826086956521,IEA NZE 2050 (2021) and CSIRO/ Climateworks Australia MSEM (2021),,,,,
127,,Coal: Thermal coal mining2,"Zero Scope 1, 2 and 3 financed emissions to companies with >5% of their revenue3 directly from thermal coal mining (2021 baseline)",,100%\n,MtCO2-e \n,2.46,1.9,0.22764227642276424,IEA NZE 2050 (2021),,,,,
128,,Power generation,Reduce Scope 1 and 2 emissions intensity4 to 0.10 tCO2-e/MWh (2021 baseline),,0.62,tCO2-e/MWh,0.26,0.23,0.11538461538461538,CSIRO/ClimateWorks Australia Hydrogen Superpower (2021),,,,,
129,,Cement: Cement production,Reduce Scope 1 and 2 emissions intensity to 0.57 tCO2-e/tonne of cement5 (2021 baseline),,0.14,tCO2-e/tonne of cement,0.66,0.66,0,SBTi Cement Target Setting Guidance Ã¢ÂÂ SDA (2022),,,,,
130,,Iron and Steel: Steel production,Reduce Scope 1 and 2 emissions intensity to 1.42 tCO2-e/tonne of steel (2021 baseline),,Not disclosed19,tCO2-e/tonne of steel,Not disclosed19,,,MPP Technology Moratorium (2022),,,,,
131,,Transport: Aviation (passenger aircraft operators6)18,Reduce Scope 1 emissions intensity to 76.4 gCO2-e/passenger km7 (2021 baseline),,0.5991605456453305,gCO2-e/passenger km,190.6,156,0.18153200419727175,IEA NZE 2050 (2021),,,,,
132,,Agriculture: Dairy (Australia)8,Reduce Scope 1 land management9 emissions intensity (2021 baseline),,0.1,tCO2-e/tonne of Fat Protein Corrected Milk (FPCM)10,1.04,,,SBTi FLAG Oceania Dairy Commodity Land Management (2022),,,,,
133,,Agriculture: Beef and Sheep (Australia)8,Reduce Scope 1 land management9 emissions intensity (2021 baseline),,0.09,tCO2-e/tonne of Fresh Weight (FW)11,21.73,,,SBTi FLAG Oceania Beef Commodity Land Management (2022),,,,,
134,,Agriculture: Dairy (New Zealand)12,Reduce Scope 1 land management9 emissions intensity (2021 baseline),,0.1,tCO2-e/tonne of Fat Protein Corrected Milk (FPCM)10,0.83,,,SBTi FLAG Oceania Dairy Commodity Land Management (2022),,,,,
135,,Agriculture: Beef and Sheep (New Zealand)12,Reduce Scope 1 land management9 emissions intensity (2021 baseline),,0.09,tCO2-e/tonne of Fresh Weight (FW)11,19.4,,,SBTi FLAG Oceania Beef Commodity Land Management (2022),,,,,
136,,Commercial Real Estate: Commercial Real Estate (offices),Reduce Scope 1 and 2 emissions intensity13 for Australian and New Zealand offices14 (2022 baseline),,0.59,kgCO2-e/m2 net lettable area15,60,,,IEA NZE 2050 (2021),,,,,
137,,Residential Real Estate: Australian Residential Mortgages16,Reduce Scope 1 and 2 emissions intensity17 (2022 baseline - year to Aug),,0.56,kgCO2-e/m2,35,,,"CRREM, Australia Multi-family homes (2023)",,,,,
138,,"1. Includes exploration, extraction and drilling companies, all activities integrated oil and gas companies (IOCs), tolling and stand-alone refineries and LNG producers. Does not include downstream retail and distribution, pipeline infrastructure, storage and transport, nor trading entities.",,,,,,,,,,,,,
139,,"2. Covers the production and sale of thermal coal, with adjacent sectors (including mining service providers) to be covered in other targets as appropriate. Transactional banking and rehabilitation bonds are excluded.",,,,,,,,,,,,,
140,,"3. Annually, we calculate the percentage of revenue coming directly from thermal coal mining by assessing customersÃ¢ÂÂ full-year audited financial reports, based on a rolling average of the prior three years of revenues.",,,,,,,,,,,,,
141,,"4. Refers to Scope 1 and 2 emissions of power generators, i.e. customers with >10% revenue coming from power generation or >5% revenues from thermal coal electricity generation. In Australia, this applies to customers under ANZSIC (1993) code 3610 with National Greenhouse and Energy Reporting Scheme designated generation facilities and have >10% revenue coming from power generation.",,,,,,,,,,,,,
142,,5. This target covers customers that produce clinker in-house. The target has been set for customersÃ¢ÂÂ Scope 1 and 2 emissions in relation to the production of cement. It covers emissions generated from calcination in clinker production as well as fuel combustion and electricity consumption associated with the cement production process.,,,,,,,,,,,,,
143,,"6. Covers customers that operate scheduled air transport for passengers, including freight operations undertaken by passenger airline operators.",,,,,,,,,,,,,
144,,7. Passenger kilometres (pkm) is a measure of activity for passenger airline operators.,,,,,,,,,,,,,
145,,"8. Applies to institutional and commercial relationship-managed agribusiness customers with total committed exposures (TCE) Ã¢ÂÂ¥ $1.5 million who are captured by dairy, beef, sheep and mixed farming ANZSICs.",,,,,,,,,,,,,
146,,"9. Land management emissions refers to operational emissions resulting from how land is managed rather than emissions resulting from land-use change. Land management emissions arise from processes such as enteric fermentation, biomass burning, fertiliser use and manure management.",,,,,,,,,,,,,
147,,"10. Fat Protein Corrected Milk is a commonly used measure of dairy farm outputs. FPCM is milk corrected for its fat and protein content to a regional standard. In SBTi FLAG (reference scenario we used for setting Agriculture targets), dairy production is expressed in tonnes of fat and protein corrected milk.",,,,,,,,,,,,,
148,,"11. In SBTi FLAG animal commodities production is expressed in tonnes of fresh weight of carcass where carcass is defined as animal meat, fresh, chilled or frozen, with bone in.",,,,,,,,,,,,,
149,,12. Applies to relationship-managed agribusiness customers with TCE equal to or greater than $NZ1.0 million who are captured by dairy and sheep and beef farming ANZSICs.,,,,,,,,,,,,,
150,,"13. Base building operational Scope 1 and 2 emissions. Target excludes all Scope 3 emissions (e.g. tenant emissions from electricity and appliance use, construction, embodied emissions and corporate activities).",,,,,,,,,,,,,
151,,"14. Our target applies to facilities that are assigned office related ANZSIC codes, and with a TCE greater than or equal to $5 million AUD for Australian facilities or $5 million NZD for New Zealand facilities. This excludes exposures associated with site finance, construction and renovation of commercial real estate assets.",,,,,,,,,,,,,
152,,"15. Floor space is defined as net-lettable area (NLA). In Australia, the standard used for determining the NLA is set out in the Property Council of Australia (PCA) March 1997 Method of Measurement. In New Zealand, this is Rentable Area as set out in The Guide for the Measurement of Rentable Areas NZ.",,,,,,,,,,,,,
153,,16. Excludes mortgages on vacant land as well as construction and renovation loans given there are no in-use operational emissions associated with these.,,,,,,,,,,,,,
154,,"17. Scope 1 and 2 emissions refer to in-use operational emissions from energy associated with the operation of the building, consisting of purchased electricity and natural gas consumption.",,,,,,,,,,,,,
155,,18. The global aviation sector was highly impacted by the effects of the COVID-19 pandemic resulting in emissions intensities higher than the IEA NZE 2050 pathway. Increases in activity as the sector recovers from the pandemic will improve operational efficiencies and result in some reduction in emissions intensity.,,,,,,,,,,,,,
156,,"19. Steel represents a very small percentage of WestpacÃ¢ÂÂs lending portfolio and a small number of customers. To protect our customers confidentiality, we have adopted a Ã¢ÂÂtraffic lightÃ¢ÂÂ system to disclose our performance against the target. Unlike other targets, we will not be disclosing our baseline or progress. Limited independent assurance has been undertaken on the baseline for Steel Production. However this has not been disclosed consistent with our decision not to detail the baseline for this sector.",,,,,,,,,,,,,
159,,NZBA TARGET COVERAGE RATIO,,,,,,,,,,,,,
160,,"Estimated scope 1, 2 and 3 financed emissions related to customers and industries that are captured in our NZBA emission reduction targets (as a % of our Group financed emissions).",,,,,,,,,,,,,
162,,RATIO OF NZBA TARGET CUSTOMER AND INDUSTRY FINANCED EMISSIONS TO GROUP FINANCED EMISSIONS,,FY22,,,,,,,,,,,
163,,Ratio to total Group scope 1 and 2 financed emissions,,up to 48%,,,,,,,,,,,
164,,"Ratio to total Group scope 1, 2 and 3 financed emissions",,up to 45%,,,,,,,,,,,
167,,ESTIMATED FINANCED EMISSIONS OF OUR LENDING (AUSTRALIA AND NEW ZEALAND),,,,,,,,,,,,,
168,,"Refer to our 2023 Climate Report (Appendix) for more information on our financed emissions analysis, including data sources, assumptions and limitations. \nSectors in our financed emissions analysis are based on ANZSIC codes.",,,,,,,,,,,,,
170,,FY23 ESTIMATED FINANCED EMISSIONS BY SECTOR,% of exposure2,Scope 1 and 2 (MtCO2-e),Scope 33 (MtCO2-e),% of Total Absolute Emissions (Scope 1 and 2),Average Data quality score4 (Scope 1 & 2),Emissions intensity5 (kgCO2-e/$),,,,,,,
171,,"Accommodation, cafes & restaurants",0.012297457257556326,0.21203969942493886,0,0.00812570274368645,4.616588244800857,0.020419830557057143,,,,,,,
172,,"Agriculture, forestry & fishing",0.028413155193497002,6.788295951383723,0,0.2601384325044312,4.206899924353571,0.2829381962149443,,,,,,,
173,,Construction,0.013768909727786497,0.3427134623026593,0,0.013133331769868898,4.420628159707852,0.029476905405236703,,,,,,,
174,,Finance & insurance,0.09935436767048486,0.2243837268416009,0,0.008598745752706648,4.612431138600599,0.0026745743125957708,,,,,,,
