Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,Unnamed: 19,SDGs,ESG,UNGC,Notes,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
89,,306.0,Waste,306-01,Waste generation and significant waste-related impacts,,,,NO DISCLOSURE,Westpac,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,306.0,Waste,306-02,Management of significant waste-related impacts,,,,NO DISCLOSURE,Westpac,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,306.0,Waste,306-03,Waste generated,,,,NO DISCLOSURE,Westpac,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,306.0,Waste,306-04,Waste diverted from disposal,,,,NO DISCLOSURE,Westpac,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,306.0,Waste,306-05,Waste directed to disposal,,,,NO DISCLOSURE,Westpac,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,307.0,Environmental Compliance,307-01,Non-compliance with environmental laws and regulations,,,,NO DISCLOSURE,Westpac,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,308.0,Supplier Environmental Assessment,308-01,New suppliers that were screened using environmental criteria,,Sustainability Risk Management Framework,,,Westpac,2023.0,"Westpac's Sustainability Risk Management Framework (SRMF) sets out its approach to managing sustainability risks relating to climate change, human rights, and the environment and supports the Board-approved RMF. Westpac uses a Board-approved Risk Taxonomy to classify and categorise its material risks and the sub-categories of those risks. Sustainability risks, including climate change, have the potential to affect the company in various ways, with the main impacts classified under the material risks of Credit Risk (as a financial risk) and Reputation and Sustainability Risk (as a non-financial risk).",,,Data sheet,,161,,"Sustainability Risk Management Framework, sustainability risk, material risk",,17,"E, S, G",,,,,,,,,,,,,,,,
96,,308.0,Supplier Environmental Assessment,308-02,Negative environmental impacts in the supply chain and actions taken,Westpac has yet to disclose this information.,,,NO DISCLOSURE,Westpac,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,,
97,,401.0,Employment,401-01,New employee hires and employee turnover,,Employee Value Proposition,,,Westpac,2023.0,"Westpac asked its people what they valued most about being a Westpac employee. Four clear themes emerged around 'care for our people', 'flexible work', 'skills and expertise', and 'advocating for positive change'. These themes will form part of Westpac's refreshed Employee Value Proposition (EVP), shaping activities focused on retaining and attracting talent over the coming year.",,,Data sheet,,30,,"Employee Value Proposition, employee, talent",,8,S,,,,,,,,,,,,,,,,
98,,401.0,Employment,401-01,New employee hires and employee turnover,,Disability Confident Recruiter,,,Westpac,2023.0,"Diverse hiring practices help Westpac address talent gaps and broaden Westpac's perspectives to enhance innovation. Westpac is the first financial institution in Australia to obtain the Disability Confident Recruiter accreditation. Westpac also improved its candidate hiring processes to provide equitable experiences for individuals living with an injury, illness or disability, including neurodiverse candidates.",,,Data sheet,,31,,"Disability Confident Recruiter, diverse hiring practice, talent gap",,"8, 10",S,,,,,,,,,,,,,,,,
