Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,Unnamed: 19,SDGs,ESG,UNGC,Notes,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
14,,2.0,General Disclosures,2-12,Role of the highest governance body in overseeing the management of impacts,"The Board provides leadership and strategic guidance for Westpac and its related corporate bodies, in addition to overseeing the sound and prudent management of the Group.",,,,Westpac,2023.0,,,,Data sheet,,49,,,,,,,,,,,,,,,,,,,,,
15,,2.0,General Disclosures,2-13,Delegation of responsibility for managing impacts,,Delegated Authority Policy Framework,,,Westpac,2023.0,"The Delegated Authority Policy Framework outlines the principles Westpac has adopted to govern decision-making within the Westpac Group, including escalation channels and reporting to the Board. The scope of, and limitations to, authority delegated by the Board to the CEO and through the CEO to other Group Executives is articulated in formal delegation instruments and covers areas such as expenditure, funding and securitisation, and lending.",,,Data sheet,,,16,"Delegated Authority Policy Framework, formal delegation, CEO",,16,G,,,,,,,,,,,,,,,,
16,,2.0,General Disclosures,2-14,Role of the highest governance body in sustainability reporting,,Corporate governance framework,,,Westpac,2023.0,"Corporate governance is the framework of systems, policies and processes by which Westpac operates and through which its people are empowered and accountable for making decisions that affect its business, operations, customers and stakeholders. The framework establishes the roles and responsibilities of Westpac's Board, management team, employees and suppliers. It also establishes the systems, policies, and processes for monitoring and evaluating Board and management performance and the practices for corporate reporting, disclosure, remuneration, risk management, and engagement of security holders.",,,Data sheet,,48,,"Corporate governance, decision, responsibility",,16,G,,,,,,,,,,,,,,,,
17,,2.0,General Disclosures,2-15,Conflict of interest,,Conflicts of interest framework,,,Westpac,2023.0,"Westpac's conflicts of interest framework is designed to identify and manage actual, potential and perceived conflicts of interest. The conflicts of interest framework includes the Group Conflicts of Interest Policy and supporting policies, standards and procedures.",,,Data sheet,,51,,"Conflicts of interest framework, conflict of interest, Conflicts of Interest Policy",,16,G,,,,,,,,,,,,,,,,
18,,2.0,General Disclosures,2-15,Conflict of interest,,Independence assessment,,,Westpac,2023.0,The Board assesses the independence of Westpac's Non-executive Directors on appointment and annually. Each Non-executive Director provides an annual attestation of their interests and independence. Directors are considered to be independent if they are independent of management and free from any business or other relationship that could materially interfere with or could reasonably be perceived to interfere with their judgment materially.,,,Data sheet,,,6,"Independence, Non-Executive Director, interest, judgment",,16,G,,,,,,,,,,,,,,,,
19,,2.0,General Disclosures,2-16,Communication of critical concerns,,Speaking Up Policy,,,Westpac,2023.0,"Westpac's Speaking Up Policy encourages employees, contractors, secondees, former employees, brokers, service providers and suppliers to raise any concerns about activities or behaviours that may be unlawful or unethical. Concerns can be raised anonymously using Westpac's reporting system' Concern Online' and the Whistleblower Hotline.",,,Data sheet,,51,,"Speaking Up Policy, concern, Concern Online",,16,G,,,,,,,,,,,,,,,,
20,,2.0,General Disclosures,2-17,Collective knowledge of the highest governance body,,Skills matrix,,,Westpac,2023.0,"Westpac's Directors have a broad range of relevant financial and other skills, knowledge and experience, which helps guide the Group. The Board uses a skills matrix to illustrate the key skills and experience it seeks to achieve in its membership collectively and the number of Directors with each skill and experience. The skills matrix also assists in identifying focus areas for the continued education and professional development of Directors.",,,Data sheet,,50,,"Skills matrix, experience, professional development",,16,G,,,,,,,,,,,,,,,,
21,,2.0,General Disclosures,2-18,Evaluation of the performance of the highest governance body,,Self-assessment,,,Westpac,2023.0,"The Board undertakes ongoing self-assessment and an annual performance review, which an independent consultant periodically conducts. The review process includes assessing the performance of the Board, the Board Committees and each Director, with outputs collected, analysed and presented to the Board.",,,Data sheet,,,8,"Self-assessment, annual performance review, independent consultant",,16,G,,,,,,,,,,,,,,,,
22,,2.0,General Disclosures,2-19,Remuneration policies,,Group remuneration policy,,,Westpac,2023.0,"The Group remuneration policy sets out the design and management of remuneration arrangements across Westpac. An established governance structure, plans and frameworks support the policy. The policy supports Westpac's compliance with legal and regulatory requirements.",,,Data sheet,,80,,"Group remuneration policy, remuneration arrangement, regulatory requirement",,16,G,,,,,,,,,,,,,,,,
23,,2.0,General Disclosures,2-20,Process to determine remuneration,The Board has overall accountability for the remuneration framework and its application.,,,,Westpac,2023.0,,,,Data sheet,,80,,,,,,,,,,,,,,,,,,,,,
24,,2.0,General Disclosures,2-21,Annual total compensation ratio,The ratio of the annual total compensation for the highest-paid individual to the median annual total compensation for all employees (excluding the highest-paid individual) is 65:1.,,,,Westpac,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,,
25,,2.0,General Disclosures,2-22,Statement on sustainable development strategy,"""In closing, I genuinely believe we have made progress as a Group, that we have seen the worst, but still require further simplification. Notwithstanding near-term uncertainties on the economic front, and increased technology rationalisation requiring investment, looking beyond that, I do believe for Westpac, the best is yet to come.""",,,,Westpac,2023.0,,,,Data sheet,,7,,,,,,,,,,,,,,,,,,,,,
26,,2.0,General Disclosures,2-23,Policy commitments,,Customer Outcome and Risk Excellence Program,,,Westpac,2023.0,"In 2020, Westpac commenced the Customer Outcome and Risk Excellence program (CORE) to address risk management deficiencies identified by Westpac's assessments and by regulators' findings. It includes the Australian Prudential Regulation Authority's (APRA's) Risk Governance Review, completed in December 2020, which resulted in a court-enforceable undertaking agreed with APRA. The Board oversees CORE, with the executive team accountable for delivery. Outcomes have been incorporated into executive remuneration decisions.",,,Data sheet,,22,,"Customer Outcome and Risk Excellence Program, Risk Management Deficiency, Risk Governance Review",,16,G,,,,,,,,,,,,,,,,
27,,2.0,General Disclosures,2-24,Embedding policy commitments,,Risk Management Framework,,,Westpac,2023.0,"Westpac's Risk Management Framework outlines its approach to managing risk across the Group, bringing together systems, structures, policies, processes and people. A strong risk culture and the Three Lines of Defence model with customers at the centre underpin the framework. These elements operate independently and interactively to provide a complete risk management approach and to deliver fair customer outcomes. Westpac regularly reviews each element to ensure the framework is operating effectively.",,,Data sheet,,40,,"Risk Management Framework, risk culture, customer outcome",,16,G,,,,,,,,,,,,,,,,
28,,2.0,General Disclosures,2-25,Processes to remediate negative impacts,,Code of Conduct,,,Westpac,2023.0,"Westpac's Code of Conduct sets out a consistent standard and establishes the expectations of its people to do what is right. The Code goes beyond an obligation to comply with laws and policies. It is a key aspect of improving conduct to ensure fair outcomes for customers, communities and each other.",,,Data sheet,,51,,"Code of Conduct, standard, law, policy",,16,G,,,,,,,,,,,,,,,,
29,,2.0,General Disclosures,2-26,Mechanisms for seeking advice and raising concern,,Whistleblower Protection Officers,,,Westpac,2023.0,Westpac's Whistleblower Protection Officers are responsible for protecting whistleblowers concerned that they may experience detrimental conduct because of speaking up. They also engage directly with whistleblowers to address risks of reprisal. Whistleblowers may also raise a concern directly with a Whistleblower Protection Officer.,,,Data sheet,,,16,"Whistleblower Protection Officers, whistleblower, detrimental conduct",,16,G,,,,,,,,,,,,,,,,
30,,2.0,General Disclosures,2-27,Compliance with laws and regulations,,Securities Trading Policy,,,Westpac,2023.0,"Westpac's Group Securities Trading Policy prohibits Directors, employees, secondees and contractors from dealing in any securities and other financial products they possess inside information. They are also prohibited from passing on inside information to others who may use it to trade in securities or from procuring others to trade.",,,Data sheet,,,16,"Securities Trading Policy, financial product, inside information",,16,G,,,,,,,,,,,,,,,,
31,,2.0,General Disclosures,2-27,Compliance with laws and regulations,,Global Sanctions Policy,,,Westpac,2023.0,Westpac continued to enforce a Global Sanctions Policy and sanctions compliance framework. They ensure that Westpac does not have banking relationships with or facilitate any transactions involving individuals and entities that are the subject of sanctions designations due to involvement in modern slavery-related activities or human rights abuses.,,,Data sheet,,,,"Global Sanctions Policy, sanctions compliance framework, sanctions designation",,16,G,,Modern Slavery Statement page 16,,,,,,,,,,,,,,
32,,2.0,General Disclosures,2-28,Membership associations,"Westpac participates in several voluntary sustainability initiatives, including the Global Reporting Initiative (GRI), the Equator Principles, the Principles for Responsible Banking, the Net Zero Banking Alliance, the United Nations Global Compact, the RE100, the Sustainability Accounting Standards Board (SASB), the Taskforce on Nature-related Financial Disclosures (TNFD) and the Australian Government Climate Active Carbon Neutral Standard for Organisations.",,,,Westpac,2023.0,,,,Data sheet,,64,,,,,,,,,,,,,,,,,,,,,
