Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,Unnamed: 19,SDGs,ESG,UNGC,Notes,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
109,,403.0,Occupational Health and Safety,403-07,Prevention and mitigation of occupational health and safety impacts directly linked by business relationships,,Supplier contracts,,,Westpac,2023.0,"Westpac's supplier contracts specify the requirement for suppliers to comply with Westpac's HSW management policies and procedures where services are provided at Westpac premises. The supplier contracts also reinforce the requirement for suppliers to comply with relevant legislation, including WHS laws, in delivering their services.",,,Data sheet,Data sheet,,,"Supplier contract, supplier, HSW management policy",,"3, 8",S,,,,,,,,,,,,,,,,
110,,403.0,Occupational Health and Safety,403-08,Workers covered by an occupational health and safety management system,,HSW assurance review,,,Westpac,2023.0,"Westpac's HSW management system covers all employees, contractors, and suppliers who attend its premises. Westpac's system is internally audited through the HSW assurance review program and externally under its self-insurance licence requirements for workers' compensation.",,,Data sheet,Data sheet,,,"HSW assurance review, HSW management system, licence requirement",,"3, 8",S,,,,,,,,,,,,,,,,
111,,403.0,Occupational Health and Safety,403-09,Work-related injuries,Westpac's TRIFR in 2023 was 1.1.,,,,Westpac,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,,
112,,403.0,Occupational Health and Safety,403-10,Work-related ill health,Westpac's LTIFR in 2023 was 0.1.,,,,Westpac,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,,
113,,404.0,Training and Education,404-01,Average hours of training per year per employee,Westpac's average training hours in 2023 were 24.1 hours per employee.,,,,Westpac,2023.0,,,,Data sheet,Data sheet,,,,,,,,,,,,,,,,,,,,,,
114,,404.0,Training and Education,404-02,Programs for upgrading employee skills and transition assistance programs,,People Leader Culture Days,,,Westpac,2023.0,"Over 4,500 leaders participated in Westpac's People Leader Culture Days, a series of CEO-led sessions to reinforce the role of leaders in driving a positive risk culture. The Board, CEO, Group Executives and Senior Leaders shared their insights and facilitated sessions.",,,Data sheet,,29,,"People Leader Culture Day, risk culture, CEO",,"4, 8",S,,,,,,,,,,,,,,,,
115,,404.0,Training and Education,404-02,Programs for upgrading employee skills and transition assistance programs,,Purpose Connection,,,Westpac,2023.0,"Westpac implemented various initiatives, including leader-led Purpose Connection sessions and a micro-behavioural nudging 'Skill Boost' campaign, focusing on constructive challenge, admitting mistakes and running effective meetings. In addition, Westpac continued to leverage its 300 culture champion volunteers as role models to drive its purpose, values and behaviours at a local level.",,,Data sheet,,29,,"Purpose Connection, Skill Boost, constructive challenge",,"4, 8",S,,,,,,,,,,,,,,,,
116,,404.0,Training and Education,404-03,Percentage of employees receiving regular performance and career development reviews,,Recognition platform,,,Westpac,2023.0,"This year, Westpac's people acknowledged over 195,000 moments where their colleagues lived their values and behaviours via its recognition platform. In May 2023, Westpac incorporated active risk management and positive risk behaviours, and since then, almost 34,000 instances of positive risk management behaviour have been recognised.",,,Data sheet,,29,,"Recognition platform, risk management, positive risk behaviour",,"4, 8",S,,,,,,,,,,,,,,,,
117,,404.0,Training and Education,404-03,Percentage of employees receiving regular performance and career development reviews,,Engineers Make Life Better,,,Westpac,2023.0,"The technological, digital and global change rate requires Westpac's people to develop new skills to meet the level of expertise its customers require. Westpac's 'Engineers Make Life Better' campaign improved talent engagement, increasing engineering application numbers by 20%.",,,Data sheet,,30,,"Engineers Make Life Better, global change rate, talent engagement",,"4, 8",S,,,,,,,,,,,,,,,,
118,,404.0,Training and Education,404-03,Percentage of employees receiving regular performance and career development reviews,,ESG training,,,Westpac,2023.0,"Westpac builds ESG capability to support customers transitioning to net zero. Over 470 employees completed online learning in FY23 on human rights, climate and ESG reporting topics. Business Lending partnered with the Australian Graduate School of Management on training to build sustainable business and finance expertise.",,,Data sheet,,30,,"ESG training, net zero, human rights",,"4, 8",S,,,,,,,,,,,,,,,,
119,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,Voice+ survey,,,Westpac,2023.0,"Westpac measures cultural change through its Voice+ survey, which includes McKinsey's global 'Organisational Health Index' (OHI). The September Voice+ survey outcomes showed progress over the year on all five key behaviours: Simple, Role Clarity, Accountability, Constructive Challenge, and Say it, do it.",,,Data sheet,,29,,"Voice+ survey, Organisational Health Index, key behaviour",,17,S,,,,,,,,,,,,,,,,
120,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,Employee Advocacy Groups,,,Westpac,2023.0,"More than 10,000 of Westpac's people are involved in Employee Advocacy Groups, and together, they work to strengthen inclusion. These groups provide a platform for targeted learning and development via mentoring programs such as 'Curious and Wise', which partners with younger and mature employees, shadowing programs to promote cultural diversity and summits for learning and connection.",,,Data sheet,,30,,"Employee Advocacy Groups, inclusion, mentoring program",,"8, 10",S,,,,,,,,,,,,,,,,
121,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,Asian Australian Leadership Project,,,Westpac,2023.0,"Cultural representation remains a focus for Westapac. Westpac provides its people with networking, career and leadership opportunities through partnerships with organisations like the Asian Australian Leadership Project. It supports the career progression of individuals with different cultural backgrounds to more senior-level roles.",,,Data sheet,,31,,"Asian Australian Leadership Project, cultural representation, cultural background",,"8, 10",S,,,,,,,,,,,,,,,,
122,,405.0,Diversity and Equal Opportunity,405-02,Ratio of basic salary and remuneration of women to men,,Remuneration gap analysis,,,Westpac,2023.0,"Westpac aims to achieve gender pay equity, affirming that equal pay must be given for equal work and experience. Westpac undertakes a remuneration gap analysis annually to identify issues and take steps to investigate and address any pay gaps. Westpac also increased transparency around pay, allowing employees to openly discuss their pay with other employees if they choose to.",,,Data sheet,,,13,"Remuneration gap analysis, gender pay equity, transparency",,"8, 10",S,,,,,,,,,,,,,,,,
123,,406.0,Non-discrimination,406-01,Incidents of discrimination and corrective actions taken,,No Bystander Policy,,,Westpac,2023.0,"Westpac has a zero-tolerance stance on workplace sexual harassment supported by its No Bystander policy, which reminds its people of the obligation to speak up and is reflected in Westpac's Code of Conduct and Sexual Harassment policy.",,,Data sheet,,30,,"No Bystander Policy, sexual harassment, Sexual Harassment Policy",,"8, 16","S, G",,,,,,,,,,,,,,,,
124,,407.0,Freedom of Association and Collective Bargaining,407-01,Operations and suppliers in which the right to freedom of association and collective bargaining may be at risk,,Responsible Sourcing Program,,,Westpac,2023.0,"Westpac's Responsible Sourcing Program uses industry and country risk profiles to determine a supplier's inherent risk profile. Westpac mapped its Tier 1 suppliers against these risk profiles to identify and assess its modern slavery risk. Westpac identified 10 high-risk categories, which accounted for $1.61 billion of spending 1, which equated to 22.69% of total spending. Categories may be higher risk due to employment of temporary visa holders, use of low-skilled, child or forced labour, or offshore manufacturing of goods.",,,Data sheet,,,,"Responsible Sourcing Program, inherent risk, supplier",,"8, 16","S, G",,Modern Slavery Statement page 14,,,,,,,,,,,,,,
125,,408.0,Child Labor,408-01,Operations and suppliers at significant risk for incidents of child labor,,Human Rights Position Statement and Action Plan,,,Westpac,2023.0,"Westpac's Human Rights Position Statement (HRPS) and Action Plan lays out its commitments and approach to human rights and its position on child safeguarding. It reiterates Westpac's support for the UN Guiding Principles on Business and Human Rights (UNGPs), which Westpac is working to incorporate as the foundation of its human rights approach. It details its areas of focus for the next three years.",,,Data sheet,,34,,"Human Rights Position Statement and Action Plan, human rights, child safeguarding",,"8, 16","S, G",,,,,,,,,,,,,,,,
126,,408.0,Child Labor,408-01,Operations and suppliers at significant risk for incidents of child labor,,Child Safeguarding Position Statement,,,Westpac,2023.0,Westpac followed its Child Safeguarding Position Statement to strengthen the child labour section of its Responsible Sourcing Assessment. Suppliers who respond in the questionnaire that they employ workers under the age of 18 are now assessed to help ensure that child safeguarding policies and procedures are in place and that processes are in place to ensure workers under the age of 18 are not involved in hazardous work.,,,Data sheet,,,,"Child Safeguarding Position Statement, Responsible Sourcing Assessment, hazardous work",,"8, 16","S, G",,Modern Slavery Statement page 15,,,,,,,,,,,,,,
127,,409.0,Forced or Compulsory Labor,409-01,Operations and suppliers ar significant risk for incidents of forced or compulsory labor,"This year, we focused on improving our risk management processes and resulting data quality, including embedding the Sustainability Risk Class and piloting ESG risk assessment tools in institutional, consumer and business credit assessment processes.",,,,Westpac,2023.0,,,,,,,,,,,,,Modern Slavery Statement page 10,,,,,,,,,,,,,,
128,,410.0,Security Practices,410-01,Security personnel trained in human rights policies or procedures,,Modern slavery risk indicator,,,Westpac,2023.0,"This year, Westpac reviewed its risk indicators against modern slavery best practice resources, including those indicators identified as part of a collaboration between the Australian Banking Association (ABA), of which Westpac is a member, and KPMG Australia: Typologies and Indicators of Modern Slavery. It resulted in Westpac adding 57 new indicators to its Modern Slavery Risk Indicator Library, which relate to identifying either victims or perpetrators (those that exploit victims) of modern slavery and are mapped to the different types of modern slavery (i.e. forced labour, human trafficking, debt bondage). The aim is that these indicators will be incorporated into relevant operational processes and be updated as new information arises over time.",,,Data sheet,,,,"Modern Slavery Risk Indicator, Australian Banking Association, victim identification",,"8, 16","S, G",,Modern Slavery Statement page 12,,,,,,,,,,,,,,
129,,411.0,Rights of Indigenous Peoples,411-01,Incidents of violations involving rights of indigenous peoples,,,,NO DISCLOSURE,Westpac,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,412.0,Human Rights Assessment,412-01,Operations that have been subject to human rights reviews or impacts assessments,,Digital supplier risk assessment platform,,,Westpac,2023.0,"In FY22, Westpac began using its digital supplier risk assessment platform to ask suppliers in higher risk categories for modern slavery which country products and services will be manufactured in or delivered from. Westpac will use this data to gain greater insight into location-specific modern slavery risks in its supply chain.",,,Data sheet,,,,"Digital supplier risk assessment platform, supplier, modern slavery",,"8, 16","S, G",,Modern Slavery Statement page 9,,,,,,,,,,,,,,
131,,412.0,Human Rights Assessment,412-02,Employee training on human rights policies or procedures,,Customer Advice,,,Westpac,2023.0,"Westpac's Customer Advocate provides advice and guidance to its complaints team regarding complaints raised by customers concerning personal banking and small business matters. In addition, the Customer Advocate recommends changes to bank policies, procedures and processes arising from customer complaints and, in particular, focuses on how Westpac can support its vulnerable customers.",,,Data sheet,,,17,"Customer Advice, complaint, customer",,"8, 17",S,,,,,,,,,,,,,,,,
