Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
93,,306.0,Waste,306-02,Management of significant waste-related impacts,,,,NO DISCLOSURE,Pro Medicus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,306.0,Waste,306-03,Waste generated,,,,NO DISCLOSURE,Pro Medicus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,306.0,Waste,306-04,Waste diverted from disposal,,,,NO DISCLOSURE,Pro Medicus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,306.0,Waste,306-05,Waste directed to disposal,,,,NO DISCLOSURE,Pro Medicus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,307.0,Environmental Compliance,307-01,Non-compliance with environmental laws and regulations,The Group has no significant identified risks about environmental regulations currently in force. There have been no known breaches of any rules by the Group.,,,,Pro Medicus,2023.0,,,,,,17,,,,,,,,,,,,,,,,,,,,,
98,,308.0,Supplier Environmental Assessment,308-01,New suppliers that were screened using environmental criteria,"We trade only with recognised, reputable and credit-worthy third parties and have long-standing relationships with our suppliers that last several years or more. We currently do not have any joint venture arrangements and have minimal change in our supplier list from year to year, domestically and in our overseas subsidiaries.",,,,Pro Medicus,2023.0,,,,,,,3,,,,,,,,,,,,,,,,,,,,
99,,308.0,Supplier Environmental Assessment,308-02,Negative environmental impacts in the supply chain and actions taken,,,,NO DISCLOSURE,Pro Medicus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,401.0,Employment,401-01,New employee hires and employee turnover,,Employment Engagement Survey,,,Pro Medicus,2023.0,"Our people are our most important asset, and the engagement survey lets us hear from them and identify areas to improve in future.",,,,,"21, 22",,"Engagement Survey, Employee Feedback, People",8.0,S,8.0,,,,,,,,,,,,,,,,
101,,401.0,Employment,401-01,New employee hires and employee turnover,,Workforce Future Proofing,,,Pro Medicus,2023.0,Our succession planning framework helps us identify and develop talent who can move into leadership roles when they become vacant. It will ensure the Company maintains its productivity and thrives as leadership changes.\t,,,,,21,,"Succession Planning, Talent Development, Employees",8.0,S,8.0,,,,,,,,,,,,,,,,
102,,401.0,Employment,401-01,New employee hires and employee turnover,,Employee loyalty and retention,,,Pro Medicus,2023.0,"Employees who feel valued and supported are likelier to remain loyal to the Company. Reducing turnover saves recruitment and training costs and fosters continuity, stability, and institutional knowledge, contributing to sustainability.",,,,,21,,"Employee Retention, Turnover Reduction, Loyalty",8.0,S,8.0,,,,,,,,,,,,,,,,
103,,401.0,Employment,401-02,Benefits provided to full-time employees that are not provided to temporary or part-time employees,,,,NO DISCLOSURE,Pro Medicus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,401.0,Employment,401-03,Parental leave,"Annual leave, sick leave, and Long service leave",,,,Pro Medicus,2023.0,,,,,,62,,,,,,,,,,,,,,,,,,,,,
105,,402.0,Labor/Management Relations,402-01,Minimum notice periods regarding operational changes,The Group may terminate the Executive's employment agreement by providing three months' written notice or payment instead of the notice period (based on the fixed component of the Executive's remuneration). The Group may terminate the contract without notice if serious misconduct has occurred.,,,,Pro Medicus,2023.0,,,,,,35,,,,,,,,,,,,,,,,,,,,,
106,,403.0,Occupational Health and Safety,403-01,Occupation health and safety management system,,,,NO DISCLOSURE,Pro Medicus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,403.0,Occupational Health and Safety,403-02,"Hazard identification, risk assessment, and incident investigation",The Committee's primary risk management responsibility is to monitor and review the Company's risk management framework at least annually to assess whether it is sound and is operating by the nature and extent of the acceptable levels of risk determined by the Board and report to the Board on the results of those assessments.,,,,Pro Medicus,2023.0,,,,,,,4,,,,,Audit and Risk Charter,,,,,,,,,,,,,,,
108,,403.0,Occupational Health and Safety,403-03,Occupational health services,,,,NO DISCLOSURE,Pro Medicus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,403.0,Occupational Health and Safety,403-04,"Worker participation, consultation, and communication on occupational health and safety",,,,NO DISCLOSURE,Pro Medicus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,403.0,Occupational Health and Safety,403-05,Worker training on occupational health and safety,,,,NO DISCLOSURE,Pro Medicus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
