Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
10,,2.0,General Disclosures,2-10,Nomination and selection of the highest governance body,"When considering the appointment of directors to the Board, a formal process is undertaken to identify various candidates, with interviews held and appropriate background checks carried out. In addition, the Board considers and formally resolves to support the election or re-election of directors to shareholders at general meetings/annual general meetings. Before director candidates are selected, the Board considers the current collective skills and competencies. It assesses its needs at that time and into the future and develops selection criteria for the candidates.",,,,Pro Medicus,2023.0,,,,,,,7,,,,,,,,,,,,,,,,,,,,
11,,2.0,General Disclosures,2-11,Chair of the highest governance body,"Peter Kempen joined Pro Medicus Limited as a Director on 12 March 2008. He is Chairman of Australasian Leukemia and Lymphoma Group. He is also a Trustee of the Barr Family Foundation and a member of the Board of St Hilda's College Ltd, University of Melbourne member. Peter became Chairman in August 2010 before serving as the Company's Non-Executive Director.",,,,Pro Medicus,2023.0,,,,,,24,6,,,,,,,,,,,,,,,,,,,,
12,,2.0,General Disclosures,2-12,Role of the highest governance body in overseeing the management of impacts,"The Board is responsible for the overall operation and stewardship of the Company and, in particular, for the long-term growth and profitability of the Company's strategies, values, policies and financial objectives, including the responsibilities set out below. The Board is also responsible for overseeing management in implementing the Company's policies, strategies and economic goals and instilling the Company's values.",,,,Pro Medicus,2023.0,,,,,,,1,,,,,Board Charter,,,,,,,,,,,,,,,
13,,2.0,General Disclosures,2-13,Delegation of responsibility for managing impacts,"Each of these committees operates by specific charters approved by our Board, which sets out its composition, functions and responsibilities. In addition, our Board may establish ad-hoc committees or delegate authority to existing committees to oversee specific activities.",,,,Pro Medicus,2023.0,,,,,,,11,,,,,,,,,,,,,,,,,,,,
14,,2.0,General Disclosures,2-14,Role of the highest governance body in sustainability reporting,"Identifying the principal risks of the Company's business and reviewing the Company's risk management framework at least annually to ensure that the Company has in place an appropriate risk management framework, which may include economic, environmental and social sustainability risks, operational, financial, non-financial and strategic risks, and contemporary and emerging risks such as conduct risk, digital disruption, cyber-security, privacy and data breaches, sustainability and climate change.",,,,Pro Medicus,2023.0,,,,,,,1,,,,,Board Charter,,,,,,,,,,,,,,,
15,,2.0,General Disclosures,2-15,Conflict of interest,"Our non-executive directors are appointed under formal letters of appointment, which, among other things, set out the key terms and conditions of the appointment, the Board's expectations about the performance of the director, procedures for dealing with a director's potential conflict of interest and the disclosure obligations of the director, together with the details of the director's remuneration. All senior executives are direct reports to the CEO and have detailed service contracts in place, with performance criteria requirements for short- and long-term incentives outlined in incentive offer documents provided to them annually.",,,,Pro Medicus,2023.0,,,,,,,13,,,,,,,,,,,,,,,,,,,,
16,,2.0,General Disclosures,2-16,Communication of critical concerns,,Disclosure and Communication Policy,,,Pro Medicus,2023.0,"We have adopted a Disclosure and Communication Policy, the objectives of which are to ensure that the Company can meet its continuous disclosure obligations under the ASX Listing Rules and the Corporations Act and establish internal procedures so that all Group Personnel understand their obligations to ensure confidential information is protected and disclosure of price sensitive information to the Disclosure Officer.",,,,,,19,"Disclosure, Communication, Policy",16.0,G,13.0,,,,,,,,,,,,,,,,
17,,2.0,General Disclosures,2-16,Communication of critical concerns,,Shareholder communications policy,,,Pro Medicus,2023.0,"We are committed to maintaining direct, open, timely and effective two-way communications with all shareholders. Our policy is that shareholders are informed of all material developments that impact the Company.",,,,,,19,"Shareholders, Communication, Commitment",16.0,G,13.0,,,,,,,,,,,,,,,,
18,,2.0,General Disclosures,2-17,Collective knowledge of the highest governance body,"In establishing the Board Skills Matrix, the Board identified that, collectively, the Board does have the necessary mix of skills and experience appropriate to the current size and complexity of the Company's business. However, several emerging areas were identified where there are skills gaps, and the Board is supplementing their collective skillset with external advisors who are experts in these areas.",,,,Pro Medicus,2023.0,,,,,,,7,,,,,,,,,,,,,,,,,,,,
19,,2.0,General Disclosures,2-18,Evaluation of the performance of the highest governance body,"In FY23, we implemented a framework for a more structured annual assessment of the performance of the CEO and all senior executives. The evaluation is linked to individual goals and our corporate values. Under the framework, the Board assesses the CEO's performance and behaviour. In contrast, the CEO assesses the performance and behaviour of each of his direct reports and makes recommendations to the Board on their performance and remuneration.",,,,Pro Medicus,2023.0,,,,,,,13,,,,,,,,,,,,,,,,,,,,
20,,2.0,General Disclosures,2-19,Remuneration policies,,Total fixed remuneration approach,,,Pro Medicus,2023.0,Base salary and retirement benefits (superannuation or country equivalent). May include fringe benefits or other payment methods provided that it is appropriate and reasonable for the Group.,,,,,32,,"Salary, Retirement Benefits, Fringe",8.0,S,8.0,,,,,,,,,,,,,,,,
21,,2.0,General Disclosures,2-19,Remuneration policies,,Short-term incentive (STI),,,Pro Medicus,2023.0,"An at-risk component is set as a percentage of the base salary for senior executives. Performance is measured over the 12 months, and awards are made annually in cash.",,,,,32,,"At-risk Component, Senior Executives, Performance",8.0,S,8.0,,,,,,,,,,,,,,,,
22,,2.0,General Disclosures,2-19,Remuneration policies,,Long-term incentive (LTI),,,Pro Medicus,2023.0,"This explains performance rights with a nil exercise price, issued annually based on a three-year performance period and a further 12-month vesting period.\t",,,,,32,,"Performance Rights, Exercise Price, Incentive",8.0,S,8.0,The Company will continue to direct resources into the development of new products and is committed to the continued development of its Visage RIS and Visage 7 product sets. It is anticipated that this strategy of ongoing development will continue to position Pro Medicus as a market leader and enable the Group to further leverage its expanded product portfolio and geographical spread.,,,,,,,,,,,,,,,
23,,2.0,General Disclosures,2-20,Process to determine remuneration,"The People and Culture Committee of the Board provides advice, assistance and recommendations to the Board about remuneration arrangements for Directors and Executives, as well as to advise and support the Board's oversight of critical people practices, such as succession planning and talent management, to help achieve the Company's long-term business objectives.",,,,Pro Medicus,2023.0,,,,,,31,,,,,,,,,,,,,,,,,,,,,
24,,2.0,General Disclosures,2-21,Annual total compensation ratio,,,,NO DISCLOSURE,Pro Medicus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,2.0,General Disclosures,2-22,Statement on sustainable development strategy,"Sustainable and responsible business practices are essential to creating value for our employees, residents, suppliers, shareholders, and the community and environment. Updates on our commitments, activities, and progress about ESG matters will be disclosed in our Annual Report on an ongoing basis. In 2023, we continued to focus on ESG-related matters; this included preparatory work for reporting on our Modern Slavery obligations.",,,,Pro Medicus,2023.0,,,,,,,18,,,,,,,,,,,,,,,,,,,,
26,,2.0,General Disclosures,2-23,Policy commitments,"We are committed to providing well-supported, stable products and services to our customers, enabling them to improve workflow and diagnoses and ultimately providing more efficient patient care.",,,,Pro Medicus,2023.0,,,,,,1,,,,,,,,,,,,,,,,,,,,,
27,,2.0,General Disclosures,2-23,Policy commitments,"We are committed to continuous improvement of our systems, products and services.",,,,Pro Medicus,2023.0,,,,,,1,,,,,,,,,,,,,,,,,,,,,
28,,2.0,General Disclosures,2-23,Policy commitments,We are committed to reducing our carbon emissions. Becoming carbon neutral involves reducing your carbon footprint and offsetting the remaining emissions to achieve a net-zero carbon balance.,,,,Pro Medicus,2023.0,,,,,,21,,,,,,,,,,,,,,,,,,,,,
29,,2.0,General Disclosures,2-24,Embedding policy commitments,The Company is committed to creating and ensuring a work environment in which everyone is treated fairly and with respect and where everyone feels responsible for the reputation and performance of the Company. The Company's Board of Directors and Management believe that Pro Medicus' commitment to this policy embeds the importance and value of diversity within the Company's culture and contributes to the achievement of corporate objectives.,,,,Pro Medicus,2023.0,,,,,,21,,,,,,,,,,,,,,,,,,,,,
30,,2.0,General Disclosures,2-24,Embedding policy commitments,The Company will continue to direct resources into developing new products and is committed to the continued growth of its Visage RIS and Visage 7 product sets. It is anticipated that this ongoing development strategy will continue to position Pro Medicus as a market leader and enable the Group to leverage its expanded product portfolio and geographical spread further.,,,,Pro Medicus,2023.0,,,,,,28,,,,,,,,,,,,,,,,,,,,,
31,,2.0,General Disclosures,2-24,Embedding policy commitments,The Group remains committed to providing staff with access to appropriate training and development programs and the resources to complete their duties.,,,,Pro Medicus,2023.0,,,,,,28,,,,,,,,,,,,,,,,,,,,,
32,,2.0,General Disclosures,2-25,Processes to remediate negative impacts,"Our Group Code of Conduct (the Code) is designed to promote and set the standard of behaviour expected of the Board and our employees. The Code provides general guidance on the standards of work performance, ethical standards and behaviour required in line with our culture and values. The purpose of the Code is to set out the values, commitments, moral standards and policies of the Company and outline the standards of conduct expected of our business and people, taking into account the Company's legal and other obligations to its stakeholders.",,,,Pro Medicus,2023.0,,,,,,,17,,,,,,,,,,,,,,,,,,,,
33,,2.0,General Disclosures,2-26,Mechanisms for seeking advice and raising concern,,Whistleblower Protection Policy,,,Pro Medicus,2023.0,"We have adopted a Whistleblower Protection Policy, the purpose of which is to allow people who are concerned about any improper conduct to feel comfortable reporting that conduct. It enables reporting dishonest, fraudulent, illegal, or otherwise inappropriate behaviour by employees, contractors, partners, former employees, and other relevant stakeholders.",,,,,,18,"Whistleblower, Protection, Policy",16.0,S,16.0,,,,,,,,,,,,,,,,
34,,2.0,General Disclosures,2-27,Compliance with laws and regulations,Our governance policies and practices have been measured against the 4th edition of the ASX Corporate Governance Council's Corporate Governance Principles and Recommendations (ASX Governance Principles).,,,,Pro Medicus,2023.0,,,,,,39,,,,,,,,,,,,,,,,,,,,,
35,,2.0,General Disclosures,2-28,Membership associations,,,,NO DISCLOSURE,Pro Medicus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,,2.0,General Disclosures,2-29,Approach to stakeholder engagement,"The Board will continue to engage with critical stakeholders, consult with them on matters that interest and impact them, and add to our Annual Report when necessary. We will also continue capturing their views during our regular business engagements.",,,,Pro Medicus,2023.0,,,,,,1,,,,,,,,,,,,,,,,,,,,,
