Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
121,,405.0,Diversity and Equal Opportunity,405-02,Ratio of basic salary and remuneration of women to men,,,,NO DISCLOSURE,Pro Medicus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,406.0,Non-discrimination,406-01,Incidents of discrimination and corrective actions taken,,,,NO DISCLOSURE,Pro Medicus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,407.0,Freedom of Association and Collective Bargaining,407-01,Operations and suppliers in which the right to freedom of association and collective bargaining may be at risk,,Due diligence,,,Pro Medicus,2023.0,"In preparing our first Statement, we mapped our supply chain. We engaged a representative sample of suppliers across industries, products, services, and geographies Ã¢ÂÂ focusing on those at a higher risk of modern slavery Ã¢ÂÂ to conduct due diligence. It involved requesting information from the supplier via a questionnaire on their human rights practices and supply chain.\t",,,,,,4,"Supply Chain, Due Diligence, Human Rights",8.0,S,8.0,Modern slavery statement,,,,,,,,,,,,,,,
124,,408.0,Child Labor,408-01,Operations and suppliers at significant risk for incidents of child labor,,,,NO DISCLOSURE,Pro Medicus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,409.0,Forced or Compulsory Labor,409-01,Operations and suppliers ar significant risk for incidents of forced or compulsory labor,,,,NO DISCLOSURE,Pro Medicus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,410.0,Security Practices,410-01,Security personnel trained in human rights policies or procedures,,,,NO DISCLOSURE,Pro Medicus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,411.0,Rights of Indigenous Peoples,411-01,Incidents of violations involving rights of indigenous peoples,,,,NO DISCLOSURE,Pro Medicus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,412.0,Human Rights Assessment,412-01,Operations that have been subject to human rights reviews or impacts assessments,,,,NO DISCLOSURE,Pro Medicus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,412.0,Human Rights Assessment,412-02,Employee training on human rights policies or procedures,Level of understanding amongst staff: we will track training completion rates and awareness of modern slavery risk among staff,,,,Pro Medicus,2023.0,,,,,,,5,,,,,Modern slavery statement,,,,,,,,,,,,,,,
130,,412.0,Human Rights Assessment,412-03,Significant investment agreements and contracts that include human rights clauses or that underwent human rights screening,,,,NO DISCLOSURE,Pro Medicus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,,,NO DISCLOSURE,Pro Medicus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,413.0,Local Communities,413-02,Operations with significant actual and potential negative impacts on local communities,,,,NO DISCLOSURE,Pro Medicus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,414.0,Supplier Social Assessment,414-01,New suppliers that were screened using social criteria,"We trade only with recognised, reputable and credit-worthy third parties and have long-standing relationships with our suppliers that last several years or more. We currently do not have any joint venture arrangements and have minimal change in our supplier list from year to year, domestically and in our overseas subsidiaries.",,,,Pro Medicus,2023.0,,,,,,,3,,,,,Modern slavery statement,,,,,,,,,,,,,,,
134,,414.0,Supplier Social Assessment,414-02,Negative social impacts in the supply chain and actions taken,"Overall, however, the risk that Pro Medicus or our supply chain would cause, contribute to or be directly linked to modern slavery is considered low.",,,,Pro Medicus,2023.0,,,,,,,4,,,,,,,,,,,,,,,,,,,,
135,,415.0,Public Policy,415-01,Political contributions,,,,NO DISCLOSURE,Pro Medicus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,416.0,Customer Health and Safety,416-01,Assessment of the health and safety impacts of product and service categories,,Patient Safety,,,Pro Medicus,2023.0,"AI algorithms should undergo rigorous testing and validation to ensure their accuracy and reliability in medical diagnosis, treatment planning, and decision-making. They should be designed to minimise the risk of errors or adverse outcomes.",,,,,23,,"AI Algorithms, Testing, Validation",3.0,E,3.0,,,,,,,,,,,,,,,,
137,,416.0,Customer Health and Safety,416-01,Assessment of the health and safety impacts of product and service categories,,Subjectivity Mitigation,,,Pro Medicus,2023.0,"Developers should strive to minimise biases in AI algorithms, ensuring they do not disproportionately favour or discriminate against any specific group of patients. Regular monitoring and auditing of AI systems can help identify and address potential biases.",,,,,23,,"Bias Minimisation, AI Algorithms, Audit",3.0,E,3.0,,,,,,,,,,,,,,,,
138,,416.0,Customer Health and Safety,416-01,Assessment of the health and safety impacts of product and service categories,,Regulatory Compliance,,,Pro Medicus,2023.0,"Medical software incorporating AI should adhere to relevant regulatory guidelines and standards. Compliance with regulatory frameworks, such as FDA (US Food and Drug Administration) regulations, is essential to ensure the safety and effectiveness of AI-powered medical software.",,,,,23,,"Regulatory Compliance, Medical Software, FDA",3.0,E,3.0,,,,,,,,,,,,,,,,
139,,416.0,Customer Health and Safety,416-02,Incidents of non-compliance concerning the health and safety impacts of products and services,,,,NO DISCLOSURE,Pro Medicus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,417.0,Marketing and Labeling,417-01,Requirements for product and service information and labeling,"Promoting responsible AI in medical software requires collaboration among software developers, healthcare providers, regulatory bodies, and other stakeholders. Pro Medicus must strike a balance between harnessing the potential of AI in improving healthcare outcomes while upholding ethical standards and patient safety.",,,,Pro Medicus,2023.0,,,,,,23,,,,,,,,,,,,,,,,,,,,,
141,,417.0,Marketing and Labeling,417-02,Incidents of non-compliance concerning product and service information and labeling,,,,NO DISCLOSURE,Pro Medicus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,417.0,Marketing and Labeling,417-03,Incidents of non-compliance concerning marketing communications,,,,NO DISCLOSURE,Pro Medicus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,Data Privacy and Security Approach,,,Pro Medicus,2023.0,"Medical software should adhere to strict data protection standards, ensuring patient data is collected, stored, and processed securely. Compliance with privacy regulations, such as HIPAA (Health Insurance Portability and Accountability Act), is crucial.",,,,,"17, 23",,"Data Protection, Privacy Regulations, Compliance",3.0,E,3.0,,,,,,,,,,,,,,,,
144,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,Privacy Statement,,,Pro Medicus,2023.0,"We have published a Privacy Statement, which ensures compliance with privacy laws where the Company operates. We have implemented various systems and processes internally to manage privacy, ensure compliance, and mitigate risks.",,,,,17,18,"Privacy Statement, Compliance, Risk Mitigation",3.0,E,3.0,,,,,,,,,,,,,,,,
145,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,"The risk of transgressing others' IP and the risk of IP being lost due to theft, copying by third parties or a rogue employee has been managed and mitigated through insurance, agreements, the ownership of critical patents and active surveillance. Should the likelihood of an inadvertent IP transgression arise, the Company can change and update product software to avoid any continuing patent breaches.",,,,Pro Medicus,2023.0,,,,,,17,,,,,,,,,,,,,,,,,,,,,
146,,419.0,Socioeconomic Compliance,419-01,Non-compliance with laws and regulations in the social and economical area,,,,NO DISCLOSURE,Pro Medicus,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,,Total disclosure,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
