Home,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48
,GHG emissions - scope 1 & 2,tCO2e / FTE,q,-0.01965484155966594,1.7482372616384207,1.7832874948041295,2.0779872006217923,2.6650569611048933,3.3647108147154983,p,0.3577003914576749,0.49566066426570615,0.3650736697023026,0.44992019381177584,0.518677092065184,0.633009071333557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ELECTRICITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Emissions – Scope 2,tCO2e,q,-0.12428571428571437,9244.039999999999,10556,12013,14025,17397,p,0.3962657060518731,484.50419999999997,347,445,537,702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Emissions – Scope 3 (Transmission & Distribution losses),tCO2e,q,-0.23126150144369567,798.7193000000002,1039,1340,1450,1805,p,0.48256000000000016,44.476800000000004,30,36,41,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Electricity usage,MWh,q,-0.02344260669222524,11717.71216229999,11999,13377,15380,18297,p,0.19191650655834558,4034.6373747,3385,4477,5501,6081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Electricity usage / FTE (Key Performance Indicator),kWh / FTE,p,0.01473040262214497,1.5018009958807745,1.48,1.67,1.99,2.53,p,0.14992930924506526,1.1039321368752626,0.96,1.3,1.74,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Onsite energy generation (solar),MWh,p,0.09037524150437974,91.99168800000001,84.367,64.18310000000001,N/R,N/R,p,4.528927187993169,119.46740000000001,21.6077,N/R,N/R,N/R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,BUSINESS TRAVEL - FLEET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Emissions – Scope 1,tCO2e,p,0.09868136338647626,3997.0028000000007,3638,4310,5467,6837,p,0.09031772486772492,824.2802,756,983,1030,1236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Emissions – Scope 3 (Transmission & Distribution losses),tCO2e,p,4.26580744680851,989.9717999999998,188,223,284,357,p,4.24165,209.666,40,52,55,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fuel usage,Kilolitres,p,0.09592898788310758,1537.58837,1403,1678,2165,2785,p,0.08999844036697244,356.42949,327,425,445,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fleet Vehicles,Total No.,q,-0.08736059479553904,982,1076,1086,1205,1309,p,0.039525691699604744,263,253,277,324,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fuel usage / vehicle (Key Performance Indicator),kL / vehicle,p,0.20444020836597207,1.5657722708757638,1.3,1.55,1.8,2.13,p,0.0505776814926164,1.3552452091254752,1.29,1.53,1.37,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ENVIRONMENTAL KEY PERFORMANCE INDICATORS (KPI)3 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Purchased goods and services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Print paper,tonnes,p,0.046521653153153354,696.9834210000001,666,733,312,556,q,-0.2698252631578947,55.493280000000006,76,69,100,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Office Paper,tonnes,q,-0.08876521739130462,14.670879999999997,16.1,23,51,81,q,-0.8586281666666666,1.696462,12,3,13,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Office Paper KPI,kg / FTE,q,-0.05246460679962828,1.8950707864007434,2,2.9,6.6,11.1,q,-0.863477859721063,0.46417527694838606,3.4,1,4.2,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Fuel and energy-related activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Natural Gas (AU) / Stationary LPG (NZ),GJ,q,-0.021359528023598733,1658.7956000000001,1695,1105,1598,1550,,1.8160919551934824,8296.2069,2946,895,N/R,N/R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Building refrigerants,kg,q,-0.006451936656319508,1385.9300000000003,1394.93,1531.01,1123.45,1314.59,,,N/R,N/R,N/R,N/R,N/R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Building refrigerants KPI,kg / FTE,p,0.053080682515850165,0.17902371602769454,0.17,0.19,0.15,0.19,,,N/R,N/R,N/R,N/R,N/R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Waste generated in operations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,General Waste ,tonnes,p,0.09741683168316777,221.6781999999999,202,201,421,547,p,2.0212920000000008,226.59690000000006,75,71,76,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,General Waste KPI,kg / FTE,p,0.14101985479199966,28.41139438432079,24.9,25.2,54.4,75.5,p,1.8971972206088283,62.00002052102892,21.4,20.5,24.2,39.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Recycled Waste,Tonnes,p,0.0668228215767624,257.10429999999974,241,221 ,398 ,611 ,p,1.7024421052631589,102.69280000000003,38,85 ,122 ,142 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Recycled Waste KPI ,kg / FTE,p,0.11820688716937423,33.210744548930414,29.7,27.6 ,51.5 ,84.3 ,p,1.6016813816378086,28.098158921688334,10.8,24.8 ,38.6 ,48.2 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Business travel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Air travel,KM (000s),p,3.5458684989429172,10750.979,2365,287,16640,35122,p,1.2039241418619377,3479.9962199999995,1579,742,8772,10888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Air travel KPI,KM / FTE,p,3.7722621960811877,1388.7282990596257,291,36,2153,4849,p,1.1159437951818896,952.1747078318504,450,216,2782,3687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taxi Travel,KM (000s) |  $NZD,p,0.9892941176470589,169.09,85,87,299,610,p,0.8117406810035845,101.09513000000001,55.8,N/R,N/R,N/R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Taxi Travel KPI,KM / FTE,p,1.080165537332014,21.84173814198615,10.5,11,39,84,,,N/R,N/R,N/R,N/R,N/R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rental Car,KM (000s),q,-0.06782191780821908,68.049,73,36,212,253,,,N/R,N/R,N/R,N/R,N/R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Rental Car KPI,KM / FTE,q,-0.02005589838822518,8.721502504344796,8.9,5,27,35,,,N/R,N/R,N/R,N/R,N/R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Other environmental performance indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Working from home4,tCO2e,q,-0.22178103290831813,2563.4532776,3294,N/R,N/R,N/R,q,-0.526357051342812,299.8159865,633,N/R,N/R,N/R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Working from home KPI,tCO2e / FTE,q,-0.19237301496886006,0.33112706386276736,0.41,N/R,N/R,N/R,q,-0.5579523544343065,0.07956857620182484,0.18,N/R,N/R,N/R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Water ,kL,q,-0.15203876121076243,12102.102799999999,14272,"12,133 ","27,108 ","44,550 ",,,N/R,N/R,N/R,N/R,N/R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Water KPI,kL / FTE,q,-0.1117863525980068,1.563256019427508,1.76,1.52 ,3.51 ,6.15 ,,,N/R,N/R,N/R,N/R,N/R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Footnotes to data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"1. We use a location-based approach to measure our scope 2 emissions, which reflects the average emissions intensity of the grids on which our energy consumption occurs.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"2. IAG includes the following scope 3 emission sources within the boundary of reporting: business travel, waste to landfill, paper, staff working from home, and  transmission & distribution (T&D) losses (which includes T&D losses from electricity, natural gas, stationary LPG, and company vehicle fuel sources).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,"3. Taxi travel, rental car, water, recycled waste, general waste, refrigerants, print paper, office paper, and transmission & distribution losses are not in scope for third party limited assurance. For a complete list of assured metrics, please refer to the FY23 Assurance Statement at www.iag.com.au.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4. Working from home (WFH) emissions added to the scope of our measured scope 3 emissions in FY22.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
