Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83
52,Nat Gas / Stationary LPG (T&D Losses),-0.006425470332851004,6.8656,6.91,,,Nat Gas / Stationary LPG (T&D Losses),14.234863636363633,167.58349999999996,11,,,,,,,,,,,,,,,,,,,,,,,,,,Q4,3263,,,3263,428754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NZ Women in the workforce,57.6,58.4,59.71,61.68,62.09,
53,Working from Home,-0.2216885251675366,2563.4529,3293.608,,,Working from Home,-0.52601708018073,299.816,632.546,,,Row Labels,Sum of Actual Data,,Row Labels,Sum of Actual Data,,,,,,,,,,,,,,,,,,FY22,Q1,3213,,FY22,3213,259311.46999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NZ Women in senior management positions,35,40.82,42.86,47.46,48.48,
54,Air Travel,3.550426527777778,3276.3071,720,,,Air Travel,1.186721028037383,935.9165999999999,428,,,Absenteeism [%],4.93,,Absenteeism [%],5.35,,,,,,,,,,,,,,,,,,,Q2,3156,,,3156,370562.93000000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Company Vehicles fuel (T&D Losses),4.26580744680851,989.9717999999998,188,,,Company Vehicles fuel (T&D Losses),4.24165,209.666,40,,,Grand Total,4.93,,Grand Total,5.35,,,,,,,,,,,,,,,,,,,Q3,3125,,,3125,371911.67999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,- Tool of Trade,4.262248226950353,741.9769999999999,141,,,- Tool of Trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q4,3174,,,3174,401605.96,,,,,,,,,,,,,,,,,Row Labels,FY19,FY20,FY21,FY22,FY23,,,,,,,,,,,,,,,AU Women in the workforce,57.75,58.22,58.71,59.46,59.58,
57,- Salary Package vehicles,4.276485106382979,247.9948,47,,,- Salary Package vehicles,,,,,,,,,,,,,,,,,,,,,,,,,,,,FY23,Q1,3144,,FY23,3144,410849.38000000006,,,,,,,,,,,,,,,,,Community Investment [$] total AUS,,,,,9260879.2002,,,,,,,,,,,,,,,AU Women in senior management positions,36.27,40.85,43.14,42.96,44.04,
58,Office Paper,2.3143,3.3143,1,,,Office Paper,3.5942307692307693,1.1945000000000001,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,Q2,3016,,,3016,378722.02,,,,,,,,,,,,,,,,,Community Investment [$] total NZ in $AUD,,,,,729372.0179072082,,,,,,,,,,,,,,,,,,,,,
59,Print Paper,-0.6563799006907802,640.8041,1864.8621,,,Print Paper,-0.2862966324817742,151.8299,212.7353,,,Country,Australia,,Country,New Zealand,,,,,,,,,,,,,,,,,,,Q3,2928,,,2928,386597.34,,,,,,,,,,,,,,,,,Total Community Investment (AU$m),10.4,20.4,13.4,15.2,9.99025121810721,,,,,,,,,,,,,,,,,,,,,
60,Taxi Travel,1.0863285714285713,43.8129,21,,,Taxi Travel,0.267607142857143,7.0986,5.6,,,Financial Year,FY23,,Financial Year,FY23,,,,,,,,,,,,,,,,,,,Q4,2937,,,2937,361419.63000000006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,General waste,0.09574904942965873,288.18200000000024,263,,,General waste,2.0058826530612257,294.5765000000001,98,,,Quarter,Q4,,Quarter,Q4,,,,,,,,,,,,,,,,,Grand Total,,,68697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Personal vehicles,,,,,,Personal Vehicles,,26.280499999999996,,,,Month,Jun,,Month,Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,Car hire,-0.10999999999999997,11.57,13,,,Car hire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Country,Australia,,,,,
64,Total Scope 1,0.09049476081977931,4290.1135847000005,3934.0983,,,Total Scope 1,0.4192836363636363,1327.0302,935,,,Row Labels,Sum of Actual Data,,Row Labels,Sum of Actual Data,,,,,,,,,,,,,,,,,Country,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quarter,Q4,,,,,
65,Total Scope 2,-0.12426580369390751,9244.039999999999,10555.76,,,Total Scope 2,0.39787709174841296,484.50419999999997,346.6,,,Employee Turnover [%],70.84,,Employee Turnover [%],54.36,,,,,,,,,,,,,,,,,Item Number,(All),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Month,Jun,,,,,
66,Total Scope 1 + 2,-0.06595680202752571,13534.1535847,14489.8583,,,Total Scope 1 + 2,0.413494382022472,1811.5344,1281.6,,,AU - Staff t/over_empl'ee initiated <1 Yr Service,32.9,,NZ - Staff t/over_empl'ee initiated <1 Yr Service,27.32,,,,,,,,,,,,,,,,,Data Type,(Multiple Items),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Total Scope 3,0.16369454922261267,8623,7410.020100000001,,,Total Scope 3,0.46655121832157154,2138.4389,1458.1413,,,AU - Staff turnover (overall),18.97,,NZ - Staff turnover (overall),13.52,,,,,,,,,,,,,,,,,,,,,,,,,,Australia,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sum of Actual Data,Column Labels,,,,,
68,Total CO2e emissions tonnes,0.011747790558508138,22157.153584699998,21899.8784,,,Total CO2e emissions tonnes,0.4417322175637534,3949.9733,2739.7412999999997,,,AU - Staff turnover_employee initiated,15.29,,NZ - Staff turnover_employee initiated,13.26,,,,,,,,,,,,,,,,,Sum of Total Data,,,,,,,,,4846.803801000007,1703.3609714999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Row Labels,FY19,FY20,FY21,FY22,FY23,Grand Total
69,,,,,,,,,FY23,FY22,,,AU - Staff turnover_employer initiated,3.68,,NZ - Staff turnover_employer initiated,0.26,,,,,,,,,,,,,,,,,Units,Financial Year,Quarter,Total,,,,,,4568.244609900001,1422.7560331999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Women in workforce [%],156.24,172.4,186.29,169.69000000000003,168.06,852.6800000000001
70,,Average FTE,7741.6,8125,,,,Emissions (inc scope 3),3949.9733,2739.7412999999997,,,,,,,,,,,,,,,,,,,,,,,,L,FY19,Q1,720011.1500000001,,,,,FY19,4519.072440199998,1474.3293744000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU - Women in the workforce,57.75,58.22,58.71,59.46,59.58,293.72
71,,,2.862089695243877,2.6953696492307695,,,,Average FTE,3654.7875,3512,,,,,,,,,,,,,,,,,,,,,,,,,,Q2,724472.3399999999,,,,,,4253.0493995000015,1473.1926114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU - Women on the board,40,40,40,27.27,20,167.27
72,,,,,,,,Intensity tCO2e / FTE,1.0807668845315905,0.780108570615034,,,Country,Australia,,Country,New Zealand,,,,,,,,,,,,,,,,,,,Q3,692706.71,,,,,,4130.702458200001,1538.1132627000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU - Women in senior management positions,36.27,40.85,43.14,42.96,44.04,207.26
73,,,,,,,,,,,,,Financial Year,FY23,,Financial Year,FY23,,,,,,,,,,,,,,,,,,,Q4,639676.72,,,,,,4004.2986738000004,1426.5646170999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AU - Women in executive positions,22.22,33.33,44.44,40,44.44,184.43
74,,Group,,,,,,,,,,,Quarter,Q4,,Quarter,Q4,,,,,,,,,,,,,,,,,,FY20,Q1,641922.52,,,,,FY20,3983.2537375999987,1423.8086589000004,,,,,,,,,,,,,,Sum of Total Data,Column Labels,,,,,,,,,,,,,,,,,,,,,,,,,
75,GHG emissions (tCO2-e),Change,FY23,FY22,,,,scope 1,scope 2,scope 3,Total,,Month,Jun,,Month,Jun,,,,,,,,,,,,,,,,,,,Q2,631866.71,,,,,,3270.2377944,1106.4546120000002,,,,,,,,,,,,,,Row Labels,FY19,FY20,FY21,FY22,FY23,Grand Total,,,,,,,,,,,,,,,,,,,,
76,Scope 1,,,,,,Electricity,,9728.544199999998,,9728.544199999998,,,,,,,,,,,,,,,,,,,,,,,,,Q3,546148.85,,,,,,3295.7583845,1319.4195734999998,,,,,,,,,,,,,,Australia,3780.5098,3507.9999,1277,1640.9700000000003,6477.400100000001,16683.879800000002,,,,,,,,,,,,,,,,,,,,
77,Company vehicles,0.09721782965119391,4821.283,4394.0983,y + T&D,,Vehicles,4821.283,,,4821.283,,Row Labels,Sum of Actual Data,,Row Labels,Sum of Actual Data,,,,,,,,,,,,,,,,,,,Q4,340678.84,,,,,,3376.1317159999985,1037.6068953000001,,,,,,,,,,,,,,New Zealand,1463.4501999999998,1974.0001000000002,1112.0001,1118.9996999999998,2812.5,8480.9501,,,,,,,,,,,,,,,FY19,FY20,FY21,FY22,FY23,
78,- Tool of Trade,0.09470146704915104,3009.3431999999993,2749.0081,,,Business travel,,,4300.985699999999,4300.985699999999,,Women in workforce [%],168.06,,Women in workforce [%],110.57,,,,,,,,,,,,,,,,,,FY21,Q1,379967.78,,,,,FY21,3345.9517842000005,1022.5431245999999,,,,,,,,,,,,,,Grand Total,5243.959999999999,5482,2389.0001,2759.9697,9289.9001,25164.829900000004,,,,,,,,,,,,,,Women in executive positions,0.22,0.33,0.44,0.4,0.44439999999999996,
79,- Salary Package vehicles,0.11086546674341911,987.6596,889.0902000000001,,,Working from home,,,2863.2689,2863.2689,,AU - Women in executive positions,44.44,,NZ - Women in senior management positions,48.48,,,,,,,,,,,,,,,,,,,Q2,424513.78,,,,,,3358.093675400001,1063.6076534000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Women on the Board,0.4,0.4,0.4,0.27,0.2,
80,Building refrigerant,-0.006542178468899528,207.6326847,209,y + T&D,,Transmission & distribution losses,,,2217.283,2217.283,,AU - Women in senior management positions,44.04,,NZ - Women in the workforce,62.09,,,,,,,,,,,,,,,,,,,Q3,445501.92000000004,,,,,,3120.7051579000004,1001.607964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Women in senior management positions,0.37,0.41,0.43,0.44,0.4492753623188406,
81,Natural Gas / Stationary LPG,1.2113838345864658,588.2280999999999,266,y + T&D,,Paper,,,797.1428,797.1428,,AU - Women in the workforce,59.58,,,,,,,,,,,,,,,,,,,,,,Q4,428754,,,,,,3055.9682718999966,768.5360542999999,,,,,,,,,,,,,,Volunteer Hours,FY19,FY20,FY21,FY22,FY23,,,,,,,,,,,,,,,,,,,,,
