Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14
41,,"3. Indicates estimated emissions arising from the operation of a black water treatment plant at ANZÃ¢ÂÂs Global Headquarters in Melbourne, Australia. 4. Scope 3 emissions from our lending (Ã¢ÂÂportfolio emissionsÃ¢ÂÂ) are not included in the boundary of the carbon neutral assessment as this assessment scope is limited to ANZÃ¢ÂÂs operations. To reduce our portfolio emissions, we are transitioning our lending in line with the goals of the Paris Agreement. We are applying emerging tools used by peer banks to measure and compare our efforts in reducing emissions, including how we can report on the impact of our lending decisions. For further information on our financed emissions, please refer to the metrics and targets section of our Climate-related Financial Disclosures, available here: https://www.anz.com.au/about-us/esg/reporting/esg-reporting/ 5. Represents employee commuting emissions from staff working in key commercial office locations in Australia and New Zealand. 6. Comparisons with previous years' figures must be viewed with caution due to different methodology. 7. From 2021 includes global water emissions values, 2018 Ã¢ÂÂ 2020 values include Australia only. 8. Emissions associated with increased home energy use from heating/cooling, lighting, equipment electricity and fuel use as a result of the shift of Australian and New Zealand staff from working out of offices, to working from home. This was calculated and externally assured for the first time in 2021. 9. Data available for the first time in 2023. 10. Capital goods include embodied carbon of new branch fit outs in Australia, and laptop purchases in New Zealand. Emissions from fit out embodied carbon have been extrapolated using an assessment of one Breathe designed retail branch. The stages of emissions calculated in this assessment are from the Raw Material Supply, Transport and Manufacturing (A1-A3) for one Breathe designed retail branch. Construction Phase (A4-A5) has not been calculated due to unreliable data sources. Currently New Zealand is the only country where ANZ purchase laptops for staff. In other countries, laptops and associated IT equipment are leased. 11. Carbon offsets for ANZ's global business operations have been retired in accordance with The Climate Active Carbon Neutral Standard and externally assured. 12. ANZ has retired carbon offsets for its business operations since 2010. 2020 was the first year ANZ adopted the market-based reporting method to account for purposefully purchased renewable energy attributes.",,,,,,,,,,,,,
44,,Premises energy use consumed (MWh),2023,2022,2021,2020,2019,,,,,,,,
45,,Electricity,134784,141786,151726,171030,191945,,,,,,,,
46,,Natural gas,10299,9724.784861,7038,7246,14843,,,,,,,,
47,,Diesel,1705,1704.652707,2482,2064,2819,,,,,,,,
48,,LPG,-,6.085389,5,-,-,,,,,,,,
49,,TOTAL,146789,153221.13089,161252,180340,209607,,,,,,,,
52,,Renewable energy consumption (MWh),2023,2022,2021,2020,2019,,,,,,,,
53,,On-site solar,713.965992,669.619517,255,272,221,,,,,,,,
54,,Renewable Energy Certificates13,50993.76,40000,38975,30023,-,,,,,,,,
55,,Large Scale Renewable Energy Target (MWh)14,13855,14685,16143,-,-,,,,,,,,
56,,TOTAL,65562.725992,55354.619517,55373,30295,221,,,,,,,,
57,,"13. Renewable Energy Certificates refers to our Australian Power Purchase Agreement (PPA) at Murra Warra Wind Farm, located near Horsham in north-east Victoria, NZRECs procured through Meridian and our PPA in India. 14. LRET LGCs surrendered for large market sites in accordance with updated RE100 requirements. This was disclosed and externally assured for the first time in 2021.",,,,,,,,,,,,,
60,,Road transport energy use (MWh),2023,2022,2021,2020,2019,,,,,,,,
61,,Vehicle fuel,13679.814028,14114.984709,17739,37904,51089,,,,,,,,
64,,Paper use (tonnes)15,2023,2022,2021,2020,2019,,,,,,,,
65,,Office paper,296.9427,297.5572,387,420,502,,,,,,,,
66,,Customer paper,1138.2818,1214.816,1405,1640,2140,,,,,,,,
67,,TOTAL,1435.2245,1512.3732,1792,2060,2642,,,,,,,,
68,,"15. From 2021 includes global paper consumption values, 2018 Ã¢ÂÂ 2020 values include Australia and New Zealand only.",,,,,,,,,,,,,
71,,Waste,2023,2022,2021,2020,2019,,,,,,,,
72,,Waste to landfill (tonnes)16,807.9603,710,978,663,928,,,,,,,,
73,,Recycling rate (%)17,80,82,74,64,68,,,,,,,,
74,,"16. From 2021 includes global waste consumption values, 2018 Ã¢ÂÂ 2020 values include Australia and New Zealand only. 17. Represents the recycling rates in our Australian commercial offices (>20,000m2). This was calculated and externally assured for the first time in 2018.",,,,,,,,,,,,,
77,,Water (kL)18,2023,2022,2021,2020,2019,,,,,,,,
78,,Water consumption,252721.7994,247380.5496,234707,101699,121168,,,,,,,,
79,,"18. From 2021 includes global water consumption values, 2018 Ã¢ÂÂ 2020 values represent water consumption in our Australian commercial offices (>10,000m2) excluding 347 Kent Street which was sold in the 2020 reporting year.",,,,,,,,,,,,,
