Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
147,,,(ii) Raise concerns about the organisation's business conduct,,"2023 ESG Supplement, Improving conduct and culture, Encouraging whistleblowers to speak up (p.46-47)",,,,,,,
148,,2-27: Compliance with laws and regulations\nThe organisation shall:,,,,,,,,,,
149,,"2-27-a\n\nReport the total number of significant instances of non-compliance with laws and\nregulations during the reporting period, and a breakdown of this total by:",(i) instances for which fines were incurred,,"2023 Annual Report, Directors' Report (p.84-86)\n2023 Annual Report, Commmitments, Contingent Liabilities and Contingent Assets (p.202-204)",,,,,,,
150,,,(ii) instances for which non-monetary sanctions were incurred,,,,,,,,,
151,,"2-27-b\n\nReport the total number and the monetary value of fines for instances of noncompliance\nwith laws and regulations that were paid during the reporting period, and a\nbreakdown of this total by:",(i) fines for instances of non-compliance with laws and regulations that occurred in\nthe current reporting period,,,,,,,,,
152,,,(ii) fines for instances of non-compliance with laws and regulations that occurred in\nprevious reporting periods,,,,,,,,,
153,,2-27-c,Describe the significant instances of non-compliance,,,,,,,,,
154,,2-27-d,Describe how it has determined significant instances of non-compliance,,,,,,,,,
155,,2-28: Membership associations\nThe organisation shall:,,,,,,,,,,
156,,2-28-a,"Report industry associations, other membership associations, and national or international advocacy organizations in which it participates in a significant role",,"2023 ESG Supplement, Contribution to Public Policy (p.60)\nAustralian Banking Association\nBusiness Council of Australia\nNew Zealand Banking Association\nBusiness New Zealand\nEquator Principles Association \nTransparency International\nUN Environment Program Finance Initiative\nCarbon Markets Institute\nNew Zealand Financial Markets Association\nResponsible Investment Association Australasia\nAustralian Finance Industry Association\nAustralian Financial Markets Association\nToitÃÂ« Tahua: Centre for Sustainable Finance (NZ)\nClean Energy Council\nGreen Building Council of Australia\nAustralian Hydrogen Council \n\nNote: This list is not exhaustive.",,,,,,,
157,,5. Stakeholder engagement,,,,,,,,,,
158,,2-29: Approach to stakeholder engagement\nThe organisation shall:,,,,,,,,,,
159,,"2-29-a\n\nDescribe its approach to engaging with stakeholders, including:","(i) the categories of stakeholders it engages with, and how they are identified",,"List of stakeholder groups:\n2023 ESG Supplement, Stakeholder engagement (p.13-14)\n\nIdentifying and selecting stakeholders:\n2023 ESG Supplement, Stakeholder engagement (p.13-14)\n\nWe have a formal engagement policy that applies to all ANZ employees and our engagement processes are designed to ensure that all our stakeholders have direct access to us.",,,,,,,
160,,,(ii) the purpose of the stakeholder engagement,,"2023 ESG Supplement, What matters most (p.10-12)\n2023 ESG Supplement, Stakeholder engagement (p.13-14)",,,,,,,
161,,,(iii) how the organization seeks to ensure meaningful engagement with stakeholders,,,,,,,,,
162,,2-30: Collective bargaining agreements\nThe organisation shall:,,,,,,,,,,
163,,2-30-a,Report the percentage of total employees covered by collective bargaining agreements,,"In Australia, approximately 91.1% of employees1 are covered by a collective bargaining agreement.\nIn New Zealand, approximately 37% of employees are covered by a collective agreement.\nIn Fiji and Pacific Operations, approximately 91% of employsees are covered by a collective agreement.\nIn Papua New Guinea, approximately 45.6% of employees are covered by a collective agreement.\nIn Soloman Islands, approximately 79% of employees are covered by a collective agreement.\n\n1. Effective date 31 August 2023",,,,,,,
164,,2-30-b,"For employees not covered by collective bargaining agreements, report whether the organization determines their working conditions and terms of employment based on collective bargaining agreements that cover its other employees or based on collective bargaining agreements from other organizations",,"Australian employees not covered by the ANZ Enterprise Agreement are our most senior employees (Groups 1 to 3) and are well remunerated.Ã Many of the terms and conditions of employment contained in the ANZ Enterprise Agreement, such as leave entitlements, are mirrored in policy and apply to this group of employees.",,,,,,,
165,,6. Materiality,,,,,,,,,,
166,,3-1: Process to determine material topics\nThe organisation shall:,,,,,,,,,,
167,,3-1-a,"Describe the process it has followed to determine its material topics, including:\ni. how it has identified actual and potential, negative and positive impacts on the economy, environment, and people, including impacts on their human rights, across its activities and business relationships\nii. how it has prioritized the impacts for reporting based on their significance\n",,"2023 ESG Supplement, What matters most (p.10-12)",,A non-white cell indicates that reasons for omission are not permitted for the disclosure or that a GRI Sector Standard reference number is not available,,,,,
168,,3-1-b,Specify the stakeholders and experts whose views have informed the process of determining its material topics.\n,,"2023 ESG Supplement, What matters most (p.10-12)\n2023 ESG Supplement, Stakeholder engagement (p.13-14)",,,,,,,
169,,3-2: List of material topics\nThe organisation shall:,,,,,,,,,,
170,,3-2-a,List its material topics.,,"2023 ESG Supplement, What matters most (p.10-12)",,,,,,,
171,,3-2-b,Report changes to the list of material topics compared to the previous reporting period.,,"2023 ESG Supplement, What matters most (p.10-12)",,,,,,,
172,,Environmental sustainability,,,,,,,,,,
173,,3-3: List of material topics\nThe organisation shall:,,,,,,,,,,
174,,,"a. describe the actual and potential, negative and positive impacts on the economy, environment, and people, including impacts on their human rights;\nb. report whether the organization is involved with the negative impacts through its activities or as a result of its business relationships, and describe the activities or business relationships;\nc. describe its policies or commitments regarding the material topic; describe actions taken to manage the topic and related impacts, including:\ni. actions to prevent or mitigate potential negative impacts; \nii. actions to address actual negative impacts, including actions to provide for or cooperate in their remediation;\niii. actions to manage actual and potential positive impacts;\nd. report the following information about tracking the effectiveness of the actions taken:\ni. processes used to track the effectiveness of the actions;\nii. goals, targets, and indicators used to evaluate progress;\niii. the effectiveness of the actions, including progress toward the goals and targets;\niv. lessons learned and how these have been incorporated into the organizationÃ¢ÂÂs operational policies and procedures;\ne. describe how engagement with stakeholders has informed the actions taken and how it has informed whether the actions have been effective.",,"2023 ESG Supplement, What matters most (p.10-12)\n2023 ESG Supplement, Environmental sustainability (p.21-22)\n2023 Climate-related Financial Disclosures\n2023 ESG Data and Frameworks Pack, Financing sustainability tab\n2023 ESG Data and Frameworks Pack, Operational footprint tab",,,,,,,
175,,GRI 201: Economic Performance 2016\nThe organisation shall describe:,,,,,,,,,,
176,,201-1,Direct economic value generated and distributed,,"Payments to government: 2023 Voluntary Tax Transparency report\nCommunity investments: 2023 ESG Supplement, Community investment (p.32-34), 2023 ESG Data and Frameworks Pack, community investment tab\nRevenues and operation costs: 2023 Annual Report, Financial Report - Income statement (p.88)\nEmployee wages and benefits: 2023 Annual Report, Notes to the consolidated financial statements - 93-207), Operating expenses (p.101-102)\nPayments to providers of capital: 2023 Annual Report, Notes to the consolidated financial statements - (93-207), Dividends (p.106-107)",,,,,,,
177,,201-2,Financial implications and other risks and opportunities due to climate change,,"2023 Annual Report, Our approach to climate change (p.12-13)\n2023 ESG Supplement, Social and environmental risk management (p.49-50)\n2023 Climate-related Financial Disclosures\n2023 ESG Supplement Data Pack, Financing sustainability and environmental footprint tab",,,,,,,
178,,201-3,Defined benefit plan obligations and other retirement plans,,"We provide detailed disclosures about our superannuation and post-employment benefit obligations in the 2023 Annual Report, Notes to the consolidated financial statements - (93-207), Superannuation and post-employment benefit obligations (p.192-193)",,,,,,,
179,,201-4,Financial assistance received from government,,No significant financial assistance has been received from government.,,,,,,,
180,,GRI 304: Biodiversity 2016\nThe organisation shall describe:,,,,,,,,,,
181,,304-1,"Operational sites owned, leased, managed in, or adjacent to, protected areas and areas of high biodiversity value outside protected areas",,,,304-1,"No material impact. As appropriate, we may consider enhacing our disclosure for this topic in coming years",,,,
182,,304-2,"Significant impacts of activities, products and services on biodiversity",,"2023 Climate-related Financial Disclosures, Biodiversity (p.25-29)",,,,,,,
