Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
,,,4,Impact area and location of impact as at 31 December,,The Impact areas of the Premiums4Good investments represent a broad cross-section of under-invested thematics that support positive change for people and/or planet. The location of Impact refers to the geographic region where each investment will primarily finance projects and/or where the primary beneficiaries reside.,,,,,,,,,
,,,,,,,,,,,,,,,
,,Customer and community,5,Financial Contributions,,"Total financial contributions made by QBE in the 12 months to 31 December 2023 for disaster relief, grants, community partnerships, commercial sponsorships with a community benefit and QBE matching of employee fundraising efforts and/or payroll deductions from pre-tax salary, not including insurance claim payments and exclusive of employees’ own contribution. 

The data is validated annually by Corporate Citizenship, a global management consulting firm specialising in sustainable and responsible business. They focus on quantifying and measuring impact, and build an evidence base through which clients are enabled to continuously improve performance, and scale ambition in the social impact space, through best practice impact measurement.",,,,,,,,,
,,,6,Time: employee volunteering,,"The equivalent financial cost of time volunteered by employees, as logged in our HR system, to various community initiatives across our divisions. The financial cost is calculated based on the average hourly rate of employees that volunteered, not the general population.",3,,,,,,,,
,,,7,In-kind giving,,"This metric refers to a financial approximation of the value of non-financial contributions such as donated goods, products, services, or other corporate resources such as IT equipment, used furniture, meeting rooms or other space. QBE captures in-kind giving across our divisions by using financial proxy values as estimates.",3,,,,,,,,
,,,8,Management costs,,"Overheads or administrative costs, including costs associated with communications and marketing, overheads and administration, platform licenses, consultant costs, salaries of QBE Foundation managers and specialist/advisor roles. This metrics excludes committees or chairs as these are voluntary.",3,,,,,,,,
,,,9,Corporate community investment (breakdown),,"As defined by the B4SI methodology:

Community investments are inclined to be more proactive and strategic than charitable gifts. They can centre on a smaller number of larger-scale, longer-term projects and often run as a partnership with, rather than a donation to, a community organisation.

Commercial initiatives in the community are business-related activities, usually undertaken by departments outside the community function (e.g. marketing, R&D), to support the success of the company and promote its brand and other policies, that also deliver community benefit. The most common example of this is cause-related marketing. These are primarily marketing campaigns but involve a contribution from the company to a charitable cause. It is developing or adapting core commercial activities that create clearly defined social impact, and generate a clear return to the business. The focus of this activity is to benefit both society and the business.

Charitable donations are often reactive in that they respond to appeals for help, either directly from charities, or through requests from employees (including matched funding or payroll giving), or in response to short-term or one-off events. ",3,,,,,,,,
,,,10,Community investment outcomes,,"Outputs are a measure of what happens as the result of the contributions that QBE has made to a community organisation or activity through the QBE Foundation. Outputs include the people reached, organisations supported, activities delivered and funds raised as a result of the contributions made. These measures are captured by the QBE Foundation managers through partner and acquittal reports, and recorded in the B4SI platform as part of our Corporate Community Investment reporting process. ",3,,,,,,,,
,,,11,Total community contribution by SDG,,"SDGs are mapped based on the type of program and outcomes intended, and identified by the QBE Foundation manager and charity partner. Total contribution split by SDG does not include management costs.",3,,,,,,,,
,,,,,,,,,,,,,,,
,,People and culture,12,Total number of employees (by gender),,"The distribution of employees by gender as at 31 December 2023 as self-recorded in the HR system of record. For the purposes of this metric, employees refers to people employed on either a full time or part time basis. It excludes contractors, temps and casuals.",2,,,,,,,,
,,,13,Geographic footprint by division (headcount),,"The distribution of employees by division as at 31 December 2023 as self-recorded in the HR system of record. For the purposes of this metric, employees refers to people employed on either a full time or part time basis. It excludes contractors, temps and casuals.",2,,,,,,,,
,,,14,Workforce (%) by employment level and gender,,"The percentage of employees by job level and gender as at 31 December 2023. Includes workers employed on either a full time or part time basis as permanent or fixed-term employees; excludes contractors, temps and casuals, and excludes persons whose gender is unspecified in the system of record. When breaking down by gender, unspecified is not shown as a separate category as it represents individuals where the field has not been populated.",2,,,,,,,,
,,,15,Average Tenure by level and gender ,,"Average tenure of employees by level and gender as at 31 December 2023 as self-recorded in the HR system of record. For the purposes of this metric, employees refers to people employed on either a full time or part time basis. It excludes contractors, temps and casuals. This metric is expressed in years from the most recent start date of employment for each active employee. When breaking down by gender, unspecified is not shown as a separate category as it represents individuals where the field has not been populated.",2,,,,,,,,
,,,16,Diversity breakdown of workforce (i.e. Numbers of Part-time employees by gender),,"Number of part-time employees by gender as at 31 December 2023 as self-recorded in the HR system of record. For the purposes of this metric, employees refers to people employed on a part time basis. It excludes contractors, temps and casuals. Part time is defined as working fewer hours weekly than the standard full time work week.",2,,,,,,,,
,,,17,Workforce by age and gender (headcount),,"Distribution of headcount by age band and gender as at 31 December 2023, as self-recorded in the HR system of record. For the purposes of this metric employees, refers to people employed on either a full time or part time basis. It excludes contractors, temps and casuals.  When breaking down by gender, unspecified is not shown as a separate category as it represents individuals where the field has not been populated.",2,,,,,,,,
,,,18,Overall workforce by average age (division),,Distribution of employee average age by division.,2,,,,,,,,
,,,19,Headcount breakdown by age and gender,,"Distribution of headcount by age band as at 31 December 2023 as self-recorded in the HR system of record. For the purposes of this metric employees refers to people employed on a full time and part time basis. It excludes contractors, temps and casuals.  When breaking down by gender, unspecified is not shown as a separate category as it represents individuals where the field has not been populated.",2,,,,,,,,
,,,20,"Attrition (by gender, age and division)",,"The number of permanent employees terminated within the 12-month period ending 31 December 2023. Reported by enterprise, gender, age group, and division. For the purposes of this metric, employees refers to people employed on either a full time or part time basis. Contractors, fixed-term employees, temps and casuals excluded.  When breaking down by gender, unspecified is not shown as a separate category as it represents individuals where the field has not been populated. Attrition rate is expressed as the percentage of the average of start-of-year headcount and end-of-year headcount. 

Overall attrition: Overall attrition includes all termination reasons (both voluntary and involuntary.)

Voluntary attrition: Voluntary termination reasons include resignations, retirements, and other non-company-initiated termination reasons. 

Involuntary attrition: Involuntary leavers principally include those terminated through dismissal or redundancy.",2,,,,,,,,
,,,21,Workforce diversity indicators:  Ethnicity; Gender identity; Disability; Carer responsibility; Carer responsibility: care provided to. ,,"The number of employees who self reported their ethnicity, gender identity, disability, carer responsibility and carer responsibility: care provided to, as at October 2023 as recorded in QBE’s Voice Survey as carried out by a third party, Medallia. 

For the purposes of this metric, employees must have worked for 30 or more days at the time of the survey and be fixed term (excluding fixed term contracts less than 6 months) or permanent employees. It excludes contractors, temps and casuals. This metric is expressed as a percentage of the total respondents as at October 2023.

All of QBE’s employees that have chosen to respond where applicable – the information is volunteered. There are a number of countries where some diversity demographics are not captured due to local laws. For this reason, the data set is not complete and does not include all employees. These countries include Denmark, France, Sweden, UAE, Malaysia, Singapore and Spain.",2,,,,,,,,
,,,22,Parental leave,,"Return to work from parental leave (by year due to return): The number of employees who were still employed at the end of the month of their return from parental leave as at 31 December 2023 as recorded in the relevant system(s) of record for each country. Reported by gender, specifically male and female. For the purposes of this metric, employees refers to people employed on either a full time or part time basis. It excludes contractors, temps and casuals. It also excludes India (a joint venture), previously divested business units, Bermuda (where data is not currently available but work is ongoing to improve the process), and Pacific Island countries (where there is no parental leave available to employees). This metric is expressed as a percentage of the number of employees who were due to return from parental leave in the given 12-month period as at 31 December 2023. Return cut-off is defined as leave end date + 1 day rounded to the next month end. 

Retention rate one year after returning from parental leave (by year of return): The number of employees who were employed 12 months after returning from parental leave as at 31 December 2023 as recorded in the relevant system(s) of record for each country. Reported by gender specifically male and female. For the purposes of this metric, employees refers to people employed on either a full time or part time basis. It excludes contractors, temps and casuals. It also excludes India (a joint venture), previously divested business units, Bermuda (where data is not currently available but work is ongoing to improve the process), and Pacific Island countries (where there is no parental leave available to employees). This metric is expressed as a percentage of the number of employees who returned from parental leave in the prior 12 month period as at 31 December 2023. Retained cut-off is defined as leave end date + 1 year rounded to next month end.",2,,,,,,,,
,,,23,Employee engagement: Engaged employees; %sense of wellbeing; %inclusion; % feeling respected,,"The QBE Voice Pulse survey occurs in April, June and October and measures employee engagement and other indicators of wellbeing. The metrics reported are for October 2023 and are compared with October 2021. There are different questions each time with 3 statements in common:

Overall, I am feeling a sense of positive wellbeing

I feel a sense of belonging at QBE

Everyone I work with at QBE treats me with respect

Answers for each question are on a 1 to 5 Agreement Scale:
1 - Strongly Disagree, 2 - Disagree, 3 - Neither Disagree nor Agree, 4 - Agree, 5 - Strongly Agree. 

Results are expressed as “% Favourable” responses to the sentiment in the survey question. 

• “% Favourable” is the percentage of the employee population, or a selected segment of the employee population, where the answer is either “Strongly Agree” or “Agree”. 
• “% Neutral” is the percentage of all responders who answer with “Neither Disagree nor Agree”.
• “% Unfavourable” is the percentage of all responders who answer with either “Disagree” or “Strongly Disagree”.

as at October 2023 as recorded in QBE’s Voice Survey as carried out by a third party, Medallia. 
For the purposes of this metric employees must have worked for 30 or more days at the time of the survey and be a fixed term (excluding fixed term contracts less than 6 months) or permanent employees. It excludes contractors, temps and casuals. This information is volunteered.",2,,,,,,,,
,,,24,New employee hires,,"The number of permanent employees hired within the 12-month period ending 31 December 2023, regardless of whether they have terminated in that 12 month period. Employees hired multiple times within the year are counted once. Reported by enterprise, gender, age group, and division. For the purposes of this metric, employees refers to people employed on either a full time or part time basis. Contractors, fixed-term employees, temps and casuals excluded. New employee hire rate expressed as the percentage of the average of start-of-year Headcount and end-of-year Headcount. ",2,,,,,,,,
,,,25,Diversity of governance bodies,,"Governance bodies is defined by the Group Board and the Group Executive Committee. The breakdown of members of the Governance Bodies is by gender as at 31st December 2023. GEC data is as self-recorded in the HR system of record, the Board data is self-recorded to the Company Secretariat.",2,,,,,,,,
,,,,,,,,,,,,,,,
,,Operational excellence,"Unless otherwise stated, the boundary used to measure QBE’s energy and emissions data is on an Operational Control basis. ",,,,,,,,,,,,
,,,"The accrual methodology used in our emissions measurement is based on the daily average value of the historical period from the start of first available data in the system, multiplied by the number of accrued days in the month. This accrual approach is appropriate for 2023 to normalise the activities volume before and during the COVID pandemic periods during 2020-2021. ",Accrual,,,,,,,,,,,
,,,26,Greenhouse gas (GHG) emissions ,,"Greenhouse gas (GHG) emissions data is calculated based on QBE's business activities and includes emissions from CO2, N2O and CH4. Emissions from HFCs, PFCs, SF6 and biogenic activities are not applicable to QBE’s operations and therefore have not been reported.",1,,,,,,,,
,,,27,Carbon neutrality,,"We have maintained carbon neutrality for a defined inventory of emissions related to our global operations. This is achieved by offsetting our residual emissions with certified carbon credits generated from renewable energy and land fire abatement projects. Our defined 2023 inventory does not include all Scope 3 Category 1 emissions due to the inherent challenges of accessing data and quantifying these emissions. In line with our 2023 commitment to commence formal engagement on net-zero progress with large suppliers, setting in place data collection processes and improving access to supply chain data is a focus in 2023. 

Refer to the Operational Excellence - Greenhouse Gas Emissions (GHG) by activity table for the defined inventory of emissions related to our operations in each year of reporting from 2018 - 2023.",1,,,,,,,,
,,,28,Energy use (GJ),,"Description: Energy use includes electricity usage (both renewable and non-renewable), gas usage and company vehicles fuel consumption across our global operations. 

Scope: Group consolidated entities. Excluding associates/joint venture where QBE does not have operational control.

Unit: GJ
MWh electricity usage converted to GJ
Gas usage reported in GJ",1,,,,,,,,
,,,29,Renewable electricity use (MWh),,"Description: Renewable electricity includes contractual arrangements for renewable electricity, purchased through Green Power Contractual Agreements, certified renewable electricity through a supplier tariff or the separate purchase of Renewable Energy Certificates. 

2023 percentage of renewable electricity is based on RE100 Materiality Threshold guidance and
excludes electricity use from countries with small electricity loads (<100 MWh/year), up to a total
of 500 MWh/year and where it is not feasible to source renewable electricity. 

Scope: Group consolidated entities. Excluding associates/joint venture where QBE does not have operational control.

Unit: MWh",1,,,,,,,,
,,,30,Net-zero emissions on material Scope 3,,"Description: Net-zero emissions on material Scope 3 includes emissions related to business travel, fuel-and energy-related activities and capital goods.

Emissions related to employee commuting is not included in the net-zero emissions on material Scope 3 baseline due to the mode of transport used by employee travelling to work can be influenced by external factors such as govenment provision of public transport, support of electric vehicles and traffic condition and facilities. Any initaititive in reducing emissions related to employee commuting would require alignment between private and government commitments for an orderly transition to net-zero economy.",1,,,,,,,,
,,,31,Scope 1 and 2 GHG emissions per Gross Earned Premium,,"Description: The sum of Scope 1 and Scope 2 emissions divided by QBE Group's consolidated Gross Earned Premium (USD). 

Scope: Group consolidated entities. Excluding associates/joint venture where QBE does not have operational control.

Unit: Intensity metric ratio",1,,,,,,,,
,,,32,Scope 1 and 2 emissions per FTE,,"Description: The sum of Scope 1 and Scope 2 emissions divided by total QBE Group's total FTE. FTE includes casuals, temporary workers and contractors. The FTE used in 2018-2020 excludes casuals, temporary workers and contractors.

Scope: Group consolidated entities. Excluding associates/joint venture where QBE does not have operational control.

Unit: Intensity metric ratio",1,,,,,,,,
,,,33,GHG Emissions per GEP,,"Description: Total Scope 1, Scope 2 and Total Selected Scope 3 emissions divided by QBE Group's consolidated Gross Earned Premium (USD).

Scope: Group consolidated entities. Excluding associates/joint venture where QBE does not have operational control.

Unit: Intensity metric ratio",1,,,,,,,,
,,,34,GHG Emissions per FTE,,"Description: Total Scope 1, Scope 2 and Total Selected Scope 3 emissions divided by QBE Group's total FTE (Full Time Equivalent). FTE includes casuals, temporary workers and contractors. The FTE used in 2018-2020 excludes casuals, temporary workers and contractors.

Scope: Group consolidated entities. Excluding associates/joint venture where QBE does not have operational control.

Unit: Intensity metric ratio",1,,,,,,,,
,,,Scope 1 emissions (tCO2-e) – direct emissions,,,Scope 1 emissions are operational emissions from owned or controlled sources. These include company car mileage/fuel consumption and natural gas usage.,,,,,,,,,
,,,35,Business travel - fleet vehicles,,"Description: The emissions related to vehicles owned and controlled by the company (i.e. company’s fleet cars). The emissions are measured as:

(i) Australia: litres of fuel used, multiplied by the relevant Australian National Greenhouse and Energy Reporting (NGER) emission factor (NGER Schedule 1, Item 64 - Gasoline (other than for use as fuel in an aircraft));
(ii) UK and Europe: estimated car kilometres travelled based on contractual maximum mileage agreements per car per employee multiplied by number of FTE in UK and Europe. 
(ii) Other countries/regions: kilometres travelled, multiplied by the relevant Department for Environment, Food and Rural Affairs (DEFRA) emission factors.

Scope: Group consolidated entities. Excluding associates/Joint Venture where QBE does not have operational control.

Unit: 
Emissions unit: tCO2e
Underlying activity unit: Litres of fuel (Australia) and KM travelled (all other countries/regions)",1,,,,,,,,
,,,36,Stationery energy - gas,,"Description: The stationary energy includes fossil fuel gas used for heating in buildings that are owned and controlled by QBE. This includes leased buildings where QBE has control over the gas heating (i.e. able to turn on and off).

Emissions from natural gas usage are measured as:
(i) Australia – GJ usage, multiplied by the NGER emission factor (EF: NGER Schedule 1, Item 17 - Natural gas distributed in a pipeline)
(ii) Other countries/regions: GJ usage, multiplied by the DEFRA natural gas emission factor.

Scope: Group consolidated entities where gas is used in office buildings. Gas used for heating is mainly in UK, Europe and North American offices. Only one office in Australia uses natural gas. No natural gas is used in Asia and Pacific countries.  Excluding associates/joint venture where QBE does not have operational control.

Unit: 
Emissions unit: tCO2e
Underlying activity unit - Gigajoules (GJ) of natural gas usage.",1,,,,,,,,
,,,Scope 2 emissions (tCO2-e) – indirect emissions,,,,,,,,,,,,
,,,37,Total Net Scope 2 emissions ,,The total net scope 2 emissions is the sum of Scope 2 - heat and Scope 2 electricity (market-based).,1,,,,,,,,
,,,38,Scope 2 – market based (purchased electricity),,"Description: 
Description: Scope 2 emissions are indirect emissions from the generation of purchased electricity consumed by all leased and owned offices that QBE operates. We report both market-based and location-based Scope 2 emissions.

Scope 2 market-based emissions include contractual arrangements for renewable electricity, purchased through Green Power Contractual Agreements, certified renewable electricity through a supplier tariff or the separate purchase of Renewable Energy Certificates.

Market-based emissions from electricity purchased are measured as:
(i) Australia – kWh energy used, multiplied by the NGER purchased electricity emission factor
(ii) United States – kWh energy used, multiplied by the Emissions and Generation Resource Integrated Database (eGRID) energy emission factor.
(iii) Other countries/regions – kWh energy used, multiplied by the International Energy Agency (IEA) country emission factors; and
(iv) The above are offset against kWh usage under Green Power Contracts and Renewable Energy Certificates.

Estimation: For offices where QBE does not have direct billings as electricity is included as part of lease payment, the electricity usage is estimated based on the average of offices that have direct billing usage data in a comparable office size and location.  

Scope: Group consolidated entities. Excluding associates/joint venture where QBE does not have operational control.

Unit: 
Emissions unit: tCO2e.
Underlying activity unit – kWh electricity purchased.",1,,,,,,,,
,,,39,Scope 2 – location based (purchased electricity),,"Description:  Scope 2 location-based emissions reflect average emissions intensity of grids on which energy consumption occurs and used including purchased electricity, heating, and cooling.

Emissions from electricity purchased are measured as:

(i) Australia – kWh energy used, multiplied by the NGER purchased electricity emission factor
(ii) United States – kWh energy used, multiplied by the eGRID energy emission factor.
(iii) Other countries/regions – kWh energy used, multiplied by the International Energy Agency (IEA) country emission factors

Estimation: For offices where QBE does not have direct billings as electricity is included as part of lease payment, the electricity usage is estimated based on the average of offices that have direct billing usage data in a comparable office size and location.  

Scope: Group consolidated entities. Excluding associates/joint venture where QBE does not have operational control.

Unit:
Emissions unit: tCO2e.
Underlying activity unit – kWh electricity purchased.",1,,,,,,,,
,,,40,Scope 2 – Purchased Heat,,"Description: Heating emissions include fossil fuel gas used for heating in leased buildings provided centrally by the landlord. Heating cost is embedded in the lease payment. 

Heating emissions where QBE has direct gas billing is reported under Scope 1 – Stationary energy gas. 

We identified that only offices in UK, Europe and North America utilise office heating due to their cold climate during winter. Other regions such as Australia, New Zealand, Asia, Pacific and UAE have no heating utilised due to their warmer climate.

Estimate natural gas usage: 
UK and Europe: 
The Chartered Institution of Building Service Engineers (CIBSE) provides the latest energy benchmarking metrics of 97kWh natural gas/m2/year applied for offices (https://www.cibse.org/knowledge-research/knowledge-resources/knowledge-toolbox/energy-benchmarking-tool). This benchmark is based on UK averages and is representative for QBE UK and Europe offices based on average measured kWh/m2/year reported by the UK offices with natural gas direct billing (Chelmsford and Stafford offices in 2021) (98.5 kWh/m2/year). The benchmark is used without correction of data centres or occupancy. 

The 97kWh natural gas/m2/year benchmark is applied to floor area (net lettable area) in calculations and excludes UK offices already reporting under Scope 1 – direct emissions. ",1,,,,,,,,
,,,,,,"North America:
North America has 24 sites that have gas connections and gas usage is included as part of lease payment. Gas usage for these 24 sites is estimated based on the average GJ natural gas/m2/quarter of office sites that have direct natural gas consumption billing. The average GJ natural gas/sqm is applied to the floor area (excluding sublet) of each individual site.  

There is one site in North America (Greensboro) that has no gas connection.

Emissions from natural gas usage are measured as:
GJ usage multiplied DEFRA natural gas emission factor.

Scope: Emissions from purchased heat have been assumed on a conservative basis for all leased properties in UK, Europe and North America where QBE Group consolidated entities do not directly purchase natural gas for heating.

Unit:
Emissions unit: tCO2e.
Natural gas: GJ ",1,,,,,,,,
,,,Selected Scope 3 (indirect) operational emissions,,,,,,,,,,,,
,,,41,Other indirect emissions (Scope 3),,"Scope 3 reflects emissions that are not produced by QBE-owned sources, and are not the result of activities from assets owned or controlled by them, but by those that it's indirectly responsible for, up and down its value chain. Within the data book, QBE reports on selected Scope 3 operational emissions drawing on Categories as defined from the GHG Protocol Corporate Value Chain (Scope 3) Accounting and Reporting Standard and as described below.  ",1,,,,,,,,
,,,Category 1 – Purchased goods and services,,,,,,,,,,,,
,,,42,Office paper purchased,,"Description: Emissions related to office paper purchased. This includes office printing, envelope and product brochures and product disclosure statement.  The emissions are measured by tonnes of paper purchased, multiplied by the DEFRA cradle-to-gate emission factor.

Scope: Group consolidated entities. Excluding associates/joint venture where QBE does not have operational control.

Unit:
Emissions unit: tCO2e.
Underlying activity unit – tonnes of paper purchased.",1,,,,,,,,
,,,43,Supplier emissions (not measured in 2023),,"Description: Emissions related the use of third-party suppliers’ services through our supply chain, including in the claims process, third party contractors and IT and other service providers. The supplier emissions can be measured by either of the following methods:
(i) Supplier emissions data method – attribute QBE’s emissions based on spend amount and supplier’s published emissions and revenue data.
(ii) Spend method – attribute QBE emissions based on spend amount multiplied by industry average emissions. This method is used when the supplier’s own emissions data is not available. 

Other than a few large IT support providers, the majority of QBE global suppliers are small-to-medium size businesses with no published emissions information.  

Supplier emissions have not been measured for the year ending 31 December 2023. In 2023, our focus will be setting in place data collection processes and improving access to supply chain data.",1,,,,,,,,
,,,Category 2 – Capital goods,,,,,,,,,,,,
,,,44,Capital goods purchased,,"Description: Emissions related to capital goods purchased during 2023. For QBE, capital goods comprised computers, laptops, monitors and printers sourced from fixed assets registers at 31 December 2023. Emissions data is sourced from manufacturers’ product lifecycle emissions published data. 

Capital goods emissions are estimated by using the following formula:
Good purchased during the reporting year x equipment’s lifecycle emissions. 

For simplification purposes, QBE adopted a hybrid approach in measuring capital goods emissions:
(i) [A]: Emissions are calculated based on Australia’s fixed asset register at asset level and individual asset emissions level. The fixed asset register includes all Australian IT equipment at 31 December 2023.
(ii) [B]: Capital goods emissions per FTE = capital goods emissions from [A] above / Total FTE of Australia.
(iii) [C]: Country’s capital goods emissions = capital goods emissions per FTE from [B] above x number of FTE of that country.
FTE is used based on the assumption that there is a direct correlation between the number of FTE and the number of IT equipment use.

Scope: capital goods comprised of computers, laptops, monitors and printers. 
Group consolidated entities. Excluding associates/joint venture where QBE does not have operational control.

Unit:
Emissions unit: tCO2e.",1,,,,,,,,
,,,Category 3 – Fuel- and energy-related activities,,,,,,,,,,,,
,,,45,Externally hosted data centres electricity usage,,"Description: Emissions related to electricity usage from externally-hosted data centres that QBE has contracted. Currently, only Australia and UK use externally-hosted data centres. North America will be transitioned to externally-hosted data centres by the end of 2023. The UK data centres used 100% renewable energy and therefore have zero emissions. The Australian data centres do not have renewable energy and are in the process of obtaining a Joint Renewable Energy Purchase Agreement in Australia for implementation in 2023.

Emissions are measured by:
Australia: Energy used kWh, multiplied by the Australian NGER purchased electricity emission factors.
UK:  Energy used kWh, multiplied by the International Energy Agency (IEA) country emission factors.

Scope: 
Australia and UK. No other countries / regions are currently using externally hosted data centres.

Unit:
Emissions unit: tCO2e.
Underlying activity unit: kWh energy used.",1,,,,,,,,
,,,46,Working from home energy usage,,"Description: Emissions related to energy used by employees working from home (WFH) – electricity and natural gas. The emissions became material following the 2020 pandemic where all global employees were working from home. Since 2021, QBE has adopted a hybrid-working approach where employees, on average, work from home 3 days per week (and 2 days in the office).

Emissions are measured by:
Estimated electricity usage emissions: Number of FTE per country as at 31 December 2023 x estimated number of hours WFH x average kWh per person per hour x relevant emission factor
Estimated natural usage emissions: Total FTE per country as at 31 December 2023 x estimated number of hours WFH x average GJ per person per hour x relevant emission factor

Estimated number of hours WFH = 3 days per week x 48 working weeks per year x 7.25 hours per day

Average energy consumption (kWh) per person per hour is based on:
(i) Australia – Australian Energy Regulator (AER) - Electricity and Gas consumption benchmarks for residential customers 2020.
 Other countries: 
(ii) Electricity: 2019 US Energy Information Administration (EIA)
(iii) Natural gas: Natural gas consumption per capita (https://www.indexmundi.com/map/?v=137000). Sourced from CIA World Factbook.

Emission factors: NGER (Australia) and IEA for other countries.

Scope: 
Group consolidated entities. Excluding associates/joint venture where QBE does not have operational control.

Unit:
Emissions unit: tCO2e.
Underlying unit: kWh energy usage.",1,,,,,,,,
,,,47,Upstream fuel and energy related activities,,"Description: Emissions related to upstream fuel and energy activities from company vehicles, purchased electricity and natural gas. For any purchased electricity and natural gas that has Green Power Contractual Agreements, certified renewable electricity through a supplier tariff or the separate purchase of Renewable Energy Certificates, the upstream fuel and energy Scope 3 emissions are assumed to be zero. 

Emissions are measured by:

Electricity purchased:
(i) Australia – kWh energy used, multiplied by NGER purchased electricity Scope 3 emission factor
(ii) United States – kWh energy used, multiplied by eGRID energy Scope 3 emission factor.
(iii) Other countries/regions – kWh energy, used multiplied by the International Energy Agency (IEA) country Scope 3 emission factors

Natural gas consumption (both direct and indirect):
(i) UK, Europe and United States – GJ natural gas, multiplied by DEFRA Scope 3 WTT Heat & Steam emissions factor.

Company vehicles fuel consumption:
(i) Australia – kL fuel consumed multiplied by NGER fuel Scope 3 emission factor
(ii) Other countries/regions – KM travelled multiplied by DEFRA Scope 3 WTT- passenger vehicles emissions factor.

Scope: Group consolidated entities. Excluding associates/joint venture where QBE does not have operational control.

Unit:
Emissions unit: tCO2e.
Underlying unit: kWh energy usage. GJ natural gas. kL of fuel. KM travelled.",1,,,,,,,,
,,,"Category 4 – Upstream transportation and distribution 
(not applicable)",,,This is emissions related to upstream transportation and distribution of products and services between the company’s tier 1 suppliers and its own operations. QBE is an insurance company and Scope 3 – Category 4 Upstream transportation and distribution is not applicable to QBE’s operations.,1,,,,,,,,
,,,Category 5 – Waste generated in operations,,,,,,,,,,,,
,,,48,Disposal of waste generated,,"Description: Emissions related to estimated waste generated by offices that QBE operates.  Waste includes general waste, food waste, recycled waste (paper recycled, plastics and IT equipment). Waste data is generally not available for leased offices and embedded in the lease payments. 

QBE estimated waste and related emissions as follows:

Estimate waste volume per FTE = actual waste volume data available for one major office / FTE in that office.
Country waste volume = estimated waste volume per FTE x FTE per country 
Country/region waste emissions = waste volume (tonnes) per waste type x DEFRA waste emissions factor per waste type.

Scope: Group consolidated entities. Excluding associates/joint venture where QBE does not have operational control.

Unit:
Emissions unit: tCO2e.
Underlying unit: tonnes of waste",1,,,,,,,,
,,,49,Water consumption,,"Description: Emissions related to estimated water consumption from offices that QBE operates. Water bills are generally paid by the building landlords and on-charged to tenants through lease payments. 

QBE estimated water usage and related emissions as follows:
Estimated water consumption per FTE in each country = actual water usage of one office where actual data is available / FTE in that office.
Country water usage = estimated water consumption x FTE per country
Country/region water emissions = kL of water x DEFRA water supply and treatment emission factor.

Scope: 
Group consolidated entities. Excluding associates/joint venture where QBE does not have operational control.

Unit:
Emissions unit: tCO2e.
Underlying unit: kL of water.",1,,,,,,,,
,,,Category 6 – Business travel,,,,,,,,,,,,
