Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
40,,,Financial value invested in Premiums4Good as at 31 December ($M),,1583,1618,1356,1113,663,440,,,,,,,,
41,,,Number of securities invested as part of Premiums4Good at 31 December,,108,108,83,68,48,32,,,,,,,,
43,,,Impact area and location of impact as at 31 December 2023,,,,,,,,,,,,,,,
44,,,,ASIA,"AUSTRALIA, NEW ZEALAND AND PACIFIC",EUROPE & UNITED KINGDOM,GLOBAL,LATIN AMERICA & CARIBBEAN,NORTH AMERICA,TOTAL,,,,,,,,
45,,,Environment,,,,,,,,,,,,,,,
46,,,Food and agriculture,,,,1,,,1,,,,,,,,
47,,,"Resource efficiency, recycling, re-use and conservation",,1,4,,,3,8,,,,,,,,
48,,,Sustainable energy,2,2,17,2,,8,31,,,,,,,,
49,,,Urban and community development,,5,,2,,1,8,,,,,,,,
50,,,Water,,,,2,,,2,,,,,,,,
52,,,Social,,,,,,,,,,,,,,,
53,,,Education and employment,1,2,3,,3,,9,,,,,,,,
54,,,Financial inclusion,,,,3,,6,9,,,,,,,,
55,,,Health,5,1,,3,,1,10,,,,,,,,
56,,,Housing and social real estate,,6,1,,,5,12,,,,,,,,
57,,,Social care and provision of community services,,1,5,,,3,9,,,,,,,,
58,,,"Social inclusion, diversity and gender",5,,3,,1,,9,,,,,,,,
60,,,Total,13,18,33,13,4,27,108,,,,,,,,
61,,,"Primary impact areas, geographies and SDGs in this report are mapped and categorised by QBE in line with our QBE impact investment definitions and classifications.",,,,,,,,,,,,,,,
62,,,Please note that individual investments or investees may classify these differently.,,,,,,,,,,,,,,,
64,,,Operational environmental performance,,,,,,,,,,,,,,,
66,,,Environmental performance targets,,,,,,,,,,,,,,,
73,,,INDICATOR,BASELINE,BASELINE YEAR,TARGET,TARGET YEAR,2023\nACTUAL PERFORMANCE,PERFORMANCE AGAINST TARGET,STATUS,,,,,,,,
74,,,Ã¢ÂÂ¢ Energy use (GJ),239524.14654313697,2019,-0.25,2025,182978.134908972,-0.236076455965917,On track,,,,,,,,
75,,,Ã¢ÂÂ¢ Scope 1 and 2 emissions (tCO2e),30882,2018,-0.3,2025,7714.79717984,-0.750184664858494,Achieved,,,,,,,,
76,,,Ã¢ÂÂ¢ Renewable electricity use (MWh) 1,0,2018,1,2025,17154,1,Achieved,,,,,,,,
77,,,"Ã¢ÂÂ¢ Net-zero operational emissions (Scope 1, 2 and material scope 3) 2",29942,Restated base year 4,-1,2030,27069.8601667203,-0.1,In progress,,,,,,,,
78,,,"1 2023 percentage of renewable electricity is based on the RE100 Climate Group's Materiality Threshold guidance which excludes countries with small electricity loads (<100 MWh/year and up to a total of 500 MWh/year) and where it is not feasible to source renewable electricity via any credible sourcing options. We meet our RE100 commitment through a combination of contracts with electricity suppliers and purchasing unbundled energy attribute certificates. This is the total percentage of renewable electricity sourced, not a year-on-year percentage change.",,,,,,,,,,,,,,,
79,,,"2 Net-zero emissions on material Scope 3 includes emissions related to business travel, fuel-and energy-related activities and capital goods. Refer to the Metrics Criteria for details.",,,,,,,,,,,,,,,
80,,,"3 Carbon neutrality is a situation where the net emissions associated with an activity are equal to zero because emissions have been reduced and offset units cancelled to fullyÃÂ account for all emissions. QBE sources and offset units that meet the criteria set out in the Climate Active Carbon Neutral Standard for Organisations, Appendix A: Eligible offset units.",,,,,,,,,,,,,,,
81,,,"4 In 2021, QBE committed to Net zero 2030 for Scope 1 and 2 emissions for our global operations, from a 2019 baseline year. This target was extended to include material Scope 3 emissions in 2022. Due to the inclusion of additional Scope 3 emissions sources such as those from fuel and energy-related services and capital goods in 2022, we have used 2022 as a baseline for QBE's material Scope 3 2030 commitment.",,,,,,,,,,,,,,,
83,,,Greenhouse gas (GHG) emissions by activity,,,,,,,,,,,,,,,
84,,,tCO2-e GHG EMISSIONS,,% CHANGE FROM PRIOR YEAR,2023,2022,2021,2020,2019,,,,,,,,
85,,,Direct emissions (Scope 1),,,,,,,,,,,,,,,
86,,,Business travel - fleet vehicles,,0.147867225667329,6249,5444.5493,4918.741099999999,4627.855400000002,5615.289437436662,,,,,,,,
87,,,Stationary energy - gas,,-0.280672718247047,722,1003.42194457167,813.7842,920.0722999999998,984.6310094250871,,,,,,,,
88,,,Total Scope 1,,0.0811785932992479,6971,6447.97124457167,5732.525299999999,5547.927700000002,6599.92044686175,,,,,,,,
89,,,Indirect emissions (Scope 2),,,,,,,,,,,,,,,
90,,,Scope 2 - heat,,-0.483109705191331,524,1013.4606999999999,818,1022,1274,,,,,,,,
91,,,Scope 2 - electricity (market-based),,-0.190229150329752,220,271.11459999998806,329.3786000000091,332.698783439298,6172.1140805583,,,,,,,,
92,,,Scope 2 - electricity (location-based),,-0.0967659768125876,9023.5497052662,9990.267719791043,11989.351700000008,13770.3319,16728.737053701,,,,,,,,
93,,,Total Net Scope 2 (heat and market-based electricity),,-0.420845274912966,744,1283.575299999988,1147.378600000009,1354.6987834392985,7446.1140805583,,,,,,,,
94,,,Other indirect emissions (Scope 3),,,,,,,,,,,,,,,
95,,,Category 1: Purchased goods and services,,-0.136542068460793,49,56.19914790000001,62.192600000000006,93.1402,211.33852553108696,,,,,,,,
96,,,Category 2: Capital goods,,0.0894791409738636,2354,2160.8493059738494,DNR,DNR,DNR,,,,,,,,
97,,,Category 3: Fuel- and energy-related activities,,0.117488928802748,6057,5419.919328400006,4334.345,3174.3362446374304,DNR,,,,,,,,
98,,,Category 5: Waste generated in operations,,0.407346785923871,235,167.0887703654985,106.82780000000002,847.250603999999,1193.8030286645649,,,,,,,,
99,,,Category 6: Business travel 2,,0.316163361535096,10944,8315.128200000001,2508.5589,4352.026,14439.32115151683,,,,,,,,
100,,,Category 7: Employee commuting 3,,-0.0433221678583298,2862,2991.93612737,1137.7712794401884,DNR,DNR,,,,,,,,
101,,,Category 13: Downstream leased assets,,-0.782028947849126,105,483.4051087071267,DNR,DNR,DNR,,,,,,,,
102,,,Total of selected Scope 3,,0.153683476356957,22606,19593.525988716483,8149.695579440189,8465.753048637429,15844.462705712482,,,,,,,,
103,,,"Total GHG emissions (Scope 1, Scope 2 and selected Scope 3 emissions)",,0.109604905209761,30321,27326.07253328814,15029.599479440198,15369.37953207673,29890.485134978284,,,,,,,,
104,,,Carbon offsets,,,-30321,-27326.07253328814,-15029.599479440198,-15369.37953207673,-29890.485134978284,,,,,,,,
