Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23
195,,,,2023,,2022,,2021,,2020,,,,,,,,,,,,,,
196,,,,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,FEMALE,MALE,,,,,,,,,,,,,
197,,,Number of employees not retained one year after returning from parental leave,42,25,43,32,40,18,41,28,,,,,,,,,,,,,
198,,,Number of employees retained one year after returning from parental leave,179,135,171,122,167,107,157,82,,,,,,,,,,,,,
199,,,Total number of employees who returned from parental leave,221,160,214,154,207,125,198,110,,,,,,,,,,,,,
200,,,"1 Information in the following tables is at a point in time, collected confidentially and voluntarily as part of the Voice pulse survey completed in October 2021, October 2022, and October 2023. Data on sexual orientation was not collected due to ongoing",,,,,,,,,,,,,,,,,,,,,
201,,,legal and privacy compliance reviews of demographic data captured in pulse surveys.,,,,,,,,,,,,,,,,,,,,,
202,,,"2 Based on % of survey respondents. Total survey respondents = 10,682. Some countries have been excluded from this question to comply with local legislation.",,,,,,,,,,,,,,,,,,,,,
203,,,"3 Based on % of survey respondents. Total survey respondents = 10,439. Some countries have been excluded from this question to comply with local legislation.",,,,,,,,,,,,,,,,,,,,,
204,,,"4 Based on % of survey respondents. Total survey respondents = 10,576. Some countries have been excluded from this question to comply with local legislation.",,,,,,,,,,,,,,,,,,,,,
205,,,"5 Based on % of survey respondents. Total survey respondents = 10,912.",,,,,,,,,,,,,,,,,,,,,
206,,,"6 Based on % of survey respondents. Total survey respondents = 3,864. Respondents were able to select multiple options, therefore the % does not add up to 100%.",,,,,,,,,,,,,,,,,,,,,
207,,,7 Statistics for 2022 restated due to: (1) ordinary movement due to subsequent parental leave instances; (2) updated data collection methods for parental leave.,,,,,,,,,,,,,,,,,,,,,
208,,,8 Retention rate is calculated 1 year after return to work. Retention rate for 2023 will be calculated in the 2024 report.,,,,,,,,,,,,,,,,,,,,,
210,,,Culture,,,,,,,,,,,,,,,,,,,,,
213,,,Employee engagement,,,,,,,,,,,,,,,,,,,,,
244,,,New employee hires1,,,,,,,,,,,,,,,,,,,,,
245,,,,2023\n,2023\n%,2022\n,2022\n%,,,,,,,,,,,,,,,,,
246,,,By gender2,,,,,,,,,,,,,,,,,,,,,
247,,,Female,1351,20.119136262099776,1410,22.7,,,,,,,,,,,,,,,,,
248,,,Male,1083,17.80225199309608,1274,22.4,,,,,,,,,,,,,,,,,
249,,,Total,2439,19.045759800093705,2684,22.6,,,,,,,,,,,,,,,,,
251,,,By age,,,,,,,,,,,,,,,,,,,,,
252,,,<30,894,42.561294929778626,988,52,,,,,,,,,,,,,,,,,
253,,,30-50,1323,16.449086161879894,1477,19.7,,,,,,,,,,,,,,,,,
254,,,>50,222,8.344296184927645,219,8.8,,,,,,,,,,,,,,,,,
255,,,Total,2439,19.045759800093705,2684,22.6,,,,,,,,,,,,,,,,,
257,,,By division,,,,,,,,,,,,,,,,,,,,,
258,,,North America,297,13.043478260869565,429,19.2,,,,,,,,,,,,,,,,,
259,,,International,602,18.31457255856404,585,19.3,,,,,,,,,,,,,,,,,
260,,,Australia Pacific,923,24.143342924404916,893,26.3,,,,,,,,,,,,,,,,,
261,,,Group Head Office,198,18.215271389144434,196,18.6,,,,,,,,,,,,,,,,,
262,,,Group Shared Services Centre,419,17.967409948542024,581,26.5,,,,,,,,,,,,,,,,,
263,,,Total,2439,19.045759800093705,2684,22.6,,,,,,,,,,,,,,,,,
264,,,"1 Includes Permanent employees only; excludes contractors, fixed-term employees, temporary and casual workers. New employee hire rate expressed as the percentage of the average of start-of-year Headcount and end-of-year Headcount.",,,,,,,,,,,,,,,,,,,,,
265,,,2 Calculation excludes employees with gender noted as 'Unspecified' or 'Other': 2023 = 5,,,,,,,,,,,,,,,,,,,,,
267,,,Diversity of governance bodies,,,,,,,,,,,,,,,,,,,,,
268,,,,2023,2023\n%,2023,2023\n%,2022,2022\n%,2022,2022\n%,,,,,,,,,,,,,
269,,,,Board,,Group Executive Committee,,Board,,Group Executive Committee,,,,,,,,,,,,,,
270,,,By gender,,,,,,,,,,,,,,,,,,,,,
271,,,Female,4,40,6,55,4,44.44444444444444,5,45,,,,,,,,,,,,,
272,,,Male,6,60,5,45,5,55.55555555555556,6,55,,,,,,,,,,,,,
273,,,Total,10,100,11,100,9,100,11,100,,,,,,,,,,,,,
277,,,Mandatory compliance training,,,,,,,,,,,,,,,,,,,,,
280,,,,2023,2022,,,,,,,,,,,,,,,,,,,
281,,,% of employees who completed the annual mandatory trainings by due date,0.996,0.994,,,,,,,,,,,,,,,,,,,
284,,,Respecting human rights,,,,,,,,,,,,,,,,,,,,,
287,,,,2023,2022,,,,,,,,,,,,,,,,,,,
288,,,% of employees covered by collective bargaining agreements,0.2893756179177124,0.278,,,,,,,,,,,,,,,,,,,
291,,,,2023,2022,,,,,,,,,,,,,,,,,,,
292,,,Number of countries where QBE has insurance operations,27,27,,,,,,,,,,,,,,,,,,,
293,,,Number of countries where QBE employees are located,33,34,,,,,,,,,,,,,,,,,,,
295,,,Countries where QBE employees are located as at 31 December 2023,,,,,,,,,,,,,,,,,,,,,
296,,,,Number of employees,With insurance operations,,,,,,,,,,,,,,,,,,,
297,,,Argentina,2,No,,,,,,,,,,,,,,,,,,,
298,,,Australia,3986,Yes,,,,,,,,,,,,,,,,,,,
299,,,Belgium,102,Yes,,,,,,,,,,,,,,,,,,,
300,,,Bermuda,20,Yes,,,,,,,,,,,,,,,,,,,
301,,,Canada,53,Yes,,,,,,,,,,,,,,,,,,,
302,,,China,2,No,,,,,,,,,,,,,,,,,,,
303,,,Colombia,4,No,,,,,,,,,,,,,,,,,,,
304,,,Denmark,12,Yes,,,,,,,,,,,,,,,,,,,
305,,,Fiji,20,Yes,,,,,,,,,,,,,,,,,,,
306,,,France,177,Yes,,,,,,,,,,,,,,,,,,,
307,,,French Polynesia,17,Yes,,,,,,,,,,,,,,,,,,,
308,,,Germany,57,Yes,,,,,,,,,,,,,,,,,,,
309,,,Hong Kong,226,Yes,,,,,,,,,,,,,,,,,,,
310,,,India,331,Yes,,,,,,,,,,,,,,,,,,,
311,,,Ireland,38,Yes,,,,,,,,,,,,,,,,,,,
312,,,Italy,63,Yes,,,,,,,,,,,,,,,,,,,
313,,,Japan,2,No,,,,,,,,,,,,,,,,,,,
314,,,Macau,11,Yes,,,,,,,,,,,,,,,,,,,
315,,,Malaysia,227,Yes,,,,,,,,,,,,,,,,,,,
316,,,Netherlands,14,Yes,,,,,,,,,,,,,,,,,,,
317,,,New Caledonia,31,Yes,,,,,,,,,,,,,,,,,,,
318,,,New Zealand,306,Yes,,,,,,,,,,,,,,,,,,,
319,,,Philippines,2383,No,,,,,,,,,,,,,,,,,,,
320,,,Singapore,188,Yes,,,,,,,,,,,,,,,,,,,
321,,,Solomon Islands,8,Yes,,,,,,,,,,,,,,,,,,,
322,,,Spain,87,Yes,,,,,,,,,,,,,,,,,,,
323,,,Sweden,32,Yes,,,,,,,,,,,,,,,,,,,
324,,,Switzerland,1,No,,,,,,,,,,,,,,,,,,,
325,,,United Arab Emirates,24,Yes,,,,,,,,,,,,,,,,,,,
326,,,United Kingdom,2318,Yes,,,,,,,,,,,,,,,,,,,
327,,,United States of America,2680,Yes,,,,,,,,,,,,,,,,,,,
328,,,Vanuatu,14,Yes,,,,,,,,,,,,,,,,,,,
329,,,Vietnam,43,Yes,,,,,,,,,,,,,,,,,,,
