Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
138,,408.0,Child Labor,408-01,Operations and suppliers at significant risk for incidents of child labor,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,12,,,,,,,,,,,,,,,,,,,,,,
139,,409.0,Forced or Compulsory Labor,409-01,Operations and suppliers ar significant risk for incidents of forced or compulsory labor,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,12,,,,,,,,,,,,,,,,,,,,,,
140,,410.0,Security Practices,410-01,Security personnel trained in human rights policies or procedures,600+ Completion of Modern Slavery Training,,,,QUBE Holdings,2023.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,
141,,411.0,Rights of Indigenous Peoples,411-01,Incidents of violations involving rights of indigenous peoples,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,412.0,Human Rights Assessment,412-01,Operations that have been subject to human rights reviews or impacts assessments,,Human Rights Policy,,,QUBE Holdings,2023.0,"During FY23, QUBE Holdings continued implementing actions under its Human Rights Policy based on its ongoing risk-based assessments of QUBE Holdings's operations and supply chains to identify modern slavery risks. During the period, QUBE Holdings refined its modern slavery due diligence protocol and questionnaire, aiming to elicit more precise and targeted responses from suppliers and to support the assessment, remediation, follow-up and reporting of modern slavery risks.",,,,12,,,"Modern Slavery Risk Assessment, Supply Chain Transparency, Human Rights","8, 16",S,,,,,,,,,,,,,,,,,
143,,412.0,Human Rights Assessment,412-02,Employee training on human rights policies or procedures,"From 1 July 2022 to 30 June 2023, 609 employees completed comprehensive modern slavery training.",,,,QUBE Holdings,2023.0,,,,,12,,,,,,,,,,,,,,,,,,,,,,
144,,412.0,Human Rights Assessment,412-03,Significant investment agreements and contracts that include human rights clauses or that underwent human rights screening,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Hope Kitchen,,,QUBE Holdings,2023.0,"Through our ongoing support for the Hope Hospitality Foundation, QUBE Holdings continues to work closely with Neil Perry, the Department of Agriculture, Fisheries and Forestry and Woolworths Supermarkets to turn rice that would otherwise have gone to landfill following testing by Australian Biosecurity into meals for those who need them most. The Hope Hospitality Foundation (previously known as Hope Delivery) was initially created to help feed the disadvantaged during COVID, with the recently relaunched charity now widening its remit to help even more Sydneysiders.",,,,"9, 38",,,"Food Waste Reduction, Community Support, Social Impact","2, 3, 11",S,,,,,,,,,,,,,,,,,
146,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Continuing Our Support For Clontarf,,,QUBE Holdings,2023.0,"The Clontarf Foundation exists to improve the education, discipline, life skills, self-esteem and employment prospects of young Aboriginal and Torres Strait Islander men. QUBE Holdings has supported the work of Clontarf since 2017, both as a sponsorship partner and as an employer of trainers. Throughout the year, we had the opportunity to connect with boys from several Clontarf Academies throughout Australia, including hosting a visit to our Sydney office from the boys from Woree Academy near Cairns and supporting two boys from the Bairnsdale Clontarf Academy to complete their schoolwork experience at our QUBE Holdings Logistics operations in Melbourne.",,,,39,,,"Indigenous Education, Community Engagement, Social Responsibility","4, 10, 16",S,,,,,,,,,,,,,,,,,
147,,413.0,Local Communities,413-01,"Operations with local community engagement, impact assessments, and development programs",,Supporting Cyclone Relief In New Zealand,,,QUBE Holdings,2023.0,"When Cyclone Gabrielle hit the North Island of New Zealand's uppermost region on February 12 2023, the Prime Minister described it as New Zealand's most significant natural disaster of the century. With authorities working around the clock to conduct rapid assessments of the damage, distribute food and other essential resources, and locate a growing number of missing people, our New Zealand-based team, ISO Limited, rolled up their sleeves to lend a hand.",,,,39,,,"Disaster Relief, Community Assistance, Emergency Response","1, 11",S,,,,,,,,,,,,,,,,,
148,,413.0,Local Communities,413-02,Operations with significant actual and potential negative impacts on local communities,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,414.0,Supplier Social Assessment,414-01,New suppliers that were screened using social criteria,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,414.0,Supplier Social Assessment,414-02,Negative social impacts in the supply chain and actions taken,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,415.0,Public Policy,415-01,Political contributions,All political donations and sponsorships are prohibited except where the Managing Director has given prior written approval according to the DOA Policy. Legal must be advised of all approvals of political donations and sponsorships.,,,,QUBE Holdings,2023.0,,,,,,,,,,,,Anti-bribery and corruption policy,,,,,,,,,,,,,,,
152,,416.0,Customer Health and Safety,416-01,Assessment of the health and safety impacts of product and service categories,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,416.0,Customer Health and Safety,416-02,Incidents of non-compliance concerning the health and safety impacts of products and services,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,,417.0,Marketing and Labeling,417-01,Requirements for product and service information and labeling,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,417.0,Marketing and Labeling,417-02,Incidents of non-compliance concerning product and service information and labeling,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,417.0,Marketing and Labeling,417-03,Incidents of non-compliance concerning marketing communications,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,419.0,Socioeconomic Compliance,419-01,Non-compliance with laws and regulations in the social and economical area,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,,Total disclosure,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
