Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
74,,302.0,Energy,302-01,Energy consumption within the organization,,Improving efficiency in the rail sector,,,QUBE Holdings,2023.0,QUBE Holdings digitalisation and monitoring systems aim to optimise fuel consumption. Implementing the EcoRun driver advisory system could reduce fuel by ~3% to 7%. Engine modification on overhaul to improve fuel efficiency and emission could result in ~2% to 5% efficiency improvements.,,,,28,,,"Fuel Consumption Optimization, Eco-friendly Practices, Technology Implementation","9, 13",E,,,,,,,,,,,,,,,,,
75,,302.0,Energy,302-01,Energy consumption within the organization,,Renewable Energy Initiative,,,QUBE Holdings,2023.0,"A continuous program of assessing sites with potential for solar rooftops. In FY23, we consumed ~400MWh of on-site renewable energy in our premises.",,,,28,,,"On-site Renewable Energy, Solar Rooftops, Sustainability Initiatives","7, 13",E,,,,,,,,,,,,,,,,,
76,,302.0,Energy,302-02,Energy consumption outside of the organization,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,302.0,Energy,302-03,Energy intensity,,Bell Bay Itv - The Apple Of The Apple IsleÃ¢ÂÂs Eye,,,QUBE Holdings,2023.0,"As we continue to explore partnership opportunities and new technologies to reduce our emissions footprint, the QUBE Holdings Ports team at Bell Bay in Tasmania recently trialled a new electric Inter-Terminal Vehicle (ITV). The Gaussian APM 75T Battery was built in Australia by Newport and uses simple battery swap technology, allowing for seamless and continuous operation.",,,,37,,,"Electric Inter-Terminal Vehicle (ITV), Emission Reduction, Technology Innovation","9, 13",E,,,,,,,,,,,,,,,,,
78,,302.0,Energy,302-03,Energy intensity,,World First Partnership Helping To Make Electric Vision Reality,,,QUBE Holdings,2023.0,"QUBE Holdings was also delighted to partner with OZ Minerals and Janus Electric in a trial of the world's first electric triple road train. Through the Vision Electric project, Janus Electric has converted a diesel truck owned by QUBE Holdings into an electric truck, which will provide decarbonised on-road logistics support to OZ Minerals' Carrapateena operations and shipping in South Australia.",,,,37,,,"Electric Triple Road Train, Decarbonization, Sustainable Logistics","9, 13",E,,,,,,,,,,,,,,,,,
79,,302.0,Energy,302-04,Reduction of energy consumption,,Hydrogen fuel cells (FCEVs),,,QUBE Holdings,2023.0,"Clear policy, regulation and a trained workforce are required to support the hydrogen transition. While these challenges exist, QUBE Holdings is in discussions with several parties on the potential for conducting hydrogen trials where it is commercially feasible, noting that hydrogen vehicles are still around two times more expensive than internal combustion engine vehicles and hydrogen fuel costs need to be at around $2 to $3 per kilogram for commercial viability.",,,,36,,,"Hydrogen Transition, Alternative Fuels, Sustainable Transportation","7, 9",E,,,,,,,,,,,,,,,,,
80,,302.0,Energy,302-04,Reduction of energy consumption,,Electrification,,,QUBE Holdings,2023.0,"In partnership with OZ Minerals, Janus Electric and Vision Energy, we are conducting a 12-month trial of battery-swapping technology in South Australia. The trial will give us valuable data and experience to expand these trials in other regions and environments. We are also exploring several EV truck trials on the East Coast.",,,,36,,,"Battery-Swapping Technology, Electric Vehicle Trials, Sustainability Initiatives","7, 9",E,,,,,,,,,,,,,,,,,
81,,302.0,Energy,302-04,Reduction of energy consumption,,Biofuels or renewable diesel,,,QUBE Holdings,2023.0,"We are reviewing several options to trial biofuel/ renewable fuels. However, this would be subject to commercial viability and collaboration from our Original Equipment Manufacturers (OEMs) and our end customers. We anticipate that changes to regulatory settings and government policies will support the development of a biofuel industry in the Australian market over time.",,,,36,,,"Biofuel Trials, Renewable Fuels, Regulatory Support","7, 9",E,,,,,,,,,,,,,,,,,
82,,302.0,Energy,302-05,Reductions in energy requirements of products and services,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,303.0,Water and Effluents,303-01,Interactions with water as a shared resource,"We are committed to safeguarding the environment by complying with environmental laws, regulations, and standards and managing the potential impacts on air, water and land.",,,,QUBE Holdings,2023.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,
84,,303.0,Water and Effluents,303-02,Management of water discharge-related impacts,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,303.0,Water and Effluents,303-03,Water withdrawal,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,303.0,Water and Effluents,303-04,Water discharge,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,303.0,Water and Effluents,303-05,Water consumption,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,304.0,Biodiversity,304-01,"Operational sites owned, leased, managed in, or adjacent to, protected areas and areas of high biodiversity value outside protected areas",,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,304.0,Biodiversity,304-02,"Significant impacts of activities, produces, and services on biodiversity",,Taskforce on Nature-Related Financial Disclosures (TNFD),,,QUBE Holdings,2023.0,Biodiversity management is an area of increasing focus and attention globally. The Taskforce on Nature-Related Financial Disclosures (TNFD) aims to create a new reporting framework to mitigate risks connected to the natural world. The UN Convention on Biodiversity has called for governments to stabilise biodiversity losses within 10 years.,,,,29,,,"Biodiversity Management, TNFD Compliance, Nature Conservation",15,E,,,,,,,,,,,,,,,,,
90,,304.0,Biodiversity,304-03,Habitats protected or restored,"While we continue to closely monitor developments and potential reporting obligations in this critical area, as a proactive measure, QUBE Holdings already responds to potentially negative impacts on biodiversity by ensuring appropriate protections where these operations overlap with protected areas or areas of high biodiversity value.",,,,QUBE Holdings,2023.0,,,,,29,,,,,,,,,,,,,,,,,,,,,,
91,,304.0,Biodiversity,304-04,IUCN Red List species and national conversation list species with habitats in areas affected by operations,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,305.0,Emissions,305-01,Direct (Scope 1) GHG emissions,"385,004 tCO2e.",,,,QUBE Holdings,2023.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,
93,,305.0,Emissions,305-02,Energy indirect (Scope 2) GHG emissions,"22,402 tCO2e.",,,,QUBE Holdings,2023.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,
94,,305.0,Emissions,305-03,Other indirect (Scope 3) GHG emissions,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,305.0,Emissions,305-04,GHG emissions intensity,139.0 tCO2e per $M,,,,QUBE Holdings,2023.0,,,,,4,,,,,,,,,,,,,,,,,,,,,,
