Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
114,,401.0,Employment,401-03,Parental leave,,New Paid Parental Policy,,,QUBE Holdings,2023.0,"Under this new policy, eligible employees are entitled to 12 weeks of paid parental leave Ã¢ÂÂ up from a previous base of six weeks (plus one week per year of service). In addition, QUBE Holdings will pay superannuation payments on both an employee's period of QUBE Holdings-paid parental leave and any government-paid parental leave (where an employee is eligible), helping to address the superannuation gender pay gap.",,,,25,,,"Parental Leave Policy, Gender Pay Gap, Employee Benefits",5,S,,,,,,,,,,,,,,,,,
115,,402.0,Labor/Management Relations,402-01,Minimum notice periods regarding operational changes,Termination Notice Period for the Executive KMP: 6 months. Other than for gross misconducCompanyrmination payment instead of notice is payable upon early termination by the Company.,,,,QUBE Holdings,2023.0,,,,,57,,,,,,,,,,,,,,,,,,,,,,
116,,403.0,Occupational Health and Safety,403-01,Occupation health and safety management system,,Safety Differently,,,QUBE Holdings,2023.0,"In FY23, we continued to adopt a ""safety differently"" approach. ""Safety differently"" is about relying on the expertise and insights of our frontline workforce in terms of how work is done to recalibrate our approach and improve safety and efficiency.",,,,18,,,"Safety Culture, Safety Improvement, Frontline Engagement","3, 8",S,,,,,,,,,,,,,,,,,
117,,403.0,Occupational Health and Safety,403-01,Occupation health and safety management system,,Critical Risk (CR) program,,,QUBE Holdings,2023.0,"Our Critical Risk (CR) program enables QUBE Holdings to verify that we have the required critical controls for work tasks with associated fatality risks. A vital aspect of the program is ensuring that frontline workers are engaged in completing control verifications by managers and supervisors. In FY23, we strengthened this requirement with a leading KPI for senior leaders: ""Critical Risk Review with Worker Involvement"".\t",,,,18,,,"Critical Risk Management, Safety Verification, Worker Engagement","3, 8",S,,,,,,,,,,,,,,,,,
118,,403.0,Occupational Health and Safety,403-01,Occupation health and safety management system,,INX Project,,,QUBE Holdings,2023.0,"QUBE Holdings's new integrated management system, INX, is designed to help future-proof our workforce and business by addressing three critical compliance and legislative requirements: Event management, Learning management system, and Health reporting. By creating an integrated SHS program, we have observed several positive outcomes throughout FY23, including reduced bottlenecks in information flow, improved data security and visibility, enabling better, data-driven decision making and improved efficiencies from eliminating manual processes.",,,,20,,,"Integrated Management System, Compliance, Data-driven Decision Making","8, 9",S,,,,,,,,,,,,,,,,,
119,,403.0,Occupational Health and Safety,403-02,"Hazard identification, risk assessment, and incident investigation",,QUBE Holdings Critical Management Model,,,QUBE Holdings,2023.0,QUBE Holdings Critical Management Model explains steps taken to understand risks. It consists of: 1. Identify Critical Risks 2. Identify Controls 3. Define Performance & Reporting Criteria. 4. Verify - Gain Worker Insights. 5. Report.\t,,,,"18, 22",,,"Critical Risk, Identification, Verification","3, 8",S,,,,,,,,,,,,,,,,,
120,,403.0,Occupational Health and Safety,403-02,"Hazard identification, risk assessment, and incident investigation",,Due Diligence Index Ã¢ÂÂ Safety (DDI-S),,,QUBE Holdings,2023.0,"In FY22, QUBE Holdings developed the international Due Diligence Index Ã¢ÂÂ Safety (DDI-S) board health and safety performance reporting tool. The tool has been created through an open collaboration between Clyde & Co, Professor Sidney Dekker, Art of Work and several pilot participants, including health and safety professionals from QUBE Holdings, Hansen Yuncken, Transgrid, Serco, QUU, Brisbane Airport Corporation and Aurizon. We continued to support the DDI-S index in FY23 by sharing the lessons we have learned through our partnership with the safety community to inform the development of a new Standard.\t",,,,19,,,"Safety Performance Metrics, DDI-S Index, Safety Standards","3, 8",S,,,,,,,,,,,,,,,,,
121,,403.0,Occupational Health and Safety,403-02,"Hazard identification, risk assessment, and incident investigation",,"Safety, Health and Sustainability (SHS) Conference",,,QUBE Holdings,2023.0,"Psychosocial hazards and risk were also key focus areas at our FY23 Safety, Health and Sustainability (SHS) Conference. Each year, SHS team members from across Australia and New Zealand come together to drive the Agenda of the Group's overall SHS strategy, give valuable input to emerging trends and lived experiences at a site level, and learn from industry experts who partner with QUBE Holdings in establishing meaningful and deliverable outcomes for our team.",,,,22,,,"Psychosocial hazards, risk, safety and health","3, 8",S,,,,,,,,,,,,,,,,,
122,,403.0,Occupational Health and Safety,403-03,Occupational health services,,Report for Support,,,QUBE Holdings,2023.0,"While we strive for Zero Harm, injuries do happen, and we know that recovery time can be significantly impacted by the time taken to confirm the diagnosis and commence treatment. That's why we have adopted the 'athletes model' for injury management and implemented our 'Report for Support' program. Report for support provides our employees with immediate access to a dedicated injury management team to assess and triage a worker's injury as soon as it's reported.",,,,18,,,"Zero Harm, Injury, Impact","3, 8",S,,,,,,,,,,,,,,,,,
123,,403.0,Occupational Health and Safety,403-04,"Worker participation, consultation, and communication on occupational health and safety",,Look up. Look out,,,QUBE Holdings,2023.0,"This year, in the lead-up to the busy pre-Christmas period, our Stop for Safety campaign was built around the theme ""Look up. Look out"". The campaign reminded our people to be aware of their surroundings, to ensure they were away from the line of fire, to remain vigilant and always to maintain sight of the importance of putting health and safety first. QUBE Holdings commissioned a special edition pair of Wayfarer-style sunglasses, stamped with the ""Look up, Look out"" message, for every employee as part of the campaign.",,,,20,,,"Campaign, Safety, Employee","3, 8",S,,,,,,,,,,,,,,,,,
124,,403.0,Occupational Health and Safety,403-05,Worker training on occupational health and safety,98% compliance rate recorded,,,,QUBE Holdings,2023.0,,,,,8,,,,,,,,,,,,,,,,,,,,,,
125,,403.0,Occupational Health and Safety,403-06,Promotion of worker health,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,403.0,Occupational Health and Safety,403-07,Prevention and mitigation of occupational health and safety impacts directly linked by business relationships,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,403.0,Occupational Health and Safety,403-08,Workers covered by an occupational health and safety management system,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
