Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
42,,3.0,Material Topics,3-3,Management of material topics,,ISSB standards,,,QUBE Holdings,2023.0,"As QUBE Holdings continues its climate journey, more comprehensive data collection, analysis, and modelling will improve future analyses and estimates. In FY24, we intend to further evolve physical and transitional climate-related risk analysis by conducting scenario analysis as required under the ISSB standards.",,,,30,,,"Climate Risk Analysis, Scenario Planning, ISSB Standards","13, 14",E,,,,,,,,,,,,,,,,,
43,,3.0,Material Topics,3-3,Management of material topics,,Capital allocation and targets investments approach,,,QUBE Holdings,2023.0,"QUBE Holdings has a disciplined approach to capital allocation and targets investments that fit both strategically and will deliver an appropriate return, considering relevant factors, including QUBE Holdings's applicable weighted average cost of capital (WACC) and the risk associated with the investment. Certain more strategic or lower-risk investments may justify lower return outcomes, while higher-risk investments are expected to generate a higher premium to the WACC.",,,,,23,,"Capital Allocation Strategy, Risk-adjusted Returns, Strategic Investments",16,E,,,,,,,,,,,,,,,,,
44,,201.0,Economic Performance,201-01,Direct economic value generated and distributed,,Rail sector investment,,,QUBE Holdings,2023.0,"Investment in 32 new Tier 3 locomotives would reduce NOx and PM by over 50% to 80% and consume less oil, filters and components.",,,,28,,,"Locomotive Investment, Emissions Reduction, Fuel Efficiency",7,E,,,,,,,,,,,,,,,,,
45,,201.0,Economic Performance,201-01,Direct economic value generated and distributed,,Premises technology initiative,,,QUBE Holdings,2023.0,Forty-three new Kalmar Tier IV/Stage 5 emission standard container handler units ordered will significantly improve fuel efficiency and lower emissions.,,,,28,,,"Container Handler Investment, Emission Standards, Fuel Efficiency",7,E,,,,,,,,,,,,,,,,,
46,,201.0,Economic Performance,201-01,Direct economic value generated and distributed,,Investing in data management services,,,QUBE Holdings,2023.0,"We also continue investing in renewable energy across facilities we own or lease to power them with 100 per cent renewable electricity by 2030. Further, we are investing in data management services to provide transparency and visibility of GHG emissions and collecting broader sustainability data, including waste and water data, to improve our reporting and climate-related disclosures.",,,,36,,,"Renewable Energy Investment, GHG Emission Reduction, Data Management","7, 13, 14",E,,,,,,,,,,,,,,,,,
47,,201.0,Economic Performance,201-02,Financial implications and other risks and opportunities due to climate change,,Taskforce on Climate-related Financial Disclosures (TCFD),,,QUBE Holdings,2023.0,"As an organisation committed to strengthening sustainability, we recognise the importance of disclosing climate-related risks and opportunities to our stakeholders. We embrace the recommendation of the Taskforce on Climate-related Financial Disclosures (TCFD). We are taking steps to manage our climate-related risks across the governance, risk management and strategy, create value, and build resilience in our supply chain.",,,,30,,,"Climate-related Financial Disclosures, TCFD Recommendations, Supply Chain Resilience","13, 14",E,,,,,,,,,,,,,,,,,
48,,201.0,Economic Performance,201-02,Financial implications and other risks and opportunities due to climate change,,QUBE Holdings risk matrix,,,QUBE Holdings,2023.0,QUBE Holdings conducted a detailed assessment via stakeholder engagement to assess the materiality of the identified risks. The evaluation was based on identifying risk using the QUBE Holdings risk matrix (risk rating ranging from very low to extreme) and a series of workshops with relevant QUBE Holdings businesses.,,,,32,,,"Risk Matrix, Assessment, Identification","13, 14",E,,,,,,,,,,,,,,,,,
49,,201.0,Economic Performance,201-02,Financial implications and other risks and opportunities due to climate change,,Transitional Risk,,,QUBE Holdings,2023.0,"An internal model was developed to assess transitional risks through 2030. The agreed topics were EV uptake, battery technology, alternative fuels, regulations, carbon pricing, and the government approach to net zero. Three scenarios were assessed to identify and evaluate future transitional climate risk.",,,,32,,,"Transitional Risk Assessment, Scenario Modelling, Climate Strategy","13, 14",E,,,,,,,,,,,,,,,,,
50,,201.0,Economic Performance,201-03,Defined benefit plan obligations and other retirement plans,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,201.0,Economic Performance,201-04,Financial assistance received from government,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,202.0,Market Presence,202-01,Ratios of standard entry level wage by gender compared to local minimum wage,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,202.0,Market Presence,202-02,Proportion of senior management hired from the local community,"We'll never stop striving to do better with more innovative technology, innovation, and relationships that ensure success for our customers, business, shareholders and all our people.",,,,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,203.0,Indirect Economic Impacts,203-01,Infrastructure investments and services supported,,Camera technology with Artificial Intelligence (AI),,,QUBE Holdings,2023.0,Significant investment in camera technology with Artificial Intelligence (AI) across key sites to deliver enhanced safety and workforce protection. These cameras can detect and alert if team members enter an unsafe zone. The appropriate management teams are alerted to these breaches to help keep our sites safe.,,,,41,,,"AI Camera Technology, Safety Enhancement, Workforce Protection","3, 8",G,,,,,,,,,,,,,,,,,
55,,203.0,Indirect Economic Impacts,203-01,Infrastructure investments and services supported,,The expansion of our Optical Character Recognition (OCR),,,QUBE Holdings,2023.0,The expansion of our Optical Character Recognition (OCR) tools in select locations to drive efficiencies in moving assets. QUBE Holdings has now successfully fitted OCR cameras on non-fixed forks and cranes with OCR feeds back into the QUBE Holdings OCR engine.,,,,41,,,"OCR Tools, Asset Movement Efficiency, Automation",9,G,,,,,,,,,,,,,,,,,
56,,203.0,Indirect Economic Impacts,203-01,Infrastructure investments and services supported,,Expansion of robotic scanning technologies,,,QUBE Holdings,2023.0,"Expansion of robotic scanning technologies across new sites, helping to unlock a range of safety and efficiency benefits. QUBE Holdings delivered a successful proof of concept trial with drone warehouse scanning for cycle counting in one of our central warehouse facilities. The prosecution utilised drones to scan pallets in a warehouse for cycle counting.",,,,41,,,"Robotic Scanning, Safety Improvement, Efficiency Gains",9,G,,,,,,,,,,,,,,,,,
57,,203.0,Indirect Economic Impacts,203-02,Significant indirect economic impacts,,Innovative New Cattle Ramp Keeps Herds Moving,,,QUBE Holdings,2023.0,"A new livestock loading ramp at Darwin Port is streamlining the delivery of large consignments of export cattle while maintaining animal welfare and worker safety standards. The new ramp, a collaboration between QUBE Holdings, major cattle exporter Frontier International and Argyle Engineering in Kununurra, can complete loading into a G-class vessel in almost half the time and twice as efficiently as was previously possible.",,,,42,,,"Livestock Loading Ramp, Animal Welfare, Efficiency Increase","2, 12",S,,,,,,,,,,,,,,,,,
58,,203.0,Indirect Economic Impacts,203-02,Significant indirect economic impacts,,Rewarding Innovation,,,QUBE Holdings,2023.0,"As well as celebrating our values and the behaviours they underpin through our inaugural Thrive awards Ã¢ÂÂ ""The Qubies"", in FY23, we also launched the QUBE Holdings Innovation Award. This award recognises the importance of innovation for QUBE Holdings's sustained growth and future success.",,,,42,,,"Awards Recognition, Innovation Culture, Employee Engagement","8, 16",S,,,,,,,,,,,,,,,,,
59,,203.0,Indirect Economic Impacts,203-02,Significant indirect economic impacts,,London Calling,,,QUBE Holdings,2023.0,"In a world first, this year we completed a trial of our new Super B Double Double Stacked vehicle container vehicle Ã¢ÂÂ the first design of its kind globally and dubbed ""The London Project"" in homage to London's iconic double-decker buses. The trailer, developed by QUBE Holdings with O'Phee Trailers and the Drake Group, can transport up to twelve empty double-stacked containers and be trialled on a defined route through the Port of Brisbane, predominantly within QUBE Holdings's site port facilities and limited port roads. It made it the first time a double-stacked container vehicle had been trialled on public roads in Australia.\t",,,,43,,,"Double-Stacked Container Trial, Transportation Efficiency, Innovative Design","11, 12",S,,,,,,,,,,,,,,,,,
60,,204.0,Procurement Practices,204-01,Proportion of spending on local suppliers,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,,205.0,Anti-corruption,205-01,Operations assessed for risks related to corruption,,Anti-Bribery and Anti-Corruption Policy,,,QUBE Holdings,2023.0,"QUBE Holdings has an Anti-Bribery and Anti-Corruption Policy that applies to all QUBE Holdings personnel, contractors, agents, and advisers. It explains prohibited conduct and provides guidance on dealing with gifts, entertainment and donations and seeking appropriate approvals.",,,,12,,,"Anti-Bribery Policy, Ethical Conduct, Transparency",16,G,,,,,,,,,,,,,,,,,
62,,205.0,Anti-corruption,205-02,Communication and training about anti-corruption policies and procedures,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,205.0,Anti-corruption,205-03,Confirmed incidents of corruption and actions taken,,,,NO DISCLOSURE,QUBE Holdings,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
