Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
70,,302.0,Energy,302-04,Reduction of energy consumption,,LED Lighting,,,Telstra,2023.0,"Telstra is implementing a large-scale initiative to replace over 100,000 old fluorescent lights across its facilities with energy-efficient LED lights featuring motion sensors. Since 2020, Telstra has removed 127,760 fluorescent lights and replaced them with 64,630 LED fittings, reducing energy consumption by 23,522MWh annually.",,,,"64, 65",,,,,"LED Lights, Energy Efficiency, Environmental Impact","12, 13",E,,,,,,,,,,,,,,,,
71,,302.0,Energy,302-05,Reductions in energy requirements of products and services,"Telstra's annualised emissions savings resulting from project initiatives were 23.485 (tCO2e/yr), including HVAC optimisation, building service energy efficiency upgrades, LED lighting, and upgrading rectifiers.",,,,Telstra,2023.0,,,,,Data Pack,,,,,,,,,,,,,,,,,,,,,,,
72,,303.0,Water and Effluents,303-01,Interactions with water as a shared resource,,,,NO DISCLOSURE,Telstra,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,303.0,Water and Effluents,303-02,Management of water discharge-related impacts,,,,NO DISCLOSURE,Telstra,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,303.0,Water and Effluents,303-03,Water withdrawal,Telstra's total water withdrawal in 2023 is 1.158 ML.,,,,Telstra,2023.0,,,,,Data Pack,,,,,,,,,,,,,,,,,,,,,,,
75,,303.0,Water and Effluents,303-04,Water discharge,Telstra's total water discharge in 2023 is 228 kL.,,,,Telstra,2023.0,,,,,Data Pack,,,,,,,,,,,,,,,,,,,,,,,
76,,303.0,Water and Effluents,303-05,Water consumption,Telstra's total water consumption in 2023 is 1.158 ML.,,,,Telstra,2023.0,,,,,Data Pack,,,,,,,,,,,,,,,,,,,,,,,
77,,304.0,Biodiversity,304-01,"Operational sites owned, leased, managed in, or adjacent to, protected areas and areas of high biodiversity value outside protected areas",,,,NO DISCLOSURE,Telstra,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,304.0,Biodiversity,304-02,"Significant impacts of activities, produces, and services on biodiversity",,Wildlife Interaction,,,Telstra,2023.0,"Telstra interacts with flora and fauna daily Ã¢ÂÂ our infrastructure can make a warm, safe home for many animals. Telstra helps people understand what to do when interacting with animals to keep them and the animals safe (and our infrastructure protected from damage, where possible).",,,,71,,,,,"Wildlife Interaction, flora, fauna, animals","12, 13, 14, 15",E,,,,,,,,,,,,,,,,
79,,304.0,Biodiversity,304-02,"Significant impacts of activities, produces, and services on biodiversity",,Monitoring Weather,,,Telstra,2023.0,"As the climate changes, Telstra is seeing increasingly frequent severe weather events. Connectivity and technology solutions are vital to monitoring weather and planning and effectively responding to natural disasters. Telstra's infrastructure can also offer access pathways to remote parts of the country to help respond to bushfires and other events.",,,,71,,,,,"Monitoring weather, climate change, planning","12, 13, 14, 15",E,,,,,,,,,,,,,,,,
