Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
106,,403.0,Occupational Health and Safety,403-02,"Hazard identification, risk assessment, and incident investigation",,Health and Safety Culture,,,Telstra,2023.0,"In FY23, we recorded the highest level of incident reporting on record, which we broadly view as positive. It reflects a robust health, safety and well-being culture where our people are highly aware of the importance of accurate and timely reporting and feel comfortable reporting incidents.",,,,33,,,,,"Incident Reporting, Health and Safety Culture, Wellbeing",3,S,,,,,,,,,,,,,,,,
107,,403.0,Occupational Health and Safety,403-02,"Hazard identification, risk assessment, and incident investigation",,Incident reporting improvement,,,Telstra,2023.0,"Telstra's FY23 incident reporting reflects a significant improvement, with a notable decrease in incidents resulting in high-severity outcomes such as medical treatment or work restrictions. This positive trend is also evident in marginal reductions in Telstra's Total Recordable Injury Frequency Rate (TRIFR) and Lost Time Injury Frequency Rate (LTIFR), indicating that higher incident reporting did not lead to increased TRIFR and LTIFR, demonstrating Telstra's commitment to safety.",,,,33,,,,,"Incident Reporting, TRIFR, LTIFR",3,S,,,,,,,,,,,,,,,,
108,,403.0,Occupational Health and Safety,403-03,Occupational health services,,,,NO DISCLOSURE,Telstra,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,403.0,Occupational Health and Safety,403-04,"Worker participation, consultation, and communication on occupational health and safety",,,,NO DISCLOSURE,Telstra,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,403.0,Occupational Health and Safety,403-05,Worker training on occupational health and safety,,,,NO DISCLOSURE,Telstra,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,403.0,Occupational Health and Safety,403-06,Promotion of worker health,,,,NO DISCLOSURE,Telstra,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,403.0,Occupational Health and Safety,403-07,Prevention and mitigation of occupational health and safety impacts directly linked by business relationships,,,,NO DISCLOSURE,Telstra,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,403.0,Occupational Health and Safety,403-08,Workers covered by an occupational health and safety management system,,,,NO DISCLOSURE,Telstra,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,403.0,Occupational Health and Safety,403-09,Work-related injuries,,,,NO DISCLOSURE,Telstra,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,403.0,Occupational Health and Safety,403-10,Work-related ill health,,,,NO DISCLOSURE,Telstra,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,404.0,Training and Education,404-01,Average hours of training per year per employee,"Average hours of training per year per employee in Telstra FY23 were 6.47 for executive management, 14.52 for middle management, and 16.76 for operational staff.",,,,Telstra,2023.0,,,,,Data Pack,,,,,,,,,,,,,,,,,,,,,,,
117,,404.0,Training and Education,404-02,Programs for upgrading employee skills and transition assistance programs,,Learning investment,,,Telstra,2023.0,"Telstra invested $20 million in training and development in FY23, with an additional $3.5 million in our Future Ready program. Within the total investment of $23.5 million, over $6.9 million was invested in technology training and $6.2 million in leadership training.",,,,29,,,,,"Learning, capability, development","3, 4, 8, 9",S,,,,,,,,,,,,,,,,
118,,404.0,Training and Education,404-02,Programs for upgrading employee skills and transition assistance programs,,Technical Skill Programs,,,Telstra,2023.0,"Telstra has continued to invest in its employees by establishing new technical skill programs for Software Engineering, Data and Analytics, and Cyber Security, including skills assessments and Capstone projects. Telstra initiated virtual Cyber Security Malware and Software Engineering internships with Forage.",,,,30,,,,,"Employees, Technical Skill Programs, Virtual Internships","3, 4, 8, 9",S,,,,,,,,,,,,,,,,
119,,404.0,Training and Education,404-02,Programs for upgrading employee skills and transition assistance programs,,In-person cultural learning,,,Telstra,2023.0,"Telstra is committed to delivering in-person cultural learning for 1,500 employees by June 2025 to deepen their understanding of Aboriginal and Torres Strait Islander cultures, histories, knowledge, and rights. This initiative and partnering with a First Nations training provider for workshops form part of Telstra's broader efforts to enhance cultural competency across the company.",,,,31,,,,,"Cultural Learning, Aboriginal and Torres Strait Islander cultures, First Nations training provider","3, 4, 8, 9",S,,,,,,,,,,,,,,,,
