Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
142,,403.0,Occupational Health and Safety,403-04,"Worker participation, consultation, and communication on occupational health and safety",,Operational Excellence,,,Cleanaway,2023.0,"Operational Excellence at Cleanaway signifies a commitment to achieving the highest efficiency, quality, and performance standards across the organisation's operations. This initiative systematically pursues continuous improvement, innovation, and best practices to optimise processes and deliver exceptional outcomes.",,,4,9,,,"Operational Excellence, Drove efficiency gains, research and techniques",3,S,,,,,,,,,,,,,,,,,,,,,,
143,,403.0,Occupational Health and Safety,403-05,Worker training on occupational health and safety,,Start Strong for HSEÃ¢ÂÂ campaign,,,Cleanaway,2023.0,"Cleanaway's ""Stronger Together HSE Leadership Program"" is a specialised initiative focused on empowering and strengthening leadership in health, safety, and environment (HSE). This program provides comprehensive training, workshops, and mentorship and aims to cultivate a solid and collaborative HSE leadership team within the organisation.",,,4,18,,,"Start Strong for HSE campaign, raise awareness, improve workforce engagement",3,S,,,,,,,,,,,,,,,,,,,,,,
144,,403.0,Occupational Health and Safety,403-05,Worker training on occupational health and safety,,HSE Leadership Development Program,,,Cleanaway,2023.0,"Cleanaway's HSE Leadership Development Program is a specialised initiative designed to cultivate and enhance leadership capabilities in Health, Safety, and Environment (HSE). This program likely involves targeted training, mentorship, and experiential learning opportunities for individuals assuming leadership roles within the HSE domain.",,,4,18,,,HSE Leadership Development Program,3,S,,,,,,,,,,,,,,,,,,,,,,
145,,403.0,Occupational Health and Safety,403-06,Promotion of worker health,,,,NO DISCLOSURE,Cleanaway,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,403.0,Occupational Health and Safety,403-06,Promotion of worker health,,,Mental Health and Wellbeing,,Cleanaway,2023.0,Air pollution control at Cleanaway is a critical component of the company's commitment to environmental sustainability. This initiative involves implementing advanced technologies and practices to minimise or eliminate the release of pollutants into the air during operations.,,,,23,,,"Mental Health and Wellbeing, Start Strong for HSE Program, educational materials",3,S,,,,,,,,,,,,,,,,,,,,,,
147,,403.0,Occupational Health and Safety,403-06,Promotion of worker health,,,Heat Stress and Hydration,,Cleanaway,2023.0,"Cleanaway provides training and awareness programs on recognising and managing heat stress, emphasising the importance of staying adequately hydrated. The company may also implement practical measures such as access to water stations, shaded rest areas, and the provision of suitable personal protective equipment to mitigate the impact of elevated temperatures.",,,,23,,,"Heat Stress and Hydration, key risk, educational materials",3,S,,,,,,,,,,,,,,,,,,,,,,
148,,403.0,Occupational Health and Safety,403-07,Prevention and mitigation of occupational health and safety impacts directly linked by business relationships,,Cleanaway Lifesaving Rules,,,Cleanaway,2023.0,"Cleanaway's Lifesaving Rules are crucial safety guidelines and principles designed to protect the well-being of employees, contractors, and anyone associated with Cleanaway's operations. These rules likely encompass non-negotiable safety standards, covering key areas such as working at heights, confined space entry, traffic management, and other critical safety protocols.",,,4,21,,,"Cleanaway Lifesaving Rules, critical hazards, Fitness for work",3,S,,,,,,,,,,,,,,,,,,,,,,
149,,403.0,Occupational Health and Safety,403-07,Prevention and mitigation of occupational health and safety impacts directly linked by business relationships,,Chain of Responsibility,,,Cleanaway,2023.0,"The extension of Cleanaway's Chain of Responsibility (CoR) obligations underscores the company's commitment to enhancing the safe management of heavy vehicles, particularly emphasizing addressing and mitigating the risks associated with driver fatigue. In aligning with CoR principles, Cleanaway recognizes that safety is a shared responsibility that extends beyond the driver to all parties involved in the transport chain. This applies not only to the direct actions of drivers but also to the practices of schedulers, loaders, and other stakeholders.",,,4,20,,,"Chain of Responsibility, CoR, heavy vehicles",3,S,,,,,,,,,,,,,,,,,,,,,,
150,,403.0,Occupational Health and Safety,403-07,Prevention and mitigation of occupational health and safety impacts directly linked by business relationships,,Personal Protective Equipment,,,Cleanaway,2023.0,"At Cleanaway, personal protective equipment (PPE) is a fundamental aspect of ensuring the safety and well-being of employees across various operational contexts. PPE at Cleanaway encompasses a range of specialised gear, including but not limited to safety helmets, high-visibility clothing, gloves, eye protection, and respiratory equipment. The company strongly emphasises providing and maintaining adequate PPE to mitigate workplace hazards and protect employees from potential risks.",,,4,23,,,"Personal Protective Equipment, Housekeeping, Getting the Basics Right",3,S,,,,,,,,,,,,,,,,,,,,,,
151,,403.0,Occupational Health and Safety,403-08,Workers covered by an occupational health and safety management system,All Cleanaway workers are subject to the HSE management system.,,,,Cleanaway,2023.0,,,,4,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,,403.0,Occupational Health and Safety,403-09,Work-related injuries,TRIFR FY23 was 3.7 per million hours worked.,,,,Cleanaway,2023.0,,,,4,ESG DATA BOOK,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,,403.0,Occupational Health and Safety,403-10,Work-related ill health,,WHS Management System,,,Cleanaway,2023.0,"Cleanaway's Workplace Health and Safety (WHS) Management System reflects the company's systematic and comprehensive approach to ensuring the health and safety of its workforce. This management system likely incorporates policies, procedures, and practices to identify, assess, and mitigate workplace risks. Cleanaway is committed to compliance with occupational health and safety regulations and standards.",,,4,19,,,"WHS Management System, work health and safety, AS4801",3,S,,,,,,,,,,,,,,,,,,,,,,
154,,404.0,Training and Education,404-01,Average hours of training per year per employee,,,,NO DISCLOSURE,Cleanaway,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,404.0,Training and Education,404-02,Programs for upgrading employee skills and transition assistance programs,,Reverse mentoring program,,,Cleanaway,2023.0,"Cleanaway's Reverse Mentoring Program is a dynamic initiative that fosters a culture of mutual learning and collaboration within the organisation. Unlike traditional mentoring programs, this approach pairs experienced employees with younger or less experienced counterparts, allowing for a valuable exchange of insights, knowledge, and perspectives.",,,4,33,,,"Reverse mentoring program, Alan Davis, Unanderra",4,S,,,,,,,,,,,,,,,,,,,,,,
156,,404.0,Training and Education,404-02,Programs for upgrading employee skills and transition assistance programs,,CleanawayÃ¢ÂÂs Education Officer,,,Cleanaway,2023.0,"Cleanaway's Reverse Mentoring Program is a dynamic initiative that fosters a culture of mutual learning and collaboration within the organisation. Unlike traditional mentoring programs, this approach pairs experienced employees with younger or less experienced counterparts, allowing for a valuable exchange of insights, knowledge, and perspectives.",,,4,34,,,"CleanawayÃ¢ÂÂs Education Officer, Logan City Council, every day is an opportunity",4,S,,,,,,,,,,,,,,,,,,,,,,
157,,404.0,Training and Education,404-03,Percentage of employees receiving regular performance and career development reviews,,,,NO DISCLOSURE,Cleanaway,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,Talent management processes,,,Cleanaway,2023.0,"Talent acquisition focuses on identifying and recruiting individuals with the right skills and attributes to contribute to Cleanaway's goals. Performance management involves setting expectations, providing feedback, and recognising achievements to ensure employees thrive. Employee development initiatives aim to enhance skills and knowledge through training and career development programs.",,,4,33,,,"Talent management processes, talented workforce, sustainability impacts","5, 10",S,,,,,,,,,,,,,,,,,,,,,,
159,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,Succession planning,,,Cleanaway,2023.0,"Succession planning within Cleanaway's talent management involves identifying and nurturing high-potential employees to fill critical roles in the future, ensuring a smooth transition of leadership and expertise. Overall, Cleanaway's talent management processes align with the company's strategic objectives, fostering a culture of continuous improvement and professional growth. For specific and up-to-date details, it's recommended to refer to Cleanaway's official communications or directly engage with the company.",,,4,33,,,"Succession planning, Talent attraction, labour shortages","5, 10",S,,,,,,,,,,,,,,,,,,,,,,
160,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,Recruitment Process Outsourcing Program,,,Cleanaway,2023.0,"Cleanaway's Recruitment Process Outsourcing Program is a strategic initiative to streamline and optimise the company's talent acquisition processes. This program involves partnering with external experts or agencies specialising in recruitment to handle various aspects of the hiring process, including sourcing candidates, conducting interviews, and managing administrative tasks.",,,4,33,,,"Recruitment Process Outsourcing Program, good progress made, labour shortages","5, 10",S,,,,,,,,,,,,,,,,,,,,,,
161,,405.0,Diversity and Equal Opportunity,405-01,Diversity of governance bodies and employees,,40:40 gender balance vision,,,Cleanaway,2023.0,"Cleanaway's 40:40 Gender Balance Vision is a strategic initiative to foster a workplace environment characterised by equal representation, diversity, and inclusion. This vision signifies Cleanaway's commitment to achieving a balanced workforce with a targeted ratio of 40% men and 40% women.",,,4,33,,,"Gender balance vision, Diversity, female participation","5, 10",S,,,,,,,,,,,,,,,,,,,,,,
162,,405.0,Diversity and Equal Opportunity,405-02,Ratio of basic salary and remuneration of women to men,,Gender pay gap,,,Cleanaway,2023.0,"Cleanaway's approach to the Gender Pay Gap involves ensuring equitable compensation for all employees, regardless of gender. The company likely implements measures to regularly assess and address any disparities in pay between male and female employees. By actively monitoring and closing the gender pay gap, Cleanaway demonstrates its dedication to promoting gender equality in the workplace, fostering an environment where all employees are valued and compensated fairly for their contributions.",,,4,29,,,"Gender pay gap, pay equality, equal pay outcomes","5, 10",S,,,,,,,,,,,,,,,,,,,,,,
163,,405.0,Diversity and Equal Opportunity,405-02,Ratio of basic salary and remuneration of women to men,,Driver Academy,,,Cleanaway,2023.0,"Cleanaway's Driver Academy, launched in 2022, is a groundbreaking initiative designed to create new opportunities in the waste management industry, specifically targeting women, female-identifying individuals, and non-binary individuals. The program aims to address gender imbalances in the traditionally male-dominated field of heavy vehicle driving by providing a platform for individuals outside the industry to embark on a new career path.",,,4,29,,,"Driver Academy, Female participation, operational roles","5, 10",S,,,,,,,,,,,,,,,,,,,,,,
164,,406.0,Non-discrimination,406-01,Incidents of discrimination and corrective actions taken,,Respect@Cleanaway,,,Cleanaway,2023.0,"Respect@Cleanaway is a program or initiative that underscores Cleanaway's commitment to fostering a culture of respect and inclusivity within the organisation. This program encompasses a range of initiatives and policies to promote respectful behaviour, diversity, and equal opportunities for all employees.",,,4,29,,,"Respect@Cleanaway, Female participation, respect and empathy","5, 10",S,,,,,,,,,,,,,,,,,,,,,,
