Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
76,,302.0,Energy,302-04,Reduction of energy consumption,,1.5ÃÂ° C ambition,,,Cleanaway,2023.0,"Cleanaway's ""1.5ÃÂ°C ambition"" represents the company's commitment to limiting global temperature rise to 1.5 degrees Celsius above pre-industrial levels, aligning with global climate goals, possibly articulated in the Paris Agreement. This ambition signifies Cleanaway's dedication to sustainability, likely involving strategies to reduce greenhouse gas emissions, enhance energy efficiency, and contribute to a low-carbon economy.",,,3,,,,"1.5ÃÂ° C ambition, methane gas, biogenic waste","7, 13",E,,,,,,,,,,,,,,,,,,,,,,
77,,302.0,Energy,302-04,Reduction of energy consumption,,Renewable diesel,,,Cleanaway,2023.0,"Renewable diesel at Cleanaway reflects the company's commitment to sustainable and low-carbon fuel solutions. It likely involves the production of diesel fuel from renewable feedstocks such as vegetable oils, animal fats, or waste oils. The process typically incorporates advanced technologies, such as hydrotreating or hydrogenation, to convert these feedstocks into a high-quality diesel that can be used as a cleaner alternative to traditional fossil diesel.",,,3,47,,,"Renewable diesel, Vehicle fleet emissions, 1.5ÃÂ°C ambition","7, 13",E,,,,,,,,,,,,,,,,,,,,,,
78,,302.0,Energy,302-04,Reduction of energy consumption,,Renewable electricity,,,Cleanaway,2023.0,"Renewable electricity at Cleanaway signifies the company's commitment to sustainable energy sourcing. It involves obtaining electricity from renewable sources such as solar, wind, or other environmentally friendly alternatives. Cleanaway likely invests in renewable energy infrastructure and technologies to sustainably generate a significant portion of its electricity needs.\t",,,3,47,,,"Renewable electricity, Landfill Gas Capture, energy infrastructure","7, 13",E,,,,,,,,,,,,,,,,,,,,,,
79,,302.0,Energy,302-04,Reduction of energy consumption,,Renewable gas,,,Cleanaway,2023.0,"Renewable gas at Cleanaway represents the company's dedication to sustainable energy solutions. It likely involves the production of gas from renewable sources, such as organic waste or biomass. Cleanaway may utilise advanced technologies, including anaerobic digestion or gasification, to convert these feedstocks into renewable gas, which can be used for various applications, including heating or as a cleaner alternative to traditional natural gas.",,,3,47,,,"Renewable gas, generates renewable electricity, EfW","7, 13",E,,,,,,,,,,,,,,,,,,,,,,
80,,302.0,Energy,302-05,Reductions in energy requirements of products and services,,,,NO DISCLOSURE,Cleanaway,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,302.0,Energy,302-05,Reductions in energy requirements of products and services,,,Workshop digitisation,,Cleanaway,2023.0,"Workshop digitisation enables real-time monitoring, predictive maintenance, and data-driven decision-making. It not only reduces downtime but also contributes to cost-effectiveness and sustainability. Through this digital transformation, Cleanaway stays at the forefront of innovation in waste management, ensuring that our fleet operates with peak efficiency, minimises environmental impact, and meets the highest industry standards.",,,,9,,,"Workshop digitisation, fleet and driving, Operational Excellence",4,S,,,,,,,,,,,,,,,,,,,,,,
82,,302.0,Energy,302-05,Reductions in energy requirements of products and services,,,Leveraging Visual Management,,Cleanaway,2023.0,"Continuously striving for operational excellence, Cleanaway is committed to enhancing our operating model by incorporating innovative approaches, and one such key initiative involves leveraging Visual Management across the organisation. It entails the integration of visual tools and techniques to optimise various aspects of our operations.",,,,9,,,"Leveraging Visual Management, operating model, Operational Excellence","4, 8",S,,,,,,,,,,,,,,,,,,,,,,
83,,303.0,Water and Effluents,303-01,Interactions with water as a shared resource,,,,NO DISCLOSURE,Cleanaway,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,303.0,Water and Effluents,303-02,Management of water discharge-related impacts,,,,NO DISCLOSURE,Cleanaway,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,303.0,Water and Effluents,303-02,Management of water discharge-related impacts,,,Stormwater system,,Cleanaway,2023.0,"Cleanaway's stormwater system is a comprehensive infrastructure designed to manage and mitigate the impact of stormwater runoff from its facilities. This system is strategically implemented to prevent pollutants and contaminants from entering natural waterways, ensuring environmental compliance and sustainable water management.",,,,37,,,"Stormwater system, Water protection, regulatory standards","6, 14",E,,,,,,,,,,,,,,,,,,,,,,
86,,303.0,Water and Effluents,303-02,Management of water discharge-related impacts,,,Groundwater monitoring tests,,Cleanaway,2023.0,Cleanaway's groundwater monitoring tests are a proactive and systematic approach to assessing and safeguarding groundwater quality around its facilities. These tests involve regular and comprehensive monitoring of groundwater to identify any potential impacts arising from the company's operations.,,,,43,,,"Groundwater monitoring tests, nearby communities, Inkerman landfill","6, 14",E,,,,,,,,,,,,,,,,,,,,,,
87,,303.0,Water and Effluents,303-03,Water withdrawal,,,,NO DISCLOSURE,Cleanaway,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,303.0,Water and Effluents,303-04,Water discharge,,,,NO DISCLOSURE,Cleanaway,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,303.0,Water and Effluents,303-05,Water consumption,Total potable water consumption as of 2023 was 724 ML.,,,,Cleanaway,2023.0,,,,3,ESG DATA BOOK,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,304.0,Biodiversity,304-01,"Operational sites owned, leased, managed in, or adjacent to, protected areas and areas of high biodiversity value outside protected areas",,,,NO DISCLOSURE,Cleanaway,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,304.0,Biodiversity,304-02,"Significant impacts of activities, produces, and services on biodiversity",,,,NO DISCLOSURE,Cleanaway,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,304.0,Biodiversity,304-02,"Significant impacts of activities, produces, and services on biodiversity",,,Soil protection,,Cleanaway,2023.0,Critical components of Cleanaway's soil protection efforts include properly managing waste disposal and containment systems and implementing preventive measures to minimise soil pollution risk. The company likely adheres to strict environmental regulations and employs responsible waste management practices to ensure its operations do not adversely impact soil health.,,,,37,,,"Soil protection, solids stored, sealed surface",15,E,,,,,,,,,,,,,,,,,,,,,,
93,,304.0,Biodiversity,304-02,"Significant impacts of activities, produces, and services on biodiversity",,,PET feedstock,,Cleanaway,2023.0,"PET feedstock at Cleanaway refers to using or managing polyethylene terephthalate (PET) as a raw material or input in the company's operations. PET is a commonly used plastic, often found in beverage bottles and food packaging. Cleanaway may recycle or process PET materials, converting them into feedstock to produce new plastic products or other applications.",,,,52,,,"PET feedstock, Pact Group, collection and sorting network",15,E,,,,,,,,,,,,,,,,,,,,,,
94,,304.0,Biodiversity,304-03,Habitats protected or restored,,,,NO DISCLOSURE,Cleanaway,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,304.0,Biodiversity,304-04,IUCN Red List species and national conversation list species with habitats in areas affected by operations,,,,NO DISCLOSURE,Cleanaway,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,305.0,Emissions,305-01,Direct (Scope 1) GHG emissions,"Total direct (Scope 1) GHG emissions FY23 was 1,131 ktCO2-e.",,,,Cleanaway,2023.0,,,,3,ESG DATA BOOK,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,305.0,Emissions,305-02,Energy indirect (Scope 2) GHG emissions,Total indirect (Scope 2) GHG emissions FY23 was 58 ktCO2-e.,,,,Cleanaway,2023.0,,,,3,ESG DATA BOOK,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,305.0,Emissions,305-03,Other indirect (Scope 3) GHG emissions,,,,NO DISCLOSURE,Cleanaway,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
