Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),UNDISCLOSED GRI,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42
43,,2.0,General Disclosures,2-29,Approach to stakeholder engagement,,Waste audits and training session,,,Cleanaway,2023.0,"Waste audits and training sessions at Cleanaway exemplify a proactive stakeholder engagement strategy. These initiatives involve comprehensive assessments of waste streams and educational sessions. By conducting waste audits, Cleanaway collaborates with stakeholders to identify opportunities for waste reduction, recycling, and sustainable practices.",,,2,ESG DATA BOOK,,,"Critical safety risk work program, personal and process safety, learners' mindset",17,S,,,,,,,,,,,,,,,,,,,,,,
44,,2.0,General Disclosures,2-29,Approach to stakeholder engagement,,Intranet,,,Cleanaway,2023.0,"Cleanaway's intranet is a dynamic and centralised platform for stakeholder engagement. This internal network, tailored for employees, provides a hub for communication, collaboration, and information-sharing. Cleanaway fosters community among its workforce through the intranet and ensures employees access essential resources, updates, and communication channels.",,,2,ESG DATA BOOK,,,"Intranet, stakeholder engagement, employees",17,S,,,,,,,,,,,,,,,,,,,,,,
45,,2.0,General Disclosures,2-29,Approach to stakeholder engagement,,CustomerConnect,,,Cleanaway,2023.0,"CustomerConnect at Cleanaway is a dedicated platform for stakeholder engagement specifically designed to strengthen customer relationships. This initiative involves personalised interactions, timely communication, and collaborative efforts to address customer needs and concerns. Through CustomerConnect, Cleanaway aims to enhance customer satisfaction, foster open dialogue, and provide tailored solutions for waste management and environmental services.",,,2,9,,,"CustomerConnect, digitisation project, call to cash",17,S,,,,,,,,,,,,,,,,,,,,,,
46,,2.0,General Disclosures,2-30,Collective bargaining agreements,"In FY23, we negotiated 40 expired EAs, enabling us to shift the landscape from reactive bargaining (in an unprotected period) to proactive negotiation (in the protected period), mitigating the future risk of industrial disputation from FY24.",,,,Cleanaway,2023.0,,,,2,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,3.0,Material Topics,3-1,Process to determine material topics,,Materiality assesment,,,Cleanaway,2023.0,"Materiality assessment at Cleanaway is a strategic process aimed at identifying and prioritising key sustainability issues that significantly impact the company and are essential to stakeholders. This assessment thoroughly examines environmental, social, and governance factors to determine which aspects benefit Cleanaway's Business and its stakeholders.",,,2,82,,,"Materiality assesment, (ESG) trends, Blueprint 2030 strategy",17,"E, S, G",,,,,,,,,,,,,,,,,,,,,,
48,,3.0,Material Topics,3-2,List of material topics,,Materiality matrix,,,Cleanaway,2023.0,"The Materiality Matrix at Cleanaway is a visual representation highlighting the significance of sustainability issues to the company and its stakeholders. This matrix is crafted by meticulously assessing and prioritising environmental, social, and governance factors based on their impact and importance. By mapping these issues on the matrix, Cleanaway can effectively identify and focus on the most material aspects that warrant attention in its sustainability strategy and reporting.",,,2,82,,,"Materiality matrix, Labour practice, relative significance",17,"E, S, G",,,,,,,,,,,,,,,,,,,,,,
49,,3.0,Material Topics,3-3,Management of material topics,"Managing material topics based on sustainability involves a proactive approach to identifying and addressing risks, opportunities, and impacts highly relevant to our organization and stakeholders. This approach reflects the imperative of staying abreast of current and emerging trends.",,,,Cleanaway,2023.0,,,,2,82,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,201.0,Economic Performance,201-01,Direct economic value generated and distributed,"The total economic value distributed in FY23 was AUSD 3,361.3 million.",,,,Cleanaway,2023.0,,,,2,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,201.0,Economic Performance,201-02,Financial implications and other risks and opportunities due to climate change,,Climate risk management,,,Cleanaway,2023.0,"Climate risk management at Cleanaway involves a systematic and strategic approach to identifying, assessing, and mitigating risks associated with climate change. The company acknowledges the potential impacts of climate-related factors on its operations, supply chains, and overall business resilience. Through comprehensive risk assessments, Cleanaway aims to understand and prepare for climate change's physical, regulatory, and transitional risks.\t",,,2,48,,,"Climate risk management, Climate risks and opportunities, transitional climate risks",10,E,,,,,,,,,,,,,,,,,,,,,,
52,,201.0,Economic Performance,201-02,Financial implications and other risks and opportunities due to climate change,,Climate risk mitigation,,,Cleanaway,2023.0,"Climate risk mitigation at Cleanaway involves implementing strategic measures to proactively address and reduce the potential impacts of climate-related challenges on the company's operations. This initiative encompasses a range of actions to minimise greenhouse gas emissions, improve energy efficiency, and adapt to evolving climate conditions.",,,2,48,,,"Climate risk mitigation, strategic decision making, Climate risks and opportunities",10,E,,,,,,,,,,,,,,,,,,,,,,
53,,201.0,Economic Performance,201-02,Financial implications and other risks and opportunities due to climate change,,Scenario analysis,,,Cleanaway,2023.0,"Scenario analysis at Cleanaway involves a strategic and forward-looking approach to assess potential future developments and their impact on the company's operations. Through this method, Cleanaway evaluates various scenarios, including those related to economic, environmental, and regulatory factors, to better understand potential risks and opportunities.",,,2,48,,,"Scenario analysis, Climate risks and opportunities, research and scenario analysis",10,E,,,,,,,,,,,,,,,,,,,,,,
54,,201.0,Economic Performance,201-03,Defined benefit plan obligations and other retirement plans,,,,NO DISCLOSURE,Cleanaway,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,,201.0,Economic Performance,201-04,Financial assistance received from government,,,,NO DISCLOSURE,Cleanaway,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,,202.0,Market Presence,202-01,Ratios of standard entry level wage by gender compared to local minimum wage,,,,NO DISCLOSURE,Cleanaway,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,,202.0,Market Presence,202-02,Proportion of senior management hired from the local community,,,,NO DISCLOSURE,Cleanaway,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,,203.0,Indirect Economic Impacts,203-01,Infrastructure investments and services supported,"As a part of Strategic Infrastructure Growth, the group has advanced the capital-lite Energy from Waste options in VIC and QLD in anticipation of future supportive market conditions.",,,,Cleanaway,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,203.0,Indirect Economic Impacts,203-02,Significant indirect economic impacts,,,,NO DISCLOSURE,Cleanaway,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,,204.0,Procurement Practices,204-01,Proportion of spending on local suppliers,,Social Procurement,,,Cleanaway,2023.0,"Social procurements at Cleanaway represent a purpose-driven approach to sourcing goods and services. This strategy emphasises engaging suppliers and contractors who meet operational requirements and align with Cleanaway's commitment to social responsibility. These procurements prioritise ethical labour practices, community engagement, and positive social impact.",,,2,13,,,"Social Procurement, Small-to-medium enterprises, First Nations businesses, Social enterprises",17,S,,,,,,,,,,,,,,,,,,,,,,
61,,205.0,Anti-corruption,205-01,Operations assessed for risks related to corruption,,,,NO DISCLOSURE,Cleanaway,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,,205.0,Anti-corruption,205-02,Communication and training about anti-corruption policies and procedures,,,,NO DISCLOSURE,Cleanaway,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,,205.0,Anti-corruption,205-03,Confirmed incidents of corruption and actions taken,,,,NO DISCLOSURE,Cleanaway,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,206.0,Anti-competitive Behavior,206-01,"Legal actions for anti-competitive behavior, anti-trust, and monopoly practices",,,,NO DISCLOSURE,Cleanaway,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,207.0,Tax,207-01,Approach to tax,"The Group incur, collects and remits taxes to federal, state and local governments. During FY23, Cleanaway bore $674.7 million in taxes, and Cleanaway collected and paid $382.1 million in taxes.",,,,Cleanaway,2023.0,,,,2,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
