Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),Linkage to other GRI disclosure,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
160,,413.0,Local Communities,413-02,Operations with significant actual and potential negative impacts on local communities,,Leading in Responsibility,,,Endeavour,2023.0,"Endeavour's Leading in Responsibility program is now embedded in each team member's induction and onboarding and covers Endeavour's commitment to responsible service and gambling. In less than 18 months since Leading in Responsibility was developed and launched, 90% of Endeavour's team has been through the program, encouraging each person to consider their role in ensuring its impact on its communities is positive.",,,86,23,,,"Leading in Responsibility, induction, responsible service","8, 16","S, G",,,,,,,,,,,,,,,,
161,,414.0,Supplier Social Assessment,414-01,New suppliers that were screened using social criteria,,Secondary Supply Policy,,,Endeavour,2023.0,"Endeavour's responsible service principles and Secondary Supply Policy, supported by ID25 and Don't Buy It For Them point-of-sale materials, help its team members refuse minors from accessing alcohol and discourage adults who might seek to obtain alcohol for supply to minors. Many stores also enlist additional security guards during the Schoolies season to support Endeavour's teams.",,,87,31,,,"Secondary Supply Policy, ID25, minor","8, 16","S, G",,,,,,,,,,,,,,,,
162,,414.0,Supplier Social Assessment,414-01,New suppliers that were screened using social criteria,,Small Supplier Policy,,,Endeavour,2023.0,"Based on supplier feedback, Endeavour made its Small Supplier Policy permanent. The policy reduces the Group's payment terms to 30 days for approved Australian businesses with an annual revenue under $10 million and 14 days for approved Australian businesses with an annual revenue of less than $1 million. It was initially introduced during the height of the pandemic to provide more favourable terms to smaller suppliers.",,,87,56,,,"Small Supplier Policy, payment term, smaller supplier","8, 17",S,,,,,,,,,,,,,,,,
163,,414.0,Supplier Social Assessment,414-01,New suppliers that were screened using social criteria,,Endeavour Partner Portal,,,Endeavour,2023.0,"The Endeavour Partner Portal, launched in November, has already onboarded 128 new suppliers, and a newly created Merchandise Assistance team provides system and process support to its Retail suppliers. This Group has also established a dedicated team to support Endeavour's new small suppliers.",,,87,56,,,"Endeavour Partner Portal, Merchandise Assistance team, small supplier","8, 17",S,,,,,,,,,,,,,,,,
164,,414.0,Supplier Social Assessment,414-02,Negative social impacts in the supply chain and actions taken,,Online and Delivery Code,,,Endeavour,2023.0,"In response to growth in online retail and alcohol delivery platforms, Endeavour developed its Online and Delivery Code, which sets out its commitment to provide the safest, most secure and responsible way to deliver alcohol products. The code is a set of principles to guide Endeavour's compliance efforts and its commitment to continuous improvement. The code details the measures Endeavour will take to assess the effectiveness of its actions.",,,87,24,,,"Online and Delivery Code, alcohol delivery, alcohol product","8, 17",S,,,,,,,,,,,,,,,,
165,,415.0,Public Policy,415-01,Political contributions,Endeavour made no known political contributions in 2023.,,,,Endeavour,2023.0,,,,87,80,,,,,,,,,,,,,,,,,,,,,
166,,416.0,Customer Health and Safety,416-01,Assessment of the health and safety impacts of product and service categories,,Responsible Service of Gambling,,,Endeavour,2023.0,"Endeavour continued the roll-out of additional training modules for its Hotels team. More than 1,600 team members have now completed Endeavour's industry-leading Responsible Service of Gambling online training module, which covers essential topics such as recognising potential problem gambling and warning signs, interacting with players, and highlighting available support options.",,,87,23,,,"Responsible Service of Gambling, training module, potential problem","4, 17",S,,,,,,,,,,,,,,,,
167,,416.0,Customer Health and Safety,416-01,Assessment of the health and safety impacts of product and service categories,,Advanced Responsible Service of Gambling,,,Endeavour,2023.0,"Over 340 managers and gaming hosts have participated in Endeavour's specially developed Advanced Responsible Service of Gambling, a face-to-face workshop providing more practical and in-depth training around customer interactions. These additional programs surpassed compliance standards and were developed with the Responsible Gambling Council of Canada (RGCC) based on industry-leading practices and the latest research in responsible service.",,,87,23,,,"Advanced Responsible Service of Gambling, a workshop, customer interaction","4, 17",S,,,,,,,,,,,,,,,,
168,,416.0,Customer Health and Safety,416-01,Assessment of the health and safety impacts of product and service categories,,Responsible Drinking training program,,,Endeavour,2023.0,"In F23, Endeavour built a dedicated new Responsible Drinking training program for its team, utilising the advice, tips and learning tools that DrinkWise has developed for Australian consumers. The simple module covers the principles of moderation, including information on standard drinks and safe drinking guidelines. It covers factors that can lead to problem consumption and warning signs of misuse and harm.",,,87,25,,,"Responsible Drinking training program, DrinkWise, principle of moderation","4, 17",S,,,,,,,,,,,,,,,,
169,,416.0,Customer Health and Safety,416-02,Incidents of non-compliance concerning the health and safety impacts of products and services,NO DISCLOSURE,,,,Endeavour,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,417.0,Marketing and Labeling,417-01,Requirements for product and service information and labeling,,Responsible Service of Alcohol,,,Endeavour,2023.0,"Endeavour's frontline team members in Retail and Hotels are trained and certified in Responsible Service of Alcohol and Responsible Service of Gambling in line with State regulations. Training modules assist Endeavour's team to confidently request and verify proof of age to prevent service to minors, identify and refuse service where required, and record service-related incidents, including refusal.",,,87,23,,,"Responsible Service of Alcohol, Responsible Service of Gambling, training module","4, 17",S,,,,,,,,,,,,,,,,
171,,417.0,Marketing and Labeling,417-01,Requirements for product and service information and labeling,,ID25,,,Endeavour,2023.0,"Endeavour's point-of-sale initiative, ID25, supports its team members to screen a wider range of customers for identification to confirm that only people over 18 are provided service. Team members are trained to ask for identification before the point of sale if a customer looks under 25 and service is refused to any customer in school uniform or unable to produce identification.",,,87,24,,,"ID25, training, customer identification","4, 17",S,,,,,,,,,,,,,,,,
172,,417.0,Marketing and Labeling,417-02,Incidents of non-compliance concerning product and service information and labeling,NO DISCLOSURE,,,,Endeavour,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
173,,417.0,Marketing and Labeling,417-03,Incidents of non-compliance concerning marketing communications,NO DISCLOSURE,,,,Endeavour,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
174,,417.0,Marketing and Labeling,417-03,Incidents of non-compliance concerning marketing communications,,,Dan's Daily marketing communications,,Endeavour,2023.0,"Endeavour is using the prominence and visibility of low and no alcohol categories through its marketing communications, with Zero% content integrated into its key trading period campaigns in-store and online, including the Dan's Daily marketing communications. This marketing is focused on category exposure and encouraging trial by educating customers on trending low and no-alcohol cocktails, drinks for entertaining and product reviews.",,,,26,,,"Dan's Daily marketing communication, no-alcohol cocktail, no-alcohol category","8, 17",S,,,,,,,,,,,,,,,,
175,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,NO DISCLOSURE,,,,Endeavour,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
176,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,,Privacy framework,,Endeavour,2023.0,"Endeavour is operationalising its privacy framework and developing best-practice data collection, protection and deletion policies and standards. Endeavour also continued the roll-out of training for all team members. An internal Education Week in May featured four sessions to educate team members on their responsibilities and raise awareness of emerging privacy trends.",,,,59,,,"Privacy framework, data collection, deletion policy",16,G,,,,,,,,,,,,,,,,
177,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,,Privacy impact assessments,,Endeavour,2023.0,"In F23, Endeavour conducted 64 privacy impact assessments for new systems and processes. Endeavour also adopted a new responsible use of data framework, focusing on embedding privacy by design and responsible use of data principles into the data lifecycle.",,,,59,,,"Privacy impact assessments, new system, data framework",16,G,,,,,,,,,,,,,,,,
178,,418.0,Customer Privacy,418-01,Substantiated complaints concerning breaches of customer privacy and losses of customer data,,,GOTAFE,,Endeavour,2023.0,"In June, Endeavour's cyber security leaders were industry guest speakers at a special event by GOTAFE, regional Victoria's largest vocational education provider. The team shared personal insights about working in the field, the types of threats they see daily, and Endeavour's approach to mitigating and dealing with cyber risk.",,,,59,,,"GOTAFE, cyber security, vocational education provider","4, 16",G,,,,,,,,,,,,,,,,
179,,419.0,Socioeconomic Compliance,419-01,Non-compliance with laws and regulations in the social and economical area,NO DISCLOSURE,,,,Endeavour,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
