Unnamed: 0,Industry,GRI Code,GRI Name,Disclosure,Disclosure Name,General Information,Initiative,Initiative from the undisclosed GRI (found by the coder but not mentioned in the GRI index table),Linkage to other GRI disclosure,Organisation,Year,Solution Description,Solution Outcome,Digital tool,Data Source,Unnamed: 15,Unnamed: 16,Unnamed: 17,Keywords,SDGs,ESG,UNGC,Notes,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
40,,201.0,Economic Performance,201-02,Financial implications and other risks and opportunities due to climate change,,Solar program,,,Endeavour,2023.0,"Endeavour has more than 144 sites across the Group that have solar installations, reducing energy consumption and costs, with 33 additional sites added to the program this year. Since the introduction of the solar program, Endeavour has developed a better understanding of the systems, components and brands it needs to guarantee quality, durability and visibility on the performance and progress.",,,84,66,,,"Solar program, energy consumption, solar installation",7,E,,,,,,,,,,,,,,,,
41,,201.0,Economic Performance,201-02,Financial implications and other risks and opportunities due to climate change,,EV charging stations,,,Endeavour,2023.0,"This year, Endeavour installed public EV fast charging stations at Dan Murphy's stores in Swansea and Burwood, NSW and upgraded its EV charger at Batemans Bay to deliver customers a more consistent and reliable charging experience. The fast chargers provide drivers up to 50 kilometres of driving range in only 10 minutes, so customers can charge while they shop.",,,84,67,,,"EV fast charging station, charging experience, shopping, charging","7, 8","E, S",,,,,,,,,,,,,,,,
42,,201.0,Economic Performance,201-03,Defined benefit plan obligations and other retirement plans,"In estimating the value of employee benefits, consideration is given to expected future salary and wage levels (including cost rates), experience of employee departures, and service periods. The assumptions are reviewed periodically, and given the nature of the estimate, reasonably possible changes in assumptions are not likely to have a material impact.",,,,Endeavour,2023.0,,,,84,,120,,,,,,,,,,,,,,,,,,,,
43,,201.0,Economic Performance,201-04,Financial assistance received from government,Endeavour did not report any financial assistance from the government.,,,,Endeavour,2023.0,,,,84,,90,,,,,,,,,,,,,,,,,,,,
44,,202.0,Market Presence,202-01,Ratios of standard entry level wage by gender compared to local minimum wage,NO DISCLOSURE,,,,Endeavour,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,202.0,Market Presence,202-02,Proportion of senior management hired from the local community,NO DISCLOSURE,,,,Endeavour,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,203.0,Indirect Economic Impacts,203-01,Infrastructure investments and services supported,,Supplier of the Year,,,Endeavour,2023.0,"Endeavour's second annual Endeavour Supplier of the Year Awards saw more than 170 brand nominations and the inclusion of drinks suppliers from Hotels for the first time. The Supplier of the Year Awards recognise the importance of partnership and celebrate and amplify innovation and creativity in the industry. There are recognition categories, from Product Development and Brand Activation to Agility in the Supply Chain and Driving Sustainability Initiatives.",,,84,58,,,"Supplier of the Year, brand nomination, partnership","8, 17",S,,,,,,,,,,,,,,,,
47,,203.0,Indirect Economic Impacts,203-02,Significant indirect economic impacts,,Strategic supplier communications program,,,Endeavour,2023.0,"Endeavour's strategic supplier communications program continues to evolve and grow, allowing it to bring its supplier partnerships to life across several channels. This program allows Endeavour to share and discuss corporate news, industry challenges, and category and format insights with its vast network of suppliers.",,,84,56,,,"Strategic supplier communications program, supplier partnership, corporate news","8, 17",S,,,,,,,,,,,,,,,,
48,,203.0,Indirect Economic Impacts,203-02,Significant indirect economic impacts,,Supplier Forums,,,Endeavour,2023.0,"More than 1200 supplier contacts now attend Endeavour's half-yearly Supplier Forums and continue to evolve in response to participant feedback. Suppliers are given a chance to pre-register questions and ask questions of Endeavour senior team members and key presenters live during the event, and a new Category Insights panel discussion has also been included based on supplier feedback.",,,84,56,,,"Supplier Forums, participant feedback, pre-registered question","8, 17",S,,,,,,,,,,,,,,,,
49,,204.0,Procurement Practices,204-01,Proportion of spending on local suppliers,NO DISCLOSURE,,,,Endeavour,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,205.0,Anti-corruption,205-01,Operations assessed for risks related to corruption,,"Fraud, Anti-bribery and Corruption Policy",,,Endeavour,2023.0,"Endeavour has an anti-bribery and corruption program, which includes the Fraud, Anti-bribery and Corruption Policy (FABC Policy). The FABC Policy prohibits team members from engaging in fraudulent behaviour and giving bribes, facilitation payments or other improper benefits to another person in conducting or associated with Endeavour's business. Any material breaches of the FABC Policy are to be reported to the ARCM Committee.",,,84,,,22,"FABC Policy, anti-bribery and corruption, fraudulent behaviour",16,G,,,,,,,,,,,,,,,,
51,,205.0,Anti-corruption,205-02,Communication and training about anti-corruption policies and procedures,NO DISCLOSURE,,,,Endeavour,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,205.0,Anti-corruption,205-03,Confirmed incidents of corruption and actions taken,NO DISCLOSURE,,,,Endeavour,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,206.0,Anti-competitive Behavior,206-01,"Legal actions for anti-competitive behavior, anti-trust, and monopoly practices",,Code of Conduct,,,Endeavour,2023.0,"Endeavour recognises the need to observe the highest standards of integrity and ethics in its business practices. Endeavour's Code of Conduct articulates the standards of behaviour expected from Directors and team members in business conduct. The code is consistent with Endeavour's purpose, values and ways of working. It outlines its principles to promote a good corporate culture at Endeavour in which Directors and team members act lawfully, ethically and responsibly to each other, customers, suppliers and the broader community in which Endeavour operates.",,,85,,,22,"Code of Conduct, integrity, standard of behaviour",16,G,,,,,,,,,,,,,,,,
54,,207.0,Tax,207-01,Approach to tax,"Endeavour Group is committed to maintaining the culture, framework and mechanisms required to manage its risks, including tax risk, following its compliance obligations and corporate governance principles and aligning with its team, customer, community and shareholder expectations.",,,,Endeavour,2023.0,,,,85,,,,,,,,Tax Transparency Report page 4,,,,,,,,,,,,,,
55,,207.0,Tax,207-02,"Tax governance, control, and risk management",,Tax Governance Policy,,,Endeavour,2023.0,"Endeavour Group's tax governance and risk management is guided by its board-approved Tax Governance Policy. This policy sets out Endeavour's approach to managing tax risk and is subject to periodic review. The policy is aligned with Endeavour Group's Corporate Governance Framework and Risk Management Framework, which establishes clear lines of accountability, effective delegation and adequate oversight.",,,85,,,,"Tax Governance Policy, tax governance, risk management, accountability",16,G,,Tax Transparency Report page 4,,,,,,,,,,,,,,
56,,207.0,Tax,207-03,Stakeholder engagement and management of concerns related to tax,"Endeavour Group aims to maintain transparent and collaborative relationships with all tax authorities through regular communication, particularly engaging proactively on significant tax issues.",,,,Endeavour,2023.0,,,,85,,,,,,,,Tax Transparency Report page 4,,,,,,,,,,,,,,
57,,207.0,Tax,207-04,Country-by-country reporting,Endeavour reports its tax payments only to the Australian government.,,,,Endeavour,2023.0,,,,85,,,,,,,,Tax Transparency Report page 6,,,,,,,,,,,,,,
58,,301.0,Materials,301-01,Materials used by weight or volume,NO DISCLOSURE,,,,Endeavour,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
59,,301.0,Materials,301-02,Recycled input materials used,NO DISCLOSURE,,,,Endeavour,2023.0,,,,,,,,,,,,,,,,,,,,,,,,,,
