Unnamed: 0,Unnamed: 0.1,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9
97,,GRI 3: Material Topics 2021,3-3,Management of material topics,"a. describe the actual and potential, negative and positive impacts on the economy, environment, and people, including impacts on their human rights;\n\nb. report whether the organisation is involved with the negative impacts through its activities or as a result of its business relationships, and describe the activities or business relationships;\n\nc. describe its policies or commitments regarding the material topic;\n\nd. describe actions taken to manage the topic and related impacts, including:\ni. actions to prevent or mitigate potential negative impacts;\nii. actions to address actual negative impacts, including actions to provide for or cooperate in their remediation;\niii. actions to manage actual and potential positive impacts;\n\ne. report the following information about tracking the effectiveness of the actions taken:\ni. processes used to track the effectiveness of the actions;\nii. goals, targets, and indicators used to evaluate progress;\niii. the effectiveness of the actions, including progress toward the goals and targets;\niv. lessons learned and how these have been incorporated into the organisationÃ¢ÂÂs operational policies and procedures;\n\nf. describe how engagement with stakeholders has informed the actions taken (3-3-d) and how it has informed whether the actions have been effective (3-3-e).","a., b., c., d., e. and f. 2023 Sustainable Development Report - Our societal contribution (page 41-47)",,,,
98,,GRI 201: Economic Performance 2016,201-1,Direct economic value,"a. direct economic value generated and distributed (EVG&D) on an accruals basis, including the basic components for the organisationÃ¢ÂÂs global operations as listed below. If data are presented on a cash basis, report the justification for this decision in addition to reporting the following basic components:\n i. direct economic value generated: revenues;\n ii. economic value distributed: operating costs, employee wages and benefits, payments to providers of capital, payments to government by country, and community investments; \n iii. economic value retained: Ã¢ÂÂdirect economic value generatedÃ¢ÂÂ less Ã¢ÂÂeconomic value distributedÃ¢ÂÂ. \n\nb. where significant, report EVG&D separately at country, regional, or market levels, and the criteria used for defining significance.","2023 Sustainability Databook - Our societal contribution tab; 2023 Annual Report - Financial report (page 104-167); and 2023 Tax Transparency and Payments to Governments Report (page 6-8, 15 and 24)\n\nb. 2023 Tax Transparency and Payments to Governments Report (page 8 and 15)",,,,
99,,GRI 203: Indirect Economic Impacts 2016,203-2,Significant indirect economic impacts,"a. examples of significant identified indirect economic impacts of the organisation, including positive and negative impacts.\n\nb. significance of the indirect economic impacts in the context of external benchmarks and stakeholder priorities, such as national and international standards, protocols, and policy agendas.",a. and b. 2023 Sustainable Development Report - Partnering with communities (page 35-40); and 2023 Sustainable Development Report - Our societal contribution (page 41-47),,,,
100,,Ethics and business integrity,,,,,,,,
101,,GRI 3: Material Topics 2021,3-3,Management of material topics,"a. describe the actual and potential, negative and positive impacts on the economy, environment, and people, including impacts on their human rights;\n\nb. report whether the organisation is involved with the negative impacts through its activities or as a result of its business relationships, and describe the activities or business relationships;\n\nc. describe its policies or commitments regarding the material topic;\n\nd. describe actions taken to manage the topic and related impacts, including:\ni. actions to prevent or mitigate potential negative impacts;\nii. actions to address actual negative impacts, including actions to provide for or cooperate in their remediation;\niii. actions to manage actual and potential positive impacts;\n\ne. report the following information about tracking the effectiveness of the actions taken:\ni. processes used to track the effectiveness of the actions;\nii. goals, targets, and indicators used to evaluate progress;\niii. the effectiveness of the actions, including progress toward the goals and targets;\niv. lessons learned and how these have been incorporated into the organisationÃ¢ÂÂs operational policies and procedures;\n\nf. describe how engagement with stakeholders has informed the actions taken (3-3-d) and how it has informed whether the actions have been effective (3-3-e).","a., b., c., d., e. and f. 2023 Sustainable Development Report - Ethics and business integrity (page 49-51)",,,,
102,,GRI 205: Anti-corruption 2016,205-1,Operations assessed for risks related to corruption,a. total number and percentage of operations assessed for risks related to corruption.\n\nb. significant risks related to corruption identified through the risk assessment.,,All requirements omitted,Information unavailable / incomplete,"As part of our commitment to act ethically, responsibly and lawfully, we have an ABC Policy and operate a risk-based ABC compliance program.\n\nInformation on the number and percentage of operations assessed for risks related to corruption is currently not disclosed, and we will work towards improving our disclosures in future years.",
103,,GRI 205: Anti-corruption 2016,205-2,Communication and training about anti-corruption policies and procedures,"a. total number and percentage of governance body members that the organisationÃ¢ÂÂs anti-corruption policies and procedures have been communicated to, broken down by region.\n\nb. total number and percentage of employees that the organisationÃ¢ÂÂs anti-corruption policies and procedures have been communicated to, broken down by employee category and region.\n\nc. total number and percentage of business partners that the organisationÃ¢ÂÂs anti-corruption policies and procedures have been communicated to, broken down by type of business partner and region. Describe if the organisationÃ¢ÂÂs anti-corruption policies and procedures have been communicated to any other persons or organisations.\n\nd. total number and percentage of governance body members that have received training on anti-corruption, broken down by region.\n\ne. total number and percentage of employees that have received training on anticorruption, broken down by employee category and region.",,All requirements omitted,Information unavailable / incomplete,"Directors participate in a comprehensive induction program when they join our Board, which is tailored for their background, experience, and the Committee position(s) they will hold. Our standard induction\nprogram typically includes briefings from management on the organisation and the completion of online learning modules that we require all our people to complete. \n\nInformation on the number and percentage of Directors, employees and business partners that have been communicated or trained in anti-corruption policies is currently not available. We will work towards improving our data collection processes and aim to improve our disclosures in future years. \n\n",
104,,GRI 205: Anti-corruption 2016,205-3,Confirmed incidents of corruption and actions taken,a. total number and nature of confirmed incidents of corruption.\n\nb. total number of confirmed incidents in which employees were dismissed or disciplined for corruption.\n\nc. total number of confirmed incidents when contracts with business partners were terminated or not renewed due to violations related to corruption.\n\nd. public legal cases regarding corruption brought against the organisation or its employees during the reporting period and the outcomes of such cases.,,All requirements omitted,Confidentiality constraints,"The total number and nature of business conduct cases reported, including cases of corruption, is currently limited by confidentiality constraints. We are working to improve our transparency and aim to improve our disclosures in future years.",
105,,GRI 206: Anti-competitive Behaviour 2016,206-1,"Legal actions for anti-competitive behaviour, anti-trust, and monopoly practices","a. number of legal actions pending or completed during the reporting period regarding anti-competitive behavior and violations of anti-trust and monopoly legislation in which the organisation has been identified as a participant.\n\nb. main outcomes of completed legal actions, including any decisions or judgments","a. 2023 Sustainable Development Report - Ethics and business integrity (page 49-51); and 2023 Sustainability Databook - Ethics and business integrity tab\n\nb. South32 is not aware of any legal action regarding breaches of anti-corruption, anti-competition, economic sanctions or anti-money laundering laws or regulations.",,,,
106,,GRI 415: Public Policy 2016,415-1,Political contributions,"a. total monetary value of financial and in-kind political contributions made directly and indirectly by the organisation by country and recipient/beneficiary.\n\nb. if applicable, how the monetary value of in-kind contributions was estimated.","a. and b. 2023 Annual Report - Director's Report - Political donations and social investment (page 74)\n\nIn FY23, we made no political donations to any political party, politician, political party official, elected official or candidate for public office in any country.",,,,
