Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
,"(1) Scope 1, 2 and 3 GHG emissions are reported in accordance with the methodologies disclosed in the 'Emissions methodology' tab. 
(2) In accordance with the GHG Protocol Scope 2 disclosure requirements, our location-based Scope 2 GHG emissions were 19.7 Mt CO2-e, which is 8.3 Mt CO2-e higher than our market-based emissions in FY23. Location-based Scope 2 emissions are calculated using a country grid emission factor based on the location in which the energy consumption occurs, while market-based Scope 2 GHG emissions are calculated using an emissions factor associated with purchased electricity. Residual mix emissions factors (i.e. the emissions factor of all untracked and unclaimed electricity in a market) are not published in the regions where we operate, so a location-based factor is used for electricity purchased that does not have an associated supplier-specific emissions factor. This will result in some double counting of renewable and/or low emissions electricity. The difference between Scope 2 location-based and market-based emissions is associated with our purchase of hydroelectric power at Mozal Aluminium.
(3) FY21 adjusted Scope 1 and 2 GHG emissions excluding South Africa Energy Coal (SAEC) and Tasmanian Electro Metallurgical Company (TEMCO) are 20.7 Mt CO2-e. 
(4) FY21 adjusted Scope 3 GHG emissions excluding SAEC and TEMCO are 61.5 Mt CO2-e.",,,,,,,,,,,
,,,,,,,,,,,,
,,FY23,,FY22,,,,,,,,
,Facility level scope 1 and 2 GHG emissions (millions of tonnes of CO2-e),Scope 1,Scope 2,Scope 1,Scope 2,,,,,,,
,Cannington,0.1,0,0.1,0,,,,,,,
,Cerro Matoso,0.7,0.2,0.7,0.2,,,,,,,
,Groote Eylandt Mining Company (GEMCO),0.2,0,0.2,0,,,,,,,
,Hillside Aluminium,1.4,10.7,1.4,11.1,,,,,,,
,Illawarra Metallurgical Coal,2.1,0.3,1.8,0.3,,,,,,,
,Mozal Aluminium,1.5,0.1,1.2,0.1,,,,,,,
,Worsley Alumina,3.5,0.1,3.6,0.1,,,,,,,
,South Africa Manganese,0.2,0.1,0.1,0.1,,,,,,,
,Greenfields projects and other facilities(1),0,0,0,0,,,,,,,
,Total,9.6,11.4,9.1,11.9,,,,,,,
,The sum of the categories may vary to the total figure due to rounding.,,,,,,,,,,,
,"(1) Includes Hermosa project, Bayside, Eagle Downs Metallurgical Coal and our corporate office in Perth.",,,,,,,,,,,
,,,,,,,,,,,,
,Sources of total Scope 1 and 2 GHG emissions (millions of tonnes of CO2-e),FY23,FY22,FY21,FY20,FY19,,,,,,
,Electricity,11.4,11.9,11.9,12.9,13,,,,,,
,Fugitive sources,2.8,2.2,2.5,2.8,2.7,,,,,,
,Coal and coke,4.8,4.9,5.1,4.7,3.8,,,,,,
,Other sources(1),0,0,0,0.9,1.9,,,,,,
,Natural gas,1.6,1.6,1.5,1.4,1.4,,,,,,
,Distillate and gas(2),0.4,0.4,0.6,0.6,0.7,,,,,,
,Total,21,21,21.6(3),23.3,23.5,,,,,,
,,,,,,,,,,,,
,"(1) Biogenic sources are included in 'Other Sources', including biomass consumed at Worsley Alumina. 
(2) Includes emissions from biodiesel. 
(3) FY21 adjusted Scope 1 and 2 GHG emissions excluding SAEC and TEMCO are 20.7 Mt CO2-e.",,,,,,,,,,,
,,,,,,,,,,,,
,Scope 1 GHG emissions by gas (millions of tonnes of CO2-e),FY23,,,,,,,,,,
,Carbon dioxide (CO2 as CO2-e),6.9,,,,,,,,,,
,Methane (CH4 as CO2-e),2,,,,,,,,,,
,Nitrous oxide (N2O as CO2-e),0,,,,,,,,,,
,Sulfur hexafluoride (SF6 as CO2-e),0,,,,,,,,,,
,Perfluorocarbons (PFCs as CO2-e),0.7,,,,,,,,,,
,Hydrofluorocarbons (HFCs as CO2-e),0,,,,,,,,,,
,Total,9.6,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,Scope 3 GHG emissions by category and emission type (millions of tonnes of CO2-e)(1),,Emission Type,FY23,FY22,FY21,FY20,FY19,,,,
,1. Purchased goods and services,,Upstream,4.8,3.627104001552332,2.8,2.7,3.4,,,,
,2. Capital goods,,Upstream,1.6,1.077621437865982,1.1,1.4,1.3,,,,
,3. Fuel and energy-related activities,,Upstream,1,0.9,1,1.1,2.2,,,,
,4. Upstream transportation and distribution,,Upstream,1.5,1.8760056329770356,1.3,1.1,1.2,,,,
,5. Waste generation in operations,,Upstream,Not calculated,,,,,,,,
,6. Business travel,,Upstream,0,0.0022920233810914876,0,0.01,0.01,,,,
,7. Commuting employees,,Upstream,0,0.012296050462650001,0,0.02,0.02,,,,
,8. Upstream leased assets,,Upstream,Not calculated,,,,,,,,
,9. Downstream transportation and distribution,,Downstream,0.9,Not calculated,,,,,,,
,10. Processing of sold products,,Downstream,37.2,40.9,40.9,37.5,37.9,,,,
,11. Use of sold products,,Downstream,17.2,18,58.1,65.3,69.6,,,,
,12. End-of-life treatment of sold products,,Downstream,Not calculated,,,,,,,,
,13. Downstream leased assets(2),,Downstream,Not applicable,,,,,,,,
,14. Franchises(2),,Downstream,Not applicable,,,,,,,,
,15. Investments(3),,Downstream,1.3,1,0.8,0.8,0.8,,,,
,Total,,,65.6(4),67.4,106.0(5),110,116.4,,,,
,,,,,,,,,,,,
,"(1) This table represents the Scope 3 categories as defined in the 'Emissions methodology' tab.
(2) South32 does not have downstream leased assets or franchises.
(3) Includes emissions associated with Brazil Alumina (Mineração Rio do Norte (MRN) and Alumar) and Sierra Gorda operations (South32 equity share). Sierra Gorda emissions were calculated using an emissions intensity from CY21 combined with CY22 production figures. 
(4) Upstream emissions equates to 14 per cent, compared to downstream emissions that made up 86 per cent of our total FY23 Scope 3 GHG emissions. 
(5) FY21 adjusted Scope 3 GHG emissions, excluding SAEC and TEMCO is 61.5 Mt CO2-e.
",,,,,,,,,,,
,,,,,,,,,,,,
,Carbon Intensity,,,,,,,,,,,
,,,,,,,,,,,,
,Facility (tonnes CO2-e / tonnes production)(1),FY23,,,,,,,,,,
,Cannington(2),0.5,,,,,,,,,,
,Cerro Matoso,20.34,,,,,,,,,,
,Groote Eylandt Mining Company (GEMCO),0.03,,,,,,,,,,
,Hillside Aluminium,16.77,,,,,,,,,,
,Illawarra Metallurgical Coal (IMC)(3),0.37,,,,,,,,,,
,Mozal Aluminium,3.01,,,,,,,,,,
,Worsley Alumina,0.78,,,,,,,,,,
,South Africa Manganese (Hotazel Manganese Mines and Metalloys operations),0.05,,,,,,,,,,
,,,,,,,,,,,,
,"(1) Carbon intensity is calculated as tonnes of Scope 1 and 2 GHG emissions divided by tonnes of saleable product. Production figures are disclosed within our 2023 Annual Report available at www.south32.net
(2) Zinc equivalent production used. 
(3) Metallurgical coal comprises Illawarra Metallurgical Coal, including energy coal by-product volumes.",,,,,,,,,,,
,,,,,,,,,,,,
,Carbon Offsets Retired,,,,,,,,,,,
,,,,,,,,,,,,
,Project description,Type of offset units,Registry,Jurisdiction,Transaction type,Operation / Facility,Details,,,,,Number of units
,Curranyalpa Human-Induced Regeneration Project,Australian Carbon Credit Units (ACCU),Australian National Registry of Emissions Units,Australia,Surrender of ACCUs to meet regulatory liability under the Australian Safeguard Mechanism,GEM01,"Excess emissions from 2020-21 National Greenhouse and 
 Energy Reporting (NGER) resubmission",,,,,26
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,National Regulatory Reporting,,,,,,,,,,,
,,,,,,,,,,,,
,Australia - Safeguard mechanism (SGM) facilities (tonnes of CO2-e)(1),"FY22 SGM
Baseline",FY22 Scope 1 Covered Emissions(2),,,,,,,,,
,Appin (APN01),2470574,1589755,,,,,,,,,
,Cannington (CAN01),132240,117901,,,,,,,,,
,Dendrobium (DEN01),386274,232076,,,,,,,,,
,Groote Eylandt Mining Company (GEM01),195344,192995,,,,,,,,,
,Worsley Alumina (WOR01),3718777,3553775,,,,,,,,,
,,,,,,,,,,,,
,"(1) Facilities who emit more than 100kt CO2-e scope 1 emissions are required to have a Safeguard Mechanism baseline. The FY23 NGER submission period is open from 1 July - 31 October 2023, following which the Clean Energy Regulator will publish the FY23 baselines.
(2) Scope 1 covered emissions are defined as scope 1 emissions, including direct emissions from fugitive emissions and emissions from fuel combustion and industrial process. Scope 1 covered emissions may differ slightly to the disclosed Facility level emissions due to difference in reporting boundaries as per the NGER Act.  ",,,,,,,,,,,
